,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
36,-0.9965025,-1.5932672,"('hostile', 'amicable')",-2.1188571,-2.2967837,0.10979865,-0.3765275,-1.0018537,-1.4221927,0.420339
59,-0.996462,-0.9511016,"('foolish', 'wise')",-0.06172487,-0.13266602,0.29031444,0.38374624,-0.2559575,-0.2333405,-0.022617
70,0.95976216,0.96765804,"('lethargic', 'energetic')",0.7665584,0.7817326,0.8432198,0.93296283,0.8565134,0.8941178,-0.0376044
75,-0.9512455,-1.1707299,"('meek', 'impulsive')",-1.5451703,-1.4026984,-0.46204877,-0.47110215,-0.9861549,-1.0148435,0.0286886
43,0.93063223,1.1594058,"('irresponsible', 'responsible')",1.5594752,1.6324683,0.60975724,0.69116426,1.0332882,1.1610128,-0.1277246
27,0.91665846,0.57156116,"('hardhearted', 'softhearted')",0.6009462,0.102232814,1.7046244,0.9408851,1.0740763,0.5382264,0.5358499
62,0.9108848,1.4646621,"('incompetent', 'brilliant')",1.254637,1.645804,-0.06642628,0.31060737,0.6996985,1.1403578,-0.4406593
58,0.8666526,0.3305448,"('undiscriminating', 'discriminating')",0.6699384,0.5666632,0.34623677,0.054484155,0.6276093,0.3172307,0.3103786
10,0.8531294,1.031593,"('unsympathetic', 'sympathetic')",0.5170269,0.5728904,-0.54110533,-0.5670553,0.2763503,0.3458094,-0.0694591
3,-0.838799,-0.3269235,"('repellent', 'pleasant')",-0.3525983,-0.10302109,-0.39105627,-0.09384425,-0.5274845,-0.1745963,-0.3528882
7,0.7867565,1.0911891,"('insensitive', 'sensitive')",0.8692029,0.95049095,0.86687005,0.79832125,0.8409432,0.9466671,-0.1057239
30,0.77667683,0.98304474,"('intolerant', 'tolerant')",1.7536147,1.9379324,1.0121497,1.2537067,1.1808138,1.3915612,-0.2107474
35,-0.770397,-1.1729653,"('corrupt', 'incorrupt')",-2.4086792,-2.6679184,-0.2152809,-0.6675083,-1.1314524,-1.5027973,0.3713449
57,-0.7590786,-0.8762827,"('unimaginative', 'imaginative')",-0.31558937,-0.121094786,-2.4078221,-2.4601142,-1.16083,-1.1524972,-0.0083328
66,-0.70858175,-1.4829121,"('inactive', 'active')",-0.6545339,-0.92845786,0.96616364,0.4994048,-0.1323173,-0.6373217,0.5050044
67,0.7037394,0.8194332,"('doubtful', 'determined')",-0.18222803,-0.15484014,-0.76132464,-0.4281392,-0.0799378,0.078818,-0.1587558
45,-0.68747705,-0.6792186,"('incompetent', 'competent')",0.40375578,0.54205394,-0.22319143,-0.31599542,-0.1689709,-0.1510534,-0.0179175
11,0.6755827,1.0953597,"('unhelpful', 'helpful')",0.73681617,0.95164376,2.0707603,2.2435172,1.161053,1.4301736,-0.2691206
17,-0.67551535,-0.83933544,"('nasty', 'nice')",-0.8447677,-1.1088585,-0.9881184,-1.0544446,-0.8361338,-1.0008794,0.1647456
24,0.60662305,0.44891194,"('dishonest', 'honest')",-0.23171014,-0.5285163,0.72674257,0.5671599,0.3672185,0.1625185,0.2047
78,0.59810305,0.8638544,"('nonresilient', 'resilient')",1.3273215,1.4817288,0.39745072,0.3537429,0.7742918,0.8997753,-0.1254835
50,-0.5895595,-0.47129926,"('clumsy', 'skillful')",-0.059320115,0.2184462,0.38421276,0.3974158,-0.0882223,0.0481876,-0.1364099
82,-0.58896554,0.12755686,"('poor', 'rich')",0.28945765,0.99569046,6.076085,6.443942,1.9255257,2.5223964,-0.5968707
9,0.57518655,0.5153537,"('unaffectionate', 'caring')",0.5000183,0.47561598,1.1393242,0.94789976,0.7381763,0.6462898,0.0918865
63,0.561712,0.6789266,"('unperceptive', 'insightful')",1.1715504,1.2073771,1.3492075,1.3417612,1.02749,1.0760217,-0.0485317
85,-0.5540659,-1.0898445,"('insignificant', 'prestigious')",-0.53630906,-0.70392615,0.5232461,0.19017409,-0.1890429,-0.5345321,0.3454892
34,0.5497467,0.4212275,"('mean', 'honorable')",0.054487832,0.13870806,6.064003,5.9857883,2.2227459,2.181908,0.0408379
47,-0.5256019,-0.3668567,"('stupid', 'smart')",1.2004671,1.2971022,5.298822,5.288295,1.9912291,2.0728467,-0.0816176
15,0.5154048,0.27870855,"('boring', 'funny')",0.23566875,0.18340999,0.8410716,0.6842349,0.5307151,0.3821178,0.1485973
26,0.48152065,0.19712658,"('hardhearted', 'benevolent')",0.8272443,0.6072927,1.5085729,1.1480664,0.9391127,0.6508286,0.2882841
54,0.47733575,0.6752333,"('incapable', 'capable')",0.73419356,0.87203044,1.1821865,1.3627062,0.7979053,0.9699899,-0.1720846
46,0.45397115,0.9871627,"('uncompetitive', 'competitive')",1.7058293,2.1215146,-0.42130283,-0.13367376,0.5794992,0.9916679,-0.4121687
12,0.42815012,0.4511344,"('unsupportive', 'supportive')",1.0455946,1.0022919,-1.4229252,-1.4318573,0.0169398,0.0071897,0.0097501
81,-0.3663003,0.26430523,"('submissive', 'aggressive')",0.55803716,0.7508321,-0.78429604,-0.4307356,-0.1975197,0.1948006,-0.3923203
44,-0.35959426,-0.22128831,"('prejudiced', 'unprejudiced')",0.15922818,0.10701113,-1.3357662,-1.1105968,-0.5120441,-0.4082913,-0.1037528
25,-0.35172892,-0.2418928,"('egoistic', 'altruistic')",-0.26049063,-0.09057051,1.451068,1.412748,0.2796162,0.3600949,-0.0804787
80,0.3420613,0.31904808,"('dominated', 'dominating')",1.1312301,0.9200436,-1.0996433,-1.1532385,0.1245493,0.0286177,0.0959316
40,-0.33920184,-0.7900634,"('stingy', 'generous')",-0.1690779,-0.6103791,-1.1937959,-1.6239871,-0.5673586,-1.0081432,0.4407846
64,-0.3225999,-0.10039504,"('shy', 'confident')",0.05122017,-0.05463565,-6.494517,-5.8953514,-2.2552989,-2.016794,-0.2385049
51,-0.31580356,-0.11238321,"('uneducated', 'educated')",0.22962141,0.113723025,0.6681622,0.58748305,0.1939934,0.1962743,-0.0022809
19,-0.31393775,-0.9078049,"('inhospitable', 'hospitable')",-0.34553823,-0.6805361,0.27844277,-0.020022742,-0.1270111,-0.5361212,0.4091101
18,-0.27916443,0.08022804,"('disagreeable', 'welcoming')",-0.45252097,-0.3106449,-0.24043135,-0.14230688,-0.3240389,-0.1242413,-0.1997976
21,0.27706152,0.76470065,"('immoral', 'moral')",0.9522463,1.1182355,-0.8283076,-0.46961638,0.1336668,0.4711066,-0.3374398
49,0.2596169,0.70790654,"('unable', 'able')",0.33958602,0.79979575,-0.09756012,0.32213524,0.1672143,0.6099459,-0.4427316
53,0.23938031,0.34539664,"('uncreative', 'creative')",0.7907911,1.0671945,0.9549284,0.90961146,0.6616999,0.7740676,-0.1123677
32,0.2068424,0.4503979,"('unkind', 'kind')",0.9741007,1.0513178,0.9797268,1.0628188,0.7202233,0.8548448,-0.1346215
61,0.20195347,0.24908961,"('illogical', 'logical')",-0.22380161,-0.25512263,0.031278446,-0.058228623,0.0031434,-0.0214205,0.0245639
2,-0.19719125,0.058199164,"('unlikable', 'likable')",0.6296171,0.8530357,0.5928544,0.821448,0.3417601,0.577561,-0.2358009
77,0.1908122,0.41317016,"('unmotivated', 'motivated')",0.07610482,0.26102802,-1.509919,-1.2860858,-0.414334,-0.2039626,-0.2103714
73,0.19007233,0.0135916155,"('helpless', 'self-reliant')",0.9154886,0.86769265,-2.9444785,-2.7879865,-0.6129725,-0.6355674,0.0225949
41,-0.1846603,-0.18395591,"('unforgiving', 'forgiving')",-0.17591977,-0.0611477,0.089433804,0.008445036,-0.0903821,-0.0788862,-0.0114959
86,-0.17319757,-0.21431753,"('uninfluential', 'influential')",0.19891188,0.0029852204,0.12608466,-0.16649178,0.0505997,-0.1259414,0.1765411
42,-0.16446146,-0.13832232,"('unreliable', 'reliable')",0.62514657,0.6908372,-2.627593,-2.3290358,-0.7223027,-0.5921736,-0.1301291
83,0.1419692,0.09545775,"('powerless', 'powerful')",0.5842965,0.59512347,-0.7678376,-0.8908357,-0.0138573,-0.0667515,0.0528942
13,-0.1325351,-0.067782775,"('impolite', 'polite')",0.78209466,0.81718546,-0.34354913,-0.1193853,0.1020035,0.2100058,-0.1080023
48,0.13039985,0.27455536,"('unintelligent', 'intelligent')",-0.28852576,-0.43695801,0.40663752,0.15911537,0.0828372,-0.0010958,0.083933
88,0.124195695,0.3148466,"('low', 'eminent')",0.35061634,0.42904055,0.20751251,0.23483461,0.2274415,0.3262406,-0.0987991
38,-0.1138666,-0.20456904,"('untruthful', 'truthful')",-0.47380587,-0.4424044,-0.06377157,0.00076180696,-0.217148,-0.2154039,-0.0017441
8,-0.1080639,-0.38223037,"('unaffectionate', 'affectionate')",-0.48693553,-0.45927602,0.89979887,0.4887061,0.1015998,-0.1176001,0.2191999
79,-0.10730933,-0.6206747,"('wavering', 'unwavering')",-1.3625461,-1.4378917,0.057281412,-0.09881927,-0.470858,-0.7191286,0.2482706
22,0.10488945,0.14026219,"('untrustworthy', 'trustworthy')",0.56025195,0.34157804,-0.5817577,-0.6504195,0.0277946,-0.0561931,0.0839877
87,0.09900122,0.052157924,"('unsuccessful', 'successful')",1.8797646,1.7910744,0.7494098,0.8498016,0.9093919,0.897678,0.0117139
37,0.08586596,-0.13160825,"('fake', 'genuine')",0.04258525,-0.20509791,0.7177964,0.46829033,0.2820825,0.0438614,0.2382211
1,-0.072381526,-0.4559627,"('unfriendly', 'friendly')",0.6837316,0.36899725,1.8118981,1.4338301,0.8077494,0.4489549,0.3587945
68,-0.06979282,-0.031679533,"('dependent', 'independent')",-0.3269053,-0.5035008,-0.21023259,-0.30209774,-0.2023102,-0.2790927,0.0767825
14,-0.029704003,0.35552725,"('antisocial', 'social')",0.9132649,1.0707039,-0.94574004,-0.5126223,-0.0207264,0.3045363,-0.3252627
28,0.019509058,0.08791846,"('disloyal', 'loyal')",-0.45141414,-0.258143,0.9738401,0.8731309,0.180645,0.2343021,-0.0536571
33,-0.01650127,-0.43690795,"('wrong', 'right')",0.5310155,0.10877038,-0.3930816,-0.706805,0.0404776,-0.3449809,0.3854585
0,0.0053037796,-0.044616267,"('unsociable', 'sociable')",1.0642667,1.0359758,-0.6371441,-0.61714125,0.1441421,0.1247394,0.0194027
55,0.0052117486,0.45170358,"('incompetent', 'clever')",1.0211961,1.282012,-0.013507482,0.13187419,0.3376335,0.6218632,-0.2842297
