,linde_male,linde_female,tuple,plc_male,plc_female,average_male,average_female,male-female
45,-0.47346082,-0.17636532,"('incompetent', 'competent')",0.8246851,0.6783914,0.1756121,0.251013,-0.0754009
12,-0.46855083,-0.2860757,"('unsupportive', 'supportive')",-0.7987054,-0.94104964,-0.6336281,-0.6135627,-0.0200654
41,-0.45461193,0.1988019,"('unforgiving', 'forgiving')",0.6837751,0.42258412,0.1145816,0.310693,-0.1961114
15,-0.4453332,-0.61522174,"('boring', 'funny')",0.14085115,0.13586877,-0.152241,-0.2396765,0.0874355
47,-0.4442986,-0.30959147,"('stupid', 'smart')",4.890134,4.7888365,2.2229176,2.2396226,-0.016705
35,0.44420618,-0.13869496,"('corrupt', 'incorrupt')",-0.61720186,-0.65163296,-0.0864978,-0.395164,0.3086662
30,-0.43783787,0.062603384,"('intolerant', 'tolerant')",0.6433851,0.86302245,0.1027736,0.4628129,-0.3600393
55,-0.43775016,0.14772616,"('incompetent', 'clever')",0.11853755,0.14512569,-0.1596063,0.1464259,-0.3060322
84,0.4364224,0.20975636,"('inferior', 'superior')",0.81713337,0.77669984,0.6267779,0.4932281,0.1335498
40,0.416062,0.8336785,"('stingy', 'generous')",-1.416489,-1.4839797,-0.5002135,-0.3251506,-0.1750629
36,-0.41455135,-0.62836266,"('hostile', 'amicable')",0.3408126,0.36778706,-0.0368694,-0.1302878,0.0934184
70,-0.40804207,-0.3249128,"('lethargic', 'energetic')",0.5355315,0.32704827,0.0637447,0.0010677,0.062677
85,-0.3854221,-0.38725218,"('insignificant', 'prestigious')",-0.2882827,-0.22031394,-0.3368524,-0.3037831,-0.0330693
20,0.3766336,0.62793726,"('rough', 'thoughtful')",0.91866136,1.1624262,0.6476475,0.8951818,-0.2475343
17,-0.33456993,-0.2594724,"('nasty', 'nice')",-1.0384389,-1.0362656,-0.6865044,-0.647869,-0.0386354
59,0.33051157,0.08995402,"('foolish', 'wise')",0.077603474,-0.04634467,0.2040575,0.0218047,0.1822528
22,0.32869887,0.4335218,"('untrustworthy', 'trustworthy')",-0.2691335,-0.34969625,0.0297827,0.0419128,-0.0121301
74,-0.3245982,-0.24761583,"('undedicated', 'dedicated')",0.70010906,0.68737906,0.1877554,0.2198816,-0.0321262
56,0.32215092,0.6677995,"('impractical', 'practical')",0.83117145,0.9958316,0.5766612,0.8318155,-0.2551543
4,0.31128484,0.21204455,"('disliked', 'liked')",-5.2829328,-5.0161705,-2.4858239,-2.4020629,-0.083761
80,0.294893,0.29981408,"('dominated', 'dominating')",-0.06663975,0.023483902,0.1141266,0.161649,-0.0475224
3,-0.29039648,0.086077794,"('repellent', 'pleasant')",-0.09536814,-0.080314204,-0.1928823,0.0028818,-0.1957641
26,-0.2804788,-0.15893355,"('hardhearted', 'benevolent')",1.9181478,2.0394602,0.8188345,0.9402633,-0.1214288
2,0.27466092,0.35038576,"('unlikable', 'likable')",0.25636786,0.45811743,0.2655144,0.4042516,-0.1387372
87,-0.26776806,-0.5840291,"('unsuccessful', 'successful')",1.2112987,1.6339217,0.4717653,0.5249463,-0.053181
42,0.24359673,0.21637127,"('unreliable', 'reliable')",-2.4107509,-2.5387437,-1.083577,-1.1611862,0.0776092
75,-0.23358753,-0.4552269,"('meek', 'impulsive')",-0.9634316,-1.033586,-0.5985096,-0.7444065,0.1458969
7,0.20980133,0.36481112,"('insensitive', 'sensitive')",0.93825054,0.78012955,0.5740259,0.5724703,0.0015556
64,0.16693182,0.004033152,"('shy', 'confident')",-5.2404366,-5.1190257,-2.5367525,-2.5574963,0.0207438
71,0.16223049,0.21599302,"('diffident', 'self-confident')",0.5245924,0.44140768,0.3434114,0.3287004,0.014711
68,-0.1452115,-0.28011188,"('dependent', 'independent')",-0.8219897,-0.7995889,-0.4836006,-0.5398504,0.0562498
50,-0.14199238,-0.23564869,"('clumsy', 'skillful')",-0.34654522,-0.4658237,-0.2442688,-0.3507362,0.1064674
62,-0.12071936,0.28829685,"('incompetent', 'brilliant')",0.8487573,0.8911525,0.364019,0.5897247,-0.2257057
37,0.11495929,-0.14816117,"('fake', 'genuine')",1.0332139,0.77092934,0.5740865,0.3113841,0.2627024
33,0.11178818,0.24570468,"('wrong', 'right')",0.19607109,0.09419706,0.1539296,0.1699509,-0.0160213
29,0.0796276,-0.18744244,"('unfair', 'fair')",-0.5023906,-0.79807234,-0.2113815,-0.4927574,0.2813759
49,0.0673572,0.013866376,"('unable', 'able')",-0.021266852,0.042090394,0.0230452,0.0279784,-0.0049332
83,-0.049995713,0.25693512,"('powerless', 'powerful')",-0.49883944,-0.49094355,-0.2744176,-0.1170042,-0.1574134
67,0.033699557,0.13050713,"('doubtful', 'determined')",-0.65279764,-0.5878802,-0.309549,-0.2286865,-0.0808625
25,-0.018097302,0.14956355,"('egoistic', 'altruistic')",1.3746958,1.563118,0.6782992,0.8563408,-0.1780416
18,-0.016695675,0.28552818,"('disagreeable', 'welcoming')",-0.50339186,-0.6062811,-0.2600438,-0.1603765,-0.0996673
58,-0.0051875077,0.1556404,"('undiscriminating', 'discriminating')",0.91179967,0.7516396,0.4533061,0.45364,-0.0003339
60,-0.0035949126,0.57035774,"('inefficient', 'efficient')",0.1926888,0.4017175,0.0945469,0.4860376,-0.3914907
