,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
67,0.7121526,0.5622562,"('doubtful', 'determined')",0.44878244,0.3467534,-0.17765903,-0.12254388,0.3277587,0.2621552,0.0656035
30,-0.70651937,-0.93954885,"('intolerant', 'tolerant')",0.048727885,-0.0691617,1.0860782,0.9834247,0.1427622,-0.0084286,0.1511908
4,0.7057696,0.9168821,"('disliked', 'liked')",0.815457,0.9232233,-5.8094473,-5.7133336,-1.4294068,-1.291076,-0.1383308
22,-0.68425256,-0.67260605,"('untrustworthy', 'trustworthy')",0.20243484,0.3626273,-0.83537894,-1.1294458,-0.4390655,-0.4798082,0.0407427
13,-0.6786271,-0.9231741,"('impolite', 'polite')",-0.30115464,-0.40031648,-0.13052468,-0.28204983,-0.3701021,-0.5351802,0.1650781
37,0.6737219,0.5988822,"('fake', 'genuine')",0.26256946,0.20982559,1.2711605,1.2272562,0.7358173,0.6786547,0.0571626
84,0.6629413,0.6054882,"('inferior', 'superior')",-0.043933176,-0.012533631,0.99271154,0.8560957,0.5372399,0.4830167,0.0542232
52,-0.65850574,-0.54453933,"('irrational', 'rational')",-1.2252853,-1.3621391,-0.64834934,-0.61784375,-0.8440468,-0.8415074,-0.0025394
40,-0.64841896,-0.64236176,"('stingy', 'generous')",-0.8044817,-0.71205795,-1.3460686,-1.283636,-0.9329898,-0.8793519,-0.0536379
60,-0.63812643,-1.3601035,"('inefficient', 'efficient')",-0.6032919,-0.9712181,0.3998748,0.026758362,-0.2805145,-0.7681878,0.4876733
47,-0.617428,-0.7969514,"('stupid', 'smart')",0.3966321,0.3392526,4.805142,4.515477,1.5281153,1.3525928,0.1755225
54,-0.605618,-0.39893445,"('incapable', 'capable')",-0.930902,-0.7408304,0.8252611,0.7557521,-0.2370863,-0.1280043,-0.109082
7,-0.58954227,-0.6242037,"('insensitive', 'sensitive')",-0.64883757,-0.49159545,0.9623976,0.9839119,-0.0919941,-0.0439624,-0.0480317
16,-0.55863786,-0.14996399,"('unpopular', 'popular')",-0.94981605,-0.6006199,-0.13248856,0.09563582,-0.5469808,-0.218316,-0.3286648
41,-0.5578599,-0.46093324,"('unforgiving', 'forgiving')",0.38401026,0.6229382,-0.1705322,-0.30181402,-0.1147939,-0.046603,-0.0681909
46,-0.5496508,-0.82753265,"('uncompetitive', 'competitive')",-1.0044968,-0.87627673,0.13043588,0.2703654,-0.4745706,-0.4778147,0.0032441
14,-0.5251113,-0.7395899,"('antisocial', 'social')",-0.077784136,-0.034518845,-0.95259565,-1.027991,-0.518497,-0.6006999,0.0822029
81,-0.47395784,-0.68121105,"('submissive', 'aggressive')",-0.52010494,-0.45740545,-0.84101486,-0.9075168,-0.6116925,-0.6820444,0.0703519
59,-0.466791,-0.16118148,"('foolish', 'wise')",-0.22489393,-0.0882284,-0.22699052,-0.30355412,-0.3062252,-0.1843213,-0.1219039
51,-0.46502173,-0.5230094,"('uneducated', 'educated')",-0.28064924,-0.21173193,0.2007118,0.1057588,-0.1816531,-0.2096608,0.0280077
85,-0.4590887,-0.040691845,"('insignificant', 'prestigious')",-0.5418954,-0.27598804,-0.4754031,-0.26956573,-0.492129,-0.1954152,-0.2967138
66,0.4442693,0.7366639,"('inactive', 'active')",0.12785195,0.11080452,0.7249395,0.8626971,0.4323536,0.5700552,-0.1377016
20,-0.43943512,-0.43306255,"('rough', 'thoughtful')",0.08537257,0.16980688,1.1150162,1.1535691,0.2536512,0.2967711,-0.0431199
61,-0.43654007,-0.5830389,"('illogical', 'logical')",-0.7177309,-0.7056896,0.26032147,0.30515635,-0.2979831,-0.3278574,0.0298743
31,-0.42353407,-0.16028167,"('evil', 'good')",-0.2339305,-0.29015732,-1.4075474,-1.4018224,-0.6883373,-0.6174205,-0.0709168
82,-0.42238396,-0.43914166,"('poor', 'rich')",-0.476448,-0.46100873,6.1326346,6.022985,1.7446009,1.7076116,0.0369893
80,-0.4204271,-0.5505944,"('dominated', 'dominating')",-0.32937196,-0.06330576,-1.3562233,-1.297896,-0.7020075,-0.6372654,-0.0647421
29,0.41972426,0.5412047,"('unfair', 'fair')",-0.061871022,0.043262877,-0.39976078,-0.41568762,-0.0139692,0.05626,-0.0702292
8,-0.4146936,-0.34260303,"('unaffectionate', 'affectionate')",-0.2239131,-0.25463963,0.6541226,0.8031876,0.005172,0.0686483,-0.0634763
87,0.38142383,0.5435516,"('unsuccessful', 'successful')",-0.46628183,-0.28992993,-0.001621767,0.14463837,-0.0288266,0.1327534,-0.16158
55,-0.375673,-0.7314006,"('incompetent', 'clever')",-0.14509083,-0.15012582,-0.029953409,-0.024604464,-0.1835724,-0.3020436,0.1184712
70,-0.36491954,-0.4099331,"('lethargic', 'energetic')",-0.42190444,-0.10034343,1.4438431,1.5583924,0.2190064,0.349372,-0.1303656
15,0.34265456,0.44838923,"('boring', 'funny')",0.79038054,0.71413386,0.4394549,0.3332435,0.5241633,0.4985888,0.0255745
25,-0.33261737,-0.21380459,"('egoistic', 'altruistic')",-0.29811394,-0.460602,0.8495908,0.6142192,0.0729531,-0.0200625,0.0930156
17,-0.32146195,-0.26890415,"('nasty', 'nice')",0.14481339,0.21344228,-0.8808576,-0.8564806,-0.352502,-0.3039808,-0.0485212
74,0.31668386,0.17254569,"('undedicated', 'dedicated')",-0.21024832,-0.25676844,0.7226206,0.7498786,0.276352,0.2218853,0.0544667
0,-0.31517404,-0.69061565,"('unsociable', 'sociable')",-0.70893973,-0.8782927,-0.3524299,-0.33976817,-0.4588479,-0.6362255,0.1773776
83,-0.2980129,-0.46296692,"('powerless', 'powerful')",-0.44105706,-0.42608938,-0.8943494,-0.7556026,-0.5444731,-0.5482196,0.0037465
79,-0.2727059,0.1456981,"('wavering', 'unwavering')",-0.2777508,-0.06317,0.2805034,0.724813,-0.0899844,0.2691137,-0.3590981
42,0.27047646,0.38703042,"('unreliable', 'reliable')",0.49932382,0.80185634,-2.0987828,-2.0503356,-0.4429942,-0.2871496,-0.1558446
5,0.26511598,0.6362782,"('distant', 'outgoing')",0.014523166,0.03315779,-0.41940483,-0.4252391,-0.0465886,0.081399,-0.1279876
34,-0.26118913,-0.24396107,"('mean', 'honorable')",-0.16889642,-0.16358426,6.1206326,5.9888434,1.896849,1.8604326,0.0364164
38,-0.2382622,-0.5511677,"('untruthful', 'truthful')",-0.03081233,-0.43400583,0.24781768,0.0022002263,-0.0070856,-0.3276578,0.3205722
50,0.22198348,0.42257455,"('clumsy', 'skillful')",0.1827031,0.29759368,0.33558095,0.54290426,0.2467558,0.4210242,-0.1742684
6,0.1952362,0.4800368,"('distant', 'open')",-0.04404307,-0.11820653,0.38993004,0.42581126,0.1803744,0.2625472,-0.0821728
71,0.1723124,0.35273257,"('diffident', 'self-confident')",0.4822963,0.62764674,0.6608596,0.71075845,0.4384894,0.5637126,-0.1252232
2,-0.16280937,-0.028449561,"('unlikable', 'likable')",0.05140025,0.13506879,0.12708788,-0.0006767288,0.0052263,0.0353142,-0.0300879
19,0.15081708,0.5306344,"('inhospitable', 'hospitable')",0.90856105,0.94429404,0.26081577,0.26369163,0.4400646,0.57954,-0.1394754
36,0.09225407,0.69389236,"('hostile', 'amicable')",-0.019479815,0.14725332,-0.3446211,-0.1420294,-0.0906156,0.2330388,-0.3236544
56,0.08820784,-0.3549383,"('impractical', 'practical')",0.91313636,0.6962612,0.4719179,0.33606958,0.4910874,0.2257975,0.2652899
33,-0.06255254,-0.14887738,"('wrong', 'right')",0.62729704,0.49529037,-1.0678242,-1.0723732,-0.1676933,-0.2419867,0.0742934
64,0.057249118,0.009288184,"('shy', 'confident')",-0.10694611,-0.029381283,-6.360524,-6.5052633,-2.1367404,-2.1751188,0.0383784
76,-0.05610503,-0.18030484,"('anxious', 'daring')",0.15634431,0.2724752,0.9238985,1.2243489,0.3413792,0.4388398,-0.0974606
44,0.053662922,0.27460945,"('prejudiced', 'unprejudiced')",0.087616,0.32976097,-1.8884648,-1.8986084,-0.5823953,-0.4314127,-0.1509826
45,0.05192043,-0.2304287,"('incompetent', 'competent')",0.039625205,-0.035383634,0.37683436,0.27349314,0.1561267,0.0025603,0.1535664
58,0.013657527,-0.0015388634,"('undiscriminating', 'discriminating')",-0.18170738,0.01822419,0.31600308,0.55279374,0.0493177,0.1898263,-0.1405086
