,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
19,0.78571033,0.7885302,"('inhospitable', 'hospitable')",-1.20462,-1.1580886,-0.88993776,-0.79715,-0.4362825,-0.3889028,-0.0473797
50,0.7784513,0.44828758,"('clumsy', 'skillful')",-0.05379627,-0.3389613,0.624478,0.5221808,0.449711,0.2105023,0.2392087
32,0.7630262,0.9638432,"('unkind', 'kind')",-0.03829222,-0.09985721,0.9521167,0.9111648,0.5589502,0.5917169,-0.0327667
75,-0.7441136,-0.6651652,"('meek', 'impulsive')",-0.7580836,-0.648197,-0.779142,-0.6514242,-0.7604464,-0.6549288,-0.1055176
30,-0.72266936,-0.3121687,"('intolerant', 'tolerant')",-0.21839097,-0.046884466,-0.030981783,0.1008609,-0.324014,-0.0860641,-0.2379499
60,0.6953667,1.0715275,"('inefficient', 'efficient')",1.3141596,1.3775058,0.21779153,0.43132502,0.7424393,0.9601194,-0.2176801
54,0.68919814,0.36661136,"('incapable', 'capable')",0.055992093,-0.07204948,0.6138455,0.6547221,0.4530119,0.316428,0.1365839
46,-0.65469193,-0.40748745,"('uncompetitive', 'competitive')",0.5210823,0.4953467,-0.26659325,-0.24016227,-0.133401,-0.0507677,-0.0826333
35,-0.65467525,-0.634269,"('corrupt', 'incorrupt')",-1.5419375,-1.5659494,-1.4671834,-1.4570454,-1.2212654,-1.2190879,-0.0021775
5,-0.64528805,-0.71135354,"('distant', 'outgoing')",-0.34820524,-0.32133204,-1.1007206,-0.8700724,-0.6980713,-0.6342526,-0.0638187
45,-0.6445771,-0.15004486,"('incompetent', 'competent')",0.35275197,0.45093143,0.26685664,0.31472513,-0.0083228,0.2052039,-0.2135267
83,-0.62878394,-0.54503113,"('powerless', 'powerful')",0.6907422,0.6465536,-0.9249371,-0.90768456,-0.2876596,-0.2687207,-0.0189389
4,-0.62505543,-0.6161853,"('disliked', 'liked')",0.07210678,0.02168338,-6.8191237,-7.2266912,-2.4573574,-2.6070644,0.149707
78,0.62128884,0.41362837,"('nonresilient', 'resilient')",1.3330595,1.1864188,0.66968,0.6282479,0.8746761,0.742765,0.1319111
38,0.6081482,0.6561419,"('untruthful', 'truthful')",0.45389885,0.36211595,-0.2776313,-0.33976594,0.2614719,0.226164,0.0353079
7,0.584333,0.6881302,"('insensitive', 'sensitive')",0.94929177,0.8782598,0.72179294,0.79672027,0.7518059,0.7877034,-0.0358975
84,0.5671512,0.5400183,"('inferior', 'superior')",0.78451633,0.7045334,0.81200916,0.79418314,0.7212256,0.6795783,0.0416473
26,0.56334525,0.3502178,"('hardhearted', 'benevolent')",1.116413,0.86037135,1.3194596,1.0232518,0.9997393,0.7446136,0.2551257
29,-0.5606985,-0.40975857,"('unfair', 'fair')",-0.62073624,-0.64037216,-0.42763573,-0.26654276,-0.5363568,-0.4388912,-0.0974656
37,0.5432385,0.66105926,"('fake', 'genuine')",-0.20640689,-0.31436843,0.17465249,0.36178988,0.1704947,0.2361602,-0.0656655
3,-0.5170313,-0.38067096,"('repellent', 'pleasant')",-0.51668876,-0.5588199,0.9030978,0.92864937,-0.0435407,-0.0036138,-0.0399269
88,-0.48220977,-0.5786895,"('low', 'eminent')",-0.47321397,-0.48464206,-0.42311454,-0.4667585,-0.4595128,-0.51003,0.0505172
77,0.47325838,0.059198573,"('unmotivated', 'motivated')",0.8356218,0.6499442,-0.8946622,-0.98017645,0.1380726,-0.0903446,0.2284172
42,0.43333387,0.58311605,"('unreliable', 'reliable')",0.47991994,0.43355212,-2.111214,-2.0863876,-0.39932,-0.3565731,-0.0427469
48,-0.42201594,-0.28364706,"('unintelligent', 'intelligent')",0.64831734,0.5785155,0.30624565,0.32227334,0.1775157,0.2057139,-0.0281982
64,-0.40948993,-0.39904916,"('shy', 'confident')",0.6886758,0.5918858,-5.636707,-5.84928,-1.7858404,-1.885481,0.0996406
2,0.36029038,0.39321542,"('unlikable', 'likable')",1.5088701,1.3758867,0.46744436,0.5106983,0.7788683,0.7599335,0.0189348
86,0.35894266,0.45705152,"('uninfluential', 'influential')",0.9944539,0.79027194,0.04242831,-0.11620225,0.4652749,0.3770404,0.0882345
0,0.35091215,0.40879726,"('unsociable', 'sociable')",0.5501174,0.5091391,-0.14154828,-0.1703164,0.2531604,0.2492067,0.0039537
40,-0.34623381,-0.12658803,"('stingy', 'generous')",-0.16232234,-0.21089825,-2.4222975,-2.5474248,-0.9769512,-0.961637,-0.0153142
76,0.34545252,0.9982717,"('anxious', 'daring')",-0.43454865,-0.15847164,0.010738265,0.34697422,-0.0261193,0.3955914,-0.4217107
68,-0.34126428,-0.35710347,"('dependent', 'independent')",-1.0819519,-1.1850352,-1.0551944,-1.0296718,-0.8261368,-0.8572702,0.0311334
52,-0.33313623,-0.7345538,"('irrational', 'rational')",-0.8427161,-1.0700554,-0.40267208,-0.56615883,-0.5261748,-0.790256,0.2640812
66,0.32555053,0.28489208,"('inactive', 'active')",-0.1964536,-0.26714092,0.8875558,0.7266516,0.3388842,0.2481343,0.0907499
63,0.32329577,0.41658938,"('unperceptive', 'insightful')",1.2371985,1.1125585,0.79000956,0.7380546,0.7835012,0.7557341,0.0277671
65,-0.31717572,0.08161324,"('insecure', 'secure')",-0.025788829,0.015436411,0.117704816,0.33799744,-0.0750866,0.1450157,-0.2201023
36,0.2909479,-0.19993386,"('hostile', 'amicable')",-0.7245668,-1.1172366,-0.79958797,-1.0979736,-0.411069,-0.805048,0.393979
81,-0.29087955,0.23692808,"('submissive', 'aggressive')",0.6886878,0.85387224,-0.40359917,-0.2671886,-0.0019303,0.2745372,-0.2764675
53,0.27098638,0.20766853,"('uncreative', 'creative')",0.42874673,0.15173733,0.08981869,0.123175,0.263184,0.1608603,0.1023237
8,0.26746532,-0.053517245,"('unaffectionate', 'affectionate')",-0.15218051,-0.37294292,0.1251042,0.08867083,0.0801297,-0.1125965,0.1927262
80,0.26131225,0.28257492,"('dominated', 'dominating')",0.29469797,0.3178892,-0.038250968,-0.052970804,0.1725864,0.1824978,-0.0099114
34,-0.25547612,-0.2212018,"('mean', 'honorable')",0.16902684,0.13922392,4.9748473,5.210919,1.6294661,1.709647,-0.0801809
58,0.25344867,0.35742816,"('undiscriminating', 'discriminating')",0.60288036,0.3482961,0.23007911,0.12430124,0.362136,0.2766752,0.0854608
11,0.25139537,0.490686,"('unhelpful', 'helpful')",0.5897291,0.64673364,2.0617154,2.2770922,0.9676132,1.1381706,-0.1705574
61,-0.24446727,-0.18267763,"('illogical', 'logical')",0.27465504,0.12736993,0.48154336,0.4460743,0.170577,0.1302555,0.0403215
24,0.23664206,0.36436772,"('dishonest', 'honest')",0.6997511,0.6752399,0.12938769,0.31668073,0.3552603,0.4520961,-0.0968358
70,0.18249726,0.5633494,"('lethargic', 'energetic')",-0.02178292,0.051542528,0.78139865,1.0427034,0.3140377,0.5525318,-0.2384941
15,-0.17965828,-0.035875525,"('boring', 'funny')",0.42388672,0.512306,-0.5874529,-0.45936888,-0.1144082,0.0056872,-0.1200954
62,-0.17815378,0.26134717,"('incompetent', 'brilliant')",1.0250655,1.264029,0.48078695,0.7458661,0.4425662,0.7570808,-0.3145146
87,0.16573481,-0.006552659,"('unsuccessful', 'successful')",1.1674713,1.1314362,1.2047821,1.0992947,0.8459961,0.7413928,0.1046033
13,-0.1538573,0.19124912,"('impolite', 'polite')",0.2171598,0.26686838,-0.59118414,-0.45930564,-0.1759605,-0.0003961,-0.1755644
10,-0.13815558,0.2749195,"('unsympathetic', 'sympathetic')",-0.3004559,-0.32299605,0.013511812,0.089228734,-0.1416999,0.0137174,-0.1554173
43,-0.1365813,0.21191141,"('irresponsible', 'responsible')",0.23982519,0.22600712,0.46375173,0.6813379,0.1889985,0.3730855,-0.184087
20,0.1364862,0.09168542,"('rough', 'thoughtful')",-0.58421147,-0.5587871,0.4743519,0.5241684,0.0088755,0.0190222,-0.0101467
55,0.13114974,0.481088,"('incompetent', 'clever')",0.6169677,0.6399837,0.47773927,0.5426439,0.4086189,0.5545719,-0.145953
85,0.1257342,-0.594384,"('insignificant', 'prestigious')",0.18106788,-0.16665079,-0.7637388,-1.0764931,-0.1523122,-0.6125093,0.4601971
59,0.11894853,-0.00771166,"('foolish', 'wise')",0.7676208,0.6407986,-0.26523498,-0.20128876,0.2071114,0.1439327,0.0631787
18,-0.105469376,-0.10960853,"('disagreeable', 'welcoming')",-0.42086747,-0.45183012,-0.99457836,-0.95879275,-0.5069718,-0.5067438,-0.000228
41,0.09886033,0.4646386,"('unforgiving', 'forgiving')",-0.15431464,-0.2444174,-0.36752656,-0.55885655,-0.1409936,-0.1128785,-0.0281151
14,0.09399781,0.46217707,"('antisocial', 'social')",0.42494112,0.5423935,-0.25444287,-0.28034997,0.0881653,0.2414069,-0.1532416
22,-0.087747335,0.09040008,"('untrustworthy', 'trustworthy')",-0.38916406,-0.35209075,-0.83695024,-0.6492398,-0.4379539,-0.3036435,-0.1343104
21,-0.053539757,0.25789842,"('immoral', 'moral')",0.68750453,0.6474086,-0.11467799,0.0067935633,0.1730956,0.3040335,-0.1309379
69,0.05260566,-0.44770542,"('lazy', 'industrious')",1.3999206,1.1862944,-0.9318845,-1.1594936,0.1735472,-0.1403015,0.3138487
67,-0.046912804,0.019222409,"('doubtful', 'determined')",-0.09156893,0.060298674,-0.55274177,-0.4790721,-0.2304078,-0.1331837,-0.0972241
51,-0.043730192,0.25986722,"('uneducated', 'educated')",-0.41742226,-0.37727156,0.47678286,0.37240934,0.0052101,0.0850017,-0.0797916
57,0.0046202578,0.23051837,"('unimaginative', 'imaginative')",0.39383882,0.30648062,-2.8461845,-2.9954798,-0.8159084,-0.8194936,0.0035852
