,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,male-female
72,-0.4885902,-0.433151,"('unambitious', 'ambitious')",-0.25303254,0.059425008,-0.3708114,-0.186863,-0.1839484
35,-0.48443383,-0.5443468,"('corrupt', 'incorrupt')",-0.6803209,-1.0813208,-0.5823774,-0.8128338,0.2304564
7,-0.45561883,-0.45308623,"('insensitive', 'sensitive')",0.66557455,0.82886237,0.1049779,0.1878881,-0.0829102
60,-0.44882366,-0.30002597,"('inefficient', 'efficient')",0.20697117,0.55064934,-0.1209262,0.1253117,-0.2462379
2,0.4397489,0.36261326,"('unlikable', 'likable')",0.3241855,0.24439237,0.3819672,0.3035028,0.0784644
31,-0.43608797,-0.37778288,"('evil', 'good')",-0.94517404,-1.3861605,-0.690631,-0.8819717,0.1913407
51,-0.42553788,-0.53761554,"('uneducated', 'educated')",0.7469121,0.87503356,0.1606871,0.168709,-0.0080219
87,0.4187405,0.38875446,"('unsuccessful', 'successful')",1.0170776,1.3373023,0.717909,0.8630284,-0.1451194
61,-0.4096724,-0.36616975,"('illogical', 'logical')",0.5285209,0.6369808,0.0594242,0.1354055,-0.0759813
88,-0.40938473,-0.25973174,"('low', 'eminent')",-0.4094159,-0.34681842,-0.4094003,-0.3032751,-0.1061252
69,0.4001408,0.2242672,"('lazy', 'industrious')",-1.2844371,-1.7222223,-0.4421481,-0.7489775,0.3068294
67,0.3934633,0.11510915,"('doubtful', 'determined')",-0.84454834,-0.9488175,-0.2255425,-0.4168542,0.1913117
52,-0.38456002,-0.62524843,"('irrational', 'rational')",-0.25613695,-0.6938926,-0.3203485,-0.6595705,0.339222
54,-0.37489474,-0.49127465,"('incapable', 'capable')",0.7842784,0.8453396,0.2046918,0.1770325,0.0276593
77,-0.36411965,-0.18136263,"('unmotivated', 'motivated')",-1.2624362,-0.9266617,-0.8132779,-0.5540122,-0.2592657
42,0.3625592,0.19870576,"('unreliable', 'reliable')",-3.3682954,-3.2613196,-1.5028682,-1.531307,0.0284388
17,-0.3112005,-0.2896485,"('nasty', 'nice')",-0.91437155,-0.7149801,-0.6127861,-0.5023143,-0.1104718
16,-0.30527133,-0.49815756,"('unpopular', 'popular')",0.059474856,-0.16225158,-0.1228982,-0.3302046,0.2073064
64,-0.3034976,-0.30781302,"('shy', 'confident')",-6.9792695,-6.691192,-3.6413836,-3.4995027,-0.1418809
23,-0.30029255,-0.35504895,"('insincere', 'sincere')",6.5698996,6.723748,3.1348035,3.1843495,-0.049546
62,-0.29179624,-0.23028374,"('incompetent', 'brilliant')",0.32373446,0.7947423,0.0159691,0.2822293,-0.2662602
71,0.2814853,0.5920503,"('diffident', 'self-confident')",0.19771993,0.31376562,0.2396026,0.452908,-0.2133054
29,-0.27272052,-0.33604586,"('unfair', 'fair')",-0.4146864,-0.5417443,-0.3437034,-0.4388951,0.0951917
36,-0.26760465,-0.3203227,"('hostile', 'amicable')",-0.4530036,-0.97666526,-0.3603041,-0.648494,0.2881899
85,0.26241678,0.039301746,"('insignificant', 'prestigious')",-0.40117344,-1.02676,-0.0693783,-0.4937291,0.4243508
33,0.26147553,0.24268359,"('wrong', 'right')",-0.952174,-0.99511683,-0.3453493,-0.3762166,0.0308673
3,-0.24047065,-0.12681642,"('repellent', 'pleasant')",1.1294603,1.3696249,0.4444948,0.6214042,-0.1769094
26,-0.2120331,-0.17500705,"('hardhearted', 'benevolent')",1.4811144,1.2383435,0.6345407,0.5316682,0.1028725
30,-0.13853496,-0.15006277,"('intolerant', 'tolerant')",0.588253,0.60432714,0.224859,0.2271322,-0.0022732
79,0.13818352,0.06974075,"('wavering', 'unwavering')",-0.50904155,-0.5906708,-0.185429,-0.260465,0.075036
14,0.112670064,0.22375394,"('antisocial', 'social')",0.028066032,0.38833523,0.0703681,0.3060446,-0.2356765
15,0.09040296,0.2917039,"('boring', 'funny')",-0.20380765,-0.31558084,-0.0567023,-0.0119385,-0.0447638
49,-0.08951595,-0.18586463,"('unable', 'able')",-0.35778674,-0.19574374,-0.2236513,-0.1908042,-0.0328471
27,-0.08149659,-0.17462488,"('hardhearted', 'softhearted')",1.3907531,1.1072922,0.6546283,0.4663337,0.1882946
40,-0.070311725,-0.026025537,"('stingy', 'generous')",-2.1621804,-2.2798188,-1.1162461,-1.1529222,0.0366761
66,-0.06890632,-0.2716298,"('inactive', 'active')",0.2961157,0.2112319,0.1136047,-0.030199,0.1438037
32,-0.06886248,-0.07702163,"('unkind', 'kind')",0.9241534,0.86915153,0.4276454,0.3960649,0.0315805
25,-0.06285548,0.013340541,"('egoistic', 'altruistic')",1.1944191,0.9168285,0.5657818,0.4650845,0.1006973
50,0.052926127,-0.1974345,"('clumsy', 'skillful')",0.12257905,0.014444597,0.0877526,-0.0914949,0.1792475
78,0.04039268,-0.031281896,"('nonresilient', 'resilient')",0.16965126,0.2911576,0.105022,0.1299379,-0.0249159
81,0.03850504,-0.056432944,"('submissive', 'aggressive')",-0.66724825,-0.2728858,-0.3143716,-0.1646594,-0.1497122
59,-0.03802402,-0.17729026,"('foolish', 'wise')",-0.24423231,-0.6188007,-0.1411282,-0.3980455,0.2569173
75,0.037968896,-0.07048566,"('meek', 'impulsive')",-0.9477082,-0.97349423,-0.4548697,-0.5219899,0.0671202
12,-0.03519209,-0.13614517,"('unsupportive', 'supportive')",-2.2756863,-2.125288,-1.1554391,-1.1307166,-0.0247225
20,-0.03211848,-0.013113797,"('rough', 'thoughtful')",0.8063796,0.7525069,0.3871306,0.3696966,0.017434
47,0.030048797,0.046709176,"('stupid', 'smart')",5.669493,5.7240424,2.849771,2.8853757,-0.0356047
44,0.02887627,0.0051150005,"('prejudiced', 'unprejudiced')",-1.2459108,-1.235089,-0.6085172,-0.614987,0.0064698
76,0.028605968,0.10504744,"('anxious', 'daring')",-0.058336854,0.32642037,-0.0148654,0.2157339,-0.2305993
34,0.022525854,-0.030381855,"('mean', 'honorable')",5.913586,5.8572226,2.968056,2.9134204,0.0546356
56,0.0090518,0.14300288,"('impractical', 'practical')",-0.8692699,-0.4485294,-0.4301091,-0.1527632,-0.2773459
80,0.0072564483,0.040744267,"('dominated', 'dominating')",-0.6897013,-0.22671354,-0.3412224,-0.0929846,-0.2482378
4,0.0010799859,-0.16589135,"('disliked', 'liked')",-7.7796016,-7.951354,-3.8892608,-4.0586228,0.169362
