,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
37,0.40500158,0.48130232,"('fake', 'genuine')",0.3833015,0.29003677,0.3941515,0.3856695,0.008482
1,-0.36607456,-0.28399873,"('unfriendly', 'friendly')",1.184627,1.0953768,0.4092762,0.4056891,0.0035871
20,0.30961308,0.1837535,"('rough', 'thoughtful')",0.82832783,0.6716853,0.5689704,0.4277194,0.141251
40,-0.30269116,-0.110055685,"('stingy', 'generous')",-2.190967,-2.2969801,-1.2468292,-1.2035179,-0.0433113
53,0.29276574,0.33476505,"('uncreative', 'creative')",0.17777842,0.09985177,0.2352721,0.2173084,0.0179637
87,0.27117306,0.27188462,"('unsuccessful', 'successful')",0.90034425,0.9970992,0.5857587,0.6344919,-0.0487332
88,0.20869017,0.35007367,"('low', 'eminent')",-0.2718462,-0.3770225,-0.031578,-0.0134744,-0.0181036
26,0.19433421,0.19534421,"('hardhearted', 'benevolent')",1.580847,1.4304544,0.8875906,0.8128993,0.0746913
27,0.18788901,0.15015927,"('hardhearted', 'softhearted')",0.8266101,0.70990866,0.5072495,0.430034,0.0772155
34,0.18552041,0.15889174,"('mean', 'honorable')",5.699091,5.873459,2.9423056,3.0161753,-0.0738697
8,-0.18058845,-0.21363015,"('unaffectionate', 'affectionate')",0.5562375,0.62695163,0.1878245,0.2066607,-0.0188362
58,-0.16202892,-0.35179827,"('undiscriminating', 'discriminating')",0.37323245,0.32703874,0.1056018,-0.0123798,0.1179816
47,0.15931302,0.25429815,"('stupid', 'smart')",5.286888,5.3789754,2.7231007,2.8166368,-0.0935361
54,-0.13952297,-0.03200493,"('incapable', 'capable')",1.0219324,1.3500772,0.4412047,0.6590361,-0.2178314
2,0.12563509,0.29071593,"('unlikable', 'likable')",0.2225467,0.176193,0.1740909,0.2334545,-0.0593636
41,0.06350851,0.18352243,"('unforgiving', 'forgiving')",-0.2862256,-0.45880875,-0.1113585,-0.1376432,0.0262847
68,0.033431567,0.23188081,"('dependent', 'independent')",-0.49465236,-0.28288645,-0.2306104,-0.0255028,-0.2051076
38,0.006703498,0.02294098,"('untruthful', 'truthful')",-0.03255953,0.32444048,-0.012928,0.1736907,-0.1866187
