,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.26665962,-0.42738837,"('nonresilient', 'resilient')",1.0672201,1.090994,1.1455215,0.8812692,0.648694,0.5149583,0.1337357
39,0.24793872,0.11852221,"('exploitative', 'cooperative')",0.31193957,0.1698537,0.19740435,0.21009217,0.2524275,0.166156,0.0862715
83,-0.24586341,-0.24022028,"('powerless', 'powerful')",0.21239814,0.30441055,-0.59948677,-0.7398788,-0.210984,-0.2252295,0.0142455
26,-0.24490519,-0.07148893,"('hardhearted', 'benevolent')",0.48464665,0.41250283,0.7134342,0.68531054,0.3177252,0.3421082,-0.024383
64,-0.24096893,-0.2942123,"('shy', 'confident')",-0.7906148,-0.6573439,-6.2731633,-6.839267,-2.4349157,-2.596941,0.1620253
44,0.23327851,0.123923875,"('prejudiced', 'unprejudiced')",-0.335474,-0.35144296,-1.539795,-1.4039366,-0.5473302,-0.5438186,-0.0035116
41,-0.21590857,0.009442603,"('unforgiving', 'forgiving')",-0.45806324,-0.34293535,-0.010000691,-0.09371618,-0.2279908,-0.142403,-0.0855878
59,0.18078665,0.44887233,"('foolish', 'wise')",0.1835498,0.114583,0.095170185,0.3344804,0.1531689,0.2993119,-0.146143
68,0.16570732,-0.27874127,"('dependent', 'independent')",0.3698975,0.2287825,0.20800294,0.09708595,0.2478693,0.0157091,0.2321602
71,0.16301142,0.19835714,"('diffident', 'self-confident')",0.7065974,0.7156912,0.42597657,0.40010488,0.4318618,0.4380511,-0.0061893
50,-0.14692214,-0.24221557,"('clumsy', 'skillful')",-0.20759803,-0.2535399,0.5078149,0.53823304,0.0510982,0.0141592,0.036939
37,-0.14363982,-0.41539574,"('fake', 'genuine')",-0.22844967,-0.32287884,0.43595472,0.57083994,0.0212884,-0.0558115,0.0770999
76,0.12999058,0.48781815,"('anxious', 'daring')",-0.5743857,-0.2767689,0.12134512,0.3584956,-0.1076833,0.1898483,-0.2975316
16,0.12580748,0.051628053,"('unpopular', 'popular')",0.11325188,-0.072520964,0.73632497,0.6199074,0.3251281,0.1996715,0.1254566
75,0.122041434,0.14174458,"('meek', 'impulsive')",-0.39935178,-0.40231335,-0.1992468,-0.038666844,-0.1588524,-0.0997452,-0.0591072
49,0.11798887,0.19087337,"('unable', 'able')",0.72814703,0.7085111,0.56451994,0.6453502,0.4702186,0.5149116,-0.044693
55,0.11797888,0.09366183,"('incompetent', 'clever')",0.82170063,0.95924395,0.40194595,0.21273437,0.4472085,0.42188,0.0253285
2,0.11248793,0.21138619,"('unlikable', 'likable')",0.17702627,0.21903095,0.38149807,0.3672285,0.2236708,0.2658819,-0.0422111
62,-0.104107395,-0.06226729,"('incompetent', 'brilliant')",1.1222793,1.3187144,0.17683199,0.10039077,0.3983346,0.4522793,-0.0539447
25,0.075582564,0.05972663,"('egoistic', 'altruistic')",1.4058307,1.1237514,1.526364,1.3496947,1.0025924,0.8443909,0.1582015
34,-0.07261461,-0.32121748,"('mean', 'honorable')",0.3565379,0.21944165,6.088772,6.3238497,2.1242317,2.0740247,0.050207
58,-0.06100161,0.06299915,"('undiscriminating', 'discriminating')",-0.077401064,0.011722885,-0.11840896,-0.14462595,-0.0856039,-0.0233013,-0.0623026
48,0.042118937,-0.16972417,"('unintelligent', 'intelligent')",1.589111,1.4917581,0.8808927,0.67582333,0.8373742,0.6659524,0.1714218
36,-0.00454038,0.16878085,"('hostile', 'amicable')",-0.8543191,-1.000865,0.0752524,0.12405948,-0.2612024,-0.2360082,-0.0251942
