,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
22,-0.12371329,-0.22522254,"('untrustworthy', 'trustworthy')",-0.8328966,-0.83089274,-0.478305,-0.5280576,0.0497526
18,0.112302944,-0.05898406,"('disagreeable', 'welcoming')",-0.16686517,-0.2834217,-0.0272811,-0.1712029,0.1439218
15,0.09165726,-0.076785415,"('boring', 'funny')",0.5407397,0.4353305,0.3161985,0.1792725,0.136926
29,0.06394547,0.05470922,"('unfair', 'fair')",-0.46440822,-0.51365626,-0.2002314,-0.2294735,0.0292421
17,-0.05794692,-0.09556344,"('nasty', 'nice')",-0.4879459,-0.57782406,-0.2729464,-0.3366938,0.0637474
72,0.0446286,-0.034756325,"('unambitious', 'ambitious')",-0.9567833,-0.81471395,-0.4560773,-0.4247351,-0.0313422
4,0.005113949,0.04961723,"('disliked', 'liked')",-6.0395074,-6.027045,-3.0171967,-2.9887137,-0.028483
60,-0.0049512684,0.040490232,"('inefficient', 'efficient')",0.5289177,0.8322748,0.2619832,0.4363825,-0.1743993
26,0.004563872,-0.06759484,"('hardhearted', 'benevolent')",1.9004353,1.8308347,0.9524996,0.8816199,0.0708797
83,0.0043346994,0.051139563,"('powerless', 'powerful')",-0.908557,-0.74526423,-0.4521112,-0.3470623,-0.1050489
