,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
19,-0.40220952,-0.6846731,"('inhospitable', 'hospitable')",-0.9562402,-1.0199428,-0.10161098,-0.3045313,-0.4866869,-0.6697157,0.1830288
42,0.39791074,0.54124296,"('unreliable', 'reliable')",0.02557588,0.33397004,-2.6135345,-2.3750477,-0.7300159,-0.4999449,-0.230071
67,0.39653948,0.6626822,"('doubtful', 'determined')",0.17850477,0.15719105,-0.23228689,-0.118097566,0.1142525,0.2339252,-0.1196727
77,0.3914548,0.73882437,"('unmotivated', 'motivated')",-0.18251227,-0.11225033,-0.91212493,-0.8355548,-0.2343941,-0.0696602,-0.1647339
78,0.3638454,0.38174474,"('nonresilient', 'resilient')",0.7807254,0.9997615,0.8436159,0.78994626,0.6627289,0.7238175,-0.0610886
64,0.35040167,0.40361875,"('shy', 'confident')",-0.19075245,0.12770268,-6.231325,-5.6093817,-2.0238919,-1.6926867,-0.3312052
57,-0.3243077,-0.23778635,"('unimaginative', 'imaginative')",-0.80281234,-0.58682644,-2.3871953,-2.3507218,-1.1714385,-1.0584449,-0.1129936
27,-0.31675988,-0.27853605,"('hardhearted', 'softhearted')",-0.38508666,-0.35544384,1.1693486,0.9513152,0.155834,0.1057784,0.0500556
81,-0.30805352,0.29634917,"('submissive', 'aggressive')",0.06837958,0.23732121,-0.53542364,-0.1723104,-0.2583659,0.1204533,-0.3788192
83,-0.3072366,-0.09857211,"('powerless', 'powerful')",-0.12999718,0.032542173,-0.7015567,-0.5952063,-0.3795968,-0.2204121,-0.1591847
38,-0.29918593,-0.4306645,"('untruthful', 'truthful')",-0.10785953,-0.057956055,0.12265108,0.1487909,-0.0947981,-0.1132766,0.0184785
63,-0.2724408,-0.1771938,"('unperceptive', 'insightful')",0.72278863,0.812975,1.2782953,1.1692364,0.5762144,0.6016725,-0.0254581
40,-0.23951095,-0.5528821,"('stingy', 'generous')",-0.052338295,0.06847243,-1.0502095,-1.2704543,-0.4473529,-0.5849547,0.1376018
53,0.23246023,-0.019356547,"('uncreative', 'creative')",-0.6740225,-0.7658446,0.8694217,0.53946775,0.1426198,-0.0819111,0.2245309
87,0.22373,0.28717726,"('unsuccessful', 'successful')",1.385125,1.3480176,1.2926909,1.5708867,0.967182,1.0686938,-0.1015118
32,0.18500903,0.5429214,"('unkind', 'kind')",-0.70688736,-0.65317845,0.4492618,0.5103517,-0.0242055,0.1333649,-0.1575704
68,-0.15749875,-0.2944646,"('dependent', 'independent')",-0.16642581,-0.29613775,-0.58346283,-0.7874836,-0.3024625,-0.459362,0.1568995
26,-0.14859256,-0.31240994,"('hardhearted', 'benevolent')",1.3354112,1.432822,1.3521924,1.4149671,0.846337,0.8451264,0.0012106
25,0.13521047,0.032146618,"('egoistic', 'altruistic')",0.24591777,0.2468408,1.2894123,1.2532396,0.5568469,0.5107423,0.0461046
69,0.11942358,-0.28247008,"('lazy', 'industrious')",1.7965121,1.77095,-0.14990766,-0.13365185,0.588676,0.4516093,0.1370667
28,0.07869305,-0.5022886,"('disloyal', 'loyal')",-0.39596793,-0.625646,0.83223796,0.45629483,0.1716544,-0.2238799,0.3955343
54,0.06678833,0.056194186,"('incapable', 'capable')",0.48734722,0.48950934,1.254729,1.2803656,0.6029549,0.6086897,-0.0057348
10,0.06651715,0.49613416,"('unsympathetic', 'sympathetic')",-1.2587281,-1.0017315,-0.34333017,-0.17685734,-0.5118471,-0.2274849,-0.2843622
58,0.05861839,-0.28877842,"('undiscriminating', 'discriminating')",0.42928463,0.4891431,0.1855117,-0.0130113885,0.2244716,0.0624511,0.1620205
17,-0.033177663,-0.5189975,"('nasty', 'nice')",-1.5663126,-1.7188157,-0.5787288,-0.8167171,-0.7260729,-1.0181768,0.2921039
59,0.010100126,-0.4241174,"('foolish', 'wise')",0.08659984,-0.08409104,0.6016415,0.44027442,0.2327805,-0.0226447,0.2554252
33,-0.009835951,-0.31892973,"('wrong', 'right')",0.6711803,0.5965956,-0.34764576,-0.40217555,0.1045662,-0.0415032,0.1460694
