,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-0.597001,-0.63363725,"('uneducated', 'educated')",1.0402677,1.1778677,0.2216333,0.2721152,-0.0504819
16,-0.59584355,-0.5624469,"('unpopular', 'popular')",0.4750905,0.4635566,-0.0603765,-0.0494452,-0.0109313
37,0.57417023,0.4712443,"('fake', 'genuine')",0.7916212,0.51546484,0.6828957,0.4933546,0.1895411
68,-0.5716327,-0.5179242,"('dependent', 'independent')",0.13809699,0.094351165,-0.2167678,-0.2117865,-0.0049813
49,-0.56738025,-0.62391853,"('unable', 'able')",0.10119821,0.03274083,-0.233091,-0.2955889,0.0624979
6,-0.5669949,-0.48307055,"('distant', 'open')",0.41297632,0.28836238,-0.0770093,-0.0973541,0.0203448
3,-0.5465411,-0.45874184,"('repellent', 'pleasant')",0.14400081,0.25652534,-0.2012701,-0.1011083,-0.1001618
30,-0.5330544,-0.3962879,"('intolerant', 'tolerant')",0.7218616,0.68793654,0.0944036,0.1458243,-0.0514207
78,0.5326614,0.46771258,"('nonresilient', 'resilient')",0.9761216,0.9896595,0.7543915,0.728686,0.0257055
1,0.522517,0.44429058,"('unfriendly', 'friendly')",2.0024078,1.6039242,1.2624624,1.0241073,0.2383551
15,-0.52140224,-0.5869555,"('boring', 'funny')",0.41162506,0.14845416,-0.0548886,-0.2192507,0.1643621
27,-0.5168435,-0.56778884,"('hardhearted', 'softhearted')",1.7188383,1.3864366,0.6009974,0.4093239,0.1916735
28,-0.5027982,-0.5152513,"('disloyal', 'loyal')",0.90881944,0.7604118,0.2030106,0.1225803,0.0804303
81,-0.4816422,-0.29729444,"('submissive', 'aggressive')",-0.85179466,-0.8479864,-0.6667184,-0.5726404,-0.094078
41,-0.46952125,-0.35473356,"('unforgiving', 'forgiving')",-0.041425504,-0.38876936,-0.2554734,-0.3717515,0.1162781
50,0.4439653,0.38108236,"('clumsy', 'skillful')",0.48677853,0.51276433,0.4653719,0.4469233,0.0184486
29,0.43740892,0.34461844,"('unfair', 'fair')",-0.21467213,-0.4374781,0.1113684,-0.0464298,0.1577982
5,0.41571015,0.56175834,"('distant', 'outgoing')",-0.013314396,-0.22209673,0.2011979,0.1698308,0.0313671
19,-0.41189465,-0.41621137,"('inhospitable', 'hospitable')",0.32767227,0.44521058,-0.0421112,0.0144996,-0.0566108
0,-0.40156513,-0.46812814,"('unsociable', 'sociable')",-0.28219953,-0.52922183,-0.3418823,-0.498675,0.1567927
75,0.40122655,0.36423916,"('meek', 'impulsive')",-0.20062076,-0.1592181,0.1003029,0.1025105,-0.0022076
21,-0.39739758,-0.22618142,"('immoral', 'moral')",-0.578856,-0.51465845,-0.4881268,-0.3704199,-0.1177069
58,0.39663953,0.22561824,"('undiscriminating', 'discriminating')",0.39283884,0.1915203,0.3947392,0.2085693,0.1861699
67,0.388219,0.6636214,"('doubtful', 'determined')",-0.6716788,-0.6532623,-0.1417299,0.0051796,-0.1469095
61,0.34640115,0.40797064,"('illogical', 'logical')",0.5701512,0.38134953,0.4582762,0.3946601,0.0636161
45,-0.3381454,-0.44547245,"('incompetent', 'competent')",0.022921545,-0.2741643,-0.1576119,-0.3598184,0.2022065
13,-0.32460067,-0.07664192,"('impolite', 'polite')",-0.1762746,-0.14718549,-0.2504376,-0.1119137,-0.1385239
36,-0.31362498,-0.5016813,"('hostile', 'amicable')",-0.18248767,-0.21667315,-0.2480563,-0.3591772,0.1111209
64,-0.31152177,-0.07196012,"('shy', 'confident')",-7.125401,-7.1405616,-3.7184615,-3.6062608,-0.1122007
82,-0.2811674,-0.29272133,"('poor', 'rich')",5.9274354,6.12452,2.8231339,2.9158993,-0.0927654
53,-0.26379725,-0.2827804,"('uncreative', 'creative')",0.85428137,0.73770833,0.2952421,0.227464,0.0677781
31,-0.24795967,-0.28117606,"('evil', 'good')",-0.73945373,-1.1735351,-0.4937067,-0.7273556,0.2336489
86,-0.24686024,-0.313473,"('uninfluential', 'influential')",0.5615115,0.4140092,0.1573256,0.0502681,0.1070575
7,-0.2387549,-0.28288156,"('insensitive', 'sensitive')",1.1879098,0.9467623,0.4745775,0.3319404,0.1426371
14,-0.2068632,-0.24082668,"('antisocial', 'social')",-0.77224547,-0.8652712,-0.4895543,-0.553049,0.0634947
23,0.20016012,0.16645767,"('insincere', 'sincere')",6.21416,6.175951,3.20716,3.1712043,0.0359557
88,-0.19829302,-0.16244148,"('low', 'eminent')",0.20303594,0.27492195,0.0023715,0.0562402,-0.0538687
80,0.17779627,0.0461798,"('dominated', 'dominating')",-0.647413,-0.6391862,-0.2348084,-0.2965032,0.0616948
9,-0.16531247,-0.30460784,"('unaffectionate', 'caring')",1.4216237,0.9932468,0.6281556,0.3443195,0.2838361
56,0.15706751,0.3442382,"('impractical', 'practical')",-0.31482613,-0.33659884,-0.0788793,0.0038197,-0.082699
54,0.15485251,0.11152461,"('incapable', 'capable')",1.1529998,1.0990492,0.6539261,0.6052869,0.0486392
20,-0.15433872,-0.3066249,"('rough', 'thoughtful')",1.1735324,1.0888171,0.5095968,0.3910961,0.1185007
4,0.15132661,0.16027956,"('disliked', 'liked')",-6.203645,-6.343376,-3.0261593,-3.0915482,0.0653889
46,0.13523534,0.21012974,"('uncompetitive', 'competitive')",-0.19573393,0.09227823,-0.0302493,0.151204,-0.1814533
83,0.13516931,0.29463086,"('powerless', 'powerful')",-0.7827054,-0.64001,-0.323768,-0.1726896,-0.1510784
35,0.13133764,0.08953653,"('corrupt', 'incorrupt')",-0.17953804,-0.26440677,-0.0241002,-0.0874351,0.0633349
44,-0.12391111,0.025390908,"('prejudiced', 'unprejudiced')",-2.0012152,-1.88557,-1.0625632,-0.9300896,-0.1324736
79,0.1091333,0.0987909,"('wavering', 'unwavering')",0.27606425,0.2896116,0.1925988,0.1942013,-0.0016025
38,-0.09216573,0.0058541596,"('untruthful', 'truthful')",0.4220818,0.28156978,0.164958,0.143712,0.021246
66,0.087732136,-0.035652734,"('inactive', 'active')",1.0183254,1.0459754,0.5530288,0.5051613,0.0478675
25,-0.08097549,0.0019287784,"('egoistic', 'altruistic')",1.1967926,1.1863883,0.5579085,0.5941585,-0.03625
22,0.07916276,-0.0022712424,"('untrustworthy', 'trustworthy')",-0.91149944,-1.0856429,-0.4161683,-0.5439571,0.1277888
24,0.07824788,0.12664948,"('dishonest', 'honest')",0.8521465,0.58253026,0.4651972,0.3545899,0.1106073
47,0.07609363,-0.00092100725,"('stupid', 'smart')",5.233279,5.3199015,2.6546865,2.6594903,-0.0048038
11,-0.07289633,-0.13511887,"('unhelpful', 'helpful')",2.2866888,2.0997686,1.1068963,0.9823249,0.1245714
32,0.07079147,0.052403096,"('unkind', 'kind')",1.0369588,0.96533895,0.5538751,0.508871,0.0450041
62,-0.066306226,-0.043138724,"('incompetent', 'brilliant')",0.44399792,0.33283466,0.1888458,0.144848,0.0439978
2,0.06249497,0.19589274,"('unlikable', 'likable')",0.2692129,0.16645005,0.1658539,0.1811714,-0.0153175
34,0.051325224,0.13450056,"('mean', 'honorable')",6.1965923,6.3807507,3.1239588,3.2576256,-0.1336668
40,-0.032633103,0.016465388,"('stingy', 'generous')",-0.9395008,-1.3473533,-0.486067,-0.665444,0.179377
70,0.023242507,-0.08533189,"('lethargic', 'energetic')",0.76332396,0.79366946,0.3932832,0.3541688,0.0391144
12,0.0086284075,-0.011315938,"('unsupportive', 'supportive')",-1.1320722,-1.4528944,-0.5617219,-0.7321052,0.1703833
