,broadcom_male,broadcom_female,tuple,corp_male,corp_female,average_male,average_female,male-female
27,-0.9868213,-0.2733361,"('hardhearted', 'softhearted')",0.6994697,1.1014781,-0.1436758,0.414071,-0.5577468
69,0.94335455,1.0369111,"('lazy', 'industrious')",-0.85279465,-0.29937142,0.0452799,0.3687699,-0.32349
12,-0.9366691,-0.5602269,"('unsupportive', 'supportive')",-1.9599296,-1.574829,-1.4482994,-1.067528,-0.3807714
7,-0.9253167,-0.5961374,"('insensitive', 'sensitive')",0.2291358,0.34607336,-0.3480904,-0.125032,-0.2230584
55,-0.90336436,-0.9255518,"('incompetent', 'clever')",0.19473013,0.10460938,-0.3543171,-0.4104712,0.0561541
24,-0.90200794,0.06792025,"('dishonest', 'honest')",0.72578114,0.9487401,-0.0881134,0.5083302,-0.5964436
72,-0.8795058,-0.84862554,"('unambitious', 'ambitious')",-0.4166564,-0.55548877,-0.6480811,-0.7020571,0.053976
48,-0.87833416,-0.7267537,"('unintelligent', 'intelligent')",0.6729787,0.7189546,-0.1026777,-0.0038995,-0.0987782
18,-0.85891473,-0.42166615,"('disagreeable', 'welcoming')",-0.66469765,-0.42782277,-0.7618062,-0.4247445,-0.3370617
13,-0.8439204,-0.54546076,"('impolite', 'polite')",-0.5013447,-0.7087364,-0.6726326,-0.6270986,-0.045534
19,-0.8207623,-0.26617336,"('inhospitable', 'hospitable')",-0.52507955,-0.14166836,-0.6729209,-0.2039209,-0.469
46,-0.7693554,-1.1116345,"('uncompetitive', 'competitive')",-0.640843,-0.98707837,-0.7050992,-1.0493565,0.3442573
54,-0.76384604,-0.64934605,"('incapable', 'capable')",0.6785632,0.6465007,-0.0426414,-0.0014227,-0.0412187
45,-0.7581066,-0.7373042,"('incompetent', 'competent')",0.059471786,0.005531229,-0.3493174,-0.3658865,0.0165691
49,-0.7216225,-0.9942353,"('unable', 'able')",-0.40016207,-0.61458987,-0.5608923,-0.8044126,0.2435203
44,0.69935584,0.35220087,"('prejudiced', 'unprejudiced')",-1.5280501,-1.5248761,-0.4143471,-0.5863376,0.1719905
17,-0.69904715,-0.43869084,"('nasty', 'nice')",-0.8228164,-0.6411542,-0.7609317,-0.5399225,-0.2210092
28,-0.693462,-0.5605574,"('disloyal', 'loyal')",1.2910305,0.9919328,0.2987843,0.2156877,0.0830966
35,0.6778169,0.56342226,"('corrupt', 'incorrupt')",-0.5641532,-0.39265165,0.0568319,0.0853853,-0.0285534
6,-0.66900533,-0.030272692,"('distant', 'open')",-0.41735524,-0.16100067,-0.5431803,-0.0956367,-0.4475436
87,0.66164654,0.44436234,"('unsuccessful', 'successful')",1.1483126,1.0921474,0.9049796,0.7682549,0.1367247
14,0.65361637,0.2842012,"('antisocial', 'social')",0.090901345,-0.105256215,0.3722588,0.0894725,0.2827863
88,-0.6157109,-0.15717308,"('low', 'eminent')",-0.38571534,-0.40699223,-0.5007131,-0.2820826,-0.2186305
82,-0.5920857,-0.90304124,"('poor', 'rich')",6.3721232,5.387635,2.8900187,2.2422969,0.6477218
78,-0.54866225,-1.0174978,"('nonresilient', 'resilient')",0.36285245,0.04698874,-0.0929049,-0.4852545,0.3923496
84,0.51847523,0.29743907,"('inferior', 'superior')",0.9511172,0.9541581,0.7347962,0.6257986,0.1089976
70,-0.5180001,-0.52158934,"('lethargic', 'energetic')",0.2676976,0.05973545,-0.1251513,-0.2309269,0.1057756
26,-0.5151228,-0.031161036,"('hardhearted', 'benevolent')",1.3303409,1.8610164,0.407609,0.9149277,-0.5073187
67,0.514747,0.4322383,"('doubtful', 'determined')",-0.17144418,-0.3452244,0.1716514,0.043507,0.1281444
34,-0.509343,-0.3737925,"('mean', 'honorable')",5.6193995,5.109821,2.5550282,2.3680141,0.1870141
80,0.50658536,0.19800386,"('dominated', 'dominating')",-0.47392818,-0.70340943,0.0163286,-0.2527028,0.2690314
76,0.46610406,0.0063032103,"('anxious', 'daring')",0.27418086,-0.15371367,0.3701425,-0.0737052,0.4438477
52,-0.45462662,-0.024741374,"('irrational', 'rational')",-0.00962082,0.2793916,-0.2321237,0.1273251,-0.3594488
51,-0.44446373,-0.55698824,"('uneducated', 'educated')",0.51576436,0.56696975,0.0356503,0.0049908,0.0306595
21,-0.44305053,-0.19720171,"('immoral', 'moral')",-0.49559578,-0.5370802,-0.4693232,-0.367141,-0.1021822
60,-0.41343763,-0.28359663,"('inefficient', 'efficient')",0.036314283,-0.097500935,-0.1885617,-0.1905488,0.0019871
83,0.41057825,0.28851315,"('powerless', 'powerful')",-0.6479282,-0.7810407,-0.118675,-0.2462638,0.1275888
33,0.39273584,0.8816816,"('wrong', 'right')",-0.63417345,-0.2861462,-0.1207188,0.2977677,-0.4184865
36,-0.3710091,-0.23158854,"('hostile', 'amicable')",-0.18189096,-0.043182127,-0.27645,-0.1373853,-0.1390647
56,0.36535436,0.14938131,"('impractical', 'practical')",-0.081584245,-0.42325234,0.1418851,-0.1369355,0.2788206
5,-0.3611899,0.073427305,"('distant', 'outgoing')",-0.51939356,-0.25951338,-0.4402917,-0.093043,-0.3472487
77,-0.3481469,-0.28282997,"('unmotivated', 'motivated')",-0.8861123,-0.89110094,-0.6171296,-0.5869654,-0.0301642
29,0.34800816,0.2416608,"('unfair', 'fair')",-0.31659558,-0.2671277,0.0157063,-0.0127334,0.0284397
42,0.34713694,0.37105066,"('unreliable', 'reliable')",-2.8488789,-2.6842096,-1.2508709,-1.1565795,-0.0942914
75,0.30474645,0.024080101,"('meek', 'impulsive')",-0.5991726,-0.7221196,-0.1472131,-0.3490198,0.2018067
62,0.29508322,0.12935065,"('incompetent', 'brilliant')",0.6298353,0.4755173,0.4624593,0.302434,0.1600253
65,-0.29155412,-0.3419509,"('insecure', 'secure')",-0.17135657,-0.44165605,-0.2314554,-0.3918035,0.1603481
15,-0.2880754,-0.024690945,"('boring', 'funny')",-0.22943906,-0.09046301,-0.2587572,-0.057577,-0.2011802
30,-0.28565878,-0.01783672,"('intolerant', 'tolerant')",0.4762266,0.5370031,0.0952839,0.2595832,-0.1642993
59,-0.23443952,0.2617579,"('foolish', 'wise')",-0.14237556,0.15847048,-0.1884075,0.2101142,-0.3985217
2,0.2160478,0.4947806,"('unlikable', 'likable')",0.62892073,0.96698666,0.4224843,0.7308836,-0.3083993
47,-0.21588999,-0.42988464,"('stupid', 'smart')",5.459222,4.726372,2.621666,2.1482437,0.4734223
74,-0.20693225,6.657094e-05,"('undedicated', 'dedicated')",-0.14886053,-0.025783455,-0.1778964,-0.0128584,-0.165038
22,-0.19640517,-0.11455277,"('untrustworthy', 'trustworthy')",-0.9757015,-0.9683895,-0.5860534,-0.5414711,-0.0445823
16,-0.18852893,-0.37658024,"('unpopular', 'popular')",0.21976796,0.05428485,0.0156195,-0.1611477,0.1767672
20,0.18611541,-0.010588214,"('rough', 'thoughtful')",0.67706776,0.77321744,0.4315916,0.3813146,0.050277
68,0.17264953,-0.0880624,"('dependent', 'independent')",-0.6340374,-0.71293575,-0.2306939,-0.4004991,0.1698052
79,0.15717192,0.11253352,"('wavering', 'unwavering')",-0.20783335,-0.3123533,-0.0253307,-0.0999099,0.0745792
50,-0.14756395,-0.35045955,"('clumsy', 'skillful')",-0.19614828,-0.27643248,-0.1718561,-0.313446,0.1415899
4,-0.13800648,-0.15990837,"('disliked', 'liked')",-6.6167727,-5.8532124,-3.3773897,-3.0065603,-0.3708294
58,0.12542777,-0.12921739,"('undiscriminating', 'discriminating')",0.3698328,0.3865725,0.2476303,0.1286776,0.1189527
25,-0.119875535,0.30484653,"('egoistic', 'altruistic')",1.1094173,1.4768983,0.4947709,0.8908724,-0.3961015
71,0.10300267,0.19948685,"('diffident', 'self-confident')",0.5211704,0.59785175,0.3120865,0.3986693,-0.0865828
40,0.098650485,0.16045782,"('stingy', 'generous')",-1.7051592,-1.349488,-0.8032544,-0.5945151,-0.2087393
3,-0.09011626,-0.15536873,"('repellent', 'pleasant')",0.47055498,0.34770092,0.1902194,0.0961661,0.0940533
61,0.08935262,0.35221118,"('illogical', 'logical')",0.6722365,0.77043307,0.3807946,0.5613221,-0.1805275
64,0.077573866,0.36874008,"('shy', 'confident')",-6.3598638,-5.543397,-3.141145,-2.5873284,-0.5538166
31,-0.05073279,0.5015577,"('evil', 'good')",-1.0976708,-0.57051283,-0.5742018,-0.0344776,-0.5397242
66,0.050717987,0.19752198,"('inactive', 'active')",0.54749733,0.6956578,0.2991077,0.4465899,-0.1474822
85,-0.032413363,0.40013444,"('insignificant', 'prestigious')",-0.4558595,0.121329986,-0.2441364,0.2607322,-0.5048686
37,0.027421206,0.18804853,"('fake', 'genuine')",0.078071594,0.3002113,0.0527464,0.2441299,-0.1913835
81,-0.0027446002,-0.105096295,"('submissive', 'aggressive')",-0.3166119,-0.59616697,-0.1596783,-0.3506316,0.1909533
