,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
86,-0.1588211,-0.35542172,"('uninfluential', 'influential')",0.5918904,0.6556823,-0.24589656,-0.18164678,0.0623909,0.0395379,0.022853
88,-0.15016381,0.059933864,"('low', 'eminent')",-0.039810218,-0.109427206,-0.41976824,-0.44886017,-0.2032474,-0.1661178,-0.0371296
80,0.14918715,-0.64609694,"('dominated', 'dominating')",-0.21114066,-0.3018452,-0.5889051,-0.74438804,-0.2169529,-0.56411,0.3471571
34,0.14831807,-0.11165613,"('mean', 'honorable')",0.47933462,0.6300112,5.0587206,5.301604,1.8954577,1.9399862,-0.0445285
3,0.10244939,-0.13444264,"('repellent', 'pleasant')",-0.2881478,-0.19186297,0.6714505,0.6598936,0.1619174,0.111196,0.0507214
78,-0.10143982,-0.40323618,"('nonresilient', 'resilient')",-0.22388849,-0.20471488,-0.6980833,-0.6496954,-0.3411372,-0.4192155,0.0780783
79,0.07635163,0.4253313,"('wavering', 'unwavering')",-0.73815536,-0.77967423,-0.46248156,-0.46345013,-0.3747617,-0.2725977,-0.102164
65,0.07246496,-0.64748955,"('insecure', 'secure')",-0.31489673,-0.34664014,0.19467224,0.15631828,-0.0159198,-0.2792705,0.2633507
68,0.07211601,-0.28415027,"('dependent', 'independent')",-1.1442876,-1.04533,-1.4820868,-1.4579741,-0.8514194,-0.9291515,0.0777321
83,0.052703947,-0.17225324,"('powerless', 'powerful')",-0.0076118037,0.037662685,-1.4735671,-1.4029106,-0.4761583,-0.5125004,0.0363421
48,-0.051750213,-0.09696064,"('unintelligent', 'intelligent')",-0.4255218,-0.33540902,-0.63673544,-0.43427992,-0.3713358,-0.2888832,-0.0824526
85,0.034489326,0.85403645,"('insignificant', 'prestigious')",0.5285607,0.68363935,-0.5645911,-0.43405908,-0.0005137,0.3678722,-0.3683859
50,-0.029317457,-0.124867976,"('clumsy', 'skillful')",-0.58755475,-0.64669013,-0.33588475,-0.30050027,-0.3175856,-0.3573528,0.0397672
14,0.027887542,-0.4144484,"('antisocial', 'social')",-0.2696013,-0.33192492,-0.19137798,-0.21099195,-0.1443639,-0.3191218,0.1747579
84,-0.009116516,-0.07902911,"('inferior', 'superior')",-0.34497872,-0.39148462,0.36442503,0.44809067,0.0034433,-0.0074744,0.0109177
70,0.007977577,-0.6082936,"('lethargic', 'energetic')",-0.35065413,-0.59245586,0.478745,0.3943527,0.0453562,-0.2687989,0.3141551
