,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,male-female
17,-0.4510886,-0.45111406,"('nasty', 'nice')",-0.10907288,-0.17210464,-0.2800807,-0.3116094,0.0315287
60,0.4260336,0.55288786,"('inefficient', 'efficient')",0.1608637,0.16438834,0.2934486,0.3586381,-0.0651895
66,-0.40840173,-0.5358415,"('inactive', 'active')",0.93964875,0.9973066,0.2656235,0.2307325,0.034891
72,0.4060405,0.5339201,"('unambitious', 'ambitious')",-1.3046333,-1.0936773,-0.4492964,-0.2798786,-0.1694178
18,0.39198673,0.4706894,"('disagreeable', 'welcoming')",-0.38337484,-0.28207284,0.0043059,0.0943083,-0.0900024
70,-0.37055105,-0.41700682,"('lethargic', 'energetic')",0.31524265,0.38351548,-0.0276542,-0.0167457,-0.0109085
50,-0.36840466,-0.4093269,"('clumsy', 'skillful')",0.030023746,-0.08508383,-0.1691905,-0.2472054,0.0780149
10,-0.3576406,-0.4452609,"('unsympathetic', 'sympathetic')",-0.38619417,-0.53120166,-0.3719174,-0.4882313,0.1163139
47,0.35173512,0.32769436,"('stupid', 'smart')",4.8506017,4.7440577,2.6011684,2.535876,0.0652924
49,0.31518137,0.33378312,"('unable', 'able')",-0.29372695,-0.31186384,0.0107272,0.0109596,-0.0002324
57,-0.3130202,-0.12505074,"('unimaginative', 'imaginative')",-2.9499896,-2.7473755,-1.6315049,-1.4362131,-0.1952918
41,0.27821177,0.29541913,"('unforgiving', 'forgiving')",-0.32968828,-0.33764958,-0.0257383,-0.0211152,-0.0046231
59,-0.27236703,-0.41229284,"('foolish', 'wise')",0.17787734,0.3471585,-0.0472448,-0.0325672,-0.0146776
76,0.27104518,0.3654851,"('anxious', 'daring')",0.14733607,0.16948067,0.2091906,0.2674829,-0.0582923
46,-0.2665249,-0.5476577,"('uncompetitive', 'competitive')",-0.4033439,-0.64781904,-0.3349344,-0.5977384,0.262804
79,-0.23440671,-0.09237837,"('wavering', 'unwavering')",0.074291915,0.040644944,-0.0800574,-0.0258667,-0.0541907
88,0.22626764,0.17405875,"('low', 'eminent')",0.08864702,0.1581876,0.1574573,0.1661232,-0.0086659
11,0.19130942,0.066268064,"('unhelpful', 'helpful')",1.5496165,1.5354764,0.870463,0.8008723,0.0695907
31,0.16874741,0.06439241,"('evil', 'good')",-0.70509565,-0.77405083,-0.2681741,-0.3548292,0.0866551
32,-0.16294105,-0.23477566,"('unkind', 'kind')",0.2664905,0.2684685,0.0517747,0.0168464,0.0349283
28,-0.16248111,-0.25554687,"('disloyal', 'loyal')",0.6717886,0.66977304,0.2546537,0.2071131,0.0475406
56,0.14067885,0.24559608,"('impractical', 'practical')",-0.76568556,-0.65691245,-0.3125033,-0.2056582,-0.1068451
21,0.073879875,-0.027847856,"('immoral', 'moral')",-0.56180346,-0.6376131,-0.2439618,-0.3327305,0.0887687
73,-0.06617644,0.029755738,"('helpless', 'self-reliant')",-3.1621234,-2.8598366,-1.6141499,-1.4150404,-0.1991095
19,0.06331817,0.1349225,"('inhospitable', 'hospitable')",0.08914646,0.2576078,0.0762323,0.1962651,-0.1200328
7,0.05894316,0.105820924,"('insensitive', 'sensitive')",0.54570895,0.50854564,0.3023261,0.3071833,-0.0048572
62,-0.04597348,-0.18687178,"('incompetent', 'brilliant')",-0.16449364,-0.098901056,-0.1052336,-0.1428864,0.0376528
38,0.042061724,-0.12773533,"('untruthful', 'truthful')",0.16050422,0.17759317,0.101283,0.0249289,0.0763541
43,0.031821743,0.10296171,"('irresponsible', 'responsible')",0.16509369,0.35935998,0.0984577,0.2311608,-0.1327031
36,-0.029602032,0.15082926,"('hostile', 'amicable')",0.17083678,0.29398167,0.0706174,0.2224055,-0.1517881
67,0.021449495,-0.035871275,"('doubtful', 'determined')",-0.5479632,-0.24790648,-0.2632568,-0.1418889,-0.1213679
37,-0.020662226,0.05048326,"('fake', 'genuine')",0.082674615,0.15186301,0.0310062,0.1011731,-0.0701669
35,-0.01743292,0.057225976,"('corrupt', 'incorrupt')",0.21536902,0.31106862,0.098968,0.1841473,-0.0851793
77,-0.005577408,-0.14233488,"('unmotivated', 'motivated')",-0.9050676,-1.0424911,-0.4553225,-0.5924129,0.1370904
