,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
3,-0.43103808,-0.5442057,"('repellent', 'pleasant')",0.38179988,0.18513535,0.6831501,0.5535258,0.211304,0.0648185,0.1464855
67,0.42529118,0.6640705,"('doubtful', 'determined')",-0.17054297,-0.20709348,-0.7932128,-0.81420213,-0.1794882,-0.119075,-0.0604132
86,-0.42284104,-0.35058516,"('uninfluential', 'influential')",-0.38909477,-0.6023635,0.165199,0.14812952,-0.2155789,-0.2682731,0.0526942
85,-0.4128426,-0.35102087,"('insignificant', 'prestigious')",1.0627428,1.2441169,-0.38249904,-0.2187934,0.0891337,0.2247675,-0.1356338
28,0.4095663,0.45992625,"('disloyal', 'loyal')",-0.11817713,-0.31405216,1.4120018,0.9720852,0.567797,0.3726531,0.1951439
13,-0.40940994,0.011036661,"('impolite', 'polite')",-0.037010085,-0.030511491,-0.117703445,0.04410925,-0.1880412,0.0082115,-0.1962527
26,0.38162833,0.625994,"('hardhearted', 'benevolent')",1.5445154,1.8306204,1.6083734,1.9045874,1.1781723,1.4537339,-0.2755616
62,0.36089614,0.2831993,"('incompetent', 'brilliant')",1.3985336,1.0682383,0.80158097,0.8039866,0.8536702,0.7184747,0.1351955
32,-0.34091973,-0.27316746,"('unkind', 'kind')",0.23867954,0.12185457,1.0754281,1.1035724,0.324396,0.3174198,0.0069762
59,-0.3310253,0.02693182,"('foolish', 'wise')",0.46279556,0.83911675,0.27833068,0.1993396,0.1367003,0.3551294,-0.2184291
46,-0.32919857,-0.41642666,"('uncompetitive', 'competitive')",0.8774532,0.47019932,-0.35840973,-0.29742876,0.0632816,-0.0812187,0.1445003
37,-0.30549467,-0.32834888,"('fake', 'genuine')",-1.6478646,-1.5904055,0.25813088,0.15339576,-0.5650761,-0.5884529,0.0233768
20,0.30258083,0.2281021,"('rough', 'thoughtful')",0.8681934,0.89523053,0.9718718,0.97499573,0.7142154,0.6994428,0.0147726
30,0.2956751,0.43402958,"('intolerant', 'tolerant')",0.7166241,0.7710973,1.0888188,1.4443976,0.7003727,0.8831748,-0.1828021
44,0.29255274,0.011854999,"('prejudiced', 'unprejudiced')",-0.40929738,-0.42955202,-1.6956882,-1.757235,-0.6041443,-0.7249773,0.120833
25,-0.28263476,-0.35103634,"('egoistic', 'altruistic')",0.24562624,0.11535168,1.1775857,0.9399188,0.3801924,0.2347447,0.1454477
63,0.2791693,0.2017335,"('unperceptive', 'insightful')",1.1434182,0.90019006,1.3417925,1.2530018,0.92146,0.7849751,0.1364849
15,0.2590039,0.36760342,"('boring', 'funny')",0.08116314,0.35656878,0.24847472,0.39786097,0.1962139,0.3740111,-0.1777972
22,-0.2500499,-0.21523656,"('untrustworthy', 'trustworthy')",-0.40783107,-0.48199338,-0.3496712,-0.23716761,-0.3358507,-0.3114658,-0.0243849
88,0.24494232,0.5063827,"('low', 'eminent')",-0.36472538,-0.3418346,0.055746548,0.32046828,-0.0213455,0.1616721,-0.1830176
69,-0.23652208,-0.12955046,"('lazy', 'industrious')",1.1812047,1.4659767,-0.88902104,-0.6636633,0.0185539,0.2242543,-0.2057004
87,0.22006753,0.42713797,"('unsuccessful', 'successful')",1.6150727,1.5697429,1.1697785,1.3264374,1.0016395,1.1077727,-0.1061332
9,0.20538059,0.1762329,"('unaffectionate', 'caring')",0.6440965,0.7717799,1.105258,0.8434791,0.6515783,0.597164,0.0544143
14,0.20268121,0.5919121,"('antisocial', 'social')",1.4814332,1.4702483,-0.12456698,0.18319869,0.5198491,0.7484531,-0.228604
38,0.20186956,0.19181158,"('untruthful', 'truthful')",0.58816606,0.5232872,0.6025481,0.53193927,0.4641946,0.4156793,0.0485153
23,0.19342594,0.20819636,"('insincere', 'sincere')",0.8397674,0.77288884,6.624821,5.9532437,2.5526714,2.311443,0.2412284
71,0.18970731,0.2467121,"('diffident', 'self-confident')",1.1074474,1.1098118,0.06917362,-0.0012192503,0.4554427,0.4517682,0.0036745
33,-0.17120637,0.056509413,"('wrong', 'right')",0.9518972,1.0564204,-0.63936126,-0.7263636,0.0471099,0.1288554,-0.0817455
7,0.16976407,0.31755355,"('insensitive', 'sensitive')",0.3891259,0.3408371,0.83897525,0.7047088,0.4659551,0.4543665,0.0115886
54,0.14377783,0.004166331,"('incapable', 'capable')",1.0963724,1.2289629,1.11802,0.9883085,0.7860568,0.7404792,0.0455776
27,0.14027092,-0.078974724,"('hardhearted', 'softhearted')",0.17267609,0.1243028,0.8442621,0.6178037,0.3857364,0.2210439,0.1646925
50,0.13899152,0.37961122,"('clumsy', 'skillful')",0.68867886,0.81567895,-0.21437326,-0.28361923,0.2044324,0.3038903,-0.0994579
61,0.11951588,0.11612217,"('illogical', 'logical')",1.1175338,1.0970954,0.5427447,0.46498823,0.5932648,0.5594019,0.0338629
75,-0.118996136,-0.23778898,"('meek', 'impulsive')",0.7495883,0.5814404,-0.8522935,-0.87727606,-0.0739004,-0.1778749,0.1039745
19,0.10255821,0.24127537,"('inhospitable', 'hospitable')",-0.65408486,-0.38676706,-0.48507643,-0.38444,-0.3455344,-0.1766439,-0.1688905
58,0.0731948,0.015660254,"('undiscriminating', 'discriminating')",1.4456695,1.2503101,0.6632325,0.8004177,0.7273657,0.688796,0.0385697
83,0.062867396,-0.04263323,"('powerless', 'powerful')",1.7109458,1.5670793,-0.85386705,-1.0765227,0.3066487,0.1493078,0.1573409
68,0.061692636,-0.046492618,"('dependent', 'independent')",-1.5646646,-1.6227511,-0.5467635,-0.6925587,-0.6832452,-0.7872674,0.1040222
55,0.04459821,-0.13429616,"('incompetent', 'clever')",0.40849847,-0.027660921,1.0573052,0.97853327,0.5034673,0.2721921,0.2312752
10,0.04333409,0.06273915,"('unsympathetic', 'sympathetic')",-0.21349415,-0.4841805,0.3546941,0.352228,0.0615113,-0.0230711,0.0845824
