,omnicom_male,omnicom_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.15849486,-0.1846501,"('nasty', 'nice')",-1.1324127,-1.265716,-0.32979706,-0.3823831,-0.5402348,-0.6109164,0.0706816
16,-0.14255232,-0.36126688,"('unpopular', 'popular')",-0.3921206,-0.69881886,0.553929,0.2966962,0.0064187,-0.2544632,0.2608819
37,-0.12088747,0.081507854,"('fake', 'genuine')",0.32195637,0.4164678,0.5122245,0.6153162,0.2377645,0.3710973,-0.1333328
87,0.11105245,0.17788875,"('unsuccessful', 'successful')",1.5344908,1.6526614,0.4339592,0.51869345,0.6931675,0.7830812,-0.0899137
20,-0.098192304,0.16349861,"('rough', 'thoughtful')",1.6135701,1.773314,1.3138481,1.3076357,0.9430753,1.0814827,-0.1384074
25,0.096975416,-0.14368252,"('egoistic', 'altruistic')",-0.2469668,-0.4373628,1.5386087,1.4646113,0.4628724,0.294522,0.1683504
5,-0.08747285,-0.262838,"('distant', 'outgoing')",-2.2418015,-2.280657,-0.27988392,-0.23487678,-0.8697194,-0.926124,0.0564046
58,0.065444,-0.02001174,"('undiscriminating', 'discriminating')",0.9692587,1.0162244,-0.017627247,-0.17429532,0.3390252,0.2739725,0.0650527
44,0.05234366,0.31704044,"('prejudiced', 'unprejudiced')",-0.57588184,-0.39349824,-1.4323136,-1.2165731,-0.6519506,-0.4310103,-0.2209403
66,0.016140342,0.07327671,"('inactive', 'active')",0.61438537,0.5401171,1.0382583,0.9465458,0.5562613,0.5199799,0.0362814
83,0.012922477,0.123151824,"('powerless', 'powerful')",0.06655085,0.15473104,-0.70877534,-0.62309206,-0.2097673,-0.1150697,-0.0946976
2,0.012016047,-0.048932098,"('unlikable', 'likable')",1.3830831,1.3883146,0.5072287,0.6344304,0.6341093,0.6579376,-0.0238283
