,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
21,0.38192374,0.12796795,"('immoral', 'moral')",-0.5129852,-0.68976086,-0.0655307,-0.2808965,0.2153658
7,-0.33845213,-0.43270037,"('insensitive', 'sensitive')",0.9347389,0.68664867,0.2981434,0.1269742,0.1711692
2,0.3274057,0.35437858,"('unlikable', 'likable')",0.46116653,0.7082216,0.3942861,0.5313001,-0.137014
26,0.3075191,0.39052442,"('hardhearted', 'benevolent')",1.8231205,1.9789387,1.0653198,1.1847316,-0.1194118
41,0.2906984,0.27744994,"('unforgiving', 'forgiving')",0.06572044,0.07451773,0.1782094,0.1759838,0.0022256
49,0.2756927,0.46136996,"('unable', 'able')",-0.6931838,-0.5905528,-0.2087455,-0.0645914,-0.1441541
22,-0.27210066,-0.5243598,"('untrustworthy', 'trustworthy')",-0.92606264,-0.99189705,-0.5990816,-0.7581284,0.1590468
86,-0.26566273,-0.4568045,"('uninfluential', 'influential')",0.26775622,-0.025708802,0.0010467,-0.2412567,0.2423034
62,0.26097536,0.11246169,"('incompetent', 'brilliant')",0.07072888,0.08724493,0.1658521,0.0998533,0.0659988
78,0.2533984,0.1184864,"('nonresilient', 'resilient')",0.19908424,0.11436801,0.2262413,0.1164272,0.1098141
67,0.23436151,0.32282782,"('doubtful', 'determined')",-1.0684541,-0.92856085,-0.4170463,-0.3028665,-0.1141798
28,-0.23292273,-0.3467853,"('disloyal', 'loyal')",0.8257945,0.6897281,0.2964359,0.1714714,0.1249645
88,0.23271003,0.33745453,"('low', 'eminent')",0.36111763,0.4142493,0.2969138,0.3758519,-0.0789381
0,0.22846119,0.067018755,"('unsociable', 'sociable')",-0.5311982,-0.69675404,-0.1513685,-0.3148676,0.1634991
80,0.2266233,0.071502015,"('dominated', 'dominating')",-0.9333981,-1.1293046,-0.3533874,-0.5289013,0.1755139
31,0.22324264,0.3606029,"('evil', 'good')",-0.7283947,-0.7277005,-0.252576,-0.1835488,-0.0690272
4,0.20316038,0.13209285,"('disliked', 'liked')",-6.4748993,-6.6082997,-3.1358695,-3.2381034,0.1022339
6,0.19949093,0.53736097,"('distant', 'open')",0.22920159,0.3932524,0.2143463,0.4653067,-0.2509604
11,0.17721264,0.07933895,"('unhelpful', 'helpful')",1.7142751,1.8133322,0.9457439,0.9463356,-0.0005917
53,0.17550959,0.14428163,"('uncreative', 'creative')",0.87713426,0.76238316,0.5263219,0.4533324,0.0729895
40,-0.16877498,-0.15447661,"('stingy', 'generous')",-1.3783495,-1.5627152,-0.7735623,-0.8585959,0.0850336
48,0.16502559,-0.07424788,"('unintelligent', 'intelligent')",0.6051591,0.53848714,0.3850923,0.2321196,0.1529727
30,0.16391158,0.014423944,"('intolerant', 'tolerant')",1.0445162,1.0470753,0.6042139,0.5307496,0.0734643
52,0.15324222,0.16602401,"('irrational', 'rational')",0.05826113,0.16558737,0.1057517,0.1658057,-0.060054
79,0.14970891,0.18096945,"('wavering', 'unwavering')",0.007927529,0.040636122,0.0788182,0.1108028,-0.0319846
34,0.14591381,0.17373317,"('mean', 'honorable')",6.025403,6.0939302,3.0856583,3.1338317,-0.0481734
13,-0.1432244,-0.33897567,"('impolite', 'polite')",-0.3222382,-0.4226754,-0.2327313,-0.3808255,0.1480942
60,-0.14077988,-0.24586087,"('inefficient', 'efficient')",-0.035952773,-0.049140684,-0.0883663,-0.1475008,0.0591345
36,-0.13493615,-0.06725963,"('hostile', 'amicable')",0.23151153,0.2814548,0.0482877,0.1070976,-0.0588099
29,-0.11738661,-0.12543423,"('unfair', 'fair')",-0.47971812,-0.47365332,-0.2985524,-0.2995438,0.0009914
17,-0.1090542,-0.0032562632,"('nasty', 'nice')",-0.6037242,-0.6013627,-0.3563892,-0.3023095,-0.0540797
24,-0.10502856,-0.09890727,"('dishonest', 'honest')",0.957752,1.0112331,0.4263617,0.4561629,-0.0298012
58,-0.10119335,-0.21967332,"('undiscriminating', 'discriminating')",0.2651049,0.09576588,0.0819558,-0.0619537,0.1439095
83,-0.096872106,-0.04052176,"('powerless', 'powerful')",-1.2632794,-1.1746688,-0.6800758,-0.6075953,-0.0724805
27,0.088700846,0.06218078,"('hardhearted', 'softhearted')",1.65552,1.5070072,0.8721104,0.784594,0.0875164
37,-0.07794322,-0.023715515,"('fake', 'genuine')",0.572948,0.4954304,0.2475024,0.2358574,0.011645
25,0.056510348,0.0626878,"('egoistic', 'altruistic')",1.714471,1.7672936,0.8854907,0.9149907,-0.0295
38,0.04922936,0.063741185,"('untruthful', 'truthful')",0.17200285,0.27686822,0.1106161,0.1703047,-0.0596886
23,-0.031081468,-0.14887181,"('insincere', 'sincere')",5.8946104,5.845142,2.9317644,2.848135,0.0836294
77,0.029486539,-0.23915838,"('unmotivated', 'motivated')",-1.0388494,-1.142254,-0.5046814,-0.6907062,0.1860248
46,-0.02717457,-0.23115316,"('uncompetitive', 'competitive')",-0.64770615,-0.813581,-0.3374404,-0.5223671,0.1849267
50,0.010630231,0.12826793,"('clumsy', 'skillful')",0.32351243,0.34587216,0.1670713,0.2370701,-0.0699988
19,0.010545928,0.2566721,"('inhospitable', 'hospitable')",0.35251176,0.5353084,0.1815289,0.3959903,-0.2144614
