,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
15,-0.2583416,-0.37636575,"('boring', 'funny')",0.5062616,0.42114857,0.12396,0.0223914,0.1015686
30,-0.24357235,-0.20555481,"('intolerant', 'tolerant')",1.0615613,1.1837947,0.4089945,0.4891199,-0.0801254
16,0.21892706,0.22429952,"('unpopular', 'popular')",0.5905979,0.4538495,0.4047625,0.3390745,0.065688
5,-0.21801788,-0.51817906,"('distant', 'outgoing')",-0.10154158,-0.2687735,-0.1597797,-0.3934763,0.2336966
79,-0.19210516,-0.38443622,"('wavering', 'unwavering')",0.024884393,-0.051617075,-0.0836104,-0.2180267,0.1344163
25,-0.1633512,-0.50007874,"('egoistic', 'altruistic')",1.8322744,1.6716797,0.8344616,0.5858005,0.2486611
76,0.15942542,0.28112146,"('anxious', 'daring')",0.13903947,0.34273687,0.1492324,0.3119292,-0.1626968
80,0.14878325,0.14564826,"('dominated', 'dominating')",-1.4159994,-1.3737,-0.6336081,-0.6140259,-0.0195822
88,-0.11146584,-0.25393218,"('low', 'eminent')",0.2553552,0.32511172,0.0719447,0.0355898,0.0363549
31,-0.10419059,-0.32098058,"('evil', 'good')",-0.586925,-0.84704006,-0.3455578,-0.5840103,0.2384525
29,0.07222755,0.038031753,"('unfair', 'fair')",-0.52827126,-0.58766127,-0.2280219,-0.2748148,0.0467929
14,-0.052600145,-0.054460123,"('antisocial', 'social')",-0.59562993,-0.59903574,-0.324115,-0.3267479,0.0026329
37,-0.026722873,-0.018121235,"('fake', 'genuine')",0.4636186,0.6705931,0.2184479,0.3262359,-0.107788
