,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
67,0.35624713,0.41619706,"('doubtful', 'determined')",-0.051537495,0.026696727,0.1523548,0.2214469,-0.0690921
4,0.35049862,0.48920158,"('disliked', 'liked')",-6.685732,-6.471128,-3.1676166,-2.9909632,-0.1766534
21,-0.3383159,-0.2557208,"('immoral', 'moral')",-0.8595593,-0.8008161,-0.5989376,-0.5282685,-0.0706691
62,-0.3137353,-0.20933495,"('incompetent', 'brilliant')",-0.21686675,0.11778921,-0.265301,-0.0457729,-0.2195281
74,0.29899377,0.36937368,"('undedicated', 'dedicated')",0.10013132,0.2396621,0.1995625,0.3045179,-0.1049554
87,-0.27485573,-0.38346627,"('unsuccessful', 'successful')",0.07024173,0.08601925,-0.102307,-0.1487235,0.0464165
2,-0.27341384,-0.2102157,"('unlikable', 'likable')",0.34841943,0.48867947,0.0375028,0.1392319,-0.1017291
34,0.20578036,0.22697647,"('mean', 'honorable')",4.8292146,4.694353,2.5174975,2.4606647,0.0568328
49,-0.18391225,-0.17921546,"('unable', 'able')",-0.83407056,-0.81021965,-0.5089914,-0.4947175,-0.0142739
18,-0.17193812,-0.11833604,"('disagreeable', 'welcoming')",-1.2254988,-1.1938454,-0.6987184,-0.6560907,-0.0426277
37,0.15507483,0.17928115,"('fake', 'genuine')",0.6361104,0.6115085,0.3955926,0.3953948,0.0001978
88,-0.15270238,-0.08410019,"('low', 'eminent')",-0.5862599,-0.5224063,-0.3694811,-0.3032532,-0.0662279
40,-0.121004686,-0.11692757,"('stingy', 'generous')",-2.1788912,-2.2005033,-1.1499479,-1.1587155,0.0087676
38,-0.07996047,0.006959833,"('untruthful', 'truthful')",0.5124849,0.677462,0.2162622,0.3422109,-0.1259487
32,0.079891995,0.12429498,"('unkind', 'kind')",0.8445342,0.9347238,0.4622131,0.5295094,-0.0672963
23,0.05230575,0.054410145,"('insincere', 'sincere')",5.660602,5.6238985,2.8564539,2.8391542,0.0172997
43,0.04762496,0.10933974,"('irresponsible', 'responsible')",0.9847647,1.1341993,0.5161948,0.6217695,-0.1055747
61,-0.037108317,-0.13978487,"('illogical', 'logical')",-0.07879988,-0.091235995,-0.0579541,-0.1155104,0.0575563
72,-0.022418272,-0.041837912,"('unambitious', 'ambitious')",-0.9992925,-0.81981784,-0.5108554,-0.4308279,-0.0800275
0,-0.007517919,0.08584313,"('unsociable', 'sociable')",0.10937292,0.26210374,0.0509275,0.1739734,-0.1230459
50,0.0016168505,-0.073849484,"('clumsy', 'skillful')",-0.20583978,-0.18748078,-0.1021115,-0.1306651,0.0285536
