,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
34,0.89306235,0.7383695,"('mean', 'honorable')",-0.1057156,-0.29287776,5.561701,5.5669622,2.1163492,2.0041513,0.1121979
25,-0.88500005,-1.4172952,"('egoistic', 'altruistic')",0.10978857,-0.098774694,0.7624216,0.5651134,-0.0042633,-0.3169855,0.3127222
39,0.87648964,0.68502253,"('exploitative', 'cooperative')",-0.34162053,-0.6497903,0.22409111,0.28273168,0.2529867,0.105988,0.1469987
38,-0.86190534,-0.9689372,"('untruthful', 'truthful')",-0.4435599,-0.49759585,-0.74342215,-0.8684508,-0.6829624,-0.7783279,0.0953655
29,-0.82002425,-0.817793,"('unfair', 'fair')",-0.3860392,0.0056544393,-0.6153625,-0.49515262,-0.607142,-0.4357637,-0.1713783
1,-0.8140401,-1.3886713,"('unfriendly', 'friendly')",-2.0054662,-1.9270655,0.046727344,-0.11438544,-0.9242597,-1.143374,0.2191143
30,0.8064237,1.2839603,"('intolerant', 'tolerant')",-0.72796875,-0.67352396,0.7381618,0.8006243,0.2722056,0.4703536,-0.198148
87,0.7837693,0.876179,"('unsuccessful', 'successful')",0.24220973,-0.16016394,1.4916263,1.121544,0.8392018,0.6125197,0.2266821
63,0.7807791,1.1126866,"('unperceptive', 'insightful')",-1.2807436,-1.526515,0.760947,0.73353875,0.0869942,0.1065701,-0.0195759
32,0.7479175,1.1167136,"('unkind', 'kind')",-1.6383784,-1.5671479,0.550186,0.7716837,-0.113425,0.1070832,-0.2205082
77,0.7434304,0.9994511,"('unmotivated', 'motivated')",-1.1305604,-1.2124113,-0.4243967,-0.29868776,-0.2705089,-0.1705493,-0.0999596
8,-0.7280942,-1.4823774,"('unaffectionate', 'affectionate')",-0.96116394,-0.78255236,0.15682228,0.2750865,-0.5108119,-0.6632811,0.1524692
84,0.68605685,0.5556706,"('inferior', 'superior')",0.5075256,0.51409715,0.86950815,0.71437067,0.6876969,0.5947128,0.0929841
67,0.650226,0.79115045,"('doubtful', 'determined')",0.27217093,0.3377754,-0.8965385,-0.75633675,0.0086195,0.1241964,-0.1155769
22,0.61704284,1.1261034,"('untrustworthy', 'trustworthy')",-0.59732145,-0.5843613,-0.24505222,-0.08432615,-0.0751103,0.152472,-0.2275823
66,-0.6073804,-1.0345637,"('inactive', 'active')",0.037288368,-0.115758084,0.18858695,0.13198684,-0.1271684,-0.339445,0.2122766
28,0.5842911,0.8844615,"('disloyal', 'loyal')",-1.3533118,-1.5506359,1.1361927,1.1837752,0.1223907,0.1725336,-0.0501429
27,0.557376,0.31785575,"('hardhearted', 'softhearted')",-0.8405515,-0.6230585,0.80555326,0.85686797,0.1741259,0.1838884,-0.0097625
71,0.5271212,0.12946232,"('diffident', 'self-confident')",-0.09388845,-0.24276093,-0.100502074,-0.23769057,0.1109102,-0.1169964,0.2279066
61,0.51188016,0.6971496,"('illogical', 'logical')",-1.3479941,-1.340363,0.46451443,0.5123141,-0.1238665,-0.0436331,-0.0802334
57,-0.50236624,0.32124126,"('unimaginative', 'imaginative')",-1.3338963,-1.3516533,-3.0081942,-2.774722,-1.6148189,-1.2683781,-0.3464408
24,0.4451874,0.9660535,"('dishonest', 'honest')",-1.7461331,-1.6745842,0.2751987,0.5527173,-0.3419157,-0.0519378,-0.2899779
15,-0.3995038,-0.67548406,"('boring', 'funny')",0.4572745,0.43771547,-0.1827731,-0.14602378,-0.0416675,-0.1279308,0.0862633
47,-0.37990236,-0.025777737,"('stupid', 'smart')",-0.73062533,-0.7311142,5.196592,5.336408,1.3620214,1.5265055,-0.1644841
73,-0.36467656,-0.6453635,"('helpless', 'self-reliant')",1.0998763,1.0140862,-2.8639443,-3.1028526,-0.7095815,-0.9113766,0.2017951
26,-0.35966974,-0.7309998,"('hardhearted', 'benevolent')",0.05868581,0.2658017,0.8730665,0.6898654,0.1906942,0.0748891,0.1158051
18,0.35707894,0.20767006,"('disagreeable', 'welcoming')",0.3565774,0.4739397,-0.86121684,-0.81755936,-0.0491868,-0.0453165,-0.0038703
50,-0.343476,-0.695922,"('clumsy', 'skillful')",0.4797285,0.45253843,0.48544297,0.3456193,0.2072318,0.0340786,0.1731532
17,-0.27168274,-0.22259265,"('nasty', 'nice')",-0.9139554,-0.59357315,-1.1666545,-1.1186323,-0.7840975,-0.6449327,-0.1391648
82,0.2614619,0.5198343,"('poor', 'rich')",-1.2145948,-0.97602046,6.358061,6.5468464,1.8016426,2.03022,-0.2285774
49,0.2576536,0.4177854,"('unable', 'able')",0.17280531,0.30739754,0.031882502,0.2822122,0.1541138,0.3357984,-0.1816846
41,-0.20507377,0.014481191,"('unforgiving', 'forgiving')",-0.70367014,-0.64014864,-0.35573262,-0.32849136,-0.4214922,-0.3180529,-0.1034393
54,-0.2001383,-0.22651114,"('incapable', 'capable')",-0.42202014,-0.16715178,0.6183918,0.89578927,-0.0012555,0.1673754,-0.1686309
58,-0.19078681,-0.1704088,"('undiscriminating', 'discriminating')",-0.06751469,-0.32651427,0.2780818,0.08602512,0.0065934,-0.136966,0.1435594
42,0.1878226,0.55986,"('unreliable', 'reliable')",-0.11825998,0.03904934,-2.9570172,-2.5295293,-0.9624848,-0.64354,-0.3189448
45,0.115731746,0.78779614,"('incompetent', 'competent')",-1.1166972,-0.99202234,0.07784561,0.1970424,-0.3077066,-0.0023946,-0.305312
88,0.06123887,0.32601395,"('low', 'eminent')",-0.9726936,-0.8757511,-0.45052466,-0.4805134,-0.4539931,-0.3434168,-0.1105763
64,-0.05356664,0.6972554,"('shy', 'confident')",-0.5121103,-0.31886053,-6.092348,-6.1126227,-2.2193416,-1.9114094,-0.3079322
68,0.011038378,0.25618747,"('dependent', 'independent')",0.3215481,0.26807234,-0.69672126,-0.72668636,-0.1213783,-0.0674755,-0.0539028
53,-0.010855313,-0.12538986,"('uncreative', 'creative')",-2.1660173,-2.0814044,0.00047352258,0.0038513257,-0.7254663,-0.7343143,0.008848
