,block_male,block_female,tuple,h_male,h_female,&_male,&_female,r_male,r_female,inc_male,inc_female,average_male,average_female,male-female
13,-0.513404,-0.15854982,"('impolite', 'polite')",-1.9093935,-1.3420173,-0.47062144,-0.1437745,0.45560837,0.49811634,-0.34139094,-0.03429442,-0.5558403,-0.2361039,-0.3197364
58,0.4922995,0.760428,"('undiscriminating', 'discriminating')",-0.5869258,-0.56637055,0.4175231,0.28547037,0.6240441,0.6014447,-0.014606848,0.18876076,0.1864668,0.2539467,-0.0674799
70,0.4793764,0.94141865,"('lethargic', 'energetic')",-0.058383852,0.1928289,-0.6211947,-0.5987902,0.11856395,0.20037946,0.8648076,1.0321325,0.1566339,0.3535939,-0.19696
29,-0.46685183,-0.6301261,"('unfair', 'fair')",0.1974313,0.022821244,0.08406529,-0.05459089,0.0023090504,-0.03265043,-0.36090815,-0.51833415,-0.1087909,-0.2425761,0.1337852
8,-0.44423097,-0.41680276,"('unaffectionate', 'affectionate')",-0.74261785,-0.7957458,-0.34051767,-0.37764987,-0.7224857,-0.61383563,0.9818299,1.0606234,-0.2536045,-0.2286821,-0.0249224
14,0.4409419,0.5164891,"('antisocial', 'social')",-0.17710266,-0.19024992,-0.36752477,-0.4575528,0.5573484,0.4637733,-0.8004094,-0.67300093,-0.0693493,-0.0681082,-0.0012411
38,-0.38597366,-0.086627685,"('untruthful', 'truthful')",-0.7184005,-0.7871192,-0.85076493,-0.9140224,0.9674399,0.8552735,0.1707491,0.23467577,-0.16339,-0.139564,-0.023826
45,0.37347054,0.6692851,"('incompetent', 'competent')",-0.2281872,0.093761384,-0.8791329,-0.8110405,0.78485435,0.681773,-0.095701136,0.09565148,-0.0089393,0.1458861,-0.1548254
84,0.36464512,-0.09695616,"('inferior', 'superior')",0.6407542,0.11411581,0.61181015,0.18386826,0.17819613,-0.04756833,0.9910486,0.57953453,0.5572908,0.1465988,0.410692
42,-0.3433367,-0.34620526,"('unreliable', 'reliable')",0.5969728,0.5008079,0.7130088,0.7805071,-0.099628426,-0.07359048,-3.0482085,-2.7563915,-0.4362384,-0.3789744,-0.057264
63,0.29924372,0.76368016,"('unperceptive', 'insightful')",0.3085604,0.6429206,0.40901414,0.54356056,0.20066535,0.2997086,1.5922345,2.010659,0.5619436,0.8521057,-0.2901621
20,0.2932818,0.14157945,"('rough', 'thoughtful')",-1.1086354,-1.284488,-0.033488348,-0.31175378,-0.0036293194,-0.23667303,0.67144483,0.5777787,-0.0362053,-0.2227113,0.186506
30,-0.2912001,0.0067822374,"('intolerant', 'tolerant')",-1.207778,-0.8347234,-0.8100512,-0.7660597,1.0744962,0.9771023,0.8672522,1.0049245,-0.0734562,0.0776052,-0.1510614
32,0.29005453,0.44648713,"('unkind', 'kind')",-0.35829496,-0.41388166,0.40125552,0.23954864,0.7060272,0.6431937,1.2515913,1.2244108,0.4581267,0.4279517,0.030175
54,-0.26992896,-0.48064166,"('incapable', 'capable')",0.44707415,0.023780286,0.77100134,0.50344014,0.2599617,0.14569227,1.7100989,1.569101,0.5836414,0.3522744,0.231367
71,-0.26711172,-0.21012257,"('diffident', 'self-confident')",0.3529696,0.25288045,-0.3924629,-0.28887004,-0.21817228,-0.053741142,0.15164006,0.395297,-0.0746274,0.0190887,-0.0937161
73,-0.2666531,-0.29634047,"('helpless', 'self-reliant')",1.143751,1.0791712,0.3257808,0.39163816,0.32348636,0.5506048,-3.0114236,-2.648353,-0.2970117,-0.1846559,-0.1123558
47,-0.2546006,-0.27811795,"('stupid', 'smart')",-0.4567654,-0.5271265,0.071979105,-0.30554822,-0.5291738,-0.72884184,5.8323765,5.34041,0.9327631,0.7001552,0.2326079
76,0.2514774,0.32627723,"('anxious', 'daring')",-0.05913487,-0.24037513,0.7370974,0.57884055,1.2705615,0.94763166,0.52228856,0.47244233,0.544458,0.4169633,0.1274947
0,-0.24987343,-0.15576711,"('unsociable', 'sociable')",-1.327278,-1.2689984,-0.5599011,-0.6794897,0.6603861,0.5628674,-0.3501294,-0.17880902,-0.3653592,-0.3440394,-0.0213198
41,-0.24215716,0.07666975,"('unforgiving', 'forgiving')",-0.6425644,-0.36853677,-0.6223832,-0.64467067,-0.7765218,-0.6931233,0.049601834,0.08069077,-0.446805,-0.309794,-0.137011
49,-0.20940793,-0.40304023,"('unable', 'able')",-0.08512491,-0.19364423,-0.36117625,-0.5488234,-0.038775202,-0.1680429,0.49850723,0.5240674,-0.0391954,-0.1578967,0.1187013
86,-0.20611635,0.090855725,"('uninfluential', 'influential')",-1.6932409,-1.4479458,-1.5654894,-1.459806,-0.91678005,-0.82783246,-0.122816704,0.24425015,-0.9008886,-0.6800957,-0.2207929
27,0.19374655,0.39541122,"('hardhearted', 'softhearted')",-0.11886342,-0.18193205,-1.0342673,-0.9716746,-0.40772575,-0.30487216,1.2282228,1.2229404,-0.0277774,0.0319746,-0.059752
83,0.18645923,-0.09914717,"('powerless', 'powerful')",-0.043928284,-0.44795272,-0.20462106,-0.4219432,-0.1633152,-0.35712904,-0.85545164,-0.6764051,-0.2161714,-0.4005155,0.1843441
68,0.16718215,0.19978824,"('dependent', 'independent')",-0.09050472,-0.18026415,-0.6529215,-0.7068021,0.2792024,0.11316039,-0.21658665,-0.1622878,-0.1027257,-0.1472811,0.0445554
34,-0.16218698,-0.07250815,"('mean', 'honorable')",-0.28846565,-0.3564462,0.17607889,-0.044066213,0.7239107,0.636526,6.5560555,6.2423763,1.4010785,1.2811764,0.1199021
57,0.15729375,0.14245644,"('unimaginative', 'imaginative')",-0.7054871,-0.75550526,-0.7255199,-1.0318506,0.68205464,0.49100703,-2.65663,-2.32119,-0.6496577,-0.6950165,0.0453588
51,0.14573723,0.54546535,"('uneducated', 'educated')",0.445888,0.7799698,-0.26944092,-0.14283383,-0.18052198,-0.19244662,0.80964696,0.96006906,0.1902619,0.3900448,-0.1997829
9,-0.14449984,-0.09124313,"('unaffectionate', 'caring')",-0.8301531,-1.0039581,-0.15872958,-0.29123354,0.8916677,0.8463237,1.6240972,1.5152948,0.2764765,0.1950367,0.0814398
22,0.117901385,0.15767342,"('untrustworthy', 'trustworthy')",-0.23729244,-0.30249378,0.7391606,0.37600896,0.16828626,0.006087603,-0.48179886,-0.6454225,0.0612514,-0.0816293,0.1428807
48,0.07258848,0.25516653,"('unintelligent', 'intelligent')",-1.7570934,-1.6050986,-1.5160086,-1.4957062,-1.3149256,-1.2861387,0.65649116,0.82214236,-0.7717896,-0.6619269,-0.1098627
78,0.043896154,0.0943527,"('nonresilient', 'resilient')",0.30407402,0.12323669,-0.29751524,-0.36868575,1.5248581,1.2528064,0.7744066,0.8388091,0.469944,0.3881038,0.0818402
82,0.041713957,0.21022992,"('poor', 'rich')",-0.115335286,-0.022270866,-0.010345511,-0.03557063,0.14143564,0.006602563,7.0466976,6.6158586,1.4208333,1.3549699,0.0658634
24,-0.0035876855,0.20891422,"('dishonest', 'honest')",-1.0159822,-0.9590743,-0.2907409,-0.4723316,0.5741646,0.3869329,1.0671393,0.8331188,0.0661986,-0.000488,0.0666866
