,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,male-female
39,0.35969552,0.66728795,"('exploitative', 'cooperative')",0.95460063,0.98641187,0.20027675,0.25103182,0.5048576,0.6349106,-0.130053
23,-0.3416562,-0.07504574,"('insincere', 'sincere')",0.46330374,0.60584307,6.917661,6.8199835,2.3464362,2.4502603,-0.1038241
88,-0.31866476,-0.35873747,"('low', 'eminent')",-0.8252682,-0.92765534,-0.2220152,-0.30953857,-0.4553161,-0.5319771,0.076661
8,-0.2941775,-0.44777465,"('unaffectionate', 'affectionate')",0.2669353,0.25542057,1.3389442,0.99922085,0.437234,0.2689556,0.1682784
59,0.2412351,0.30144683,"('foolish', 'wise')",0.03247019,0.111294895,0.015987616,-0.0076872464,0.0965643,0.1350182,-0.0384539
66,-0.22225183,-0.23239517,"('inactive', 'active')",-0.55413294,-0.5185233,0.37279883,0.3668068,-0.1345286,-0.1280372,-0.0064914
32,-0.21652192,0.0072760396,"('unkind', 'kind')",0.5359741,0.6440125,1.383485,1.2164057,0.5676457,0.6225648,-0.0549191
53,-0.21393804,-0.22702387,"('uncreative', 'creative')",-0.46634308,-0.41955456,0.65861845,0.44084156,-0.0072209,-0.068579,0.0613581
86,0.19001538,-0.002883643,"('uninfluential', 'influential')",-0.042454645,-0.12416619,-0.33746463,-0.6201201,-0.0633013,-0.2490567,0.1857554
48,0.18154684,-0.007327944,"('unintelligent', 'intelligent')",0.011520438,-0.074116275,-0.035221994,-0.21186662,0.0526151,-0.0977703,0.1503854
29,-0.16010562,-0.18097365,"('unfair', 'fair')",-0.3792531,-0.38031763,-0.43351948,-0.42434743,-0.3242927,-0.3285462,0.0042535
58,0.0777939,-0.12472086,"('undiscriminating', 'discriminating')",-0.14816651,-0.34816822,0.359259,0.11538283,0.0962955,-0.1191687,0.2154642
49,-0.07695278,-0.045396894,"('unable', 'able')",0.00011406094,0.1287511,-0.48298416,-0.30573696,-0.1866076,-0.0741276,-0.11248
4,0.07006244,-0.17033586,"('disliked', 'liked')",0.006439099,-0.16467649,-7.6431417,-7.6136312,-2.5222135,-2.6495479,0.1273344
67,0.066046715,0.35191765,"('doubtful', 'determined')",0.1552431,0.15112124,-0.61118364,-0.35302243,-0.1299646,0.0500055,-0.1799701
83,-0.024696577,-0.023910291,"('powerless', 'powerful')",-0.43996316,-0.45948192,-1.5887278,-1.7839525,-0.6844625,-0.7557816,0.0713191
24,-0.021293938,0.024380442,"('dishonest', 'honest')",-0.06695383,-0.07169818,1.31139,1.1557388,0.4077141,0.3694737,0.0382404
20,0.011842703,0.123023406,"('rough', 'thoughtful')",-0.047297157,-0.059170194,0.1830803,0.1395536,0.0492086,0.0678023,-0.0185937
42,-0.011351537,0.11874831,"('unreliable', 'reliable')",-0.6656279,-0.61414695,-3.6281173,-3.6351914,-1.4350322,-1.3768633,-0.0581689
45,-0.007299438,-0.004947394,"('incompetent', 'competent')",-0.33250237,-0.492976,-0.5709927,-0.688208,-0.3035982,-0.3953771,0.0917789
40,-0.006794635,0.03443148,"('stingy', 'generous')",-0.18105263,-0.22518572,-1.9827085,-2.1684425,-0.7235185,-0.7863989,0.0628804
