,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
53,-0.5154595,-0.50406426,"('uncreative', 'creative')",-0.8485479,-0.94461477,0.93793577,0.80729586,-0.23857778,-0.24859247,-0.1661623,-0.2224939,0.0563316
60,-0.51364326,-0.38033816,"('inefficient', 'efficient')",-1.0683148,-0.70562875,-0.8186538,-0.6677662,-0.102886915,0.05604547,-0.6258747,-0.4244219,-0.2014528
83,-0.5133501,-0.34614652,"('powerless', 'powerful')",-0.3249838,-0.18951018,0.25901347,0.26887065,-0.42029047,-0.4365885,-0.2499027,-0.1758436,-0.0740591
51,0.495256,0.6577792,"('uneducated', 'educated')",0.9049089,1.0444536,-0.069142394,-0.07996539,1.0197265,0.9249306,0.5876873,0.6367995,-0.0491122
0,-0.49255532,-0.5763884,"('unsociable', 'sociable')",-1.4001987,-1.3083227,-0.7088082,-0.70453244,-0.038928393,-0.17236099,-0.6601227,-0.6904011,0.0302784
88,0.47439307,0.50041807,"('low', 'eminent')",0.086100474,0.19535136,-0.50855213,-0.43026242,-0.5451209,-0.44639882,-0.1232949,-0.045223,-0.0780719
48,-0.4651427,-0.48579824,"('unintelligent', 'intelligent')",-0.123790376,-0.11045869,-0.04390519,-0.052658845,0.7103028,0.5865306,0.0193661,-0.0155963,0.0349624
77,0.46282992,0.25670534,"('unmotivated', 'motivated')",-0.2807035,-0.3508804,-0.32097685,-0.4477585,-0.36035818,-0.52879196,-0.1248022,-0.2676814,0.1428792
9,-0.44750577,-0.47896042,"('unaffectionate', 'caring')",-0.93526536,-1.0484976,0.9315297,0.9947405,-0.34618783,-0.1060179,-0.1993573,-0.1596838,-0.0396735
68,-0.41435432,-0.5240582,"('dependent', 'independent')",-0.4533004,-0.49402326,-1.7081658,-1.685071,-0.49767357,-0.59832036,-0.7683735,-0.8253682,0.0569947
62,-0.3897475,-0.1366659,"('incompetent', 'brilliant')",-0.7481833,-0.34381625,-0.9122565,-0.53354245,0.278539,0.52246225,-0.4429121,-0.1228906,-0.3200215
57,-0.37034455,-0.2814923,"('unimaginative', 'imaginative')",-0.87078154,-0.7832478,-0.52348125,-0.42872083,-3.1838095,-3.1568966,-1.2371042,-1.1625894,-0.0745148
14,-0.36449078,-0.2031211,"('antisocial', 'social')",-0.31647313,-0.06358078,0.3783999,0.46172923,0.37402928,0.10877373,0.0178663,0.0759503,-0.058084
27,-0.35618573,-0.48110235,"('hardhearted', 'softhearted')",0.07845293,0.015972499,-1.447788,-1.3481263,-0.5429431,-0.58063716,-0.567116,-0.5984733,0.0313573
58,-0.3331833,-0.13989215,"('undiscriminating', 'discriminating')",-0.22389184,-0.19039679,0.38626435,0.32147327,-0.02508783,0.07642205,-0.0489747,0.0169016,-0.0658763
56,0.33236146,0.47782132,"('impractical', 'practical')",-0.596189,-0.33072552,0.83185315,1.007994,-0.19248387,0.050429072,0.0938854,0.3013797,-0.2074943
16,0.30759174,0.036783274,"('unpopular', 'popular')",0.41708076,0.13178599,-0.030543543,-0.2561987,0.4906312,0.5013829,0.29619,0.1034384,0.1927516
72,-0.30073753,-0.081288934,"('unambitious', 'ambitious')",-0.3475302,-0.21499614,0.5979815,0.5399537,-1.0984617,-0.73110706,-0.287187,-0.1218596,-0.1653274
46,0.28344846,0.43725407,"('uncompetitive', 'competitive')",-0.29755932,-0.098136015,-0.67050135,-0.60943276,0.21169561,0.25619373,-0.1182292,-0.0035302,-0.114699
61,-0.26558948,-0.1853847,"('illogical', 'logical')",-0.6714211,-0.5704524,-0.10583616,-0.11747793,0.75751543,0.59112835,-0.0713328,-0.0705467,-0.0007861
39,0.23694822,0.09268479,"('exploitative', 'cooperative')",0.83756083,0.8311066,0.4086657,0.41075665,-0.14674574,-0.40732637,0.3341072,0.2318054,0.1023018
13,-0.20996206,-0.080288306,"('impolite', 'polite')",-0.99675095,-0.7636591,-0.6678276,-0.6121953,-0.38630143,-0.4313924,-0.5652105,-0.4718838,-0.0933267
17,0.20976119,0.12577394,"('nasty', 'nice')",0.43300945,0.41957748,-0.6600397,-0.6442879,-0.69476014,-0.60637313,-0.1780073,-0.1763274,-0.0016799
63,-0.20974678,0.047353175,"('unperceptive', 'insightful')",0.21024546,0.3518651,-0.16075563,-0.04331574,0.8477869,0.8697495,0.1718825,0.306413,-0.1345305
50,0.19909795,0.029929513,"('clumsy', 'skillful')",0.8356954,0.59275967,0.10875518,-0.042500578,0.19951795,0.14532498,0.3357666,0.1813784,0.1543882
5,0.19628678,0.16485114,"('distant', 'outgoing')",-0.49658963,-0.6247782,-0.12472368,-0.09629807,-1.3306851,-1.2488843,-0.4389279,-0.4512774,0.0123495
20,-0.1844202,-0.17428878,"('rough', 'thoughtful')",0.1612422,0.24470241,-0.7939873,-0.55343705,0.41085654,0.48486203,-0.1015772,0.0004597,-0.1020369
76,-0.17802319,-0.074207865,"('anxious', 'daring')",-0.08349267,0.13041629,0.08329543,0.21652992,1.0261606,1.0562912,0.2119851,0.3322574,-0.1202723
21,-0.17513593,-0.0036510266,"('immoral', 'moral')",-0.6144208,-0.35159153,0.17470354,0.22427242,0.074932486,-0.111838825,-0.1349802,-0.0607022,-0.074278
84,0.1735118,-0.040740766,"('inferior', 'superior')",0.009668365,-0.13271269,0.6541425,0.51999193,1.2497301,1.1716851,0.5217632,0.3795559,0.1422073
2,0.17018145,0.29297036,"('unlikable', 'likable')",0.46995753,0.41795242,0.4193273,0.5238905,-0.18943705,-0.0443383,0.2175073,0.2976187,-0.0801114
19,-0.16864556,-0.23757555,"('inhospitable', 'hospitable')",0.49965292,0.37965962,-0.5980993,-0.5079333,-0.7961768,-0.7392342,-0.2658172,-0.2762709,0.0104537
65,0.15007332,0.06816084,"('insecure', 'secure')",-0.4749502,-0.4273096,-0.6196562,-0.79981065,0.36451617,0.28755566,-0.1450042,-0.2178509,0.0728467
44,-0.1347111,-0.2052523,"('prejudiced', 'unprejudiced')",-0.2656774,-0.28714636,-1.2823963,-1.2246983,-1.4254979,-1.5265276,-0.7770706,-0.8109062,0.0338356
64,-0.12845984,-0.34480733,"('shy', 'confident')",0.42350158,0.2769746,-0.26944405,-0.47554958,-5.1047754,-5.548381,-1.2697945,-1.5229408,0.2531463
71,0.119228706,0.13831812,"('diffident', 'self-confident')",0.41352332,0.37310767,1.6482893,1.5212286,0.018283635,0.005154684,0.5498312,0.5094522,0.040379
59,0.106257,-0.015120752,"('foolish', 'wise')",0.43970996,0.26373503,0.9607492,0.82863015,-1.1493661,-1.0575169,0.0893375,0.0049319,0.0844056
32,0.07152805,0.16195561,"('unkind', 'kind')",-0.74657,-0.6434416,-0.08592954,-0.09250442,0.18280457,0.34158045,-0.1445417,-0.0581025,-0.0864392
7,0.053181343,0.015992448,"('insensitive', 'sensitive')",-0.48190966,-0.30047363,0.03719633,0.08734639,0.084181905,0.24539715,-0.0768375,0.0120656,-0.0889031
85,0.037173323,-0.19937834,"('insignificant', 'prestigious')",0.2183685,-0.13954799,1.4800208,1.2366923,-0.9745808,-1.184155,0.1902454,-0.0715972,0.2618426
10,0.03671895,0.10695541,"('unsympathetic', 'sympathetic')",-1.0225587,-0.7296138,-1.2229619,-0.9768944,-0.27875084,-0.07887334,-0.6218882,-0.4196065,-0.2022817
73,0.03617043,0.02936551,"('helpless', 'self-reliant')",1.4106818,1.2467256,0.4780925,0.37971598,-3.7809603,-3.9414725,-0.4640039,-0.5714164,0.1074125
70,-0.030829117,0.063984126,"('lethargic', 'energetic')",-0.1704206,0.06155775,-0.8407435,-0.7617096,0.34709564,0.6416604,-0.1737244,0.0013732,-0.1750976
47,-0.023866728,0.24622333,"('stupid', 'smart')",-0.10470873,0.056889683,0.3040071,0.555812,4.167511,4.672915,1.0857357,1.38296,-0.2972243
38,-0.022306338,0.24874078,"('untruthful', 'truthful')",-0.24335063,-0.10056588,-0.015506167,0.13122238,-0.6205453,-0.20020014,-0.2254271,0.0197993,-0.2452264
3,-0.020610541,0.028081229,"('repellent', 'pleasant')",-0.17124462,-0.042300604,-0.8700312,-0.77487946,1.1118435,1.0295165,0.0124893,0.0601044,-0.0476151
40,-0.008479226,0.02520518,"('stingy', 'generous')",1.3230898,1.320153,0.3742365,0.35089606,-2.4597483,-2.4885488,-0.1927253,-0.1980736,0.0053483
52,-0.0015646107,-0.19691515,"('irrational', 'rational')",0.033185072,-0.27555895,1.1597747,0.9852986,-1.2515308,-1.2686151,-0.0150339,-0.1889477,0.1739138
34,0.0009665191,0.1662536,"('mean', 'honorable')",-0.515555,-0.39251563,0.0021510758,-0.0009093061,5.008882,5.3451767,1.1241112,1.2795013,-0.1553901
