,western_male,western_female,tuple,union_male,union_female,co_male,co_female,average_male,average_female,male-female
9,-0.34773806,-0.104541205,"('unaffectionate', 'caring')",-0.3438031,-0.2536751,0.7180214,0.9077622,0.0088267,0.183182,-0.1743553
88,-0.34534666,-0.079699285,"('low', 'eminent')",-0.93817645,-0.53125983,-0.21533799,-0.12098488,-0.4996204,-0.2439813,-0.2556391
66,0.33683872,0.21723095,"('inactive', 'active')",-0.5437103,-0.47784865,0.07074237,-0.09550747,-0.0453764,-0.1187084,0.073332
87,0.3298582,0.4479902,"('unsuccessful', 'successful')",-0.3473952,-0.14796788,-0.1823949,-0.028919239,-0.066644,0.0903677,-0.1570117
73,0.31927127,0.38376522,"('helpless', 'self-reliant')",0.6595488,0.64329505,-3.8259387,-3.6744995,-0.9490395,-0.8824797,-0.0665598
32,0.30762374,0.6924964,"('unkind', 'kind')",-0.4631263,0.103508756,1.4725374,1.5200474,0.4390116,0.7720176,-0.333006
48,0.3064091,0.10138034,"('unintelligent', 'intelligent')",-1.4964442,-1.4478871,0.12984458,-0.17512763,-0.3533969,-0.5072114,0.1538145
33,0.3057022,0.32099405,"('wrong', 'right')",0.320343,-0.0866581,-0.9559089,-0.87364674,-0.1099546,-0.2131036,0.103149
20,0.24720076,0.27136856,"('rough', 'thoughtful')",-0.7537804,-0.5666763,0.33502033,0.31686407,-0.0571864,0.0071854,-0.0643718
28,0.2365807,0.36056656,"('disloyal', 'loyal')",-0.26457328,-0.16934612,1.6621324,1.4134634,0.5447133,0.5348946,0.0098187
82,0.22938894,0.5131049,"('poor', 'rich')",-1.034614,-0.70508146,6.1238513,6.5142756,1.7728755,2.107433,-0.3345575
44,0.20853631,0.40319505,"('prejudiced', 'unprejudiced')",-0.2436646,-0.071726315,-1.4463874,-0.9694189,-0.4938385,-0.2126501,-0.2811884
0,0.15901968,0.086740725,"('unsociable', 'sociable')",0.16815549,0.40528297,0.2625534,-0.19790304,0.1965762,0.0980402,0.098536
71,0.13028528,0.27014226,"('diffident', 'self-confident')",0.7403364,0.79140013,0.07828306,0.22076361,0.3163016,0.4274353,-0.1111337
61,-0.12647882,0.0005270876,"('illogical', 'logical')",-1.139941,-1.1608263,-0.54382575,-0.47242162,-0.6034152,-0.5442403,-0.0591749
38,0.09038939,0.57939297,"('untruthful', 'truthful')",-0.3618024,0.23039198,-0.11704671,0.26458877,-0.1294866,0.3581246,-0.4876112
59,-0.08180197,-0.15829724,"('foolish', 'wise')",0.9274906,0.66481286,-0.24461982,-0.060361125,0.2003563,0.1487182,0.0516381
86,0.081119716,-0.20122257,"('uninfluential', 'influential')",-0.33149892,-0.44677237,-0.08360091,-0.3635574,-0.1113267,-0.3371841,0.2258574
57,-0.07137529,0.029763084,"('unimaginative', 'imaginative')",-1.1722561,-0.9157902,-2.7645147,-2.8922203,-1.3360488,-1.2594158,-0.076633
68,-0.067047656,-0.04135091,"('dependent', 'independent')",-0.6984574,-0.68069506,-1.9881754,-2.0401478,-0.9178935,-0.9207312,0.0028377
64,-0.04464392,-0.23172718,"('shy', 'confident')",0.0005561691,-0.014017353,-6.0861855,-6.071144,-2.0434244,-2.1056296,0.0622052
34,0.031154487,0.5895609,"('mean', 'honorable')",-0.19409347,0.35908633,4.9485493,5.4325604,1.5952034,2.1270692,-0.5318658
13,0.024808004,0.3326732,"('impolite', 'polite')",-0.74978757,-0.223442,-0.11692543,-0.07621792,-0.280635,0.0110044,-0.2916394
