,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
71,0.73455924,0.6363813,"('diffident', 'self-confident')",0.5447525,0.45009005,0.5870093,0.27153662,0.622107,0.4526693,0.1694377
3,-0.72837573,-0.7672825,"('repellent', 'pleasant')",0.6588556,0.5754622,0.073995486,0.18617688,0.0014918,-0.0018811,0.0033729
8,-0.7107409,-0.6048946,"('unaffectionate', 'affectionate')",-0.712248,-0.6655055,0.61966956,0.53218335,-0.2677731,-0.2460722,-0.0217009
68,-0.69329864,-0.7549436,"('dependent', 'independent')",0.01243918,-0.07341488,-0.62687904,-0.74439645,-0.4359128,-0.5242516,0.0883388
27,-0.5909107,-0.7115753,"('hardhearted', 'softhearted')",-0.099061385,-0.22419098,1.4101808,1.0683081,0.2400696,0.0441806,0.195889
64,-0.5873841,-0.76491094,"('shy', 'confident')",0.26541746,0.05225329,-6.257806,-6.2517786,-2.1932575,-2.3214787,0.1282212
20,-0.58289224,-0.5183859,"('rough', 'thoughtful')",0.5799452,0.5847142,1.2090459,1.2678385,0.4020329,0.4447223,-0.0426894
87,-0.5714085,-0.5462367,"('unsuccessful', 'successful')",0.54332507,0.42858332,0.35647485,0.19457433,0.1094638,0.0256403,0.0838235
29,-0.4661559,-0.66985524,"('unfair', 'fair')",-0.5025886,-0.8012524,-0.7183361,-0.89371586,-0.5623602,-0.7882745,0.2259143
49,-0.45277885,-0.33351472,"('unable', 'able')",-0.9971601,-0.9296553,-0.42598107,-0.4550914,-0.6253066,-0.5727538,-0.0525528
54,-0.4344052,-0.35399032,"('incapable', 'capable')",-0.88198906,-1.0081576,0.94386864,0.8491815,-0.1241752,-0.1709888,0.0468136
52,0.37883434,0.4458118,"('irrational', 'rational')",-0.6293901,-0.53638613,-0.13080336,-0.31837592,-0.1271197,-0.1363167,0.009197
53,-0.37018368,-0.3210109,"('uncreative', 'creative')",1.0093081,0.8935821,0.89299583,0.8111639,0.5107067,0.4612451,0.0494616
42,-0.35861993,-0.6166665,"('unreliable', 'reliable')",0.72626966,0.36657012,-2.8230526,-2.9931934,-0.8184676,-1.0810966,0.262629
16,0.35778612,0.43370208,"('unpopular', 'popular')",-1.0101539,-0.9735373,0.24523437,0.3028342,-0.1357111,-0.0790003,-0.0567108
9,-0.35058242,-0.42572847,"('unaffectionate', 'caring')",0.0913589,-0.09443265,1.1794406,0.9055798,0.306739,0.1284729,0.1782661
84,0.3245171,0.20952335,"('inferior', 'superior')",0.1268236,-0.011333752,0.93402183,0.93635064,0.4617875,0.3781801,0.0836074
74,-0.31850535,-0.5281973,"('undedicated', 'dedicated')",0.6184937,0.3845039,0.16900896,0.04196549,0.1563324,-0.0339093,0.1902417
32,-0.31766498,-0.14151502,"('unkind', 'kind')",0.3429777,0.32970288,0.8753997,0.84575784,0.3002375,0.3446486,-0.0444111
40,0.31124914,0.121524334,"('stingy', 'generous')",-0.07449202,-0.28745255,-1.0883323,-1.1437875,-0.2838584,-0.4365719,0.1527135
15,-0.30306074,-0.31169686,"('boring', 'funny')",-0.87242764,-0.8595861,-0.002145145,-0.07014772,-0.3925445,-0.4138103,0.0212658
1,-0.28555942,-0.3217235,"('unfriendly', 'friendly')",0.5364109,0.35501307,1.8190652,1.597824,0.6899722,0.5437045,0.1462677
78,-0.2834115,-0.30765474,"('nonresilient', 'resilient')",0.3570382,0.23998247,0.28459415,0.29082876,0.1194069,0.0743855,0.0450214
66,0.26101252,0.30665466,"('inactive', 'active')",-0.65875876,-0.7541292,0.8182007,0.8122565,0.1401515,0.121594,0.0185575
17,-0.24798742,-0.10411863,"('nasty', 'nice')",-1.3231629,-1.1912708,-0.7087348,-0.5184344,-0.7599617,-0.6046079,-0.1553538
38,-0.23112652,-0.29766488,"('untruthful', 'truthful')",-0.1904757,-0.311675,0.059309393,-0.014408622,-0.1207643,-0.2079162,0.0871519
26,-0.22309598,-0.21053238,"('hardhearted', 'benevolent')",-0.23467702,-0.13627256,1.7045081,1.812115,0.4155784,0.4884367,-0.0728583
34,-0.21290396,-0.20906082,"('mean', 'honorable')",0.17591393,0.21950138,5.539333,5.5411134,1.8341142,1.8505179,-0.0164037
12,-0.16503187,-0.40711296,"('unsupportive', 'supportive')",0.36049587,0.055478755,-1.4091976,-1.6388705,-0.4045779,-0.6635016,0.2589237
44,0.16292456,0.109912075,"('prejudiced', 'unprejudiced')",-0.27724567,-0.25647908,-1.2349323,-1.2850461,-0.4497511,-0.4772044,0.0274533
18,-0.14847814,-0.045893423,"('disagreeable', 'welcoming')",-0.32133016,-0.23596203,-0.19331169,-0.013781607,-0.22104,-0.0985457,-0.1224943
61,-0.14708403,-0.14231934,"('illogical', 'logical')",1.275691,1.276815,-0.035779264,-0.045736913,0.3642759,0.3629196,0.0013563
77,-0.13172579,-0.29127175,"('unmotivated', 'motivated')",0.9615685,0.7814992,-1.2023648,-1.1967193,-0.124174,-0.2354973,0.1113233
88,-0.08106759,0.11251352,"('low', 'eminent')",-0.093376786,0.054007284,0.13543174,0.18116146,-0.0130042,0.1158941,-0.1288983
39,0.06982641,0.18101014,"('exploitative', 'cooperative')",1.0899262,1.3118854,0.23620923,0.37501845,0.4653206,0.622638,-0.1573174
67,0.049251884,0.0018405989,"('doubtful', 'determined')",-0.36540243,-0.29756826,-1.0114033,-0.80682683,-0.442518,-0.3675182,-0.0749998
83,-0.01876437,-0.052998625,"('powerless', 'powerful')",0.44408178,0.5451066,-0.99953735,-0.9187966,-0.1914066,-0.1422295,-0.0491771
2,0.009512642,0.10285103,"('unlikable', 'likable')",1.430015,1.4668121,0.5195107,0.6832772,0.6530128,0.7509801,-0.0979673
