,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
22,-0.34883037,-0.19166961,"('untrustworthy', 'trustworthy')",-0.7680977,-0.73322403,-0.5584641,-0.4624468,-0.0960173
5,-0.3425242,-0.22800323,"('distant', 'outgoing')",-1.5611734,-1.176958,-0.9518488,-0.7024806,-0.2493682
41,-0.33998376,-0.102198616,"('unforgiving', 'forgiving')",-0.4305522,-0.07664236,-0.385268,-0.0894205,-0.2958475
64,-0.338812,-0.28962055,"('shy', 'confident')",-6.628117,-6.40027,-3.4834645,-3.3449452,-0.1385193
35,0.328901,0.4056337,"('corrupt', 'incorrupt')",-0.9464148,-0.7090737,-0.3087569,-0.15172,-0.1570369
77,-0.31628242,-0.36670992,"('unmotivated', 'motivated')",-0.9190614,-1.0050038,-0.6176719,-0.6858569,0.068185
54,-0.31388038,-0.18439275,"('incapable', 'capable')",0.64168924,0.6088147,0.1639044,0.212211,-0.0483066
70,-0.29816997,0.017711151,"('lethargic', 'energetic')",0.6930535,0.609125,0.1974418,0.3134181,-0.1159763
32,-0.268675,-0.21276538,"('unkind', 'kind')",0.7446987,0.7602628,0.2380119,0.2737487,-0.0357368
66,0.26322216,0.44928896,"('inactive', 'active')",0.14379348,0.30468965,0.2035078,0.3769893,-0.1734815
39,0.25038898,0.19832079,"('exploitative', 'cooperative')",0.25055274,0.17874588,0.2504709,0.1885333,0.0619376
58,0.23726954,0.57271534,"('undiscriminating', 'discriminating')",-0.042839453,0.2365674,0.097215,0.4046414,-0.3074264
40,0.2254597,0.52388185,"('stingy', 'generous')",-2.1865523,-1.9843024,-0.9805463,-0.7302103,-0.250336
8,-0.21074057,-0.06379221,"('unaffectionate', 'affectionate')",0.15133192,0.31744885,-0.0297043,0.1268283,-0.1565326
14,-0.20203397,-0.21802786,"('antisocial', 'social')",0.29116917,0.28971097,0.0445676,0.0358416,0.008726
71,0.20137358,0.42388952,"('diffident', 'self-confident')",-0.073395565,0.06905425,0.063989,0.2464719,-0.1824829
31,-0.2010352,-0.07501603,"('evil', 'good')",-1.5730096,-1.1483775,-0.8870224,-0.6116968,-0.2753256
49,-0.18734764,-0.08084287,"('unable', 'able')",-0.2244382,-0.25852937,-0.2058929,-0.1696861,-0.0362068
76,0.18092123,0.2493549,"('anxious', 'daring')",0.38018066,0.13722983,0.280551,0.1932924,0.0872586
17,-0.17341228,-0.13843155,"('nasty', 'nice')",-0.8617651,-0.90026957,-0.5175887,-0.5193505,0.0017618
74,0.13928379,0.40913084,"('undedicated', 'dedicated')",-0.25497884,-0.15475477,-0.0578475,0.127188,-0.1850355
88,-0.1383228,-0.117337584,"('low', 'eminent')",-0.25789207,-0.28481358,-0.1981074,-0.2010756,0.0029682
12,-0.13511224,0.097120054,"('unsupportive', 'supportive')",-2.2279785,-2.050255,-1.1815454,-0.9765675,-0.2049779
30,-0.126484,-0.22104883,"('intolerant', 'tolerant')",0.7536683,0.81119376,0.3135921,0.2950725,0.0185196
36,0.10432434,0.25994033,"('hostile', 'amicable')",-0.57811266,-0.29730922,-0.2368942,-0.0186844,-0.2182098
72,-0.09753923,-0.034714706,"('unambitious', 'ambitious')",-0.07006688,-0.16783321,-0.0838031,-0.101274,0.0174709
34,0.085399985,0.28312707,"('mean', 'honorable')",5.4239655,5.574,2.7546828,2.9285636,-0.1738808
18,-0.060778923,0.1917949,"('disagreeable', 'welcoming')",-0.7059343,-0.5302694,-0.3833566,-0.1692372,-0.2141194
87,0.052551918,-0.095070876,"('unsuccessful', 'successful')",0.488468,0.60435444,0.27051,0.2546418,0.0158682
47,-0.049055316,0.012961701,"('stupid', 'smart')",5.6895843,5.6188784,2.8202646,2.8159201,0.0043445
4,-0.0431145,0.046288364,"('disliked', 'liked')",-8.07007,-7.652661,-4.0565925,-3.8031862,-0.2534063
27,0.035452798,0.2831686,"('hardhearted', 'softhearted')",1.2761798,1.4041349,0.6558163,0.8436518,-0.1878355
62,-0.01642128,-0.084733434,"('incompetent', 'brilliant')",0.60748196,0.4267788,0.2955303,0.1710227,0.1245076
