,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
16,-0.11318469,-0.4809882,"('unpopular', 'popular')",-0.6691334,-0.7979056,0.71968985,0.51880366,-0.0208761,-0.2533634,0.2324873
38,0.11283683,0.19338724,"('untruthful', 'truthful')",0.09691681,0.13290915,0.09496912,0.2529556,0.1015743,0.193084,-0.0915097
27,0.086681716,0.24449943,"('hardhearted', 'softhearted')",-0.09075218,-0.014326063,1.201885,1.2968619,0.3992715,0.5090117,-0.1097402
59,0.080897145,-0.25256863,"('foolish', 'wise')",-0.07207629,-0.3539322,0.54021335,0.6194344,0.1830114,0.0043112,0.1787002
6,0.07828806,0.017308392,"('distant', 'open')",-0.32791668,-0.52678823,0.5249856,0.7116636,0.0917857,0.0673946,0.0243911
79,-0.06549503,-0.2035167,"('wavering', 'unwavering')",0.5129028,0.21692564,0.35269377,0.59798294,0.2667005,0.2037973,0.0629032
48,-0.058066413,-0.084890954,"('unintelligent', 'intelligent')",-0.50267607,-0.2841584,-0.10208035,-0.17283593,-0.2209409,-0.1806284,-0.0403125
15,0.051949844,-0.14589147,"('boring', 'funny')",0.100291885,-0.040233925,0.09309508,0.0822622,0.0817789,-0.0346211,0.1164
54,0.036391683,-0.044831656,"('incapable', 'capable')",0.27594852,0.19124384,1.1002142,1.3656589,0.4708515,0.5040237,-0.0331722
0,0.010015331,-0.38140494,"('unsociable', 'sociable')",-0.7180001,-0.7824223,-0.7819676,-1.1827219,-0.4966508,-0.782183,0.2855322
75,-0.006488338,0.03909095,"('meek', 'impulsive')",0.7510279,0.6219375,-0.27842188,-0.010513738,0.1553726,0.2168382,-0.0614656
10,0.0036331862,0.28738207,"('unsympathetic', 'sympathetic')",-0.9701151,-0.5970638,-0.49480096,-0.6125212,-0.4870943,-0.307401,-0.1796933
