,bj_male,bj_female,tuple,services_male,services_female,co_male,co_female,average_male,average_female,male-female
37,0.115125805,0.06288036,"('fake', 'genuine')",0.763048,0.5755425,0.5899524,0.48566115,0.4893754,0.3746947,0.1146807
32,0.11283402,-0.0066782627,"('unkind', 'kind')",1.0626144,0.7349205,1.5133553,1.6148286,0.8962679,0.7810236,0.1152443
75,0.0976396,0.58962554,"('meek', 'impulsive')",-1.0503067,-0.6145385,-0.6041398,-0.43424702,-0.5189356,-0.1530533,-0.3658823
82,0.09489411,0.2048018,"('poor', 'rich')",0.23390928,0.2521026,6.5613117,6.542472,2.2967051,2.3331254,-0.0364203
19,0.074319914,0.5074839,"('inhospitable', 'hospitable')",-0.3975549,0.058837466,-0.3980556,-0.20964283,-0.2404302,0.1188928,-0.359323
33,0.047857933,0.09922261,"('wrong', 'right')",0.6803166,1.0297916,-0.7304846,-0.7749474,-0.00077,0.1180223,-0.1187923
23,0.01780865,-0.094509356,"('insincere', 'sincere')",1.2897357,0.9977946,6.524667,6.368357,2.610737,2.4238809,0.1868561
51,0.012818683,-0.10481694,"('uneducated', 'educated')",0.41021332,-0.102436274,0.5323967,0.31433934,0.3184762,0.0356954,0.2827808
7,0.006937256,0.124751896,"('insensitive', 'sensitive')",0.49495086,0.31942996,0.6173079,0.68882674,0.3730653,0.3776695,-0.0046042
65,0.0049840957,-0.52723366,"('insecure', 'secure')",0.21306801,-0.3008527,0.6942704,0.597447,0.3041075,-0.0768798,0.3809873
44,0.0037910305,0.0019387025,"('prejudiced', 'unprejudiced')",-0.11409968,-0.20174026,-1.342373,-1.3165745,-0.4842272,-0.5054587,0.0212315
