,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
58,-0.99674505,-0.9938459,"('undiscriminating', 'discriminating')",0.16548645,0.11683782,-0.4156293,-0.438504,0.0228747
44,0.8899015,0.7534263,"('prejudiced', 'unprejudiced')",-1.472287,-1.421757,-0.2911928,-0.3341653,0.0429725
7,-0.8405268,-0.9365182,"('insensitive', 'sensitive')",0.12747127,-0.089026965,-0.3565278,-0.5127726,0.1562448
2,0.833551,0.66625464,"('unlikable', 'likable')",0.85552055,0.6700206,0.8445358,0.6681376,0.1763982
37,-0.82126194,-0.54208255,"('fake', 'genuine')",-0.2436596,0.05580703,-0.5324607,-0.2431378,-0.2893229
39,0.8078298,0.431436,"('exploitative', 'cooperative')",-0.008525705,-0.2842609,0.399652,0.0735876,0.3260644
43,-0.7237931,-0.8465547,"('irresponsible', 'responsible')",0.38442245,-0.12958047,-0.1696853,-0.4880676,0.3183823
14,0.6955873,0.24364984,"('antisocial', 'social')",0.20156693,-0.5800526,0.4485771,-0.1682014,0.6167785
56,0.68520886,0.47541517,"('impractical', 'practical')",-0.009755094,-0.54835653,0.3377269,-0.0364707,0.3741976
51,-0.66572416,-0.7548095,"('uneducated', 'educated')",0.37205356,0.09852154,-0.1468353,-0.328144,0.1813087
35,-0.6650412,-0.5096109,"('corrupt', 'incorrupt')",-0.6018517,-0.30028325,-0.6334465,-0.4049471,-0.2284994
76,0.6468309,0.49786615,"('anxious', 'daring')",-0.2082048,-0.3031109,0.2193131,0.0973776,0.1219355
38,-0.6463779,-0.18841127,"('untruthful', 'truthful')",0.06773716,0.38115156,-0.2893204,0.0963701,-0.3856905
23,-0.6284047,-0.6028984,"('insincere', 'sincere')",5.9997964,5.5160785,2.6856959,2.4565899,0.229106
73,0.6200406,0.71426135,"('helpless', 'self-reliant')",-3.5143452,-2.933363,-1.4471523,-1.1095508,-0.3376015
63,-0.61575764,-0.51805377,"('unperceptive', 'insightful')",0.54431385,0.6734806,-0.0357219,0.0777134,-0.1134353
11,-0.59047806,-0.7089556,"('unhelpful', 'helpful')",2.0974305,1.7991985,0.7534762,0.5451214,0.2083548
78,-0.588224,-0.05040868,"('nonresilient', 'resilient')",0.036697984,0.45658964,-0.275763,0.2030905,-0.4788535
80,0.5639843,0.24164261,"('dominated', 'dominating')",-0.9975317,-1.1172293,-0.2167737,-0.4377934,0.2210197
18,-0.5204646,-0.6180252,"('disagreeable', 'welcoming')",-0.40283525,-0.45257765,-0.4616499,-0.5353014,0.0736515
33,-0.50999105,-0.6330196,"('wrong', 'right')",-0.6781731,-0.519332,-0.5940821,-0.5761758,-0.0179063
27,-0.5081726,-0.38057038,"('hardhearted', 'softhearted')",0.79486907,0.82309866,0.1433482,0.2212641,-0.0779159
50,-0.50240064,-0.26472786,"('clumsy', 'skillful')",-0.0833665,0.24361348,-0.2928836,-0.0105572,-0.2823264
67,0.48959932,0.2776374,"('doubtful', 'determined')",-0.19470502,-0.71064055,0.1474471,-0.2165016,0.3639487
64,0.47837675,0.19273686,"('shy', 'confident')",-6.4179864,-6.259527,-2.9698048,-3.0333953,0.0635905
12,-0.47177416,-0.41198534,"('unsupportive', 'supportive')",-2.1135077,-2.0412252,-1.2926409,-1.2266053,-0.0660356
29,-0.46805367,-0.3766203,"('unfair', 'fair')",-0.40112406,-0.5684543,-0.4345888,-0.4725373,0.0379485
10,-0.45917746,-0.54504555,"('unsympathetic', 'sympathetic')",-0.6157912,-0.9047775,-0.5374843,-0.7249116,0.1874273
84,0.44989198,0.440225,"('inferior', 'superior')",0.88066673,1.0797772,0.6652794,0.7600011,-0.0947217
55,0.42855516,0.2590198,"('incompetent', 'clever')",0.42835706,0.009475578,0.4284561,0.1342477,0.2942084
85,-0.41841042,-0.40546203,"('insignificant', 'prestigious')",-0.32387245,-0.14969555,-0.3711414,-0.2775788,-0.0935626
41,-0.41265488,-0.45414588,"('unforgiving', 'forgiving')",-0.1333847,-0.38946435,-0.2730198,-0.4218051,0.1487853
70,-0.40585715,-0.5431616,"('lethargic', 'energetic')",0.21013108,-0.06449136,-0.097863,-0.3038265,0.2059635
68,-0.3741867,-0.22613783,"('dependent', 'independent')",-0.59535885,-0.43940398,-0.4847728,-0.3327709,-0.1520019
82,-0.3731317,-0.28935602,"('poor', 'rich')",6.6665196,6.3364987,3.1466939,3.0235713,0.1231226
16,-0.3719897,-0.37971443,"('unpopular', 'popular')",0.56611496,0.5271097,0.0970626,0.0736976,0.023365
71,-0.36643955,-0.20366511,"('diffident', 'self-confident')",0.34688547,0.3047865,-0.009777,0.0505607,-0.0603377
59,-0.35625306,-0.25740692,"('foolish', 'wise')",0.07822976,0.2586451,-0.1390117,0.0006191,-0.1396308
48,0.32813048,0.35461906,"('unintelligent', 'intelligent')",1.0327625,1.0561742,0.6804465,0.7053966,-0.0249501
42,0.297934,0.39307055,"('unreliable', 'reliable')",-3.490299,-3.3510132,-1.5961825,-1.4789714,-0.1172111
54,-0.27483055,-0.15508066,"('incapable', 'capable')",0.8253082,1.1326456,0.2752388,0.4887825,-0.2135437
0,0.25146002,-0.17419097,"('unsociable', 'sociable')",0.029293962,-0.6345813,0.140377,-0.4043862,0.5447632
49,0.24405783,0.43932265,"('unable', 'able')",-0.010488528,0.17438886,0.1167847,0.3068557,-0.190071
83,-0.22615975,-0.18874764,"('powerless', 'powerful')",-1.0826072,-0.9387465,-0.6543834,-0.563747,-0.0906364
77,-0.2224788,-0.12713087,"('unmotivated', 'motivated')",-0.8569711,-0.8111632,-0.5397249,-0.469147,-0.0705779
40,-0.22225955,-0.080761254,"('stingy', 'generous')",-2.3741426,-2.0665774,-1.2982011,-1.0736693,-0.2245318
20,-0.22137749,-0.1513537,"('rough', 'thoughtful')",0.7233551,0.8514151,0.2509888,0.3500307,-0.0990419
13,0.21035689,-0.056350354,"('impolite', 'polite')",-0.37202927,-0.8184088,-0.0808362,-0.4373796,0.3565434
21,0.20544197,0.06976551,"('immoral', 'moral')",-0.38168746,-0.6803963,-0.0881227,-0.3053154,0.2171927
46,-0.19690304,-0.35647663,"('uncompetitive', 'competitive')",-0.9152478,-1.054226,-0.5560754,-0.7053514,0.149276
4,-0.19230592,0.01752865,"('disliked', 'liked')",-6.9065366,-6.5041246,-3.5494213,-3.2432981,-0.3061232
45,-0.19102977,-0.21861528,"('incompetent', 'competent')",0.05828431,-0.3830908,-0.0663727,-0.300853,0.2344803
75,-0.17977941,0.012542009,"('meek', 'impulsive')",-0.68812704,-0.35277924,-0.4339532,-0.1701186,-0.2638346
69,0.17521524,0.11111505,"('lazy', 'industrious')",-0.63809544,-0.38029423,-0.2314401,-0.1345896,-0.0968505
72,-0.15292177,0.16079968,"('unambitious', 'ambitious')",-0.35058856,0.043403663,-0.2517552,0.1021017,-0.3538569
15,-0.14912564,-0.33404908,"('boring', 'funny')",0.3836673,0.07403828,0.1172708,-0.1300054,0.2472762
34,-0.12417135,-0.03367949,"('mean', 'honorable')",5.7005463,5.7176065,2.7881875,2.8419635,-0.053776
24,-0.12155959,-0.13229932,"('dishonest', 'honest')",0.7240143,0.5260791,0.3012273,0.1968899,0.1043374
25,0.09965834,0.19764636,"('egoistic', 'altruistic')",0.9599846,0.940943,0.5298215,0.5692947,-0.0394732
61,0.08544742,-0.333044,"('illogical', 'logical')",0.7415573,0.22929068,0.4135024,-0.0518767,0.4653791
26,-0.080969796,-0.19538105,"('hardhearted', 'benevolent')",1.4238951,1.1391627,0.6714627,0.4718908,0.1995719
3,0.07919894,0.08966941,"('repellent', 'pleasant')",0.7031349,0.51242983,0.3911669,0.3010496,0.0901173
74,-0.05037155,0.052572064,"('undedicated', 'dedicated')",-0.6699574,-0.85253346,-0.3601645,-0.3999807,0.0398162
88,-0.045244373,-0.40789062,"('low', 'eminent')",0.1679912,-0.2736891,0.0613734,-0.3407899,0.4021633
65,0.04109615,-0.23308665,"('insecure', 'secure')",-0.2320983,-0.45604193,-0.0955011,-0.3445643,0.2490632
47,0.036614515,0.021549057,"('stupid', 'smart')",5.6596193,5.2380905,2.8481169,2.6298199,0.218297
17,-0.03539642,-0.2514886,"('nasty', 'nice')",-0.55399644,-0.6975283,-0.2946964,-0.4745085,0.1798121
32,-0.033991873,-0.058270395,"('unkind', 'kind')",0.68154943,0.6027026,0.3237788,0.2722161,0.0515627
22,-0.021287845,-0.17558125,"('untrustworthy', 'trustworthy')",-0.9887424,-1.2320191,-0.5050151,-0.7038001,0.198785
