,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
23,-0.89292866,-1.0504982,"('insincere', 'sincere')",0.52923,0.5956516,5.7908034,5.982335,1.809035,1.8424962,-0.0334612
31,-0.87337977,-0.7309738,"('evil', 'good')",-0.45122454,-0.5245206,-1.6569173,-1.8373861,-0.9938405,-1.0309602,0.0371197
24,-0.86020017,-0.9792393,"('dishonest', 'honest')",0.32529628,0.34659684,0.3213994,0.34329647,-0.0711682,-0.0964487,0.0252805
69,0.8437629,0.93326133,"('lazy', 'industrious')",1.3313851,1.3873369,-1.0286895,-1.1340399,0.3821528,0.3955194,-0.0133666
12,-0.8393482,-1.073023,"('unsupportive', 'supportive')",0.93542755,0.87532073,-1.9876254,-2.04366,-0.6305153,-0.7471207,0.1166054
72,-0.83673656,-0.8097912,"('unambitious', 'ambitious')",-0.1540871,0.0495617,-0.6290507,-0.55107576,-0.5399581,-0.4371018,-0.1028563
80,0.8197903,0.36071217,"('dominated', 'dominating')",-0.24558124,-0.5776491,0.26572356,0.24841434,0.2799776,0.0104925,0.2694851
84,0.81952626,0.67995983,"('inferior', 'superior')",0.44542032,0.57176,1.13448,1.1917151,0.7998088,0.8144783,-0.0146695
64,0.81200606,0.4577903,"('shy', 'confident')",0.38318023,0.27392483,-5.963631,-6.151961,-1.5894817,-1.8067485,0.2172668
85,-0.8031065,-0.53557223,"('insignificant', 'prestigious')",1.5031042,1.5121512,-0.6871035,-0.86979157,0.0042981,0.0355958,-0.0312977
16,-0.7865664,-0.52069634,"('unpopular', 'popular')",-0.21740203,-0.13150166,0.33640894,0.3346675,-0.2225198,-0.1058435,-0.1166763
27,-0.7627566,-0.6439021,"('hardhearted', 'softhearted')",-0.572231,-0.58501583,0.58553994,0.5663029,-0.2498159,-0.2208717,-0.0289442
29,0.73313636,0.59242845,"('unfair', 'fair')",-0.13977426,-0.13273329,-0.6473349,-0.68100387,-0.0179909,-0.0737696,0.0557787
46,-0.70829326,-0.99346167,"('uncompetitive', 'competitive')",0.23525876,0.06823245,-0.21473609,-0.055532284,-0.2292569,-0.3269205,0.0976636
38,-0.6668552,-0.5811908,"('untruthful', 'truthful')",0.5471655,0.60820735,-0.25196633,-0.30072287,-0.1238853,-0.0912354,-0.0326499
17,-0.64668185,-0.65060383,"('nasty', 'nice')",-0.49421063,-0.49402735,-0.87258244,-0.8113944,-0.6711583,-0.6520085,-0.0191498
39,0.6158239,0.5429237,"('exploitative', 'cooperative')",0.96951085,0.99477804,0.03706354,0.10219216,0.5407995,0.5466313,-0.0058318
76,0.61448985,0.29852423,"('anxious', 'daring')",-0.3590142,-0.51612145,0.1660365,0.4073333,0.140504,0.0632454,0.0772586
5,-0.6085772,-0.6068285,"('distant', 'outgoing')",0.77594495,0.78612775,-0.7483858,-0.8808908,-0.1936727,-0.2338639,0.0401912
51,-0.5557814,-0.6600108,"('uneducated', 'educated')",-0.2516689,-0.33681947,0.5603698,0.6203158,-0.0823602,-0.1255048,0.0431446
45,-0.540126,-0.755529,"('incompetent', 'competent')",-0.38999176,-0.5660097,0.15482102,0.19252378,-0.2584322,-0.3763383,0.1179061
68,0.52057254,0.4956535,"('dependent', 'independent')",-1.7570453,-1.6727136,-0.8295537,-0.59981024,-0.6886755,-0.5922901,-0.0963854
66,-0.5189644,-0.9676103,"('inactive', 'active')",1.0352666,0.68559253,0.9159183,0.6756207,0.4774068,0.131201,0.3462058
40,-0.5161684,-0.74871784,"('stingy', 'generous')",1.1056433,0.82415223,-2.087715,-2.39306,-0.4994133,-0.7725418,0.2731285
41,-0.51441187,-0.38877982,"('unforgiving', 'forgiving')",0.76722693,0.7868795,-0.6651121,-0.73137933,-0.1374323,-0.1110932,-0.0263391
11,-0.51406467,-0.6809247,"('unhelpful', 'helpful')",0.011524305,0.0047573596,1.9763975,2.0533628,0.4912857,0.4590652,0.0322205
77,-0.5081813,-0.51335853,"('unmotivated', 'motivated')",0.6807111,0.8153803,-0.7231871,-0.5505332,-0.1835524,-0.0828371,-0.1007153
36,-0.5000229,-0.34132108,"('hostile', 'amicable')",0.15232548,0.08965567,-0.7400552,-0.90535486,-0.3625842,-0.3856734,0.0230892
43,-0.48191476,-0.8092896,"('irresponsible', 'responsible')",0.67631674,0.58153236,0.52739763,0.56103843,0.2405999,0.1110937,0.1295062
14,0.48185098,-0.014630303,"('antisocial', 'social')",1.5966483,1.3381191,-0.11219912,-0.32841995,0.6554334,0.3316896,0.3237438
71,-0.44873855,-0.43796703,"('diffident', 'self-confident')",1.7065307,1.7535157,0.5158416,0.5329758,0.5912112,0.6161748,-0.0249636
74,-0.42872104,-0.5889881,"('undedicated', 'dedicated')",0.73793274,0.65724957,-0.23638527,-0.25188544,0.0242755,-0.061208,0.0854835
22,0.4281825,-0.018646017,"('untrustworthy', 'trustworthy')",-0.28208637,-0.44102103,-0.55920744,-0.5769168,-0.1377038,-0.345528,0.2078242
3,-0.41843426,-0.6099452,"('repellent', 'pleasant')",-0.37619993,-0.38823596,1.0620986,1.0931414,0.0891548,0.0316534,0.0575014
35,0.40483996,0.6801408,"('corrupt', 'incorrupt')",-0.5567405,-0.4680066,-0.9480364,-1.1074382,-0.3666457,-0.2984347,-0.068211
60,0.40229553,0.21220121,"('inefficient', 'efficient')",0.010333973,0.15972644,0.041989088,0.2741616,0.1515395,0.2153631,-0.0638236
55,-0.34006673,-0.5700225,"('incompetent', 'clever')",-0.72903067,-0.8538355,0.36662775,0.52187496,-0.2341565,-0.300661,0.0665045
30,0.33592817,0.24694829,"('intolerant', 'tolerant')",0.4135783,0.41935247,0.20291114,0.24761792,0.3174725,0.3046396,0.0128329
2,0.33461124,0.23419105,"('unlikable', 'likable')",2.1486218,2.1431317,0.5002926,0.43607688,0.9945085,0.9377999,0.0567086
63,-0.31968564,-0.3662854,"('unperceptive', 'insightful')",1.0370678,0.9656153,1.1124402,1.1542645,0.6099408,0.5845314,0.0254094
56,0.31634656,0.15608445,"('impractical', 'practical')",0.27568823,0.22659922,-0.47911617,-0.38874367,0.0376395,-0.00202,0.0396595
75,0.30104887,0.62728125,"('meek', 'impulsive')",-0.19806856,0.003618218,-0.54393524,-0.46907347,-0.146985,0.053942,-0.200927
21,0.29685494,0.113147154,"('immoral', 'moral')",0.2757174,0.21915404,-0.2729468,-0.01590934,0.0998752,0.105464,-0.0055888
81,0.25742224,-0.06944503,"('submissive', 'aggressive')",0.25188306,0.043406613,-0.34441444,-0.19142607,0.0549636,-0.0724882,0.1274518
62,0.2540081,0.10611002,"('incompetent', 'brilliant')",0.6336001,0.70221794,0.71011484,0.9368026,0.5325743,0.5817102,-0.0491359
52,-0.2350282,-0.34512687,"('irrational', 'rational')",0.30907738,0.1962328,-0.5333581,-0.7491806,-0.153103,-0.2993582,0.1462552
65,0.23172946,-0.24001375,"('insecure', 'secure')",-0.7122138,-0.81587917,0.084695935,0.23956108,-0.1319295,-0.2721106,0.1401811
59,0.21800363,0.3545274,"('foolish', 'wise')",1.0118792,1.0231057,-0.23403215,-0.24096365,0.3319502,0.3788898,-0.0469396
87,0.21415098,-0.12038872,"('unsuccessful', 'successful')",1.3174205,1.2029748,1.4288905,1.4002502,0.9868207,0.8276121,0.1592086
7,-0.20175011,-0.3868637,"('insensitive', 'sensitive')",0.35961136,0.26256362,0.6006978,0.60620195,0.252853,0.160634,0.092219
49,-0.18974373,-0.025335975,"('unable', 'able')",-0.882393,-0.7796935,-0.20107067,0.07575655,-0.4244025,-0.243091,-0.1813115
33,-0.18573576,-0.21327469,"('wrong', 'right')",1.2816933,1.3502151,-0.92511374,-0.9751415,0.0569479,0.0539329,0.003015
37,0.17558452,0.13842857,"('fake', 'genuine')",-0.77686757,-0.8277542,0.048667353,-0.026995331,-0.1842052,-0.2387737,0.0545685
58,-0.17317368,-0.3890779,"('undiscriminating', 'discriminating')",1.1827444,0.91646934,0.10082263,-0.07486363,0.3701311,0.1508426,0.2192885
50,0.16892332,0.3239826,"('clumsy', 'skillful')",0.4542721,0.50968504,0.25247064,0.45084974,0.2918887,0.4281725,-0.1362838
15,0.16397046,0.098040074,"('boring', 'funny')",0.21997073,0.11481093,-0.38588658,-0.45522267,-0.0006485,-0.0807906,0.0801421
4,0.15512359,0.2762695,"('disliked', 'liked')",0.25087258,0.17790438,-6.504225,-6.830856,-2.0327428,-2.1255606,0.0928178
20,0.11610453,0.19609913,"('rough', 'thoughtful')",0.14864406,0.26689246,0.42655772,0.53353685,0.2304354,0.3321761,-0.1017407
61,-0.11520224,-0.5425265,"('illogical', 'logical')",1.2828765,1.1693611,0.5309313,0.5300081,0.5662018,0.3856142,0.1805876
83,0.078397214,-0.01311985,"('powerless', 'powerful')",0.5619048,0.4737513,-0.82255095,-0.7406877,-0.0607497,-0.0933521,0.0326024
13,-0.075432226,-0.27509978,"('impolite', 'polite')",0.06115383,-0.07371988,-0.49462748,-0.32034856,-0.1696353,-0.2230561,0.0534208
34,-0.0698001,-0.23927402,"('mean', 'honorable')",0.39763868,0.42588612,5.397982,5.4781156,1.9086068,1.8882426,0.0203642
47,0.05085762,-0.18067937,"('stupid', 'smart')",1.1887158,1.124645,5.4595,5.466943,2.2330244,2.1369694,0.096055
70,0.004095331,-0.24441573,"('lethargic', 'energetic')",0.092263006,0.004439188,0.90787154,1.0885663,0.3347433,0.2828633,0.05188
