,constellation_male,constellation_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
25,-0.5040714,-0.41068834,"('egoistic', 'altruistic')",-0.005219627,-0.094982944,1.6431303,1.4092913,0.3779464,0.3012067,0.0767397
47,-0.47318462,-0.45614722,"('stupid', 'smart')",0.8307812,0.98678404,4.878311,5.2509418,1.7453025,1.9271928,-0.1818903
13,0.47251487,0.3144341,"('impolite', 'polite')",0.72357625,0.8262154,-0.5443451,-0.20844233,0.2172487,0.3107357,-0.093487
8,-0.45919487,-0.35400695,"('unaffectionate', 'affectionate')",-0.35009152,-0.3240819,0.9476147,0.9043229,0.0461095,0.0754114,-0.0293019
81,0.45745483,0.09361979,"('submissive', 'aggressive')",0.41699606,0.39143914,-1.1191376,-0.81573987,-0.0815622,-0.110227,0.0286648
86,0.42655197,0.2659195,"('uninfluential', 'influential')",-0.07958971,0.04020907,-0.2665766,-0.121008016,0.0267952,0.0617069,-0.0349117
64,0.40303603,0.041160043,"('shy', 'confident')",0.18083155,-0.08888985,-6.0668416,-6.3659453,-1.827658,-2.1378918,0.3102338
42,0.39864537,-0.0006163083,"('unreliable', 'reliable')",0.7683036,0.6385637,-2.3638773,-2.412912,-0.3989761,-0.5916549,0.1926788
61,0.38476887,0.3967028,"('illogical', 'logical')",-0.14763603,-0.120144635,-0.09224041,0.0029917825,0.0482975,0.0931833,-0.0448858
48,0.37015736,0.20611912,"('unintelligent', 'intelligent')",-0.4104384,-0.3585741,0.017302856,0.08701707,-0.0076594,-0.0218126,0.0141532
44,-0.36750263,-0.54836273,"('prejudiced', 'unprejudiced')",0.15453711,0.045414712,-1.0441921,-1.2899408,-0.4190525,-0.5976296,0.1785771
37,0.35922968,0.21671717,"('fake', 'genuine')",-0.123029575,-0.08369464,0.42192286,0.6059726,0.2193743,0.2463317,-0.0269574
1,-0.2871362,-0.33434108,"('unfriendly', 'friendly')",0.7664087,0.64177823,1.6229813,1.4743396,0.7007513,0.5939256,0.1068257
18,0.2847724,0.20555933,"('disagreeable', 'welcoming')",-0.19554539,-0.24558136,-0.15674475,-0.18490875,-0.0225059,-0.0749769,0.052471
40,-0.28356537,-0.24754958,"('stingy', 'generous')",-0.3035429,-0.29870206,-1.3884728,-1.3796883,-0.658527,-0.64198,-0.016547
50,-0.25255817,-0.304807,"('clumsy', 'skillful')",0.30104646,0.22943655,0.39752978,0.41060796,0.1486727,0.1117458,0.0369269
88,0.23558806,0.15619163,"('low', 'eminent')",0.2703586,0.18634191,0.10564625,0.08328665,0.2038643,0.1419401,0.0619242
38,-0.23310049,-0.1750823,"('untruthful', 'truthful')",-0.48316106,-0.3169947,-0.40682307,-0.19642583,-0.3743616,-0.2295009,-0.1448607
82,-0.22473554,-0.18588832,"('poor', 'rich')",0.07201432,0.16168875,5.717967,6.106874,1.8550819,2.0275582,-0.1724763
34,0.22144836,0.27140763,"('mean', 'honorable')",-0.34998292,-0.19052473,5.625732,5.893346,1.8323991,1.9914096,-0.1590105
45,-0.21512,-0.23645604,"('incompetent', 'competent')",0.40388992,0.6572181,-0.5534551,-0.24628298,-0.1215617,0.0581597,-0.1797214
83,0.20577338,0.11368937,"('powerless', 'powerful')",0.4849798,0.53121245,-0.8802538,-0.84256005,-0.0631669,-0.0658861,0.0027192
33,-0.19736142,-0.17476931,"('wrong', 'right')",0.62170506,0.60198015,-0.08735351,-0.33521256,0.11233,0.0306661,0.0816639
2,0.18692324,0.20874336,"('unlikable', 'likable')",0.7774238,0.7948399,0.48959666,0.5297536,0.4846479,0.5111123,-0.0264644
49,0.18573546,0.31344652,"('unable', 'able')",0.148598,0.37199813,-0.42852816,-0.09531705,-0.0313982,0.1967092,-0.2281074
73,-0.18103337,0.17514712,"('helpless', 'self-reliant')",0.8752468,0.8710891,-2.760039,-2.725521,-0.6886086,-0.5597616,-0.128847
28,0.16301626,-0.011062125,"('disloyal', 'loyal')",-0.29977357,-0.2995059,0.6365798,0.7465768,0.1666075,0.1453363,0.0212712
87,0.16230828,0.093080856,"('unsuccessful', 'successful')",1.7788283,1.7500004,0.6379152,0.7148127,0.8596839,0.8526313,0.0070526
51,0.151611,-0.09358499,"('uneducated', 'educated')",-0.17069802,-0.13461733,0.13572538,0.35758823,0.0388795,0.0431286,-0.0042491
3,-0.10099035,-0.3115959,"('repellent', 'pleasant')",-0.39804736,-0.40104824,-0.23347528,-0.19277935,-0.244171,-0.3018078,0.0576368
15,0.08247407,0.1649867,"('boring', 'funny')",0.17759328,0.21920706,0.58559656,0.5998001,0.281888,0.327998,-0.04611
26,0.07357205,0.18793721,"('hardhearted', 'benevolent')",0.9153881,0.77796894,1.6237754,1.3526762,0.8709118,0.7728608,0.098051
41,-0.06203545,-0.10056555,"('unforgiving', 'forgiving')",-0.11468019,0.035724506,0.054095015,0.07295508,-0.0408735,0.0027047,-0.0435782
68,-0.042585656,-0.14906938,"('dependent', 'independent')",-0.616562,-0.5359656,-0.56649184,-0.46522892,-0.4085465,-0.3834213,-0.0251252
