,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,male-female
79,-0.9064188,-0.7894422,"('wavering', 'unwavering')",-0.28872186,-0.12204787,-0.5975703,-0.455745,-0.1418253
28,-0.8981335,-1.7382913,"('disloyal', 'loyal')",0.8873762,0.71566474,-0.0053787,-0.5113133,0.5059346
50,0.8191177,0.22798365,"('clumsy', 'skillful')",0.2556566,0.26124018,0.5373871,0.2446119,0.2927752
47,-0.8061751,-0.3182598,"('stupid', 'smart')",5.6794424,5.7705092,2.4366336,2.7261248,-0.2894912
70,-0.79043746,-0.3528166,"('lethargic', 'energetic')",0.41212243,0.65060836,-0.1891575,0.1488959,-0.3380534
87,-0.7832413,-0.5761107,"('unsuccessful', 'successful')",0.4886148,0.685678,-0.1473132,0.0547836,-0.2020968
51,-0.7740206,-0.8275299,"('uneducated', 'educated')",0.47332352,0.5506567,-0.1503485,-0.1384366,-0.0119119
8,-0.7626968,-1.2611307,"('unaffectionate', 'affectionate')",0.8571703,0.8631101,0.0472367,-0.1990103,0.246247
44,0.7616478,1.143673,"('prejudiced', 'unprejudiced')",-1.3573354,-1.3013107,-0.2978438,-0.0788189,-0.2190249
88,-0.7440913,-0.8473901,"('low', 'eminent')",0.5332365,0.51785487,-0.1054274,-0.1647676,0.0593402
32,-0.73779607,-0.85644627,"('unkind', 'kind')",1.0518739,1.1183407,0.1570389,0.1309472,0.0260917
71,-0.7278632,-0.8938306,"('diffident', 'self-confident')",0.52819914,0.6844848,-0.099832,-0.1046729,0.0048409
69,0.7215655,0.7255571,"('lazy', 'industrious')",-0.7444465,-0.80149066,-0.0114405,-0.0379668,0.0265263
82,-0.7131305,-0.58575463,"('poor', 'rich')",6.125772,6.06137,2.7063208,2.7378078,-0.031487
62,-0.67941356,-0.46955884,"('incompetent', 'brilliant')",0.42983902,0.54582256,-0.1247873,0.0381319,-0.1629192
84,0.651667,0.3822243,"('inferior', 'superior')",1.2566762,1.0530629,0.9541716,0.7176436,0.236528
59,0.61365056,0.2715654,"('foolish', 'wise')",0.5388461,0.3043258,0.5762483,0.2879456,0.2883027
83,-0.58693856,-0.38394386,"('powerless', 'powerful')",-0.7902879,-0.7518763,-0.6886132,-0.5679101,-0.1207031
34,-0.58620995,-0.22370864,"('mean', 'honorable')",6.228828,6.3602343,2.8213091,3.0682628,-0.2469537
58,-0.57441115,-0.53502715,"('undiscriminating', 'discriminating')",0.19011433,0.17373294,-0.1921484,-0.1806471,-0.0115013
21,-0.56978756,-0.496717,"('immoral', 'moral')",-0.18790258,-0.1397443,-0.3788451,-0.3182307,-0.0606144
78,-0.5060815,-0.83311623,"('nonresilient', 'resilient')",0.3345491,0.40966815,-0.0857662,-0.211724,0.1259578
48,0.5004069,-0.271284,"('unintelligent', 'intelligent')",1.4019156,1.2360195,0.9511613,0.4823678,0.4687935
31,-0.48396316,-0.7499119,"('evil', 'good')",-1.2090753,-1.3514532,-0.8465192,-1.0506825,0.2041633
16,-0.46956432,-0.81721544,"('unpopular', 'popular')",0.21925397,0.019540787,-0.1251552,-0.3988373,0.2736821
30,0.44085062,0.36033106,"('intolerant', 'tolerant')",1.6900091,1.4813465,1.0654299,0.9208388,0.1445911
52,-0.41099074,-0.8386752,"('irrational', 'rational')",0.085835725,-0.07344844,-0.1625775,-0.4560618,0.2934843
17,-0.4001816,-0.6015011,"('nasty', 'nice')",-0.13297443,-0.39327908,-0.266578,-0.4973901,0.2308121
72,-0.39411864,-0.40966356,"('unambitious', 'ambitious')",-0.5640777,-0.48547074,-0.4790981,-0.4475672,-0.0315309
68,-0.3694973,-0.23043111,"('dependent', 'independent')",-0.26809967,-0.25502193,-0.3187985,-0.2427265,-0.076072
40,0.3247427,-0.018249819,"('stingy', 'generous')",-1.3087769,-1.4018432,-0.4920171,-0.7100465,0.2180294
22,-0.28076574,0.18250576,"('untrustworthy', 'trustworthy')",-0.49628678,-0.38032287,-0.3885263,-0.0989086,-0.2896177
37,-0.2687583,-0.16090979,"('fake', 'genuine')",0.27673447,0.37223282,0.0039881,0.1056615,-0.1016734
75,0.26210096,0.87480724,"('meek', 'impulsive')",-0.80481994,-0.6856868,-0.2713595,0.0945602,-0.3659197
25,-0.2616264,-0.542509,"('egoistic', 'altruistic')",1.2588655,1.3280737,0.4986196,0.3927824,0.1058372
81,-0.25047973,-0.10881135,"('submissive', 'aggressive')",-0.42088878,-0.320323,-0.3356842,-0.2145672,-0.121117
29,-0.2480574,-0.3011107,"('unfair', 'fair')",-0.3275681,-0.38809583,-0.2878128,-0.3446033,0.0567905
49,0.2160383,-0.029511407,"('unable', 'able')",0.31726885,0.3149344,0.2666536,0.1427115,0.1239421
80,-0.21424806,-0.0710364,"('dominated', 'dominating')",-1.3802224,-1.1700988,-0.7972353,-0.6205676,-0.1766677
20,0.20435499,0.12058319,"('rough', 'thoughtful')",1.383074,1.326381,0.7937145,0.7234821,0.0702324
2,0.19324555,0.19672064,"('unlikable', 'likable')",0.38307709,0.5172037,0.2881613,0.3569622,-0.0688009
76,0.19033721,0.37584117,"('anxious', 'daring')",0.46979687,0.6152833,0.330067,0.4955623,-0.1654953
55,-0.16468672,-0.3104245,"('incompetent', 'clever')",0.6440349,0.6315603,0.2396741,0.1605679,0.0791062
4,0.16108306,-0.042884722,"('disliked', 'liked')",-6.8035007,-6.7058873,-3.3212087,-3.3743861,0.0531774
85,0.15782829,-0.15603592,"('insignificant', 'prestigious')",0.5547933,0.51292855,0.3563108,0.1784463,0.1778645
67,0.14100085,0.46455747,"('doubtful', 'determined')",-0.5250608,-0.6055007,-0.19203,-0.0704716,-0.1215584
14,0.12251102,0.02937828,"('antisocial', 'social')",-0.16796148,-0.30893844,-0.0227252,-0.1397801,0.1170549
27,0.12159469,0.25624096,"('hardhearted', 'softhearted')",1.6561704,1.7572018,0.8888825,1.0067214,-0.1178389
64,0.1175233,0.09306446,"('shy', 'confident')",-6.601603,-6.516364,-3.2420399,-3.2116499,-0.03039
65,0.075971924,-0.058952317,"('insecure', 'secure')",-0.021628857,0.026442828,0.0271715,-0.0162547,0.0434262
60,-0.07018627,0.05115895,"('inefficient', 'efficient')",0.73155653,0.6697507,0.3306851,0.3604548,-0.0297697
36,0.06703764,-0.66353625,"('hostile', 'amicable')",0.05673829,-0.16298051,0.061888,-0.4132584,0.4751464
39,-0.05456247,0.15499192,"('exploitative', 'cooperative')",0.507814,0.5160388,0.2266258,0.3355154,-0.1088896
41,0.05423623,-0.43337765,"('unforgiving', 'forgiving')",0.19202754,-0.00921513,0.1231319,-0.2212964,0.3444283
33,-0.049808145,-0.0750027,"('wrong', 'right')",-0.69561744,-0.75898063,-0.3727128,-0.4169917,0.0442789
15,0.030523237,0.015684502,"('boring', 'funny')",0.39161694,0.39909738,0.2110701,0.2073909,0.0036792
18,0.020874094,-0.5288288,"('disagreeable', 'welcoming')",0.061616592,-0.19156887,0.0412453,-0.3601988,0.4014441
42,0.012901761,0.17060241,"('unreliable', 'reliable')",-3.2579331,-2.9345052,-1.6225157,-1.3819515,-0.2405642
26,0.012212593,-0.293077,"('hardhearted', 'benevolent')",1.759814,1.7720488,0.8860133,0.7394859,0.1465274
