,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
62,0.83715016,0.25753564,"('incompetent', 'brilliant')",1.2950698,0.97041297,1.06611,0.6139743,0.4521357
66,0.7989774,1.0392584,"('inactive', 'active')",0.0596968,0.67422503,0.4293371,0.8567417,-0.4274046
67,0.77312356,0.32864687,"('doubtful', 'determined')",0.39781737,0.2440813,0.5854704,0.2863641,0.2991063
44,-0.76110506,-1.4012685,"('prejudiced', 'unprejudiced')",-1.1076009,-1.2366779,-0.934353,-1.3189732,0.3846202
82,-0.7121143,-1.468187,"('poor', 'rich')",6.741187,6.300631,3.0145364,2.4162221,0.5983143
51,-0.69318986,-0.87403,"('uneducated', 'educated')",0.89552665,0.49765778,0.1011684,-0.1881861,0.2893545
11,0.65122426,0.6044129,"('unhelpful', 'helpful')",3.354584,2.9496157,2.0029042,1.7770143,0.2258899
21,0.64404726,0.4800725,"('immoral', 'moral')",0.54154146,0.012302833,0.5927944,0.2461877,0.3466067
72,0.63939774,0.7015178,"('unambitious', 'ambitious')",0.22551067,0.27881053,0.4324542,0.4901642,-0.05771
6,0.6300465,1.1102588,"('distant', 'open')",-0.8740293,-0.053777896,-0.1219914,0.5282404,-0.6502318
57,-0.62824047,-0.07600312,"('unimaginative', 'imaginative')",-2.5754664,-2.647081,-1.6018534,-1.361542,-0.2403114
42,0.62588185,0.50056636,"('unreliable', 'reliable')",-2.8572633,-2.7374325,-1.1156907,-1.118433,0.0027423
70,0.6218802,0.61874974,"('lethargic', 'energetic')",1.0382291,0.68042755,0.8300546,0.6495886,0.180466
76,0.61923975,0.27774715,"('anxious', 'daring')",0.87930113,0.1979859,0.7492704,0.2378665,0.5114039
35,-0.6054062,-0.64300734,"('corrupt', 'incorrupt')",-1.6135556,-1.2317808,-1.1094809,-0.937394,-0.1720869
36,0.6013584,1.042299,"('hostile', 'amicable')",-1.4669125,-0.8896076,-0.432777,0.0763457,-0.5091227
61,0.59629315,0.8163574,"('illogical', 'logical')",0.44033143,0.5050367,0.5183123,0.660697,-0.1423847
32,0.57156086,0.51716405,"('unkind', 'kind')",1.5689471,1.2724161,1.070254,0.8947901,0.1754639
27,0.5502475,1.5759435,"('hardhearted', 'softhearted')",0.42358574,1.058245,0.4869166,1.3170942,-0.8301776
79,0.53441906,0.35303098,"('wavering', 'unwavering')",-0.35907492,-0.30191672,0.0876721,0.0255571,0.062115
18,0.5007746,0.7489369,"('disagreeable', 'welcoming')",-0.232709,0.07336883,0.1340328,0.4111529,-0.2771201
84,0.49153045,0.7742883,"('inferior', 'superior')",-0.1389566,0.03690097,0.1762869,0.4055946,-0.2293077
17,0.49093485,0.3693601,"('nasty', 'nice')",0.07748057,-0.14425302,0.2842077,0.1125535,0.1716542
7,0.4723761,0.599596,"('insensitive', 'sensitive')",1.3149544,1.3561845,0.8936653,0.9778903,-0.084225
38,0.4517739,0.35606176,"('untruthful', 'truthful')",1.1027008,0.98912275,0.7772374,0.6725923,0.1046451
14,0.44832397,0.22598614,"('antisocial', 'social')",0.6445894,0.039909396,0.5464567,0.1329478,0.4135089
24,0.44696704,1.0665894,"('dishonest', 'honest')",1.064151,1.2791824,0.755559,1.1728859,-0.4173269
47,0.4435324,-0.034851667,"('stupid', 'smart')",5.7528343,5.595641,3.0981834,2.7803948,0.3177886
55,-0.43569726,-0.32546738,"('incompetent', 'clever')",0.74531263,0.44073015,0.1548077,0.0576314,0.0971763
87,0.41339925,-0.01137083,"('unsuccessful', 'successful')",0.4620547,0.6386328,0.437727,0.313631,0.124096
74,0.40803805,0.479665,"('undedicated', 'dedicated')",0.23801996,0.18498485,0.323029,0.3323249,-0.0092959
48,-0.39391166,0.30618837,"('unintelligent', 'intelligent')",0.35705695,0.53039813,-0.0184274,0.4182932,-0.4367206
64,-0.39285794,-0.63314533,"('shy', 'confident')",-6.160198,-6.3551903,-3.2765281,-3.4941678,0.2176397
60,0.3900617,0.4299622,"('inefficient', 'efficient')",1.6115547,1.1001498,1.0008082,0.765056,0.2357522
63,0.37894082,0.7416154,"('unperceptive', 'insightful')",1.1556607,1.316913,0.7673008,1.0292642,-0.2619634
28,-0.37861943,0.08956669,"('disloyal', 'loyal')",1.1613598,1.3000188,0.3913702,0.6947927,-0.3034225
53,-0.37300718,0.2152955,"('uncreative', 'creative')",-0.1123987,0.2926404,-0.2427029,0.2539679,-0.4966708
46,-0.35009852,0.06677015,"('uncompetitive', 'competitive')",-0.06392087,-0.54978347,-0.2070097,-0.2415067,0.034497
20,0.33996645,0.4041783,"('rough', 'thoughtful')",0.16554296,0.3707594,0.2527547,0.3874688,-0.1347141
49,0.28811458,0.1543374,"('unable', 'able')",-0.47444475,-0.30127865,-0.0931651,-0.0734706,-0.0196945
52,0.2687897,0.5853066,"('irrational', 'rational')",-0.7081135,-0.23684017,-0.2196619,0.1742332,-0.3938951
77,0.17986639,0.45309174,"('unmotivated', 'motivated')",-0.54403293,-0.85962254,-0.1820833,-0.2032654,0.0211821
0,-0.17902532,-0.15831122,"('unsociable', 'sociable')",0.97275335,0.6461117,0.396864,0.2439003,0.1529637
50,0.174943,0.14047784,"('clumsy', 'skillful')",0.0020430684,0.3333134,0.088493,0.2368956,-0.1484026
78,-0.17031822,0.4645595,"('nonresilient', 'resilient')",0.3017955,0.44215548,0.0657386,0.4533575,-0.3876189
13,-0.1649271,-0.4444435,"('impolite', 'polite')",0.83338475,0.4393441,0.3342288,-0.0025497,0.3367785
81,0.15255852,-0.3258473,"('submissive', 'aggressive')",0.70816314,-0.2027232,0.4303608,-0.2642853,0.6946461
8,-0.15051906,0.69158435,"('unaffectionate', 'affectionate')",-0.451811,0.45111984,-0.301165,0.5713521,-0.8725171
4,0.12742507,0.16132015,"('disliked', 'liked')",-7.1494527,-7.097267,-3.5110137,-3.4679735,-0.0430402
65,0.109799676,0.07024513,"('insecure', 'secure')",0.5743659,-0.029823586,0.3420828,0.0202108,0.321872
10,-0.09951596,0.51904845,"('unsympathetic', 'sympathetic')",0.8973098,0.6693686,0.3988969,0.5942085,-0.1953116
41,0.08215338,0.28503874,"('unforgiving', 'forgiving')",0.60922164,0.55025595,0.3456875,0.4176474,-0.0719599
3,-0.07093528,0.14932598,"('repellent', 'pleasant')",0.3689965,0.23899837,0.1490306,0.1941622,-0.0451316
75,0.06488727,-0.65521246,"('meek', 'impulsive')",-1.3311917,-1.4196677,-0.6331522,-1.0374401,0.4042879
40,-0.019246817,0.97872233,"('stingy', 'generous')",-3.074149,-2.1902335,-1.5466979,-0.6057556,-0.9409423
58,0.017741106,0.4943459,"('undiscriminating', 'discriminating')",-0.39423186,0.033101372,-0.1882454,0.2637236,-0.451969
25,0.0042497516,0.24051511,"('egoistic', 'altruistic')",0.14931633,0.4511969,0.076783,0.345856,-0.269073
19,-0.0016613007,0.20264882,"('inhospitable', 'hospitable')",-0.5047951,-0.19321847,-0.2532282,0.0047152,-0.2579434
1,-0.0010593683,0.9787328,"('unfriendly', 'friendly')",0.6082531,1.355435,0.3035969,1.167084,-0.8634871
