,fluor_male,fluor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
0,-1.114305,-1.0452167,"('unsociable', 'sociable')",0.028156547,-0.13018727,-0.5430743,-0.587702,0.0446277
38,-1.0622714,-1.1270022,"('untruthful', 'truthful')",0.19667439,0.25520706,-0.4327985,-0.4358976,0.0030991
23,-1.0069456,-1.1014488,"('insincere', 'sincere')",5.717232,5.639103,2.3551433,2.268827,0.0863163
88,-0.9929016,-0.86686015,"('low', 'eminent')",-0.43821213,-0.42821735,-0.7155569,-0.6475388,-0.0680181
1,-0.99237263,-1.0718956,"('unfriendly', 'friendly')",0.8099626,0.89666945,-0.091205,-0.0876131,-0.0035919
11,-0.968663,-0.9122009,"('unhelpful', 'helpful')",2.05595,1.9273852,0.5436435,0.5075921,0.0360514
63,-0.94803476,-0.89110243,"('unperceptive', 'insightful')",0.87511593,0.77498984,-0.0364594,-0.0580563,0.0215969
22,-0.93498033,-0.9061964,"('untrustworthy', 'trustworthy')",-1.0196407,-1.1327008,-0.9773105,-1.0194486,0.0421381
70,-0.88560116,-0.9434598,"('lethargic', 'energetic')",0.21291937,0.032799415,-0.3363409,-0.4553302,0.1189893
82,-0.84039134,-0.7689452,"('poor', 'rich')",6.26471,6.221575,2.7121594,2.7263148,-0.0141554
32,-0.8158222,-0.7435511,"('unkind', 'kind')",0.7483849,0.7397063,-0.0337186,-0.0019224,-0.0317962
73,0.81326556,0.7787477,"('helpless', 'self-reliant')",-3.0828657,-2.994008,-1.1348001,-1.1076303,-0.0271698
84,0.80485356,0.9192784,"('inferior', 'superior')",1.0038468,1.1078702,0.9043502,1.0135744,-0.1092242
54,-0.78900886,-1.0011809,"('incapable', 'capable')",0.5977968,0.6000019,-0.095606,-0.2005895,0.1049835
30,-0.7867188,-0.45715493,"('intolerant', 'tolerant')",0.8492566,0.9970266,0.0312689,0.2699358,-0.2386669
13,-0.76693827,-0.66064185,"('impolite', 'polite')",-0.30128327,-0.36576062,-0.5341108,-0.5132012,-0.0209096
36,-0.74379367,-0.80377686,"('hostile', 'amicable')",-0.9101874,-0.6043451,-0.8269905,-0.704061,-0.1229295
3,-0.69120246,-0.7933135,"('repellent', 'pleasant')",0.7106067,0.60011107,0.0097021,-0.0966012,0.1063033
52,-0.6702924,-0.70728487,"('irrational', 'rational')",-0.50666314,-0.31836787,-0.5884777,-0.5128264,-0.0756513
48,-0.6649478,-0.38413703,"('unintelligent', 'intelligent')",1.1431175,1.3264487,0.2390849,0.4711558,-0.2320709
21,-0.66117805,-0.5751498,"('immoral', 'moral')",-0.10356521,-0.24343118,-0.3823716,-0.4092905,0.0269189
14,-0.62821007,-0.5509479,"('antisocial', 'social')",0.07295497,-0.1252847,-0.2776276,-0.3381163,0.0604887
33,0.62651193,0.529897,"('wrong', 'right')",-0.89950997,-0.8898575,-0.136499,-0.1799802,0.0434812
35,0.6028694,0.70513403,"('corrupt', 'incorrupt')",-0.902249,-0.6261331,-0.1496898,0.0395005,-0.1891903
60,-0.5912864,-0.52393264,"('inefficient', 'efficient')",0.64256907,0.4819216,0.0256413,-0.0210055,0.0466468
74,-0.5886952,-0.5310559,"('undedicated', 'dedicated')",-0.63351667,-0.68744385,-0.6111059,-0.6092499,-0.001856
65,-0.58574003,-0.47302526,"('insecure', 'secure')",0.06882651,-0.119508564,-0.2584568,-0.2962669,0.0378101
77,-0.5734596,-0.68664724,"('unmotivated', 'motivated')",-0.61943823,-0.70369804,-0.5964489,-0.6951727,0.0987238
46,-0.5556126,-0.6593081,"('uncompetitive', 'competitive')",-0.54541457,-0.67918974,-0.5505136,-0.6692489,0.1187353
64,-0.5401458,-0.60676026,"('shy', 'confident')",-5.6617217,-5.9159794,-3.1009338,-3.2613697,0.1604359
6,-0.5373508,-0.7959044,"('distant', 'open')",-1.0153973,-0.83880365,-0.776374,-0.817354,0.04098
27,0.53258157,0.5811763,"('hardhearted', 'softhearted')",0.8963,0.8995263,0.7144408,0.7403513,-0.0259105
41,-0.5203515,-0.38374126,"('unforgiving', 'forgiving')",-0.21700107,-0.2549796,-0.3686763,-0.3193604,-0.0493159
12,-0.5096154,-0.5961752,"('unsupportive', 'supportive')",-1.7299892,-1.8355361,-1.1198022,-1.2158556,0.0960534
61,-0.4907574,-0.55320644,"('illogical', 'logical')",0.5588033,0.48329026,0.034023,-0.0349581,0.0689811
58,0.48326296,0.5023212,"('undiscriminating', 'discriminating')",0.15802777,0.14101925,0.3206454,0.3216702,-0.0010248
7,-0.47314036,-0.57989764,"('insensitive', 'sensitive')",0.36567113,0.22889672,-0.0537346,-0.1755005,0.1217659
67,0.46508694,0.6784507,"('doubtful', 'determined')",-0.547916,-0.48939744,-0.0414145,0.0945266,-0.1359411
80,0.4614312,0.32635525,"('dominated', 'dominating')",-0.29622063,-0.5795874,0.0826053,-0.1266161,0.2092214
26,-0.46099496,-0.3999179,"('hardhearted', 'benevolent')",0.9157551,1.0278231,0.2273801,0.3139526,-0.0865725
81,-0.4483766,-0.17582184,"('submissive', 'aggressive')",-0.051141366,-0.18913966,-0.249759,-0.1824808,-0.0672782
17,-0.44688785,-0.3141078,"('nasty', 'nice')",-0.6094678,-0.42974183,-0.5281779,-0.3719248,-0.1562531
79,-0.37828082,-0.50861925,"('wavering', 'unwavering')",-0.49575984,-0.3338252,-0.4370203,-0.4212222,-0.0157981
40,-0.3634768,-0.33642986,"('stingy', 'generous')",-1.7605879,-1.7137281,-1.0620323,-1.025079,-0.0369533
2,0.3619603,0.31028277,"('unlikable', 'likable')",0.47592226,0.37704965,0.4189413,0.3436662,0.0752751
75,0.3425409,0.39481264,"('meek', 'impulsive')",-0.6284394,-0.63312,-0.1429493,-0.1191537,-0.0237956
72,-0.34195864,-0.24836667,"('unambitious', 'ambitious')",-0.54866934,-0.5460877,-0.445314,-0.3972272,-0.0480868
31,-0.3374021,-0.50015944,"('evil', 'good')",-1.1440694,-1.006223,-0.7407358,-0.7531912,0.0124554
15,-0.3260782,-0.23088516,"('boring', 'funny')",-0.19643208,-0.19541289,-0.2612551,-0.213149,-0.0481061
71,-0.3175681,-0.4655713,"('diffident', 'self-confident')",0.2764182,0.20103006,-0.0205749,-0.1322706,0.1116957
29,-0.28344035,-0.25668126,"('unfair', 'fair')",-0.33258578,-0.34608412,-0.3080131,-0.3013827,-0.0066304
37,-0.27912986,-0.26669008,"('fake', 'genuine')",0.12834264,0.042097434,-0.0753936,-0.1122963,0.0369027
76,-0.27904454,-0.023892678,"('anxious', 'daring')",0.15837368,0.08936796,-0.0603354,0.0327376,-0.093073
42,-0.27574313,-0.31868437,"('unreliable', 'reliable')",-3.0369363,-3.2797089,-1.6563396,-1.7991966,0.142857
39,0.23008311,0.09931564,"('exploitative', 'cooperative')",-0.023919292,0.034787662,0.1030819,0.0670516,0.0360303
50,-0.22747132,-0.13764113,"('clumsy', 'skillful')",-0.18985043,-0.03987424,-0.2086609,-0.0887577,-0.1199032
87,0.22286242,0.10668387,"('unsuccessful', 'successful')",1.3649899,1.1772807,0.7939261,0.6419823,0.1519438
59,0.18758121,0.3224338,"('foolish', 'wise')",-0.276894,-0.0042498214,-0.0446564,0.159092,-0.2037484
47,-0.17917731,-0.16879484,"('stupid', 'smart')",5.131895,5.0811796,2.4763589,2.4561925,0.0201664
68,-0.16863224,-0.017780537,"('dependent', 'independent')",-0.1873722,-0.065255076,-0.1780022,-0.0415178,-0.1364844
4,0.13732839,0.13019441,"('disliked', 'liked')",-6.2171783,-6.2422733,-3.0399251,-3.0560396,0.0161145
62,-0.12836722,-0.024694491,"('incompetent', 'brilliant')",1.1747106,1.0126832,0.5231717,0.4939943,0.0291774
5,-0.11534924,-0.33843988,"('distant', 'outgoing')",-0.6192044,-0.44986257,-0.3672768,-0.3941512,0.0268744
78,-0.112493336,-0.28697267,"('nonresilient', 'resilient')",0.5346499,0.44205114,0.2110783,0.0775392,0.1335391
20,-0.09352127,-0.053978935,"('rough', 'thoughtful')",0.70188534,0.8277586,0.3041821,0.3868898,-0.0827077
44,0.09280898,-0.09789784,"('prejudiced', 'unprejudiced')",-1.3647717,-1.5070815,-0.6359814,-0.8024897,0.1665083
16,-0.071117505,-0.1374186,"('unpopular', 'popular')",0.42694646,0.5229866,0.1779145,0.192784,-0.0148695
56,0.041273817,0.011780314,"('impractical', 'practical')",-0.057174798,-0.29999554,-0.0079505,-0.1441076,0.1361571
34,-0.04014823,-0.263913,"('mean', 'honorable')",5.602101,5.5907745,2.7809763,2.6634307,0.1175456
49,-0.037783682,0.08305777,"('unable', 'able')",0.030786768,0.061894447,-0.0034985,0.0724761,-0.0759746
83,-0.031239782,-0.066402644,"('powerless', 'powerful')",-0.973621,-0.9532346,-0.5024304,-0.5098186,0.0073882
66,-0.020533599,-0.18284383,"('inactive', 'active')",0.30328184,0.32298365,0.1413741,0.0700699,0.0713042
85,0.018864311,-0.12077981,"('insignificant', 'prestigious')",-0.65039855,-0.41359133,-0.3157671,-0.2671856,-0.0485815
25,-0.016065734,-0.27330863,"('egoistic', 'altruistic')",0.6540249,0.5997841,0.3189796,0.1632377,0.1557419
