,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
88,0.6269939,0.5799471,"('low', 'eminent')",-0.6371474,-0.60910636,-0.0050768,-0.0145796,0.0095028
15,0.6172862,0.5200387,"('boring', 'funny')",0.37605876,0.46549252,0.4966725,0.4927656,0.0039069
29,-0.60891575,-0.583063,"('unfair', 'fair')",-0.6937288,-0.7832717,-0.6513222,-0.6831673,0.0318451
37,-0.5659419,-0.4047182,"('fake', 'genuine')",0.11029902,0.31787947,-0.2278214,-0.0434194,-0.184402
48,-0.565936,-0.77942115,"('unintelligent', 'intelligent')",-0.025162458,-0.019763984,-0.2955492,-0.3995926,0.1040434
47,-0.56240785,-0.4560218,"('stupid', 'smart')",5.433603,5.408497,2.4355974,2.4762375,-0.0406401
72,-0.541215,-0.57161665,"('unambitious', 'ambitious')",-0.30440718,-0.29357168,-0.4228111,-0.4325942,0.0097831
50,0.5235553,0.5887329,"('clumsy', 'skillful')",-0.3990875,-0.4300359,0.0622339,0.0793485,-0.0171146
1,0.47429952,0.14983779,"('unfriendly', 'friendly')",1.9043796,1.6579996,1.1893395,0.9039187,0.2854208
66,0.4307379,0.6290183,"('inactive', 'active')",0.57095695,0.557206,0.5008475,0.5931121,-0.0922646
8,0.37453085,0.21010363,"('unaffectionate', 'affectionate')",1.0504292,0.94743216,0.7124801,0.5787679,0.1337122
64,-0.33819073,-0.31981882,"('shy', 'confident')",-6.3609457,-6.1487455,-3.3495681,-3.2342823,-0.1152858
83,0.31500944,0.44564545,"('powerless', 'powerful')",-1.4576273,-1.189808,-0.5713089,-0.3720813,-0.1992276
77,-0.31100368,-0.4263627,"('unmotivated', 'motivated')",-1.401628,-1.156419,-0.8563159,-0.7913909,-0.064925
40,-0.29692262,-0.32216042,"('stingy', 'generous')",-1.9386708,-2.0681615,-1.1177967,-1.195161,0.0773643
19,0.28671882,0.34365752,"('inhospitable', 'hospitable')",-0.3191422,-0.26218328,-0.0162117,0.0407371,-0.0569488
54,0.28666666,0.2595722,"('incapable', 'capable')",0.8445399,0.8838141,0.5656033,0.5716932,-0.0060899
67,-0.2778958,-0.14326711,"('doubtful', 'determined')",-0.63279575,-0.57552356,-0.4553458,-0.3593953,-0.0959505
44,0.2742362,0.44719914,"('prejudiced', 'unprejudiced')",-0.9421754,-0.9056751,-0.3339696,-0.229238,-0.1047316
87,0.25177988,0.4839045,"('unsuccessful', 'successful')",0.25877336,0.3425009,0.2552766,0.4132027,-0.1579261
61,-0.24238972,-0.2658844,"('illogical', 'logical')",-0.0043178927,0.008546064,-0.1233538,-0.1286692,0.0053154
18,-0.1760152,-0.33285025,"('disagreeable', 'welcoming')",-0.78149253,-1.0908873,-0.4787539,-0.7118688,0.2331149
17,0.16797817,0.24146605,"('nasty', 'nice')",-0.38113216,-0.38912362,-0.106577,-0.0738288,-0.0327482
20,0.14751495,0.13863972,"('rough', 'thoughtful')",0.61861736,0.708414,0.3830661,0.4235269,-0.0404608
53,0.14216153,-0.100785196,"('uncreative', 'creative')",0.75597054,0.7317554,0.449066,0.3154851,0.1335809
84,0.08360985,0.15142213,"('inferior', 'superior')",0.44681907,0.39956287,0.2652144,0.2754925,-0.0102781
49,-0.07218492,-0.20346038,"('unable', 'able')",-0.5112177,-0.38954675,-0.2917013,-0.2965036,0.0048023
78,0.062687516,-0.018963918,"('nonresilient', 'resilient')",-0.32413685,-0.14173374,-0.1307247,-0.0803488,-0.0503759
39,-0.053185105,-0.17913195,"('exploitative', 'cooperative')",0.72542334,0.7333095,0.3361191,0.2770888,0.0590303
58,0.03942252,0.086638466,"('undiscriminating', 'discriminating')",0.24284294,0.20842522,0.1411327,0.1475318,-0.0063991
9,-0.0006553009,-0.14989445,"('unaffectionate', 'caring')",1.3483638,1.2830635,0.6738542,0.5665845,0.1072697
