,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
25,1.0011408,0.85831225,"('egoistic', 'altruistic')",1.2127945,1.0462071,1.1069677,0.9522597,0.154708
21,-0.9769164,-1.0740902,"('immoral', 'moral')",-1.5820028,-1.6404508,-1.2794596,-1.3572705,0.0778109
7,-0.9653048,-1.066,"('insensitive', 'sensitive')",-0.79927313,-0.9132195,-0.8822889,-0.9896097,0.1073208
33,0.90229833,0.83207816,"('wrong', 'right')",0.91726273,0.79538333,0.9097805,0.8137307,0.0960498
72,-0.89060277,-1.0093818,"('unambitious', 'ambitious')",-0.32614598,-0.41823032,-0.6083744,-0.713806,0.1054316
63,-0.8698969,-0.6768247,"('unperceptive', 'insightful')",-0.87914145,-0.8067769,-0.8745192,-0.7418008,-0.1327184
64,-0.85499793,-0.9304155,"('shy', 'confident')",-2.3527565,-2.5091841,-1.6038772,-1.7197998,0.1159226
44,0.8524694,0.79937893,"('prejudiced', 'unprejudiced')",0.8436362,0.8239459,0.8480528,0.8116624,0.0363904
18,0.8339572,0.83595943,"('disagreeable', 'welcoming')",-0.13799323,-0.15118004,0.347982,0.3423897,0.0055923
39,0.81231624,0.75909436,"('exploitative', 'cooperative')",0.66989255,0.51707745,0.7411044,0.6380859,0.1030185
49,-0.7597512,-0.68400544,"('unable', 'able')",-0.53834486,-0.50954574,-0.649048,-0.5967756,-0.0522724
74,-0.7595402,-0.700133,"('undedicated', 'dedicated')",-0.53358203,-0.54086244,-0.6465611,-0.6204977,-0.0260634
22,-0.75766534,-0.88208246,"('untrustworthy', 'trustworthy')",-1.5533364,-1.5821601,-1.1555009,-1.2321212,0.0766203
46,-0.728438,-0.8146672,"('uncompetitive', 'competitive')",-1.6762185,-1.649469,-1.2023282,-1.2320681,0.0297399
75,0.7162474,0.8345449,"('meek', 'impulsive')",1.0416523,1.1064895,0.8789499,0.9705172,-0.0915673
12,-0.7150945,-0.7678409,"('unsupportive', 'supportive')",-1.2759341,-1.3800704,-0.9955143,-1.0739557,0.0784414
42,0.70403755,0.6820681,"('unreliable', 'reliable')",-0.73801506,-0.7905928,-0.0169888,-0.0542623,0.0372735
0,-0.69693375,-0.66112006,"('unsociable', 'sociable')",-1.7831814,-1.7686725,-1.2400576,-1.2148962,-0.0251614
34,0.6864047,0.6376681,"('mean', 'honorable')",2.0393577,1.9993141,1.3628812,1.3184911,0.0443901
41,-0.6820645,-0.47346607,"('unforgiving', 'forgiving')",-0.84186846,-0.6678592,-0.7619665,-0.5706626,-0.1913039
3,-0.67549616,-0.72354233,"('repellent', 'pleasant')",-0.32837018,-0.33333176,-0.5019332,-0.528437,0.0265038
32,-0.66060525,-0.7838967,"('unkind', 'kind')",-0.8112798,-0.85363764,-0.7359425,-0.8187672,0.0828247
76,-0.64589846,-0.5724601,"('anxious', 'daring')",-0.7140315,-0.625553,-0.679965,-0.5990065,-0.0809585
67,-0.6104923,-0.59252167,"('doubtful', 'determined')",-0.2649276,-0.2576576,-0.4377099,-0.4250896,-0.0126203
82,-0.6083814,-0.6630001,"('poor', 'rich')",0.676154,0.7611959,0.0338863,0.0490979,-0.0152116
9,-0.57363147,-0.545812,"('unaffectionate', 'caring')",-0.17914742,-0.25516072,-0.3763894,-0.4004864,0.024097
83,0.55284625,0.69183475,"('powerless', 'powerful')",0.24132502,0.27567396,0.3970856,0.4837543,-0.0866687
73,0.51790506,0.5012066,"('helpless', 'self-reliant')",-0.6064201,-0.63315046,-0.0442575,-0.0659719,0.0217144
54,0.4984439,0.42552188,"('incapable', 'capable')",0.986375,0.88701355,0.7424095,0.6562677,0.0861418
65,-0.4921871,-0.50255376,"('insecure', 'secure')",-1.0817946,-1.0948689,-0.7869909,-0.7987113,0.0117204
50,-0.48240077,-0.44790402,"('clumsy', 'skillful')",-0.14529786,-0.06381692,-0.3138493,-0.2558605,-0.0579888
1,0.48124355,0.56157905,"('unfriendly', 'friendly')",0.69168913,0.6694047,0.5864663,0.6154919,-0.0290256
87,0.45905495,0.4499512,"('unsuccessful', 'successful')",0.10471846,0.059812747,0.2818867,0.254882,0.0270047
8,-0.43046254,-0.41743436,"('unaffectionate', 'affectionate')",0.07897522,0.0022289995,-0.1757437,-0.2076027,0.031859
29,-0.42262548,-0.3904782,"('unfair', 'fair')",-0.14832684,-0.1932134,-0.2854761,-0.2918458,0.0063697
19,-0.41705734,-0.4278328,"('inhospitable', 'hospitable')",-0.34187382,-0.3668027,-0.3794656,-0.3973178,0.0178522
61,-0.4146397,-0.4016765,"('illogical', 'logical')",-0.40556255,-0.47705925,-0.4101011,-0.4393679,0.0292668
14,-0.39244244,-0.26713097,"('antisocial', 'social')",-1.1368891,-1.0153037,-0.7646658,-0.6412174,-0.1234484
4,-0.34990072,-0.26343518,"('disliked', 'liked')",-2.0552235,-1.9394441,-1.2025621,-1.1014396,-0.1011225
80,-0.3405335,-0.34491575,"('dominated', 'dominating')",-0.37972608,-0.43093008,-0.3601298,-0.3879229,0.0277931
17,-0.33692363,-0.24228206,"('nasty', 'nice')",-0.55900407,-0.44093204,-0.4479638,-0.341607,-0.1063568
59,-0.31513548,-0.2974305,"('foolish', 'wise')",0.3560881,0.28225127,0.0204763,-0.0075896,0.0280659
57,-0.27315733,-0.44533092,"('unimaginative', 'imaginative')",-1.7278402,-1.8285939,-1.0004988,-1.1369624,0.1364636
16,0.25813755,0.3964025,"('unpopular', 'popular')",-0.075394586,0.093953475,0.0913715,0.245178,-0.1538065
58,0.21091676,0.42495185,"('undiscriminating', 'discriminating')",-0.42648837,-0.3669265,-0.1077858,0.0290127,-0.1367985
84,-0.15412459,-0.05176907,"('inferior', 'superior')",0.1067258,0.2401473,-0.0236994,0.0941891,-0.1178885
47,0.13663676,0.05694711,"('stupid', 'smart')",1.4496015,1.3660502,0.7931191,0.7114987,0.0816204
77,-0.09098931,-0.13800889,"('unmotivated', 'motivated')",-0.5475293,-0.56945866,-0.3192593,-0.3537338,0.0344745
20,0.08376015,0.1084073,"('rough', 'thoughtful')",0.36346716,0.3599114,0.2236136,0.2341594,-0.0105458
78,0.030992482,0.045348987,"('nonresilient', 'resilient')",-0.36950076,-0.326737,-0.1692541,-0.140694,-0.0285601
79,0.014674516,0.05714212,"('wavering', 'unwavering')",0.5262132,0.61172634,0.2704439,0.3344342,-0.0639903
27,-0.01458125,-0.061127156,"('hardhearted', 'softhearted')",0.334723,0.14399008,0.1600709,0.0414315,0.1186394
