,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
31,-1.094316,-0.9275828,"('evil', 'good')",-0.43142906,-0.33029366,-0.24851084,-0.12897941,-0.5914186,-0.4622853,-0.1291333
52,-1.090331,-1.1397839,"('irrational', 'rational')",-0.58383095,-0.7099235,0.16153452,0.14216797,-0.5042091,-0.5691798,0.0649707
10,-1.0870609,-1.1233046,"('unsympathetic', 'sympathetic')",-1.1372311,-1.24041,-1.1070974,-0.85781085,-1.1104631,-1.0738419,-0.0366212
28,-1.0271018,-0.83985984,"('disloyal', 'loyal')",-0.6817276,-0.49251485,0.5920746,0.7011072,-0.3722516,-0.2104225,-0.1618291
34,-1.0251886,-0.9156937,"('mean', 'honorable')",-0.012678698,0.11039136,3.438701,3.8483021,0.8002779,1.0143332,-0.2140553
88,-0.98942137,-0.75129443,"('low', 'eminent')",-0.54452187,0.1473358,0.025724743,0.50528455,-0.5027395,-0.0328914,-0.4698481
32,-0.97081804,-0.76654565,"('unkind', 'kind')",-0.86421394,-0.66247326,-0.24077986,0.20016435,-0.6919373,-0.4096182,-0.2823191
23,-0.9563498,-0.8999835,"('insincere', 'sincere')",-0.47629356,-0.39508748,3.5191402,4.0224085,0.6954989,0.9091125,-0.2136136
85,-0.94331527,-1.0209126,"('insignificant', 'prestigious')",-0.77601326,-0.652244,0.19989854,0.20775199,-0.5064766,-0.4884682,-0.0180084
0,-0.89958405,-1.0124463,"('unsociable', 'sociable')",0.093577616,0.043415833,-0.5293853,-0.41673413,-0.4451306,-0.4619215,0.0167909
87,0.88107204,0.6779002,"('unsuccessful', 'successful')",1.5670618,1.4961337,1.9240092,1.7529097,1.4573811,1.3089812,0.1483999
64,0.8810546,0.7611183,"('shy', 'confident')",0.71519506,0.6017146,-4.2749405,-4.5145965,-0.892897,-1.0505878,0.1576908
27,-0.87076974,-0.92664564,"('hardhearted', 'softhearted')",-0.5259321,-0.55249,0.025033303,0.15151972,-0.4572228,-0.4425387,-0.0146841
63,-0.8663534,-1.0820174,"('unperceptive', 'insightful')",0.4948412,0.39455155,0.5582592,0.58216834,0.062249,-0.0350992,0.0973482
26,-0.8540476,-0.8133168,"('hardhearted', 'benevolent')",1.3763198,1.3587604,2.602687,2.6877406,1.041653,1.077728,-0.036075
80,0.8443551,0.6055374,"('dominated', 'dominating')",0.4138923,0.056874163,0.7938379,0.27901563,0.6840285,0.3138091,0.3702194
3,-0.8311963,-0.68842363,"('repellent', 'pleasant')",-0.71963435,-0.6056682,-0.3210435,-0.23369479,-0.623958,-0.5092622,-0.1146958
44,0.7961629,0.5863257,"('prejudiced', 'unprejudiced')",0.3431666,0.18323903,-1.0412261,-1.2758112,0.0327011,-0.1687488,0.2014499
5,-0.77042264,-0.5837082,"('distant', 'outgoing')",-0.34870398,-0.12858398,-0.018813722,0.27410918,-0.3793134,-0.146061,-0.2332524
15,-0.755467,-0.61786556,"('boring', 'funny')",0.007629007,0.26554912,-0.16335924,0.101763204,-0.3037324,-0.0835178,-0.2202146
43,-0.72284305,-0.8096701,"('irresponsible', 'responsible')",0.4075903,0.24055159,0.8635147,0.926,0.182754,0.1189605,0.0637935
49,-0.71276164,-0.71862686,"('unable', 'able')",-0.5914238,-0.4911801,-0.762555,-0.5924946,-0.6889135,-0.6007672,-0.0881463
81,0.6950793,0.618487,"('submissive', 'aggressive')",0.24932447,0.2366497,-1.0174963,-1.0242052,-0.0243642,-0.0563562,0.031992
38,-0.6805754,-0.6790469,"('untruthful', 'truthful')",-0.5829214,-0.6163345,0.05833495,0.09836106,-0.4017206,-0.3990068,-0.0027138
24,-0.6692776,-0.4895941,"('dishonest', 'honest')",-0.25794137,-0.23634766,0.25343817,0.42005152,-0.2245936,-0.1019634,-0.1226302
11,-0.64694244,-0.8194238,"('unhelpful', 'helpful')",-0.012305111,0.03682924,0.8089491,0.9756825,0.0499005,0.0643626,-0.0144621
58,-0.6355927,-0.86529666,"('undiscriminating', 'discriminating')",0.7993958,0.48994726,0.8600976,0.7288216,0.3413002,0.1178241,0.2234761
79,-0.60538685,-0.5377507,"('wavering', 'unwavering')",-0.6081613,-0.4202466,-0.31436566,-0.20571716,-0.5093046,-0.3879048,-0.1213998
16,-0.59425884,-0.5581747,"('unpopular', 'popular')",0.2752697,0.39716172,-0.2330721,-0.0014145374,-0.1840204,-0.0541425,-0.1298779
73,0.5939381,0.49270588,"('helpless', 'self-reliant')",0.6382284,0.50841063,-1.9001921,-2.1213913,-0.2226752,-0.3734249,0.1507497
82,-0.592773,-0.40742835,"('poor', 'rich')",-1.3547822,-0.94773877,3.4244576,4.1864142,0.4923007,0.943749,-0.4514483
48,-0.584765,-0.94061995,"('unintelligent', 'intelligent')",-0.3812626,-0.8167842,-0.382393,-0.60761565,-0.4494735,-0.7883399,0.3388664
47,-0.5803093,-0.62439823,"('stupid', 'smart')",-0.35619527,-0.4181499,4.295332,4.5964403,1.1196091,1.1846307,-0.0650216
56,0.5521954,0.6602814,"('impractical', 'practical')",1.0915879,1.2215873,0.31421372,0.59117144,0.6526657,0.8243467,-0.171681
35,0.5456291,0.6746365,"('corrupt', 'incorrupt')",-0.55337286,-0.4043044,0.062674284,0.196636,0.0183102,0.155656,-0.1373458
72,-0.5449196,-0.6800799,"('unambitious', 'ambitious')",-0.17171375,-0.4139308,0.62944126,0.5409695,-0.029064,-0.1843471,0.1552831
39,0.5431145,0.48064688,"('exploitative', 'cooperative')",0.8808593,0.7157908,1.003387,0.7051772,0.8091203,0.6338716,0.1752487
67,0.54226375,0.49346787,"('doubtful', 'determined')",0.35404465,0.454341,-0.28153908,-0.23017769,0.2049231,0.2392104,-0.0342873
61,-0.47172478,-0.32164985,"('illogical', 'logical')",-0.07088049,0.0050069205,0.700849,0.83183587,0.0527479,0.171731,-0.1189831
12,-0.47109845,-0.65145326,"('unsupportive', 'supportive')",-0.03899291,-0.1049338,-1.2808379,-1.2859184,-0.5969764,-0.6807685,0.0837921
76,0.46983853,0.31130704,"('anxious', 'daring')",0.7728813,0.7125398,-0.2776429,-0.3388717,0.3216923,0.228325,0.0933673
20,-0.45957842,-0.6571234,"('rough', 'thoughtful')",0.41423094,0.2269545,1.407056,1.4051841,0.4539028,0.3250051,0.1288977
21,-0.43964264,-0.44645628,"('immoral', 'moral')",-0.119137816,-0.07545075,-1.3936983,-1.168317,-0.6508263,-0.563408,-0.0874183
78,-0.437554,-0.5599918,"('nonresilient', 'resilient')",0.32381123,0.30398944,0.54485583,0.61917424,0.1437044,0.1210573,0.0226471
66,-0.43584418,-0.4937677,"('inactive', 'active')",1.0629735,1.0378718,0.96449786,0.94825584,0.5305424,0.4974533,0.0330891
75,0.43435004,0.3087199,"('meek', 'impulsive')",-0.0035621934,-0.0114165135,-0.99632937,-1.052353,-0.1885138,-0.2516832,0.0631694
14,0.4024066,0.45834506,"('antisocial', 'social')",1.0411216,1.1646081,0.74676216,0.7226789,0.7300968,0.7818774,-0.0517806
2,-0.38952693,-0.28947154,"('unlikable', 'likable')",0.9854341,1.3122584,0.33346698,0.535544,0.3097914,0.5194436,-0.2096522
68,-0.36623725,-0.43606797,"('dependent', 'independent')",-0.18039925,-0.27806282,-1.1998821,-1.0925813,-0.5821729,-0.6022373,0.0200644
71,0.32892835,0.53249836,"('diffident', 'self-confident')",0.4262973,0.5745279,0.4256119,0.5963075,0.3936125,0.567778,-0.1741655
45,-0.31531468,-0.35887253,"('incompetent', 'competent')",0.2239954,0.21103233,0.5804901,0.710131,0.1630569,0.1874303,-0.0243734
70,-0.2982885,-0.31195906,"('lethargic', 'energetic')",0.29971883,0.37591454,-0.24534008,-0.107659,-0.0813032,-0.0145678,-0.0667354
54,-0.29311964,-0.27764937,"('incapable', 'capable')",-0.20584437,0.050326478,0.08746416,0.37505978,-0.1371666,0.0492456,-0.1864122
51,-0.29066306,-0.36537555,"('uneducated', 'educated')",0.24510737,0.37769905,-0.01954291,0.07007589,-0.0216995,0.0274665,-0.049166
74,-0.2554784,-0.21468806,"('undedicated', 'dedicated')",0.40875348,0.5649134,0.54370785,0.72207993,0.2323276,0.3574351,-0.1251075
46,-0.19759429,-0.32356495,"('uncompetitive', 'competitive')",0.4655651,0.38392293,-0.85764647,-0.7735986,-0.1965586,-0.2377469,0.0411883
42,0.18079878,0.090686515,"('unreliable', 'reliable')",0.2524798,0.32034034,-2.3317869,-2.3025467,-0.6328361,-0.6305066,-0.0023295
69,0.18077543,0.29745674,"('lazy', 'industrious')",1.5948966,1.7414398,0.5163,0.60582584,0.7639906,0.8815742,-0.1175836
29,0.17541489,0.11358975,"('unfair', 'fair')",-0.07789311,-0.1779841,-0.34789866,-0.3767189,-0.083459,-0.1470378,0.0635788
30,-0.12690337,-0.04856643,"('intolerant', 'tolerant')",0.51206183,0.6367257,0.2158998,0.5287779,0.2003527,0.3723124,-0.1719597
22,-0.11554443,-0.29851735,"('untrustworthy', 'trustworthy')",0.16738041,-0.045744594,-0.59521174,-0.6658706,-0.1811253,-0.3367109,0.1555856
83,-0.11051083,-0.2797171,"('powerless', 'powerful')",0.14176245,-0.03602393,-0.49902767,-0.6688884,-0.1559254,-0.3282098,0.1722844
62,-0.10562843,-0.16631426,"('incompetent', 'brilliant')",0.49255583,0.59121484,0.0731452,0.1891663,0.1533575,0.204689,-0.0513315
7,-0.09598616,0.041493513,"('insensitive', 'sensitive')",-0.043027785,0.02983342,0.29072374,0.6123576,0.0505699,0.2278948,-0.1773249
55,-0.081540346,-0.29387856,"('incompetent', 'clever')",-0.4242408,-0.64342266,-0.33596778,-0.35894814,-0.280583,-0.4320831,0.1515001
37,0.080314346,-0.07527429,"('fake', 'genuine')",-0.3677384,-0.6093967,0.5428837,0.4222051,0.0851532,-0.0874886,0.1726418
59,-0.07061499,-0.11276836,"('foolish', 'wise')",0.015142787,0.031735353,0.18179901,0.2972275,0.0421089,0.0720648,-0.0299559
50,-0.06210217,-0.15882656,"('clumsy', 'skillful')",-0.507318,-0.29652095,-0.80183864,-0.50810236,-0.4570863,-0.3211499,-0.1359364
65,-0.059207343,-0.1089112,"('insecure', 'secure')",0.24861175,0.049404867,0.07614945,0.1748588,0.0885179,0.0384508,0.0500671
13,-0.05422643,0.03287518,"('impolite', 'polite')",0.76948285,0.78397006,-0.6320952,-0.420857,0.0277204,0.1319961,-0.1042757
60,0.053451452,0.037280384,"('inefficient', 'efficient')",0.6178026,0.65074444,-0.44351426,-0.21232913,0.0759133,0.1585652,-0.0826519
4,-0.04614163,-0.0288322,"('disliked', 'liked')",0.107894346,0.17209896,-3.9249024,-4.1618547,-1.2877165,-1.3395294,0.0518129
17,-0.032719135,-0.023194486,"('nasty', 'nice')",-0.95053303,-0.8210067,-1.1301765,-0.9149415,-0.7044762,-0.5863809,-0.1180953
33,-0.01597707,-0.16611634,"('wrong', 'right')",0.78481394,0.5019976,0.35795686,0.13695735,0.3755979,0.1576129,0.217985
84,0.0064463895,-0.123357706,"('inferior', 'superior')",0.49432725,0.4415565,0.5966408,0.6860935,0.3658048,0.3347641,0.0310407
