,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-0.73468614,-0.923275,"('incompetent', 'competent')",0.08726065,-0.024520896,-0.3237127,-0.4738979,0.1501852
61,-0.7311044,-0.8655855,"('illogical', 'logical')",0.39157397,0.16872677,-0.1697652,-0.3484294,0.1786642
88,-0.71636,-0.6538297,"('low', 'eminent')",0.3332243,0.4244229,-0.1915678,-0.1147034,-0.0768644
20,-0.7123374,-0.5234939,"('rough', 'thoughtful')",1.3106222,1.3003471,0.2991424,0.3884266,-0.0892842
87,0.6841253,0.46540186,"('unsuccessful', 'successful')",1.2314527,1.1228858,0.957789,0.7941439,0.1636451
13,-0.67868626,-0.89936584,"('impolite', 'polite')",0.08267885,-0.08256583,-0.2980037,-0.4909658,0.1929621
16,0.6435768,0.58105594,"('unpopular', 'popular')",0.6032424,0.44947925,0.6234096,0.5152676,0.108142
33,0.6016855,0.79286146,"('wrong', 'right')",-0.60574305,-0.6714177,-0.0020288,0.0607219,-0.0627507
36,0.5689278,0.81600547,"('hostile', 'amicable')",-0.2533828,-0.1820581,0.1577725,0.3169737,-0.1592012
49,-0.53471935,-0.3669779,"('unable', 'able')",-0.042945653,0.026973948,-0.2888325,-0.170002,-0.1188305
53,-0.53446186,-0.5966542,"('uncreative', 'creative')",0.7857717,0.6603728,0.1256549,0.0318593,0.0937956
27,-0.4885307,-0.47719982,"('hardhearted', 'softhearted')",1.3877217,1.2488091,0.4495955,0.3858047,0.0637908
68,-0.48104882,-0.5880097,"('dependent', 'independent')",-0.11023335,-0.17672989,-0.2956411,-0.3823698,0.0867287
24,-0.4543648,-0.60208046,"('dishonest', 'honest')",0.7705618,0.7839432,0.1580985,0.0909314,0.0671671
38,-0.43583134,-0.60673136,"('untruthful', 'truthful')",0.3952831,0.39021444,-0.0202741,-0.1082585,0.0879844
71,0.43181425,0.45912087,"('diffident', 'self-confident')",0.49541342,0.5135135,0.4636138,0.4863172,-0.0227034
25,0.42137077,0.38367122,"('egoistic', 'altruistic')",1.0178593,0.97126687,0.719615,0.677469,0.042146
42,0.4048478,0.33173612,"('unreliable', 'reliable')",-2.5211923,-2.5919664,-1.0581722,-1.1301152,0.071943
80,-0.4016515,-0.5058644,"('dominated', 'dominating')",-0.96122324,-1.0490679,-0.6814374,-0.7774661,0.0960287
29,0.40152186,0.51500934,"('unfair', 'fair')",-0.5477071,-0.5150447,-0.0730926,-1.77e-05,-0.0730749
17,-0.35321766,-0.06951013,"('nasty', 'nice')",-0.50776047,-0.22133093,-0.4304891,-0.1454205,-0.2850686
76,-0.34782127,-0.52340174,"('anxious', 'daring')",0.63425434,0.55906916,0.1432165,0.0178337,0.1253828
78,-0.32041317,-0.4391727,"('nonresilient', 'resilient')",1.1985937,0.97331804,0.4390903,0.2670727,0.1720176
74,0.30499348,0.20743422,"('undedicated', 'dedicated')",0.28894085,0.088401966,0.2969671,0.1479181,0.149049
26,0.2739613,0.49560627,"('hardhearted', 'benevolent')",1.5125201,1.691379,0.8932407,1.0934926,-0.2002519
77,-0.2646034,-0.5020273,"('unmotivated', 'motivated')",-0.6440829,-0.6804635,-0.4543431,-0.5912454,0.1369023
84,0.24036372,0.362042,"('inferior', 'superior')",1.3709002,1.4388232,0.8056319,0.9004326,-0.0948007
37,-0.22829449,-0.39589924,"('fake', 'genuine')",0.6097078,0.38090062,0.1907066,-0.0074993,0.1982059
51,-0.2136841,-0.2129799,"('uneducated', 'educated')",0.92561966,1.0303674,0.3559678,0.4086937,-0.0527259
54,0.1769202,0.073496334,"('incapable', 'capable')",1.0836083,1.02421,0.6302642,0.5488532,0.081411
82,-0.12580103,-0.37477356,"('poor', 'rich')",5.5031004,5.4185243,2.6886497,2.5218754,0.1667743
15,-0.12567303,0.060474485,"('boring', 'funny')",0.1517958,0.30660364,0.0130614,0.1835391,-0.1704777
52,-0.10691314,0.058987398,"('irrational', 'rational')",-0.3092767,-0.26641434,-0.2080949,-0.1037135,-0.1043814
67,0.08162928,0.1540955,"('doubtful', 'determined')",-0.44870415,-0.1227642,-0.1835374,0.0156657,-0.1992031
18,-0.07203999,0.03708414,"('disagreeable', 'welcoming')",-0.4913881,-0.5791884,-0.2817141,-0.2710521,-0.010662
64,-0.06816652,0.04235062,"('shy', 'confident')",-5.59791,-5.378412,-2.8330383,-2.6680305,-0.1650078
9,-0.04582926,-0.13963173,"('unaffectionate', 'caring')",1.11709,1.0024275,0.5356303,0.4313979,0.1042324
40,-0.035027426,0.12488777,"('stingy', 'generous')",-1.1859698,-1.2487291,-0.6104986,-0.5619206,-0.048578
8,0.020653725,0.04350537,"('unaffectionate', 'affectionate')",0.55564255,0.5362605,0.2881481,0.2898829,-0.0017348
39,-0.0027532876,-0.070953935,"('exploitative', 'cooperative')",-0.20521067,-0.23759475,-0.103982,-0.1542743,0.0502923
