,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
71,1.067414,1.1420522,"('diffident', 'self-confident')",0.5460282,0.550134,0.34092298,0.48180735,0.651455,0.7246645,-0.0732095
55,-1.0253247,-0.9173615,"('incompetent', 'clever')",-0.50261486,-0.64285684,-0.21912502,-0.34160218,-0.5823549,-0.6339402,0.0515853
25,0.9598599,0.97328657,"('egoistic', 'altruistic')",0.6554728,0.64567626,1.5117078,1.4541405,1.0423468,1.0243678,0.017979
21,-0.95920515,-0.95422864,"('immoral', 'moral')",0.11822319,0.012306849,-1.0069587,-0.98521686,-0.6159802,-0.6423795,0.0263993
7,-0.9106195,-0.75681114,"('insensitive', 'sensitive')",0.051747035,-0.03712554,0.84382373,0.79242694,-0.0050162,-0.0005032,-0.004513
13,-0.895802,-0.5684262,"('impolite', 'polite')",0.6090144,0.8393591,-0.27506012,0.028877422,-0.1872826,0.0999368,-0.2872194
46,-0.87692744,-0.840729,"('uncompetitive', 'competitive')",0.34923843,0.15934843,-0.31977853,-0.47173464,-0.2824892,-0.3843718,0.1018826
45,-0.86980385,-0.5764392,"('incompetent', 'competent')",-0.09659447,-0.109964356,-0.5375629,-0.4900425,-0.5013204,-0.3921487,-0.1091717
63,-0.8606441,-0.6712911,"('unperceptive', 'insightful')",0.8181553,0.83364195,1.2007846,1.1606084,0.3860986,0.4409864,-0.0548878
59,0.84318155,0.8984629,"('foolish', 'wise')",-0.08702846,0.060358584,0.48658943,0.6170134,0.4142475,0.5252783,-0.1110308
60,-0.8227324,-0.49610984,"('inefficient', 'efficient')",0.6164999,0.77124345,-0.320773,-0.015970014,-0.1756685,0.0863879,-0.2620564
42,-0.8050367,-0.41719323,"('unreliable', 'reliable')",0.035391532,0.19374973,-3.0742204,-3.078468,-1.2812885,-1.1006372,-0.1806513
39,0.7961381,0.84634584,"('exploitative', 'cooperative')",0.8983519,0.8947902,0.047793213,0.083645284,0.5807611,0.6082605,-0.0274994
48,-0.7902271,-0.8731116,"('unintelligent', 'intelligent')",-0.1476538,-0.25753525,0.3153261,0.2846331,-0.2075183,-0.2820046,0.0744863
28,-0.75818896,-0.6431984,"('disloyal', 'loyal')",-0.58871573,-0.48234963,0.33274984,0.5121838,-0.3380516,-0.2044547,-0.1335969
26,0.74897265,0.6518219,"('hardhearted', 'benevolent')",1.3478643,1.2324677,1.724676,1.7184266,1.2738377,1.2009053,0.0729324
5,0.7130228,0.8781427,"('distant', 'outgoing')",-0.3479331,-0.06503875,-0.34785372,0.098518774,0.0057453,0.3038743,-0.298129
73,0.71100515,0.7991805,"('helpless', 'self-reliant')",-0.020339176,0.18705362,-2.9311244,-2.9144385,-0.7468195,-0.6427348,-0.1040847
51,-0.6999528,-0.8172071,"('uneducated', 'educated')",0.88980305,0.6857205,1.070214,0.8001306,0.4200215,0.2228813,0.1971402
17,0.693804,0.6595615,"('nasty', 'nice')",-1.0686932,-1.013418,-0.51883024,-0.5124661,-0.2979065,-0.2887742,-0.0091323
87,0.68175393,0.71349424,"('unsuccessful', 'successful')",1.1423692,1.022737,1.1418918,1.1102831,0.9886716,0.9488382,0.0398334
52,0.6741503,0.5444226,"('irrational', 'rational')",-0.5967821,-0.5376202,0.3178259,0.2086091,0.1317314,0.0718038,0.0599276
22,-0.6726032,-0.44761688,"('untrustworthy', 'trustworthy')",-0.06275849,-0.05149009,-0.79267657,-0.79626715,-0.5093461,-0.4317914,-0.0775547
23,-0.64507174,-0.45953083,"('insincere', 'sincere')",0.02324662,0.0058732703,5.370244,5.4511867,1.5828063,1.665843,-0.0830367
56,-0.6215214,-0.35636765,"('impractical', 'practical')",0.8592331,1.0702693,-0.3527474,-0.18885155,-0.0383452,0.1750167,-0.2133619
24,-0.6095615,-0.37689146,"('dishonest', 'honest')",-0.22886011,0.10342936,0.40190437,0.71185446,-0.1455057,0.1461308,-0.2916365
68,-0.608504,-0.6177977,"('dependent', 'independent')",0.22061867,0.17171317,-0.52958924,-0.54254204,-0.3058249,-0.3295422,0.0237173
30,-0.5984367,-0.38868412,"('intolerant', 'tolerant')",0.39662525,0.54036564,1.0857706,1.1889471,0.2946531,0.4468762,-0.1522231
40,-0.5453827,-0.48853233,"('stingy', 'generous')",0.05871955,0.07816702,-1.2804332,-1.3591926,-0.5890321,-0.5898527,0.0008206
84,0.5245378,0.4656265,"('inferior', 'superior')",0.57443196,0.63264614,0.85577977,0.9460897,0.6515832,0.6814541,-0.0298709
31,0.5184884,0.30609512,"('evil', 'good')",-0.25965053,-0.3549951,-0.9775912,-1.0296891,-0.2395844,-0.3595297,0.1199453
34,-0.4910621,-0.5260866,"('mean', 'honorable')",0.21496868,0.2597421,5.6589417,5.796272,1.7942828,1.8433091,-0.0490263
32,-0.44480968,-0.3985477,"('unkind', 'kind')",-0.34149653,-0.35964638,0.8965842,0.9361304,0.0367593,0.0593121,-0.0225528
58,-0.41648722,-0.5655369,"('undiscriminating', 'discriminating')",0.41897988,0.29166824,0.24775542,0.042981762,0.083416,-0.0769623,0.1603783
66,-0.39712882,-0.4332424,"('inactive', 'active')",0.8746884,0.65330505,0.8686061,0.7740858,0.4487219,0.3313828,0.1173391
38,-0.3851901,-0.07511452,"('untruthful', 'truthful')",-0.52711606,-0.21116215,-0.06865893,0.29793364,-0.3269884,0.0038857,-0.3308741
11,-0.3734666,-0.27667016,"('unhelpful', 'helpful')",0.22949207,0.17327774,1.8983063,1.913347,0.5847772,0.6033182,-0.018541
41,-0.33596134,-0.1349455,"('unforgiving', 'forgiving')",0.36064634,0.41890192,0.20353086,0.12335409,0.076072,0.1357702,-0.0596982
15,0.32356864,0.27845,"('boring', 'funny')",-0.12337522,-0.028749187,0.50670975,0.5085727,0.2356344,0.2527578,-0.0171234
49,-0.3216161,-0.129686,"('unable', 'able')",-0.52334696,-0.3508459,-0.39107063,-0.14445081,-0.4120112,-0.2083276,-0.2036836
6,0.28099418,0.39105254,"('distant', 'open')",-0.5031182,-0.28214827,0.1681,0.43113586,-0.018008,0.1800134,-0.1980214
18,0.27720565,0.3654274,"('disagreeable', 'welcoming')",1.070103,1.0702229,-0.2705889,-0.13274512,0.3589066,0.4343017,-0.0753951
20,-0.27523622,-0.30533382,"('rough', 'thoughtful')",0.4571253,0.34990305,0.9216843,0.8391882,0.3678578,0.2945858,0.073272
47,-0.26680672,-0.18064798,"('stupid', 'smart')",-0.31845483,-0.29613107,4.9923897,5.032279,1.4690428,1.5185,-0.0494572
74,0.26224002,0.29830676,"('undedicated', 'dedicated')",0.5453632,0.4662336,0.42896965,0.12278456,0.412191,0.295775,0.116416
2,0.2603139,0.39866206,"('unlikable', 'likable')",1.2734066,1.2791812,0.72109616,0.7371086,0.7516055,0.8049839,-0.0533784
62,-0.25483346,0.113642134,"('incompetent', 'brilliant')",0.6117871,0.75888884,0.05054894,0.28090763,0.1358342,0.3844795,-0.2486453
88,-0.21591207,-0.40591818,"('low', 'eminent')",-0.381165,-0.35044006,0.1586847,0.08902399,-0.1461308,-0.2224448,0.076314
29,-0.21538831,-0.15778261,"('unfair', 'fair')",-0.51994514,-0.47008178,-0.36092412,-0.36755604,-0.3654192,-0.3318068,-0.0336124
61,-0.20754682,-0.08936173,"('illogical', 'logical')",0.0015734136,0.039930224,0.36476165,0.36607155,0.0529294,0.1055467,-0.0526173
37,0.20531768,0.11265919,"('fake', 'genuine')",-0.34196523,-0.47136548,0.37587073,0.14414755,0.0797411,-0.0715196,0.1512607
27,0.1996429,0.25179034,"('hardhearted', 'softhearted')",-0.0741256,-0.15640076,1.2475352,1.2123681,0.4576842,0.4359192,0.021765
80,-0.19883287,-0.24148357,"('dominated', 'dominating')",0.38886786,0.28264686,-0.805054,-1.0817853,-0.2050063,-0.346874,0.1418677
1,-0.19077443,-0.12932646,"('unfriendly', 'friendly')",0.029181719,0.11809398,1.591843,1.8390394,0.4767501,0.609269,-0.1325189
44,0.18037224,0.19875415,"('prejudiced', 'unprejudiced')",0.19336188,0.22634435,-1.4390235,-1.3223655,-0.3550965,-0.299089,-0.0560075
75,-0.17674986,-0.020679858,"('meek', 'impulsive')",-0.24439152,-0.076520115,-0.5974078,-0.46810773,-0.3395164,-0.1884359,-0.1510805
8,0.17047302,0.24563211,"('unaffectionate', 'affectionate')",-0.668034,-0.5642046,0.26820752,0.46635666,-0.0764512,0.0492614,-0.1257126
64,-0.15905553,-0.13707992,"('shy', 'confident')",0.28554717,0.40788856,-5.8413625,-5.838701,-1.904957,-1.855964,-0.048993
16,0.14929302,0.16156729,"('unpopular', 'popular')",-0.01896486,-0.10673837,0.28932077,0.3290164,0.139883,0.1279484,0.0119346
67,0.14321458,0.24722242,"('doubtful', 'determined')",0.0750883,0.25901982,-0.8563127,-0.6444818,-0.2126699,-0.0460798,-0.1665901
54,0.13469481,0.23994258,"('incapable', 'capable')",0.22235727,0.25024235,1.1195257,1.2237204,0.4921926,0.5713018,-0.0791092
9,0.1257093,0.3234717,"('unaffectionate', 'caring')",-3.8087368e-05,0.105557255,0.84230196,0.99705714,0.3226577,0.475362,-0.1527043
78,-0.120301954,-0.17734788,"('nonresilient', 'resilient')",0.7092181,0.4204273,0.5059309,0.4400416,0.364949,0.227707,0.137242
4,0.11983097,0.23239613,"('disliked', 'liked')",-0.248257,-0.06408767,-5.7878604,-5.719674,-1.9720955,-1.8504553,-0.1216402
50,0.11243831,0.08836446,"('clumsy', 'skillful')",-0.27089238,-0.42112648,0.33406594,0.21181697,0.0585373,-0.040315,0.0988523
12,-0.11089156,0.02777749,"('unsupportive', 'supportive')",0.31559652,0.34071502,-1.4458181,-1.4090828,-0.4137044,-0.3468634,-0.066841
19,0.08401737,0.19964975,"('inhospitable', 'hospitable')",-0.8092381,-0.6072534,0.22049159,0.4898565,-0.168243,0.0274176,-0.1956606
36,-0.0703632,-0.26539177,"('hostile', 'amicable')",-0.0820882,-0.20102456,-0.039326895,-0.024957635,-0.0639261,-0.1637913,0.0998652
79,-0.01889484,-0.041826725,"('wavering', 'unwavering')",-0.80525345,-0.76834744,-0.1595788,-0.0371174,-0.327909,-0.2824305,-0.0454785
83,-0.012018822,0.0562838,"('powerless', 'powerful')",0.0781064,0.18650089,-0.6286637,-0.7865634,-0.1875254,-0.1812596,-0.0062658
