,avalonbay_male,avalonbay_female,tuple,communities_male,communities_female,inc_male,inc_female,average_male,average_female,male-female
23,1.4756398,1.3967892,"('insincere', 'sincere')",1.9352181,1.8028789,6.167286,6.0805345,3.1927147,3.093401,0.0993137
11,1.4699092,1.4235399,"('unhelpful', 'helpful')",2.099497,2.1418457,2.3773034,2.6044617,1.9822365,2.0566158,-0.0743793
22,1.4560193,1.4145238,"('untrustworthy', 'trustworthy')",1.1303557,1.0748463,-0.38871318,-0.3934995,0.732554,0.6986235,0.0339305
57,1.4093319,1.3769,"('unimaginative', 'imaginative')",0.6494458,0.5786214,-2.2046256,-2.236895,-0.0486159,-0.0937912,0.0451753
12,1.3321671,1.3131413,"('unsupportive', 'supportive')",2.150171,2.2072082,-1.433034,-1.41978,0.6831014,0.7001898,-0.0170884
48,1.3104731,1.2192806,"('unintelligent', 'intelligent')",0.5079539,0.4312875,0.5226121,0.54449695,0.7803464,0.7316883,0.0486581
8,-1.3050804,-1.2262812,"('unaffectionate', 'affectionate')",-0.8679311,-0.85812986,0.31822166,0.23039004,-0.6182633,-0.618007,-0.0002563
75,-1.2941183,-1.2019534,"('meek', 'impulsive')",-1.1645187,-1.0862176,-0.42174885,-0.36463907,-0.9601286,-0.88427,-0.0758586
25,-1.29058,-1.2786801,"('egoistic', 'altruistic')",0.15894881,0.043189712,1.4606407,1.2831695,0.1096698,0.0158931,0.0937767
24,1.2861133,1.0632834,"('dishonest', 'honest')",0.45565027,0.27343217,0.8393741,0.78411007,0.8603792,0.7069419,0.1534373
0,1.2146522,1.1530235,"('unsociable', 'sociable')",1.0534486,0.9103778,-0.29607603,-0.37766117,0.6573416,0.5619133,0.0954283
59,-1.1995925,-1.30782,"('foolish', 'wise')",-0.29087698,-0.2807757,0.15923157,0.017503547,-0.443746,-0.5236974,0.0799514
16,-1.1986611,-1.1834056,"('unpopular', 'popular')",-0.43196237,-0.30364782,0.31629997,0.21862772,-0.4381078,-0.4228086,-0.0152992
50,-1.1640711,-1.1296364,"('clumsy', 'skillful')",-0.43104416,-0.3156803,0.11063604,0.16731292,-0.4948264,-0.4260012,-0.0688252
66,-1.0918884,-1.1231128,"('inactive', 'active')",-0.49153802,-0.525901,1.0442644,0.91354173,-0.1797207,-0.2451573,0.0654366
63,1.0362203,1.0357846,"('unperceptive', 'insightful')",2.1424894,2.143204,1.2808022,1.3303449,1.4865039,1.5031112,-0.0166073
3,0.94071156,0.83892787,"('repellent', 'pleasant')",0.76502424,0.65782964,0.48226336,0.46225166,0.7293331,0.6530031,0.07633
42,0.8761507,0.9596059,"('unreliable', 'reliable')",0.59377474,0.75243145,-2.3548927,-2.20249,-0.2949891,-0.1634843,-0.1315048
64,0.8380697,0.71507746,"('shy', 'confident')",0.21140909,0.16113812,-6.347593,-6.2683253,-1.7660379,-1.79737,0.0313321
86,0.81725717,0.603272,"('uninfluential', 'influential')",0.19499153,0.038566,-0.1904664,-0.34461612,0.2739275,0.099074,0.1748535
1,-0.7436375,-0.79222506,"('unfriendly', 'friendly')",-0.20473632,-0.37531024,1.2022088,1.0300571,0.0846117,-0.0458261,0.1304378
61,0.7420166,0.6016809,"('illogical', 'logical')",0.19587445,0.025704883,0.1771816,-0.045265637,0.3716909,0.19404,0.1776509
74,0.73524064,0.7148549,"('undedicated', 'dedicated')",0.53155273,0.6009088,-0.15937418,-0.17187722,0.3691398,0.3812955,-0.0121557
58,-0.7346288,-0.7771058,"('undiscriminating', 'discriminating')",-0.21065599,-0.39403856,-0.22293873,-0.4838238,-0.3894078,-0.551656,0.1622482
49,-0.728755,-0.63695705,"('unable', 'able')",-0.83453137,-0.74003726,-0.21610393,-0.16116525,-0.5931301,-0.5127199,-0.0804102
41,0.7153518,0.76128775,"('unforgiving', 'forgiving')",0.5378245,0.6300625,-0.027668487,-0.045734677,0.4085026,0.4485385,-0.0400359
88,-0.6764396,-0.79200035,"('low', 'eminent')",-1.0749333,-1.1279637,-0.29447055,-0.34138384,-0.6819478,-0.7537827,0.0718349
32,0.67095387,0.6268778,"('unkind', 'kind')",0.74513984,0.69639516,0.9829692,1.0763257,0.7996876,0.7998662,-0.0001786
68,-0.6581098,-0.8231906,"('dependent', 'independent')",-0.4765368,-0.6320337,-0.5522854,-0.7622142,-0.5623107,-0.7391462,0.1768355
47,0.6276401,0.62188894,"('stupid', 'smart')",0.5628152,0.457134,5.8475776,5.791139,2.346011,2.290054,0.055957
28,0.6124906,0.44214135,"('disloyal', 'loyal')",0.9649884,0.7311824,0.7849094,0.67253196,0.7874628,0.6152852,0.1721776
67,0.58393985,0.43091565,"('doubtful', 'determined')",0.8176435,0.739281,-0.27289444,-0.27790645,0.3762297,0.2974301,0.0787996
73,0.56824195,0.48438022,"('helpless', 'self-reliant')",0.21354169,0.0898381,-3.1716993,-3.2867332,-0.7966386,-0.9041716,0.107533
37,0.5620449,0.4413217,"('fake', 'genuine')",0.7094081,0.53416556,0.45736256,0.37165093,0.5762719,0.4490461,0.1272258
17,-0.52120245,-0.48044145,"('nasty', 'nice')",0.48114538,0.5293061,-0.1100223,-0.1501415,-0.0500265,-0.0337589,-0.0162676
77,0.5153571,0.51569915,"('unmotivated', 'motivated')",0.7069851,0.56619143,-0.80361235,-0.87981874,0.1395766,0.0673573,0.0722193
18,0.46855682,0.60014415,"('disagreeable', 'welcoming')",0.35518607,0.43930718,-0.30292603,-0.29306728,0.1736056,0.2487947,-0.0751891
29,-0.42768285,-0.49590272,"('unfair', 'fair')",-0.52492994,-0.55618584,-0.5444762,-0.63548046,-0.4990296,-0.562523,0.0634934
34,-0.3553929,-0.3455946,"('mean', 'honorable')",0.74363285,0.6972295,6.0795765,6.0759234,2.1559388,2.1425195,0.0134193
51,0.33461347,0.358032,"('uneducated', 'educated')",-0.24285263,-0.29540312,-0.035246864,-0.055975907,0.018838,0.0022177,0.0166203
44,-0.30361137,-0.18058594,"('prejudiced', 'unprejudiced')",-0.81971896,-0.720733,-1.2473375,-1.1186849,-0.7902226,-0.6733346,-0.116888
83,-0.2631098,-0.26712105,"('powerless', 'powerful')",-0.29586262,-0.31780574,-1.0371482,-1.005217,-0.5320402,-0.5300479,-0.0019923
40,0.26069877,0.14719366,"('stingy', 'generous')",1.297009,1.1572591,-1.1439323,-1.4143928,0.1379251,-0.0366467,0.1745718
27,-0.24214165,-0.2925693,"('hardhearted', 'softhearted')",1.1094117,1.0762669,1.4093646,1.2902527,0.7588782,0.6913168,0.0675614
71,0.21352343,0.2986547,"('diffident', 'self-confident')",2.1045003,2.1165142,0.48763818,0.46090144,0.9352206,0.9586902,-0.0234696
20,-0.21231958,-0.2774549,"('rough', 'thoughtful')",0.123494945,-0.04741572,1.059708,1.0125544,0.3236278,0.2292279,0.0943999
82,0.20518562,0.24499266,"('poor', 'rich')",-0.10126281,-0.11062507,5.970261,5.9658365,2.024728,2.0334013,-0.0086733
15,-0.19467746,-0.14132136,"('boring', 'funny')",-0.075481504,0.07453577,0.3884602,0.30210462,0.0394337,0.0784397,-0.039006
54,-0.19205222,-0.1350794,"('incapable', 'capable')",-0.7207339,-0.7602529,0.9042784,0.9516328,-0.0028359,0.0187668,-0.0216027
2,0.18990183,0.17525394,"('unlikable', 'likable')",0.18805361,0.18561246,0.4543715,0.4253246,0.2774423,0.2620637,0.0153786
38,-0.17615953,-0.11244815,"('untruthful', 'truthful')",0.46060464,0.49527967,0.09154257,0.16219558,0.1253292,0.1816757,-0.0563465
72,0.14268503,0.1765566,"('unambitious', 'ambitious')",0.4886644,0.46008962,-0.89737403,-0.85021716,-0.0886749,-0.0711903,-0.0174846
26,-0.11479871,-0.123248294,"('hardhearted', 'benevolent')",0.33703184,0.36831644,1.2450293,1.1941655,0.4890875,0.4797446,0.0093429
53,0.10986053,0.023023682,"('uncreative', 'creative')",0.48884726,0.37298477,0.97287357,0.916315,0.5238605,0.4374412,0.0864193
78,-0.10611941,-0.005294163,"('nonresilient', 'resilient')",1.4453403,1.5700902,0.37736514,0.47175327,0.5721953,0.6788498,-0.1066545
9,-0.100730866,-0.13513507,"('unaffectionate', 'caring')",0.8506492,0.7452348,1.0439196,1.005829,0.597946,0.5386429,0.0593031
84,0.07914077,0.064351685,"('inferior', 'superior')",-2.0769978,-2.012831,0.19061491,0.21637654,-0.602414,-0.5773676,-0.0250464
87,0.013618946,-0.08390279,"('unsuccessful', 'successful')",0.9956528,0.8911621,0.44458738,0.29470474,0.4846197,0.3673213,0.1172984
33,0.009658858,-0.048531625,"('wrong', 'right')",0.51088375,0.39057454,-0.627715,-0.8064672,-0.0357241,-0.1548081,0.119084
