,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
88,-1.0891304,-1.1101544,"('low', 'eminent')",-0.85663956,-0.9900007,-0.27706712,-0.41418234,-0.7409457,-0.8381125,0.0971668
41,1.0737259,1.2952273,"('unforgiving', 'forgiving')",1.197306,1.3138438,0.32401344,0.31823972,0.8650151,0.9757703,-0.1107552
67,1.0605686,0.9686271,"('doubtful', 'determined')",1.51052,1.2109146,-0.20512167,-0.1855838,0.7886556,0.6646526,0.124003
78,-1.0202649,-0.5589579,"('nonresilient', 'resilient')",-0.79467064,-0.5129744,1.1021043,1.1500565,-0.2376104,0.0260414,-0.2636518
22,1.0125189,1.3971179,"('untrustworthy', 'trustworthy')",-0.040676184,0.14934275,-1.4818044,-1.3013642,-0.1699872,0.0816988,-0.251686
44,-0.9754106,-1.4046867,"('prejudiced', 'unprejudiced')",-0.42819172,-0.62302744,-1.1185995,-1.1648735,-0.840734,-1.064196,0.223462
77,0.93965334,1.5555161,"('unmotivated', 'motivated')",0.79074746,1.129156,-0.059293173,0.01775221,0.5570359,0.9008081,-0.3437722
48,0.8805863,1.3206414,"('unintelligent', 'intelligent')",-0.024629876,0.25215366,-0.8929741,-0.83784425,-0.0123392,0.2449836,-0.2573228
17,-0.86461806,-0.99393606,"('nasty', 'nice')",-0.25170118,-0.39608294,0.35383946,0.28284863,-0.2541599,-0.3690568,0.1148969
72,0.84961677,1.0547731,"('unambitious', 'ambitious')",0.23191811,0.47815776,-0.9831507,-0.98189265,0.0327947,0.1836794,-0.1508847
66,-0.82644486,-1.097625,"('inactive', 'active')",-0.05973718,-0.2972501,1.1642153,1.1246749,0.0926778,-0.0900667,0.1827445
28,0.8087489,1.0846769,"('disloyal', 'loyal')",1.25067,1.3312823,0.07088582,0.093479045,0.7101016,0.8364794,-0.1263778
87,0.7984036,0.7685187,"('unsuccessful', 'successful')",0.9787902,0.74485457,0.83784944,0.77910745,0.8716811,0.7641602,0.1075209
68,0.77343905,0.9846252,"('dependent', 'independent')",-0.34064528,-0.19354978,-1.7589716,-1.613337,-0.4420593,-0.2740872,-0.1679721
86,0.7688639,1.2612925,"('uninfluential', 'influential')",-0.07099643,0.0778126,-0.9826291,-0.9228723,-0.0949205,0.1387442,-0.2336647
57,0.7126695,1.0472491,"('unimaginative', 'imaginative')",-0.69992965,-0.8012893,-1.8616123,-1.9453486,-0.6162908,-0.566463,-0.0498278
27,0.64085484,0.7415878,"('hardhearted', 'softhearted')",0.008055434,0.18743351,0.06224308,0.018091787,0.2370511,0.3157044,-0.0786533
20,0.6377591,0.8455531,"('rough', 'thoughtful')",0.092891514,0.2909778,-0.17060606,-0.11204236,0.1866815,0.3414962,-0.1548147
64,0.62985325,0.8243951,"('shy', 'confident')",0.5585386,0.62240005,-3.8660016,-3.85927,-0.8925366,-0.8041583,-0.0883783
19,-0.56909853,-0.7819112,"('inhospitable', 'hospitable')",0.15272121,-0.027380187,-0.21563481,-0.27404425,-0.2106707,-0.3611119,0.1504412
50,-0.5626777,-0.6174593,"('clumsy', 'skillful')",-0.072588116,-0.087427415,0.4486458,0.41814005,-0.0622067,-0.0955822,0.0333755
54,-0.5268543,-0.6577456,"('incapable', 'capable')",0.16665444,-0.020921549,1.468978,1.4435763,0.3695927,0.2549697,0.114623
2,0.5230206,0.26637018,"('unlikable', 'likable')",1.635572,1.3845243,1.1654695,0.99110264,1.1080208,0.8806657,0.2273551
82,-0.49864477,-0.2914735,"('poor', 'rich')",-1.6042818,-1.4041406,1.8723658,1.938709,-0.0768536,0.0810316,-0.1578852
73,0.47914308,0.1366638,"('helpless', 'self-reliant')",1.052769,0.9837608,-1.2753953,-1.376126,0.0855056,-0.0852338,0.1707394
38,0.38937503,0.43698132,"('untruthful', 'truthful')",1.0251573,0.8910762,0.6243988,0.47265205,0.6796438,0.6002365,0.0794073
71,0.38543585,0.52968377,"('diffident', 'self-confident')",1.3203343,1.174097,0.8940461,0.7478988,0.8666054,0.8172265,0.0493789
34,-0.37230554,-0.19306612,"('mean', 'honorable')",0.28114727,0.40194562,2.9630654,3.0670729,0.9573024,1.0919841,-0.1346817
40,0.34563577,0.46625638,"('stingy', 'generous')",1.0631113,1.1777128,-0.504923,-0.48714215,0.3012747,0.385609,-0.0843343
47,0.24307871,0.48720846,"('stupid', 'smart')",0.027021106,0.015351692,2.1889236,2.3163571,0.8196745,0.9396391,-0.1199646
53,-0.22298329,-0.03202386,"('uncreative', 'creative')",-1.124184,-1.0011711,1.1197363,1.1378397,-0.0758103,0.0348816,-0.1106919
18,-0.21602274,-0.15685195,"('disagreeable', 'welcoming')",0.3493592,0.5127807,-0.46386623,-0.36072344,-0.1101766,-0.0015982,-0.1085784
83,0.19402647,0.31740785,"('powerless', 'powerful')",0.5590995,0.52739024,0.09486243,0.025173806,0.2826628,0.2899906,-0.0073278
29,-0.1867148,-0.23727205,"('unfair', 'fair')",-0.18429229,-0.2452724,-0.5726693,-0.5358181,-0.3145588,-0.3394542,0.0248954
9,0.17996259,0.111257136,"('unaffectionate', 'caring')",0.17363104,0.08733913,1.418521,1.3083873,0.5907049,0.5023278,0.0883771
33,0.16924264,-0.032416184,"('wrong', 'right')",0.702612,0.6467581,1.044622,1.0036068,0.6388255,0.5393163,0.0995092
49,0.055784166,0.18384932,"('unable', 'able')",-0.57582426,-0.5477648,-0.7499685,-0.7728324,-0.4233362,-0.3789159,-0.0444203
15,-0.053383023,-0.3991711,"('boring', 'funny')",0.69561946,0.17105527,1.2891872,1.0930191,0.6438079,0.2883011,0.3555068
