,apple_male,apple_female,tuple,inc_male,inc_female,average_male,average_female,male-female
81,-0.28518128,-0.26266828,"('submissive', 'aggressive')",-0.80664873,-0.82050705,-0.545915,-0.5415877,-0.0043273
43,-0.2726519,-0.3306015,"('irresponsible', 'responsible')",0.050935723,0.07062638,-0.1108581,-0.1299876,0.0191295
36,0.26316297,0.3754292,"('hostile', 'amicable')",-0.17289557,-0.1354821,0.0451337,0.1199736,-0.0748399
2,0.26087886,0.3510396,"('unlikable', 'likable')",0.07540987,0.07657425,0.1681444,0.2138069,-0.0456625
32,0.23522066,0.3067338,"('unkind', 'kind')",0.52886754,0.641832,0.3820441,0.4742829,-0.0922388
41,-0.23170047,0.06522121,"('unforgiving', 'forgiving')",-0.6290203,-0.54847217,-0.4303604,-0.2416255,-0.1887349
18,0.20707417,0.2384405,"('disagreeable', 'welcoming')",-0.73535234,-0.5861713,-0.2641391,-0.1738654,-0.0902737
38,-0.20608991,-0.025956273,"('untruthful', 'truthful')",0.064848945,0.088700816,-0.0706205,0.0313723,-0.1019928
35,0.19949713,0.086817086,"('corrupt', 'incorrupt')",-0.041945275,-0.0055249296,0.0787759,0.0406461,0.0381298
19,-0.1906737,0.074538924,"('inhospitable', 'hospitable')",0.22430015,0.21979398,0.0168132,0.1471664,-0.1303532
0,-0.13994493,-0.04811689,"('unsociable', 'sociable')",-0.55131096,-0.5026817,-0.3456279,-0.2753993,-0.0702286
52,-0.1364691,-0.030630805,"('irrational', 'rational')",-0.71639115,-0.4208017,-0.4264301,-0.2257162,-0.2007139
17,0.119501166,0.05603998,"('nasty', 'nice')",-0.27234054,-0.3369005,-0.0764197,-0.1404303,0.0640106
13,0.10207412,0.009146672,"('impolite', 'polite')",-0.73250306,-0.8852561,-0.3152145,-0.4380547,0.1228402
84,0.10191181,0.020935465,"('inferior', 'superior')",0.91841507,0.835471,0.5101634,0.4282032,0.0819602
56,0.09389768,0.060300544,"('impractical', 'practical')",-0.37117842,-0.4682674,-0.1386404,-0.2039834,0.065343
80,0.034847334,0.0017915666,"('dominated', 'dominating')",-0.82781076,-0.8660141,-0.3964817,-0.4321113,0.0356296
59,0.027806066,-0.18838185,"('foolish', 'wise')",-0.13834241,-0.097570226,-0.0552682,-0.142976,0.0877078
28,0.0030160546,0.076485135,"('disloyal', 'loyal')",0.6272319,0.75320756,0.315124,0.4148464,-0.0997224
