,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,-1.1318271,-1.1588951,"('lethargic', 'energetic')",0.88863975,1.345418,-0.1215937,0.0932614,-0.2148551
5,1.1188608,1.0980352,"('distant', 'outgoing')",-0.33005172,-0.35031286,0.3944046,0.3738612,0.0205434
30,-1.1171398,-1.009276,"('intolerant', 'tolerant')",0.9635173,1.074214,-0.0768113,0.032469,-0.1092803
72,-1.096149,-1.6247582,"('unambitious', 'ambitious')",-0.7107165,-0.93245876,-0.9034327,-1.2786086,0.3751759
45,-1.0516366,-0.6178244,"('incompetent', 'competent')",-0.17820072,0.22813901,-0.6149186,-0.1948427,-0.4200759
22,-1.0516052,-1.1968081,"('untrustworthy', 'trustworthy')",-1.184211,-0.9133841,-1.1179081,-1.0550961,-0.062812
62,-1.0359554,-1.2799463,"('incompetent', 'brilliant')",0.46507,0.51395184,-0.2854427,-0.3829972,0.0975545
75,1.0182153,0.80044603,"('meek', 'impulsive')",-0.15854193,-0.38817644,0.4298367,0.2061348,0.2237019
7,-1.0106641,-0.7852785,"('insensitive', 'sensitive')",0.56671876,0.99325943,-0.2219727,0.1039905,-0.3259632
3,-0.9623349,-1.093602,"('repellent', 'pleasant')",0.3662107,0.3248008,-0.2980621,-0.3844006,0.0863385
87,0.9210416,1.2517475,"('unsuccessful', 'successful')",1.1157364,0.9329341,1.018389,1.0923408,-0.0739518
47,-0.9038382,-1.125397,"('stupid', 'smart')",4.8423696,4.7675676,1.9692657,1.8210853,0.1481804
32,-0.89133334,-0.8710249,"('unkind', 'kind')",0.8200686,0.7637436,-0.0356324,-0.0536407,0.0180083
34,-0.8497722,-0.9312415,"('mean', 'honorable')",5.8553715,5.7414317,2.5027995,2.4050951,0.0977044
53,-0.82845765,-0.63399565,"('uncreative', 'creative')",0.6158672,0.87003845,-0.1062952,0.1180214,-0.2243166
59,0.8267446,0.6601404,"('foolish', 'wise')",0.22037995,0.116685614,0.5235623,0.388413,0.1351493
83,-0.809779,-0.802898,"('powerless', 'powerful')",-0.771784,-0.5636835,-0.7907815,-0.6832907,-0.1074908
88,-0.8002188,-0.5571157,"('low', 'eminent')",0.23206326,0.5782148,-0.2840778,0.0105496,-0.2946274
50,0.7898634,0.7207235,"('clumsy', 'skillful')",0.41011113,0.024652936,0.5999873,0.3726882,0.2272991
56,-0.7881738,-0.8106856,"('impractical', 'practical')",0.17967701,0.49427858,-0.3042484,-0.1582035,-0.1460449
28,-0.7822425,-0.4095585,"('disloyal', 'loyal')",0.7122951,1.0484439,-0.0349737,0.3194427,-0.3544164
27,-0.7719242,-0.71315336,"('hardhearted', 'softhearted')",1.010683,1.0573723,0.1193794,0.1721095,-0.0527301
6,0.7687269,0.5192805,"('distant', 'open')",0.09395849,0.08969726,0.4313427,0.3044889,0.1268538
2,0.7621871,0.47161555,"('unlikable', 'likable')",0.83830893,0.5031733,0.800248,0.4873944,0.3128536
60,-0.7602977,-1.1009812,"('inefficient', 'efficient')",0.10258834,-0.07012152,-0.3288547,-0.5855514,0.2566967
79,0.7580407,0.8551608,"('wavering', 'unwavering')",0.15465242,0.26507038,0.4563466,0.5601156,-0.103769
13,-0.75330675,-0.7090797,"('impolite', 'polite')",-0.49608308,-0.35646927,-0.6246949,-0.5327744,-0.0919205
4,0.7201433,1.0301479,"('disliked', 'liked')",-6.3292103,-6.0020123,-2.8045335,-2.4859321,-0.3186014
66,0.7172946,0.58909506,"('inactive', 'active')",0.77553743,0.9020932,0.746416,0.7455941,0.0008219
49,-0.710086,-0.4049928,"('unable', 'able')",-0.23252042,-0.042550996,-0.4713032,-0.2237719,-0.2475313
38,-0.6550396,-1.1268017,"('untruthful', 'truthful')",0.060026266,0.07204486,-0.2975067,-0.5273784,0.2298717
24,-0.63717675,-0.7148917,"('dishonest', 'honest')",0.45796967,0.72446024,-0.0896035,0.0047843,-0.0943878
61,-0.61170745,-0.46030918,"('illogical', 'logical')",0.23086862,0.41922802,-0.1904194,-0.0205406,-0.1698788
68,-0.5913915,-0.85896224,"('dependent', 'independent')",-0.6514174,-0.6230837,-0.6214044,-0.7410229,0.1196185
25,0.58641684,0.053515628,"('egoistic', 'altruistic')",1.5914836,0.93078595,1.0889502,0.4921508,0.5967994
51,-0.5752399,-0.68287045,"('uneducated', 'educated')",0.24842167,0.5045413,-0.1634091,-0.0891646,-0.0742445
40,-0.54888654,-0.61240226,"('stingy', 'generous')",-1.6736442,-1.5766652,-1.1112654,-1.0945337,-0.0167317
36,0.49825683,0.5262437,"('hostile', 'amicable')",0.25292167,-0.01937776,0.3755893,0.253433,0.1221563
16,0.48820713,0.08913585,"('unpopular', 'popular')",0.6581434,0.2971707,0.5731753,0.1931533,0.380022
20,-0.45413232,-0.48875907,"('rough', 'thoughtful')",1.3937976,1.0286766,0.4698327,0.2699588,0.1998739
19,0.4456527,0.64862245,"('inhospitable', 'hospitable')",-0.060868338,0.086464666,0.1923922,0.3675435,-0.1751513
33,0.42122206,0.19641516,"('wrong', 'right')",-0.80816495,-0.8518946,-0.1934714,-0.3277397,0.1342683
9,-0.41586614,-0.36353385,"('unaffectionate', 'caring')",0.9735759,0.96419835,0.2788549,0.3003322,-0.0214773
67,0.40262234,0.018419828,"('doubtful', 'determined')",-0.30896416,-0.068256944,0.0468291,-0.0249186,0.0717477
80,-0.39648667,0.078014374,"('dominated', 'dominating')",-1.1789923,-0.99676573,-0.7877395,-0.4593757,-0.3283638
78,-0.37209108,-0.41387573,"('nonresilient', 'resilient')",0.6990819,0.56866753,0.1634954,0.0773959,0.0860995
39,0.35906133,0.49102896,"('exploitative', 'cooperative')",-0.015035346,-0.026362162,0.172013,0.2323334,-0.0603204
29,0.34267282,0.24487251,"('unfair', 'fair')",-0.6891318,-0.61583525,-0.1732295,-0.1854814,0.0122519
18,-0.33577263,-0.51068527,"('disagreeable', 'welcoming')",-0.7316376,-0.55742794,-0.5337051,-0.5340566,0.0003515
71,0.2976563,0.53253967,"('diffident', 'self-confident')",0.40281546,0.6537568,0.3502359,0.5931482,-0.2429123
82,-0.29182243,-0.29633763,"('poor', 'rich')",5.8597016,5.7365875,2.7839396,2.720125,0.0638146
31,0.27995422,0.35642228,"('evil', 'good')",-1.2139264,-1.1759993,-0.4669861,-0.4097885,-0.0571976
74,0.27654803,0.26203465,"('undedicated', 'dedicated')",0.24622579,0.5261376,0.2613869,0.3940861,-0.1326992
52,-0.25932387,-0.36954623,"('irrational', 'rational')",0.086670525,-0.21968529,-0.0863267,-0.2946157,0.208289
15,-0.22919166,0.10580412,"('boring', 'funny')",0.09619844,0.47281438,-0.0664966,0.2893093,-0.3558059
17,-0.22741416,0.033930674,"('nasty', 'nice')",-0.7431044,-0.4307763,-0.4852593,-0.1984228,-0.2868365
8,-0.18557563,-0.07021622,"('unaffectionate', 'affectionate')",0.75217897,0.6028954,0.2833017,0.2663396,0.0169621
77,-0.18104316,-0.49868646,"('unmotivated', 'motivated')",-0.8517086,-1.067121,-0.5163759,-0.7829037,0.2665278
54,0.17486504,-0.043586887,"('incapable', 'capable')",1.154418,0.97869563,0.6646415,0.4675544,0.1970871
26,0.16626905,0.28264177,"('hardhearted', 'benevolent')",1.5644416,1.6773653,0.8653553,0.9800035,-0.1146482
42,0.1637176,0.1285539,"('unreliable', 'reliable')",-2.7303379,-2.6419492,-1.2833102,-1.2566977,-0.0266125
84,0.16235596,0.053704042,"('inferior', 'superior')",1.1811657,0.9278712,0.6717608,0.4907876,0.1809732
37,-0.103997156,0.021588512,"('fake', 'genuine')",0.6411275,0.8350806,0.2685652,0.4283346,-0.1597694
76,0.027988506,-0.14919485,"('anxious', 'daring')",0.65262425,0.4237407,0.3403064,0.1372729,0.2030335
64,0.018604029,-0.080996834,"('shy', 'confident')",-6.1789365,-6.3294134,-3.0801663,-3.2052052,0.1250389
