,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
76,0.3168961,0.4266139,"('anxious', 'daring')",0.13386773,0.40798992,0.2253819,0.4173019,-0.19192
18,0.3129034,0.4563833,"('disagreeable', 'welcoming')",-0.32280305,-0.46466112,-0.0049498,-0.0041389,-0.0008109
88,0.31031066,0.057798162,"('low', 'eminent')",0.33899054,0.1520782,0.3246506,0.1049382,0.2197124
11,0.30824485,0.39999038,"('unhelpful', 'helpful')",2.4806643,2.726427,1.3944546,1.5632087,-0.1687541
34,0.30536374,0.35810584,"('mean', 'honorable')",4.163318,4.874805,2.2343409,2.6164553,-0.3821144
22,-0.2876964,-0.13706747,"('untrustworthy', 'trustworthy')",-0.79104364,-0.6810454,-0.53937,-0.4090564,-0.1303136
48,-0.28402162,-0.13694304,"('unintelligent', 'intelligent')",1.3653657,1.2416574,0.5406721,0.5523572,-0.0116851
87,0.27907076,0.3719473,"('unsuccessful', 'successful')",0.06368615,0.038875088,0.1713785,0.2054112,-0.0340327
83,0.2610574,0.5286288,"('powerless', 'powerful')",-0.0973935,-0.030788094,0.081832,0.2489204,-0.1670884
56,0.25262502,0.42808032,"('impractical', 'practical')",-0.22032182,-0.022733735,0.0161516,0.2026733,-0.1865217
67,0.2319343,0.2762537,"('doubtful', 'determined')",-0.362844,-0.2641998,-0.0654548,0.006027,-0.0714818
28,0.20836842,0.19340348,"('disloyal', 'loyal')",0.81915504,0.9497043,0.5137618,0.5715539,-0.0577921
13,0.17068285,0.31561276,"('impolite', 'polite')",-0.036274806,0.19407448,0.067204,0.2548436,-0.1876396
57,0.1698325,0.19590451,"('unimaginative', 'imaginative')",-1.8812037,-2.3821733,-0.8556856,-1.0931344,0.2374488
60,0.16716596,0.28514218,"('inefficient', 'efficient')",1.308636,1.5903106,0.737901,0.9377264,-0.1998254
15,0.15802062,0.3207941,"('boring', 'funny')",-0.45382893,-0.4101479,-0.1479042,-0.0446769,-0.1032273
19,0.15029678,0.2981541,"('inhospitable', 'hospitable')",-0.6916447,-0.64928746,-0.270674,-0.1755667,-0.0951073
6,0.13952589,0.21846524,"('distant', 'open')",-1.1516486,-1.0669152,-0.5060614,-0.424225,-0.0818364
47,-0.13746984,0.0007830411,"('stupid', 'smart')",4.5580745,5.4359355,2.2103024,2.7183592,-0.5080568
5,0.11919868,0.2834332,"('distant', 'outgoing')",-1.2998927,-1.2274408,-0.590347,-0.4720038,-0.1183432
42,0.11448443,0.13700993,"('unreliable', 'reliable')",-3.709886,-3.6614747,-1.7977009,-1.7622324,-0.0354685
43,0.1074815,0.30486742,"('irresponsible', 'responsible')",0.31472853,0.6230364,0.211105,0.4639519,-0.2528469
69,0.09174833,-0.1130797,"('lazy', 'industrious')",-1.1242765,-1.4410292,-0.5162641,-0.7770544,0.2607903
38,-0.033651993,0.01129752,"('untruthful', 'truthful')",0.013590054,0.032058593,-0.010031,0.0216781,-0.0317091
81,0.027063664,0.019303828,"('submissive', 'aggressive')",0.53522795,0.54672295,0.2811458,0.2830134,-0.0018676
20,0.006884452,-0.10673543,"('rough', 'thoughtful')",0.9224977,0.7223657,0.4646911,0.3078151,0.156876
58,0.006816079,0.10786567,"('undiscriminating', 'discriminating')",-0.09708874,-0.28404525,-0.0451363,-0.0880898,0.0429535
78,-0.00037374347,0.034719966,"('nonresilient', 'resilient')",0.6839346,0.58970046,0.3417805,0.3122102,0.0295703
