,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
66,0.35725483,0.26314145,"('inactive', 'active')",0.034874544,-0.062815554,1.114578,1.1340448,0.5022358,0.4447902,0.0574456
24,0.35424298,0.36786926,"('dishonest', 'honest')",-0.96335536,-0.9195082,0.55533,0.63051623,-0.0179275,0.0262924,-0.0442199
77,0.32740054,0.33280462,"('unmotivated', 'motivated')",-0.9875707,-0.8678388,-0.65884095,-0.64989376,-0.4396704,-0.394976,-0.0446944
30,-0.32367915,-0.41697708,"('intolerant', 'tolerant')",-0.2119717,-0.21859539,1.0308967,0.94286764,0.1650819,0.1024317,0.0626502
52,0.31932753,0.41824913,"('irrational', 'rational')",1.2160105,1.3035557,-0.043332696,-0.05527339,0.4973351,0.5555105,-0.0581754
38,-0.310567,-0.20681569,"('untruthful', 'truthful')",-0.5240737,-0.46371976,-0.0035588033,0.038365994,-0.2793999,-0.2107231,-0.0686768
4,-0.30246332,-0.15735273,"('disliked', 'liked')",0.041569274,0.22291325,-6.1558037,-6.273037,-2.1388992,-2.0691589,-0.0697403
80,-0.2803259,-0.20953906,"('dominated', 'dominating')",-0.6379469,-0.8585923,-1.113424,-1.0947514,-0.6772323,-0.7209609,0.0437286
53,-0.2758202,-0.09961496,"('uncreative', 'creative')",1.2603779,1.501178,1.0147319,1.1321782,0.6664298,0.8445804,-0.1781506
58,0.26139694,0.30645853,"('undiscriminating', 'discriminating')",0.74006176,0.82961607,0.33136353,0.33307588,0.4442741,0.4897168,-0.0454427
13,-0.25763258,-0.31601098,"('impolite', 'polite')",-2.1645257,-2.2570486,-0.5341128,-0.4834227,-0.9854237,-1.0188274,0.0334037
72,0.25414574,0.25422743,"('unambitious', 'ambitious')",-0.61882704,-0.60932577,-0.88911957,-0.876569,-0.4179336,-0.4105558,-0.0073778
20,0.2501764,0.2717654,"('rough', 'thoughtful')",-0.65451694,-0.65543866,1.461228,1.5045686,0.3522958,0.3736318,-0.021336
1,0.24915758,0.37620962,"('unfriendly', 'friendly')",1.516171,1.8898766,1.9344714,2.0639172,1.2332667,1.4433344,-0.2100677
87,0.24428469,0.17108744,"('unsuccessful', 'successful')",-0.27297217,-0.42155138,0.94760346,1.0268701,0.3063053,0.2588021,0.0475032
17,-0.2424773,-0.10166231,"('nasty', 'nice')",-0.46201584,-0.21798022,-0.86313045,-0.69125676,-0.5225412,-0.3369664,-0.1855748
32,0.22661893,0.2561019,"('unkind', 'kind')",-0.46667165,-0.3929941,0.56218237,0.5780596,0.1073766,0.1470558,-0.0396792
19,-0.22645986,-0.10957527,"('inhospitable', 'hospitable')",-0.13248976,0.07162738,-0.14800273,0.03653913,-0.1689841,-0.0004696,-0.1685145
34,0.20749839,0.2204135,"('mean', 'honorable')",0.5218923,0.49137276,5.6877365,5.765991,2.1390424,2.1592592,-0.0202168
37,0.15434709,0.23810233,"('fake', 'genuine')",-0.3531849,-0.24914345,0.40075603,0.43392897,0.0673061,0.1409626,-0.0736565
40,0.14777204,0.20172277,"('stingy', 'generous')",-0.19622454,-0.005041467,-1.2850952,-1.2596757,-0.4445159,-0.3543315,-0.0901844
27,0.13811174,0.22208317,"('hardhearted', 'softhearted')",-0.1229694,0.0065096915,1.129403,1.2779391,0.3815151,0.5021773,-0.1206622
12,-0.13467571,-0.12991619,"('unsupportive', 'supportive')",-0.18583468,-0.07816186,-1.7490698,-1.7223539,-0.68986,-0.6434773,-0.0463827
62,-0.12847868,-0.1736896,"('incompetent', 'brilliant')",-1.3497378,-1.5031552,0.07205357,0.0093187615,-0.468721,-0.555842,0.087121
5,-0.12343207,-0.08781544,"('distant', 'outgoing')",0.57971257,0.7626339,-0.3424354,-0.21445036,0.0379484,0.153456,-0.1155076
74,-0.11308556,-0.13029906,"('undedicated', 'dedicated')",-0.043233585,-0.111612804,0.20342615,0.13647923,0.0157023,-0.0351442,0.0508465
29,0.08945613,0.118783146,"('unfair', 'fair')",0.46513477,0.52929974,-0.4911489,-0.47557855,0.0211473,0.0575014,-0.0363541
78,0.055653088,0.12026277,"('nonresilient', 'resilient')",0.2113535,0.3821674,0.76029754,0.85750353,0.3424347,0.4533112,-0.1108765
6,0.050542712,0.050704204,"('distant', 'open')",0.95920837,1.0855608,0.32496426,0.3724644,0.4449051,0.5029098,-0.0580047
