,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
23,-1.6178027,-1.6186469,"('insincere', 'sincere')",-0.4404299,-0.28491467,5.813438,6.212505,1.2517351,1.4363144,-0.1845793
3,-1.597825,-1.5967385,"('repellent', 'pleasant')",0.69465584,0.76211137,1.2756426,1.2630423,0.1241578,0.1428051,-0.0186473
36,1.5347569,1.1908007,"('hostile', 'amicable')",-0.8026946,-1.0406756,-0.454351,-0.41589484,0.0925704,-0.0885899,0.1811603
11,-1.5098721,-1.4371179,"('unhelpful', 'helpful')",-1.2849166,-1.0687163,1.4193012,1.6483405,-0.4584959,-0.2858312,-0.1726647
62,-1.4991986,-1.2278785,"('incompetent', 'brilliant')",0.34659633,0.654519,0.12236118,0.24902265,-0.3434137,-0.1081123,-0.2353014
38,-1.3881025,-1.4266626,"('untruthful', 'truthful')",-0.9346171,-0.87894,-0.7203065,-0.5536459,-1.014342,-0.9530828,-0.0612592
24,-1.3712969,-1.3933698,"('dishonest', 'honest')",-1.1633785,-1.1216772,0.06794897,0.2792691,-0.8222421,-0.7452593,-0.0769828
32,-1.3363384,-1.3089743,"('unkind', 'kind')",-0.06586839,-0.028893083,0.6463157,0.67406535,-0.2519637,-0.2212673,-0.0306964
6,1.2876409,0.9618143,"('distant', 'open')",-0.48913142,-0.7058598,-0.5342576,-0.3286585,0.088084,-0.0242347,0.1123187
47,-1.2703146,-1.1050252,"('stupid', 'smart')",-0.018956289,0.22330223,5.3456154,5.7437434,1.3521148,1.6206735,-0.2685587
74,-1.1912006,-1.2404392,"('undedicated', 'dedicated')",0.20425339,0.25297013,-0.3102978,-0.40263137,-0.432415,-0.4633668,0.0309518
7,-1.191077,-1.1604335,"('insensitive', 'sensitive')",0.27154917,0.3379257,0.6488239,0.60472536,-0.0902346,-0.0725942,-0.0176404
25,1.1833025,0.90408915,"('egoistic', 'altruistic')",0.76092595,0.7010927,0.9279217,0.9752183,0.9573834,0.8601334,0.09725
52,1.1673081,0.91434634,"('irrational', 'rational')",-1.2535756,-1.3217503,-0.5286057,-0.28839022,-0.2049577,-0.2319314,0.0269737
80,-1.1464564,-0.99686074,"('dominated', 'dominating')",0.95721275,1.2144848,-0.13562621,-0.37354586,-0.1082899,-0.0519739,-0.056316
33,1.1327688,0.8831786,"('wrong', 'right')",0.9511924,0.6929791,-0.81482446,-0.85382706,0.4230455,0.2407769,0.1822686
68,-1.1142521,-1.1759298,"('dependent', 'independent')",-0.295379,-0.3348891,-0.6945302,-0.7602251,-0.7013871,-0.7570147,0.0556276
59,1.1107906,1.0350046,"('foolish', 'wise')",-0.53586507,-0.53320915,-0.49147886,-0.24813084,0.0278156,0.0845549,-0.0567393
72,-1.1050527,-1.0641106,"('unambitious', 'ambitious')",-0.096902825,-0.25224036,-0.29150128,-0.23273817,-0.4978189,-0.516363,0.0185441
77,-1.0783082,-1.0664383,"('unmotivated', 'motivated')",1.1380733,1.1324283,-1.0445228,-1.134113,-0.3282526,-0.356041,0.0277884
79,1.0772521,0.83767176,"('wavering', 'unwavering')",-1.1793145,-1.4248031,-0.80231535,-0.7127072,-0.3014592,-0.4332795,0.1318203
37,-1.0556405,-1.1161228,"('fake', 'genuine')",-0.08480197,-0.012855299,0.34779456,0.5574374,-0.2642159,-0.1905136,-0.0737023
42,-1.0443096,-0.88476026,"('unreliable', 'reliable')",1.2231016,1.244174,-2.8235426,-2.9507024,-0.8815835,-0.8637629,-0.0178206
76,-0.9497511,-0.6206328,"('anxious', 'daring')",0.5433175,0.7157846,0.040184096,0.2598754,-0.1220832,0.1183424,-0.2404256
73,0.9133451,0.92385495,"('helpless', 'self-reliant')",0.2743774,0.1325303,-3.576767,-3.7073054,-0.7963482,-0.8836401,0.0872919
28,-0.89453095,-1.0784514,"('disloyal', 'loyal')",-0.09102182,-0.137553,0.98245394,1.0459514,-0.0010329,-0.0566843,0.0556514
30,-0.89386314,-0.78286964,"('intolerant', 'tolerant')",1.0812818,1.2217079,0.4382013,0.46774283,0.20854,0.3021937,-0.0936537
31,0.85916376,0.48579904,"('evil', 'good')",-1.3983514,-1.749828,-1.442179,-1.2517571,-0.6604555,-0.8385954,0.1781399
84,0.85342896,0.79300886,"('inferior', 'superior')",0.2734791,0.3799585,0.8497666,0.7832929,0.6588916,0.6520868,0.0068048
82,-0.7350698,-0.70527434,"('poor', 'rich')",0.8128659,0.83504945,6.268326,6.634376,2.1153739,2.254717,-0.1393431
49,-0.6110983,-0.48794997,"('unable', 'able')",-0.74415946,-0.48439097,-0.46696985,-0.3024695,-0.6074092,-0.4249368,-0.1824724
50,0.5845845,0.59182817,"('clumsy', 'skillful')",0.24775735,0.13854958,0.10795662,0.100470155,0.3134328,0.2769493,0.0364835
66,0.58387977,0.26416785,"('inactive', 'active')",1.5103712,1.065871,1.0317461,0.83469146,1.041999,0.7215768,0.3204222
78,-0.56753004,-0.61895174,"('nonresilient', 'resilient')",0.5416336,0.38620588,0.3241241,0.16528581,0.0994092,-0.0224867,0.1218959
61,-0.5444908,-0.59067273,"('illogical', 'logical')",0.5430977,0.53985506,0.75732553,0.7122455,0.2519775,0.220476,0.0315015
8,0.5411825,0.21539533,"('unaffectionate', 'affectionate')",-0.453714,-0.7171226,0.23325811,0.4867994,0.1069089,-0.004976,0.1118849
15,0.53920823,0.4496003,"('boring', 'funny')",-1.4021847,-1.354766,-0.1426901,-0.14414994,-0.3352222,-0.3497719,0.0145497
53,-0.53383094,-0.862334,"('uncreative', 'creative')",0.0047849864,-0.24057144,0.45995012,0.4297792,-0.0230319,-0.2243754,0.2013435
5,0.5172837,0.3297745,"('distant', 'outgoing')",-0.48411337,-0.63172233,-0.9072648,-0.72935086,-0.2913648,-0.3437662,0.0524014
44,0.5011236,0.7388195,"('prejudiced', 'unprejudiced')",-0.6285964,-0.47713253,-1.3122867,-1.1365602,-0.4799198,-0.2916244,-0.1882954
48,-0.48874724,-0.49224642,"('unintelligent', 'intelligent')",-0.53295416,-0.53983057,0.40003654,0.33377048,-0.2072216,-0.2327688,0.0255472
83,0.47392303,0.47550917,"('powerless', 'powerful')",0.9811549,0.9976145,-0.4836032,-0.6563477,0.3238249,0.2722587,0.0515662
26,0.47050112,0.1817026,"('hardhearted', 'benevolent')",1.31629,1.0969508,1.5476716,1.3439014,1.1114875,0.8741849,0.2373026
71,0.4517522,0.21974,"('diffident', 'self-confident')",1.1075499,0.90511775,0.11588221,0.10154285,0.5583947,0.4088002,0.1495945
34,-0.4460139,-0.3769685,"('mean', 'honorable')",-0.29944515,-0.195163,5.456493,5.6683917,1.5703446,1.6987534,-0.1284088
67,-0.43649578,-0.26356557,"('doubtful', 'determined')",0.14062661,0.34462768,-1.0574292,-0.8856992,-0.4510995,-0.2682124,-0.1828871
54,0.43616176,0.28851417,"('incapable', 'capable')",0.34027463,0.12707707,0.53146726,0.72623783,0.4359679,0.3806097,0.0553582
1,0.40931022,-0.15757713,"('unfriendly', 'friendly')",-0.09614282,-0.4900536,0.5505325,0.71829903,0.2879,0.0235561,0.2643439
4,-0.39709377,-0.5248485,"('disliked', 'liked')",0.035361208,-0.05227969,-7.3914523,-7.8111143,-2.5843949,-2.7960809,0.211686
16,0.37456667,0.3634329,"('unpopular', 'popular')",-1.2554857,-1.2694609,-0.21409282,-0.2027576,-0.3650039,-0.3695952,0.0045913
40,0.35648948,0.2983304,"('stingy', 'generous')",0.37954363,0.2667513,-1.9402113,-2.0780935,-0.4013927,-0.5043373,0.1029446
39,0.34298238,0.435256,"('exploitative', 'cooperative')",-0.032268487,0.1583485,0.5133821,0.5591974,0.2746987,0.3842673,-0.1095686
18,0.2614121,0.19856387,"('disagreeable', 'welcoming')",-0.3602182,-0.38795617,-0.67784613,-0.6565707,-0.2588841,-0.2819877,0.0231036
2,0.1778127,0.28869084,"('unlikable', 'likable')",1.363984,1.4596397,0.29192078,0.3409013,0.6112392,0.6964106,-0.0851714
20,-0.1617625,-0.16880506,"('rough', 'thoughtful')",0.52885514,0.4596365,0.915723,0.83857757,0.4276052,0.3764697,0.0511355
19,-0.096836075,-0.33858845,"('inhospitable', 'hospitable')",-0.44768265,-0.58260083,-0.8340892,-0.76584566,-0.459536,-0.562345,0.102809
87,-0.087505236,-0.024787132,"('unsuccessful', 'successful')",0.66836035,0.6582202,1.1196218,1.0022991,0.5668256,0.5452441,0.0215815
27,0.076579034,-0.30736867,"('hardhearted', 'softhearted')",0.18762806,-0.06979369,1.2461019,1.2420312,0.5034363,0.2882896,0.2151467
58,-0.06776141,-0.30642343,"('undiscriminating', 'discriminating')",0.8511082,0.66150063,0.085701555,-0.06061843,0.2896828,0.0981529,0.1915299
29,0.048459273,0.010217294,"('unfair', 'fair')",-0.3264349,-0.38589314,-0.18101895,-0.27336305,-0.1529982,-0.2163463,0.0633481
17,0.030278973,-0.040830206,"('nasty', 'nice')",-1.3469462,-1.4322454,-0.6737793,-0.71462744,-0.6634822,-0.7292344,0.0657522
9,0.02345825,-0.3167978,"('unaffectionate', 'caring')",0.42971063,0.09454836,0.9832489,1.1588981,0.4788059,0.3122162,0.1665897
88,0.0034908308,-0.1496636,"('low', 'eminent')",0.036457997,-0.16522591,-0.487188,-0.55997884,-0.1490797,-0.2916228,0.1425431
