,3m_male,3m_female,tuple,co_male,co_female,average_male,average_female,male-female
66,-1.0432549,-1.3378999,"('inactive', 'active')",-0.31514895,-0.67450327,-0.6792019,-1.0062016,0.3269997
45,1.0349656,0.6406543,"('incompetent', 'competent')",0.73602796,0.4877892,0.8854968,0.5642217,0.3212751
21,1.0313914,0.94041324,"('immoral', 'moral')",0.15831383,0.37127268,0.5948526,0.655843,-0.0609904
23,1.0124303,1.0025928,"('insincere', 'sincere')",6.302773,6.5326657,3.6576016,3.7676291,-0.1100275
67,1.0095814,1.0578152,"('doubtful', 'determined')",-0.13283753,-0.28774658,0.438372,0.3850343,0.0533377
13,1.0005267,0.7201003,"('impolite', 'polite')",0.5541011,0.6513874,0.7773139,0.6857438,0.0915701
53,-0.990586,-1.0174346,"('uncreative', 'creative')",0.9208998,0.8170305,-0.0348431,-0.1002021,0.065359
34,-0.9696242,-0.8528628,"('mean', 'honorable')",5.121142,5.1936464,2.0757589,2.1703918,-0.0946329
2,0.953349,1.0257766,"('unlikable', 'likable')",0.5669873,0.75833213,0.7601681,0.8920544,-0.1318863
63,0.94592154,0.8605369,"('unperceptive', 'insightful')",1.3230981,1.3761109,1.1345098,1.1183239,0.0161859
61,0.90452534,0.60241306,"('illogical', 'logical')",0.28488398,0.29281765,0.5947046,0.4476154,0.1470892
20,0.9041125,0.8060574,"('rough', 'thoughtful')",0.4354897,0.5147528,0.6698011,0.6604051,0.009396
18,-0.8342664,-0.66236115,"('disagreeable', 'welcoming')",-1.4262004,-1.2757654,-1.1302334,-0.9690633,-0.1611701
22,0.828847,0.5684837,"('untrustworthy', 'trustworthy')",0.0063204,0.075393885,0.4175837,0.3219388,0.0956449
43,0.827514,0.8218865,"('irresponsible', 'responsible')",1.5783004,1.7465092,1.2029072,1.2841978,-0.0812906
42,0.7980607,0.80927265,"('unreliable', 'reliable')",-2.30052,-2.3550339,-0.7512296,-0.7728806,0.021651
38,-0.79637194,-0.5751982,"('untruthful', 'truthful')",-0.07684728,0.15768412,-0.4366096,-0.208757,-0.2278526
70,0.7681215,0.5172012,"('lethargic', 'energetic')",1.3414536,1.2585558,1.0547875,0.8878785,0.166909
32,0.745939,0.6945906,"('unkind', 'kind')",1.3234512,1.396602,1.0346951,1.0455964,-0.0109013
7,0.73270285,0.64400476,"('insensitive', 'sensitive')",0.63206697,0.7229677,0.6823849,0.6834862,-0.0011013
4,-0.7084525,-0.64981925,"('disliked', 'liked')",-6.784008,-7.0034986,-3.7462304,-3.826659,0.0804286
46,0.7006825,0.41782796,"('uncompetitive', 'competitive')",0.41978535,0.30145073,0.560234,0.3596393,0.2005947
84,0.6973017,0.51986176,"('inferior', 'superior')",0.52220887,0.511531,0.6097553,0.5156964,0.0940589
27,-0.6603301,-0.51781183,"('hardhearted', 'softhearted')",-0.15134443,-0.027686866,-0.4058373,-0.2727494,-0.1330879
71,-0.64909315,-0.5535854,"('diffident', 'self-confident')",0.48143354,0.36672282,-0.0838298,-0.0934313,0.0096015
17,-0.6297505,-0.5997159,"('nasty', 'nice')",-0.25531387,-0.31554556,-0.4425322,-0.4576307,0.0150985
88,-0.6180653,-0.6583385,"('low', 'eminent')",-0.3180279,-0.29700026,-0.4680466,-0.4776694,0.0096228
86,-0.58578396,-0.7486929,"('uninfluential', 'influential')",-0.16702539,-0.17155322,-0.3764047,-0.4601231,0.0837184
50,0.58232707,0.62988895,"('clumsy', 'skillful')",0.50297403,0.4069314,0.5426506,0.5184102,0.0242404
74,0.5796144,0.31578532,"('undedicated', 'dedicated')",0.5114579,0.40805203,0.5455362,0.3619187,0.1836175
47,0.55980086,0.58623004,"('stupid', 'smart')",5.350772,5.4737177,2.9552865,3.029974,-0.0746875
10,0.51295763,0.25448692,"('unsympathetic', 'sympathetic')",0.67655766,0.5859912,0.5947577,0.4202391,0.1745186
28,-0.47099367,-0.5197165,"('disloyal', 'loyal')",0.8513501,0.81197405,0.1901782,0.1461288,0.0440494
26,-0.4708342,-0.8791221,"('hardhearted', 'benevolent')",0.5977164,0.29521984,0.0634411,-0.2919511,0.3553922
40,-0.46566722,-0.3283998,"('stingy', 'generous')",-2.587943,-2.626602,-1.5268052,-1.4775009,-0.0493043
72,0.46081278,0.45106527,"('unambitious', 'ambitious')",-0.32871485,-0.30181536,0.066049,0.074625,-0.008576
48,0.45699498,0.502994,"('unintelligent', 'intelligent')",0.649603,0.8627126,0.553299,0.6828533,-0.1295543
41,0.4549176,0.4656486,"('unforgiving', 'forgiving')",-0.35123953,-0.28025,0.051839,0.0926993,-0.0408603
78,-0.4421552,-0.25338447,"('nonresilient', 'resilient')",0.625664,0.78777146,0.0917544,0.2671935,-0.1754391
3,0.41606727,0.297691,"('repellent', 'pleasant')",0.75555855,0.7576357,0.5858129,0.5276634,0.0581495
77,0.37845564,0.2826652,"('unmotivated', 'motivated')",-0.03855097,-0.083033584,0.1699523,0.0998158,0.0701365
11,0.37135118,0.39422342,"('unhelpful', 'helpful')",2.9945304,3.0927172,1.6829408,1.7434703,-0.0605295
68,-0.29752764,-0.11514829,"('dependent', 'independent')",-0.80515546,-0.6009953,-0.5513415,-0.3580718,-0.1932697
37,0.28897005,0.14658043,"('fake', 'genuine')",0.40260065,0.33672988,0.3457853,0.2416552,0.1041301
24,-0.28740367,-0.38182902,"('dishonest', 'honest')",1.1226058,1.2992699,0.417601,0.4587204,-0.0411194
58,0.2705052,0.0035706908,"('undiscriminating', 'discriminating')",0.60806787,0.382202,0.4392865,0.1928864,0.2464001
15,0.24345367,0.14031485,"('boring', 'funny')",0.4267056,0.6003678,0.3350796,0.3703413,-0.0352617
83,0.2377396,0.08772757,"('powerless', 'powerful')",-0.85515743,-0.8843,-0.3087089,-0.3982862,0.0895773
33,0.18777622,0.09893997,"('wrong', 'right')",-1.0450715,-1.0338613,-0.4286476,-0.4674607,0.0388131
44,0.16423391,0.17451563,"('prejudiced', 'unprejudiced')",-1.1393274,-1.1953477,-0.4875467,-0.510416,0.0228693
54,-0.15239677,-0.19670273,"('incapable', 'capable')",0.6932621,0.69692206,0.2704327,0.2501097,0.020323
29,0.14477287,0.2618816,"('unfair', 'fair')",-0.7177261,-0.6009321,-0.2864766,-0.1695253,-0.1169513
12,0.11242501,0.15979657,"('unsupportive', 'supportive')",-1.4746388,-1.347644,-0.6811069,-0.5939237,-0.0871832
0,0.10797346,-0.30827385,"('unsociable', 'sociable')",0.69698906,0.47974524,0.4024813,0.0857357,0.3167456
69,-0.08321537,-0.03777246,"('lazy', 'industrious')",-1.5854818,-1.5643796,-0.8343486,-0.801076,-0.0332726
49,0.07217028,0.46180266,"('unable', 'able')",-0.44756076,-0.16241176,-0.1876952,0.1496955,-0.3373907
82,-0.0642343,0.023299456,"('poor', 'rich')",5.942912,6.1035213,2.9393389,3.0634103,-0.1240714
73,-0.061333615,0.07727052,"('helpless', 'self-reliant')",-3.4111812,-3.32881,-1.7362574,-1.6257697,-0.1104877
59,-0.035328347,0.21250758,"('foolish', 'wise')",-0.37536687,-0.23468947,-0.2053476,-0.0110909,-0.1942567
57,0.0073033944,-0.4542573,"('unimaginative', 'imaginative')",-2.3121946,-2.631263,-1.1524456,-1.5427601,0.3903145
