,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
40,-0.37161118,-0.265783,"('stingy', 'generous')",-2.0691483,-1.6830872,-1.2203797,-0.9744351,-0.2459446
59,-0.3216757,-0.3552738,"('foolish', 'wise')",0.32134774,0.4221363,-0.000164,0.0334312,-0.0335952
87,0.2989578,0.11391384,"('unsuccessful', 'successful')",0.6941988,0.7433263,0.4965783,0.4286201,0.0679582
65,0.28943864,-0.0019938685,"('insecure', 'secure')",-0.17506853,-0.3797679,0.0571851,-0.1908809,0.248066
26,0.24817462,0.44237328,"('hardhearted', 'benevolent')",1.6275479,1.7323333,0.9378613,1.0873532,-0.1494919
48,-0.23835638,-0.3444482,"('unintelligent', 'intelligent')",0.8316358,0.9297799,0.2966397,0.2926658,0.0039739
84,-0.22826952,0.021942783,"('inferior', 'superior')",0.7240844,0.97980773,0.2479074,0.5008752,-0.2529678
51,-0.2184501,-0.35932547,"('uneducated', 'educated')",-0.25404036,-0.15177086,-0.2362452,-0.2555482,0.019303
83,-0.2005437,-0.30127007,"('powerless', 'powerful')",-1.0031734,-1.0520498,-0.6018585,-0.6766599,0.0748014
82,-0.19991466,-0.55905384,"('poor', 'rich')",6.782769,6.3426867,3.2914274,2.8918164,0.399611
41,-0.18348679,-0.3215606,"('unforgiving', 'forgiving')",-0.15628356,-0.08098164,-0.1698852,-0.2012711,0.0313859
64,0.17196845,0.38511047,"('shy', 'confident')",-6.8887763,-6.512682,-3.3584039,-3.0637858,-0.2946181
34,-0.15497693,-0.2531777,"('mean', 'honorable')",5.7816105,5.510003,2.8133168,2.6284127,0.1849041
47,-0.1502317,-0.32847303,"('stupid', 'smart')",5.786536,5.462469,2.8181522,2.566998,0.2511542
88,0.13514155,0.059806,"('low', 'eminent')",-0.21439897,-0.273454,-0.0396287,-0.106824,0.0671953
50,-0.11265819,-0.17667761,"('clumsy', 'skillful')",0.25132516,0.36570382,0.0693335,0.0945131,-0.0251796
67,0.09415228,0.002156007,"('doubtful', 'determined')",-0.3898834,-0.54408497,-0.1478656,-0.2709645,0.1230989
62,0.08404925,-0.21287702,"('incompetent', 'brilliant')",0.45861524,0.3483973,0.2713322,0.0677601,0.2035721
2,0.07360363,-0.139555,"('unlikable', 'likable')",0.6325916,0.5599818,0.3530976,0.2102134,0.1428842
20,-0.07091343,0.024809372,"('rough', 'thoughtful')",0.97419107,1.1811997,0.4516388,0.6030045,-0.1513657
35,-0.048513167,0.115279384,"('corrupt', 'incorrupt')",-0.33649734,-0.30683398,-0.1925053,-0.0957773,-0.096728
15,-0.041267633,-0.08526373,"('boring', 'funny')",0.18243332,-0.044617817,0.0705828,-0.0649408,0.1355236
49,-0.035546012,-0.20213072,"('unable', 'able')",-0.08745306,-0.18629918,-0.0614995,-0.1942149,0.1327154
55,-0.034047313,-0.24882355,"('incompetent', 'clever')",0.23035786,0.2960254,0.0981553,0.0236009,0.0745544
75,0.02981657,-0.037154313,"('meek', 'impulsive')",-0.73686963,-0.8485977,-0.3535265,-0.442876,0.0893495
74,0.027473096,0.049175154,"('undedicated', 'dedicated')",-0.46893823,-0.31050098,-0.2207326,-0.1306629,-0.0900697
22,0.00024024211,-0.119025245,"('untrustworthy', 'trustworthy')",-1.0257394,-0.99695385,-0.5127496,-0.5579895,0.0452399
