,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,male-female
77,-0.8562435,-0.8661876,"('unmotivated', 'motivated')",-1.423548,-1.310486,-1.1398957,-1.0883367,-0.051559
9,-0.8417347,-1.0085566,"('unaffectionate', 'caring')",1.4114462,1.167515,0.2848558,0.0794792,0.2053766
23,-0.84112054,-0.9399555,"('insincere', 'sincere')",5.5449457,5.193222,2.3519125,2.1266332,0.2252793
19,-0.7979379,-0.77268326,"('inhospitable', 'hospitable')",-0.2601332,-0.24549347,-0.5290356,-0.5090884,-0.0199472
82,-0.7896705,-0.6821352,"('poor', 'rich')",5.919443,5.7771482,2.5648863,2.5475066,0.0173797
63,-0.7793961,-0.9195746,"('unperceptive', 'insightful')",0.68264055,0.46056038,-0.0483778,-0.2295071,0.1811293
47,-0.7752266,-0.60974646,"('stupid', 'smart')",4.7899685,4.6719666,2.0073709,2.03111,-0.0237391
24,-0.7455373,-0.6821845,"('dishonest', 'honest')",0.3545112,0.29425228,-0.195513,-0.1939661,-0.0015469
42,-0.7440638,-0.6888105,"('unreliable', 'reliable')",-3.2503076,-3.1732202,-1.9971857,-1.9310154,-0.0661703
38,-0.7410323,-0.7100576,"('untruthful', 'truthful')",-0.5076207,-0.46145633,-0.6243265,-0.585757,-0.0385695
49,-0.70089716,-0.34209904,"('unable', 'able')",-0.57398653,-0.5159904,-0.6374419,-0.4290447,-0.2083972
3,-0.6646432,-0.70064825,"('repellent', 'pleasant')",0.8167892,0.826397,0.076073,0.0628744,0.0131986
18,-0.66196305,-0.43923196,"('disagreeable', 'welcoming')",-0.6694382,-0.6841137,-0.6657006,-0.5616728,-0.1040278
41,-0.6569109,-0.4604018,"('unforgiving', 'forgiving')",-0.0682864,-0.299568,-0.3625987,-0.3799849,0.0173862
29,-0.6545683,-0.68580365,"('unfair', 'fair')",-0.17197992,-0.29969126,-0.4132741,-0.4927475,0.0794734
61,-0.64402676,-0.76934314,"('illogical', 'logical')",0.67906195,0.5305102,0.0175176,-0.1194165,0.1369341
85,0.6229168,0.5787153,"('insignificant', 'prestigious')",0.26110312,0.07503452,0.44201,0.3268749,0.1151351
76,-0.622249,-0.5218576,"('anxious', 'daring')",-0.5641905,-0.45308822,-0.5932198,-0.4874729,-0.1057469
58,-0.59305924,-0.72707677,"('undiscriminating', 'discriminating')",0.38477686,0.2635037,-0.1041412,-0.2317865,0.1276453
54,-0.58271396,-0.33744898,"('incapable', 'capable')",0.7073154,0.8215147,0.0623007,0.2420329,-0.1797322
48,-0.58161783,-0.6247578,"('unintelligent', 'intelligent')",0.55440927,0.48628783,-0.0136043,-0.069235,0.0556307
35,0.57144177,0.6542261,"('corrupt', 'incorrupt')",-0.5359113,-0.59705544,0.0177652,0.0285853,-0.0108201
2,0.53540933,0.89047265,"('unlikable', 'likable')",0.624135,0.74534374,0.5797722,0.8179082,-0.238136
16,-0.52088976,-0.2999819,"('unpopular', 'popular')",-0.07201743,0.04102519,-0.2964536,-0.1294784,-0.1669752
72,-0.49239787,-0.30538467,"('unambitious', 'ambitious')",-0.5090225,-0.522848,-0.5007102,-0.4141163,-0.0865939
78,-0.4889891,-0.5765737,"('nonresilient', 'resilient')",-0.02735,-0.08062457,-0.2581696,-0.3285992,0.0704296
8,-0.48284444,-0.5082635,"('unaffectionate', 'affectionate')",1.0183362,0.8396112,0.2677459,0.1656738,0.1020721
81,-0.48112246,-0.47686756,"('submissive', 'aggressive')",-0.8348913,-0.69646037,-0.6580069,-0.586664,-0.0713429
88,-0.458115,-0.5610684,"('low', 'eminent')",-0.33064947,-0.39811826,-0.3943822,-0.4795933,0.0852111
62,-0.4330424,-0.19840637,"('incompetent', 'brilliant')",0.36518192,0.51126254,-0.0339302,0.1564281,-0.1903583
64,-0.42817053,-0.38418922,"('shy', 'confident')",-6.3361835,-5.9689918,-3.3821771,-3.1765904,-0.2055867
44,0.38826582,0.5518183,"('prejudiced', 'unprejudiced')",-1.6423384,-1.4540029,-0.6270363,-0.4510923,-0.175944
74,-0.36355728,-0.4134976,"('undedicated', 'dedicated')",-0.22869232,-0.31166205,-0.2961248,-0.3625798,0.066455
71,-0.3433986,-0.4122365,"('diffident', 'self-confident')",0.44817108,0.22739395,0.0523862,-0.0924213,0.1448075
17,-0.3194019,-0.22487149,"('nasty', 'nice')",-0.6537577,-0.6823043,-0.4865798,-0.4535879,-0.0329919
33,0.31524292,0.28616545,"('wrong', 'right')",-0.567299,-0.56075895,-0.126028,-0.1372968,0.0112688
4,-0.31206855,-0.21774192,"('disliked', 'liked')",-6.4396863,-6.3238707,-3.3758774,-3.2708063,-0.1050711
52,0.30113706,0.16999657,"('irrational', 'rational')",0.29939395,0.2579349,0.3002655,0.2139657,0.0862998
39,0.29786083,0.31581485,"('exploitative', 'cooperative')",0.24482381,0.1882234,0.2713423,0.2520191,0.0193232
36,0.28298986,0.14530279,"('hostile', 'amicable')",-0.06113971,-0.41747558,0.1109251,-0.1360864,0.2470115
79,0.27324486,0.26201546,"('wavering', 'unwavering')",-0.36021206,-0.564105,-0.0434836,-0.1510448,0.1075612
25,0.26886988,0.3228416,"('egoistic', 'altruistic')",1.5947838,1.5512553,0.9318268,0.9370485,-0.0052217
80,-0.25166208,-0.25536972,"('dominated', 'dominating')",-0.8767746,-0.79471684,-0.5642183,-0.5250432,-0.0391751
87,-0.2130698,-0.2590721,"('unsuccessful', 'successful')",0.95810485,1.0174654,0.3725175,0.3791966,-0.0066791
66,-0.20063132,-0.32240367,"('inactive', 'active')",0.32155645,0.19458258,0.0604626,-0.0639105,0.1243731
59,0.20007834,0.26590228,"('foolish', 'wise')",-0.031669505,0.031302195,0.0842044,0.1486022,-0.0643978
6,-0.1901302,-0.20497733,"('distant', 'open')",-0.23152609,-0.36695063,-0.2108282,-0.285964,0.0751358
20,-0.18808162,-0.04846332,"('rough', 'thoughtful')",0.63310766,0.6717362,0.222513,0.3116364,-0.0891234
40,0.17493424,0.21131796,"('stingy', 'generous')",-1.4977446,-1.6805363,-0.6614051,-0.7346091,0.073204
26,0.16639361,-0.11979978,"('hardhearted', 'benevolent')",1.7711172,1.456326,0.9687554,0.6682631,0.3004923
50,0.14887628,0.21860436,"('clumsy', 'skillful')",-0.07382871,-0.10929284,0.0375238,0.0546558,-0.017132
31,0.14247514,0.103664845,"('evil', 'good')",-0.5663404,-0.79722244,-0.2119326,-0.3467788,0.1348462
67,-0.12408818,0.014802378,"('doubtful', 'determined')",-0.7785085,-0.61655724,-0.4512983,-0.3008774,-0.1504209
37,-0.11374551,-0.10310028,"('fake', 'genuine')",0.19798803,0.13558102,0.0421213,0.0162404,0.0258809
5,0.11120583,0.18224415,"('distant', 'outgoing')",-0.2809788,-0.29528427,-0.0848865,-0.0565201,-0.0283664
34,0.108880445,0.16962208,"('mean', 'honorable')",5.4055905,5.230284,2.7572355,2.6999531,0.0572824
27,-0.08874614,-0.2712095,"('hardhearted', 'softhearted')",1.3735744,1.2298082,0.6424141,0.4792994,0.1631147
83,-0.07560258,-0.08668574,"('powerless', 'powerful')",-0.9845332,-0.9828542,-0.5300679,-0.53477,0.0047021
84,-0.048836317,0.016532715,"('inferior', 'superior')",0.78142256,0.8933992,0.3662931,0.4549659,-0.0886728
15,-0.039752945,-0.18302985,"('boring', 'funny')",0.12556961,-0.006136909,0.0429083,-0.0945834,0.1374917
