,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,-0.4144982,-0.4567079,"('lethargic', 'energetic')",0.8383086,0.5911697,0.2119052,0.0672309,0.1446743
31,0.3917537,0.38370663,"('evil', 'good')",-1.7216514,-1.6208938,-0.6649489,-0.6185936,-0.0463553
16,-0.35420173,-0.4112115,"('unpopular', 'popular')",0.46466598,0.39647886,0.0552321,-0.0073663,0.0625984
35,-0.3514001,-0.60135794,"('corrupt', 'incorrupt')",-0.62990314,-0.63332844,-0.4906516,-0.6173432,0.1266916
42,-0.35099602,-0.30254465,"('unreliable', 'reliable')",-2.92641,-2.8275642,-1.638703,-1.5650544,-0.0736486
0,-0.32602638,-0.31875414,"('unsociable', 'sociable')",-0.5910211,-0.7274274,-0.4585238,-0.5230908,0.064567
28,0.29374042,0.30796006,"('disloyal', 'loyal')",1.2430457,1.2275733,0.768393,0.7677667,0.0006263
30,0.284525,0.37532473,"('intolerant', 'tolerant')",0.7922314,0.85248667,0.5383782,0.6139057,-0.0755275
43,0.27883554,0.38349074,"('irresponsible', 'responsible')",0.83574444,0.67329884,0.55729,0.5283948,0.0288952
50,-0.27492994,-0.32978535,"('clumsy', 'skillful')",0.7392214,0.7501979,0.2321457,0.2102063,0.0219394
62,0.26335856,0.44510245,"('incompetent', 'brilliant')",0.6026731,0.6446077,0.4330158,0.5448551,-0.1118393
2,0.23526604,0.24526796,"('unlikable', 'likable')",0.6500436,0.8366745,0.4426548,0.5409712,-0.0983164
47,0.2352009,0.46422157,"('stupid', 'smart')",5.0882273,5.2480345,2.6617141,2.856128,-0.1944139
11,0.22785018,0.2316319,"('unhelpful', 'helpful')",2.5171602,2.4954834,1.3725052,1.3635577,0.0089475
60,0.20184575,0.3602194,"('inefficient', 'efficient')",0.8777458,0.7646745,0.5397958,0.562447,-0.0226512
83,-0.19469967,-0.32393292,"('powerless', 'powerful')",-0.70961934,-0.7342049,-0.4521595,-0.5290689,0.0769094
40,-0.1925047,-0.09274745,"('stingy', 'generous')",-2.0756507,-2.0887191,-1.1340777,-1.0907333,-0.0433444
63,0.18838432,0.11892257,"('unperceptive', 'insightful')",1.1504997,0.9161242,0.669442,0.5175234,0.1519186
15,-0.18624285,-0.26558638,"('boring', 'funny')",-0.21006408,-0.015057921,-0.1981535,-0.1403221,-0.0578314
58,0.18199044,-0.14155911,"('undiscriminating', 'discriminating')",-0.1443461,-0.34981728,0.0188222,-0.2456882,0.2645104
87,0.17862791,0.15670314,"('unsuccessful', 'successful')",0.6675228,0.5679258,0.4230753,0.3623145,0.0607608
76,-0.17306459,-0.14915098,"('anxious', 'daring')",0.50744426,0.38114494,0.1671898,0.115997,0.0511928
37,-0.17215855,-0.3436481,"('fake', 'genuine')",0.4514781,0.33162898,0.1396598,-0.0060096,0.1456694
49,0.14499593,0.12638023,"('unable', 'able')",-0.15199058,-0.100649364,-0.0034973,0.0128654,-0.0163627
27,0.14391214,0.1656864,"('hardhearted', 'softhearted')",0.8764546,0.82968956,0.5101833,0.497688,0.0124953
48,0.14055939,0.22429618,"('unintelligent', 'intelligent')",0.98007584,0.87898564,0.5603176,0.5516409,0.0086767
20,-0.11443851,-0.041975763,"('rough', 'thoughtful')",1.2806693,1.1111672,0.5831154,0.5345957,0.0485197
52,0.10604086,0.14460349,"('irrational', 'rational')",-0.48888764,-0.0561684,-0.1914234,0.0442175,-0.2356409
69,-0.104344085,-0.1758408,"('lazy', 'industrious')",-0.8781546,-0.7347117,-0.4912493,-0.4552763,-0.035973
21,-0.08512022,-0.049385156,"('immoral', 'moral')",-0.6149572,-0.76860774,-0.3500387,-0.4089964,0.0589577
77,-0.084735416,-0.13343537,"('unmotivated', 'motivated')",-0.52515674,-0.74293554,-0.3049461,-0.4381855,0.1332394
18,-0.05845865,0.021540731,"('disagreeable', 'welcoming')",-0.53671473,-0.3625908,-0.2975867,-0.170525,-0.1270617
78,0.05142168,0.043226473,"('nonresilient', 'resilient')",0.20889872,0.005395651,0.1301602,0.0243111,0.1058491
41,-0.046287365,0.15342805,"('unforgiving', 'forgiving')",-0.26872388,-0.14339314,-0.1575056,0.0050175,-0.1625231
36,0.038521864,-0.21337162,"('hostile', 'amicable')",-0.39277557,-0.38485873,-0.1771269,-0.2991152,0.1219883
88,0.033152543,0.0056936033,"('low', 'eminent')",0.48129064,0.35534602,0.2572216,0.1805198,0.0767018
7,-0.030922353,0.12592387,"('insensitive', 'sensitive')",0.52415025,0.3956623,0.2466139,0.2607931,-0.0141792
