,ims_male,ims_female,tuple,health_male,health_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
26,-0.45480722,-0.566362,"('hardhearted', 'benevolent')",1.9054871,1.6426237,1.8572464,1.6634729,1.7169935,1.4870688,1.2562299,1.0567008,0.1995291
84,-0.40929228,-0.20178327,"('inferior', 'superior')",0.8534461,0.9550393,-0.062717475,0.10731238,0.5298578,0.7179203,0.2278236,0.3946222,-0.1667986
19,-0.3921611,-0.19648626,"('inhospitable', 'hospitable')",0.31973422,0.4798188,-0.6779071,-0.3301418,-0.080444954,0.07421291,-0.2076947,0.0068509,-0.2145456
54,-0.38691124,-0.09384605,"('incapable', 'capable')",0.5095556,0.557733,0.39368382,0.8074816,0.8482939,1.0458815,0.3411555,0.5793125,-0.238157
72,-0.38477197,-0.19320786,"('unambitious', 'ambitious')",0.26413494,0.36912847,-0.41491017,-0.23377624,-1.2867942,-1.0916055,-0.4555854,-0.2873653,-0.1682201
22,-0.36316893,-0.5699677,"('untrustworthy', 'trustworthy')",-0.111763135,-0.19370878,-0.17422193,-0.182987,-1.0913824,-1.0388315,-0.4351341,-0.4963737,0.0612396
87,0.35633963,0.18450512,"('unsuccessful', 'successful')",0.088427834,-0.012357086,0.7204298,0.7714849,0.67729115,0.5147457,0.4606221,0.3645947,0.0960274
44,0.35254285,0.2131787,"('prejudiced', 'unprejudiced')",-0.46823007,-0.47099286,-0.12391473,-0.30397168,-1.3716353,-1.4408197,-0.4028093,-0.5006514,0.0978421
75,-0.3454742,-0.35746923,"('meek', 'impulsive')",0.5596848,0.46042246,0.32045466,0.13754381,-0.16058277,-0.068603694,0.0935206,0.0429733,0.0505473
14,0.3416279,-0.24277529,"('antisocial', 'social')",-0.1239717,-0.34308383,1.3378726,1.0450859,-0.6722554,-0.9797035,0.2208184,-0.1301192,0.3509376
7,0.33780792,0.062328167,"('insensitive', 'sensitive')",-0.27041832,-0.2612155,0.33366716,0.4206393,0.65411,0.6633443,0.2637917,0.2212741,0.0425176
55,-0.32272607,-0.39623985,"('incompetent', 'clever')",-1.4432524,-1.396556,-0.41319302,-0.4173053,-0.22478327,-0.15286319,-0.6009887,-0.5907411,-0.0102476
49,-0.32119966,-0.036293864,"('unable', 'able')",-0.32949936,0.029217511,-0.49097636,-0.1013076,-0.22335336,0.25883815,-0.3412572,0.0376135,-0.3788707
41,-0.29039395,-0.4597118,"('unforgiving', 'forgiving')",0.35486463,0.29677507,-0.010591678,-0.2086954,0.33810577,0.23276082,0.0979962,-0.0347178,0.132714
15,-0.27619514,-0.55030173,"('boring', 'funny')",0.44997117,0.36285987,-0.76073414,-0.7607767,0.44395003,0.29943502,-0.035752,-0.1621959,0.1264439
20,-0.26121384,-0.24868691,"('rough', 'thoughtful')",-0.6157754,-0.6466838,-0.58973855,-0.36450368,0.69309086,0.7018457,-0.1934092,-0.1395072,-0.053902
66,-0.2555905,-0.4224615,"('inactive', 'active')",-0.08684467,-0.2175582,0.98630494,0.915606,1.1125817,0.91290426,0.4391129,0.2971227,0.1419902
63,0.24356508,0.009147357,"('unperceptive', 'insightful')",0.36726406,0.3494307,1.1506194,1.2998487,1.3301474,1.3986504,0.772899,0.7642693,0.0086297
23,0.2394937,0.072245,"('insincere', 'sincere')",-0.08612193,-0.086895056,-0.40329048,-0.24511755,5.3517914,5.359053,1.2754681,1.2748214,0.0006467
65,0.20826763,-0.12430339,"('insecure', 'secure')",-1.1802688,-1.4178846,0.10100357,0.005555216,-0.37357596,-0.26717633,-0.3111434,-0.4509522,0.1398088
69,0.1853413,0.5082602,"('lazy', 'industrious')",0.8769974,1.0303795,0.6540075,0.9824125,-0.34200364,-0.20725991,0.3435857,0.5784481,-0.2348624
74,0.17569324,0.2565572,"('undedicated', 'dedicated')",0.7155477,0.7910304,-0.26311636,-0.098252244,0.18273297,0.21697983,0.2027144,0.2915788,-0.0888644
3,0.17313072,-0.074215874,"('repellent', 'pleasant')",-1.0921595,-1.1152099,0.18427041,0.21754353,0.26891923,0.14424457,-0.1164598,-0.2069094,0.0904496
59,0.17026049,0.43549973,"('foolish', 'wise')",2.046342,2.0653174,-0.1677586,0.085923254,0.36600256,0.58478177,0.6037115,0.7928805,-0.189169
88,-0.15643924,-0.23746799,"('low', 'eminent')",-0.28511983,-0.30735666,0.13611886,0.055066034,0.5632252,0.36718753,0.0644462,-0.0306428,0.095089
38,-0.15138198,-0.117731005,"('untruthful', 'truthful')",0.73739034,0.8601188,-0.43580452,-0.24310082,0.32301405,0.5137301,0.1183045,0.2532543,-0.1349498
24,0.11077646,0.20805967,"('dishonest', 'honest')",0.54983413,0.57423264,-0.7956116,-0.54852563,0.55903256,0.73682576,0.1060079,0.2426481,-0.1366402
61,-0.10395296,-0.34359878,"('illogical', 'logical')",-0.11224499,-0.20873767,-0.17091027,-0.05148593,0.042711653,-0.10314286,-0.0860991,-0.1767413,0.0906422
45,-0.08540155,-0.42929548,"('incompetent', 'competent')",0.2555316,0.14897534,0.08219482,-0.14964095,-0.14193062,-0.3194065,0.0275986,-0.1873419,0.2149405
33,-0.061151516,0.12455885,"('wrong', 'right')",0.87475616,0.8679401,0.46710268,0.62575233,-0.5688765,-0.5615969,0.1779577,0.2641636,-0.0862059
79,-0.05964979,-0.11712824,"('wavering', 'unwavering')",0.60892266,0.6271732,-0.77668965,-0.71725535,9.8876655e-05,0.005592726,-0.0568295,-0.0504044,-0.0064251
46,-0.05786628,-0.26109785,"('uncompetitive', 'competitive')",-0.25177693,-0.20012778,0.57763493,0.25856084,-0.32888162,-0.3868301,-0.0152225,-0.1473737,0.1321512
21,0.043226372,-0.21830091,"('immoral', 'moral')",0.6214721,0.58388597,-0.12792915,0.046133462,-0.78388226,-0.78456587,-0.0617782,-0.0932118,0.0314336
64,-0.040904153,-0.10772236,"('shy', 'confident')",-0.25323075,-0.2757754,0.6402331,0.74690545,-6.026978,-5.9539313,-1.4202199,-1.3976309,-0.022589
71,0.028387927,0.12430453,"('diffident', 'self-confident')",2.9171731,2.8392506,1.4730872,1.5973053,0.94157726,0.89548665,1.3400564,1.3640869,-0.0240305
77,0.019689271,0.08077213,"('unmotivated', 'motivated')",-0.3431615,-0.18847847,0.80179584,0.9062614,-1.0183084,-0.9035197,-0.1349962,-0.0262412,-0.108755
51,-0.0033197552,0.07309657,"('uneducated', 'educated')",-0.10856286,0.02696059,0.3358767,0.5841073,0.25256252,0.3233834,0.1191391,0.251887,-0.1327479
