,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
12,-0.16931024,-0.21741216,"('unsupportive', 'supportive')",-0.50089073,-0.5961095,1.7153398,1.563653,0.3483796,0.2500438,0.0983358
77,0.15429574,0.13061945,"('unmotivated', 'motivated')",-0.96239734,-0.9450161,-0.31786853,-0.37093562,-0.3753234,-0.3951108,0.0197874
21,0.1367211,0.21252674,"('immoral', 'moral')",-0.886737,-0.5839605,-0.29605263,-0.054469347,-0.3486895,-0.1419677,-0.2067218
44,-0.12928975,-0.12535278,"('prejudiced', 'unprejudiced')",0.08814798,0.2010511,0.29153875,0.46592742,0.0834657,0.1805419,-0.0970762
84,0.10908697,0.17912182,"('inferior', 'superior')",0.124195546,0.20965508,-0.09284878,0.015675373,0.0468112,0.1348174,-0.0880062
31,-0.10442803,-0.44739813,"('evil', 'good')",1.3617277,1.0840603,0.16678597,-0.04531818,0.4746952,0.1971147,0.2775805
81,-0.10407065,0.105150744,"('submissive', 'aggressive')",-1.5357804,-1.237189,0.033204764,0.15358375,-0.5355488,-0.3261515,-0.2093973
68,-0.09888952,-0.006691739,"('dependent', 'independent')",-1.2603087,-1.1329573,-1.6947783,-1.3853062,-1.0179922,-0.8416518,-0.1763404
30,-0.09386064,0.118279815,"('intolerant', 'tolerant')",-1.690955,-1.4903541,-0.2998397,0.0019989982,-0.6948851,-0.4566917,-0.2381934
19,0.08865588,0.0066681467,"('inhospitable', 'hospitable')",0.80253255,0.6530894,0.2662931,0.11439724,0.3858272,0.2580516,0.1277756
71,-0.08300787,0.027307425,"('diffident', 'self-confident')",-0.23749863,-0.21743979,1.1679678,1.241275,0.2824871,0.3503809,-0.0678938
52,0.03888414,-0.19523926,"('irrational', 'rational')",0.9318687,0.71898705,0.26904905,0.10940792,0.4132673,0.2110519,0.2022154
56,0.02925875,0.3289277,"('impractical', 'practical')",-1.8550376,-1.6009691,0.5988979,0.8658194,-0.4089603,-0.1354073,-0.273553
75,-0.021640308,0.021039797,"('meek', 'impulsive')",0.40018815,0.6339486,0.48933914,0.5659439,0.2892957,0.4069774,-0.1176817
