,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
42,-0.75870025,-0.6395041,"('unreliable', 'reliable')",0.55785805,0.68277436,-2.8114884,-2.6003337,-1.0041102,-0.8523544,-0.1517558
64,-0.74891883,-0.8869739,"('shy', 'confident')",0.14750247,-0.14568959,-5.6165457,-5.568224,-2.0726541,-2.2002958,0.1276417
87,-0.66773105,-0.8153532,"('unsuccessful', 'successful')",0.7045292,0.3992785,0.2679315,0.062181003,0.1015766,-0.1179646,0.2195412
27,-0.64378995,-0.4990199,"('hardhearted', 'softhearted')",-0.1467596,0.27388796,0.9229478,1.1595846,0.0441328,0.3114842,-0.2673514
4,0.594795,0.75110817,"('disliked', 'liked')",-1.0937512,-0.8715517,-5.4310737,-4.901631,-1.9766766,-1.6740247,-0.3026519
29,-0.5923881,-0.51083976,"('unfair', 'fair')",-0.7012769,-0.57230353,-0.7513776,-0.8186945,-0.6816808,-0.6339459,-0.0477349
71,0.57137644,0.69457257,"('diffident', 'self-confident')",0.64232606,0.555265,0.41375616,0.50840247,0.5424862,0.58608,-0.0435938
74,-0.52628446,-0.40436962,"('undedicated', 'dedicated')",0.55160946,0.6774879,0.13213888,0.1767772,0.052488,0.1499652,-0.0974772
52,0.5005506,0.4143965,"('irrational', 'rational')",-0.7387383,-0.6031899,-0.4248749,-0.29184645,-0.2210209,-0.1602133,-0.0608076
8,-0.49969947,-0.56075144,"('unaffectionate', 'affectionate')",-0.7763355,-0.4009683,0.3508699,0.644928,-0.3083884,-0.1055973,-0.2027911
78,-0.44955444,-0.58501416,"('nonresilient', 'resilient')",0.37254247,0.35244554,0.029708764,0.06396781,-0.0157677,-0.0562003,0.0404326
26,-0.41124898,-0.098348305,"('hardhearted', 'benevolent')",-0.42904374,-0.084413536,1.486503,1.7572671,0.2154034,0.5248351,-0.3094317
16,0.3645473,0.20824921,"('unpopular', 'popular')",-1.0568662,-0.95910734,0.15246081,0.049524456,-0.1799527,-0.2337779,0.0538252
77,-0.34949014,-0.48244625,"('unmotivated', 'motivated')",1.1106099,0.8253896,-1.0977957,-1.2373494,-0.1122253,-0.2981353,0.18591
49,-0.34237257,-0.2658856,"('unable', 'able')",-0.71164376,-0.6236183,-0.34773633,-0.28324133,-0.4672509,-0.3909151,-0.0763358
66,0.33245862,0.18264732,"('inactive', 'active')",-0.6168901,-0.5913491,0.6815153,0.6025041,0.1323613,0.0646008,0.0677605
54,-0.33238116,-0.55619353,"('incapable', 'capable')",-0.7979163,-0.8388807,0.7942808,0.70039773,-0.1120055,-0.2315588,0.1195533
61,-0.3297939,-0.32018846,"('illogical', 'logical')",1.3482368,1.2618667,-0.19229425,-0.31400895,0.2753829,0.2092231,0.0661598
17,-0.29928568,-0.37159806,"('nasty', 'nice')",-1.2339364,-1.210917,-0.4413587,-0.53312224,-0.6581936,-0.7052124,0.0470188
53,-0.28786105,-0.38162076,"('uncreative', 'creative')",1.2316935,1.297055,0.80545366,0.99531525,0.5830954,0.6369165,-0.0538211
34,-0.2648645,-0.26733074,"('mean', 'honorable')",0.51055205,0.41694796,5.291843,5.0087957,1.8458435,1.719471,0.1263725
15,-0.21740383,-0.1953905,"('boring', 'funny')",-0.7617556,-0.75330377,-0.0074843355,0.07808275,-0.3288812,-0.2902038,-0.0386774
1,-0.20510751,-0.14382248,"('unfriendly', 'friendly')",0.5924312,0.9005232,1.4698167,1.8716319,0.6190468,0.8761109,-0.2570641
18,-0.1810835,-0.2544755,"('disagreeable', 'welcoming')",-0.3669011,-0.4652385,-0.19845262,-0.16952996,-0.2488124,-0.2964147,0.0476023
84,0.15662938,0.15140192,"('inferior', 'superior')",0.01846224,0.11816816,0.83087736,0.85863036,0.335323,0.3760668,-0.0407438
12,-0.14785857,-0.19364098,"('unsupportive', 'supportive')",0.5585895,0.6376228,-1.3077227,-1.1670759,-0.2989972,-0.2410314,-0.0579658
83,-0.13110311,-0.026379012,"('powerless', 'powerful')",0.6306182,0.58842814,-1.0310175,-0.9513913,-0.1771675,-0.1297807,-0.0473868
44,0.12957989,0.18603818,"('prejudiced', 'unprejudiced')",-0.45859027,-0.33491844,-1.1843071,-1.2921948,-0.5044392,-0.4803584,-0.0240808
88,-0.12408897,-0.17331406,"('low', 'eminent')",-0.08442162,-0.16070694,0.23115069,0.19067276,0.0075467,-0.0477827,0.0553294
67,0.119139,0.06577243,"('doubtful', 'determined')",-0.24933706,-0.4263963,-0.6536684,-0.79556113,-0.2612888,-0.385395,0.1241062
2,0.105929546,-0.066126496,"('unlikable', 'likable')",1.5283626,1.3943541,0.880107,0.78438747,0.838133,0.704205,0.133928
39,0.09296181,-0.037878413,"('exploitative', 'cooperative')",1.1644424,1.0626374,0.12019871,0.0038912343,0.459201,0.3428834,0.1163176
40,0.045021765,0.11179279,"('stingy', 'generous')",-0.20267126,-0.14975502,-1.3612407,-1.0410433,-0.5062968,-0.3596685,-0.1466283
32,0.04104265,-0.2469418,"('unkind', 'kind')",0.5953864,0.423466,1.2681859,1.1415083,0.6348716,0.4393442,0.1955274
9,0.022854753,-0.09995602,"('unaffectionate', 'caring')",0.18297085,0.38687766,1.0673679,1.3305436,0.4243978,0.5391551,-0.1147573
38,-0.00669335,-0.060532432,"('untruthful', 'truthful')",0.099708304,0.099935904,0.519205,0.43644705,0.2040733,0.1586168,0.0454565
