,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,male-female
83,1.1000636,1.0945907,"('powerless', 'powerful')",0.27208242,0.29936346,-0.3838593,-0.33133048,0.3294289,0.3542079,-0.024779
68,-1.0801651,-1.127119,"('dependent', 'independent')",-0.9918841,-1.0988667,-1.3552389,-1.246871,-1.1424294,-1.1576188,0.0151894
3,1.0642278,1.063467,"('repellent', 'pleasant')",0.8600293,0.8379601,-0.11473486,-0.03347981,0.6031741,0.6226491,-0.019475
18,-1.0244125,-1.1973163,"('disagreeable', 'welcoming')",-0.67441493,-0.78133243,-0.89523923,-0.9029246,-0.8646889,-0.9605244,0.0958355
58,0.93120205,0.9005856,"('undiscriminating', 'discriminating')",0.47215992,0.53473973,0.77424955,0.95226306,0.7258705,0.7958628,-0.0699923
27,-0.8589728,-0.86764795,"('hardhearted', 'softhearted')",0.16675672,0.08167273,0.37392515,0.27868918,-0.106097,-0.1690954,0.0629984
17,-0.84518534,-0.6873624,"('nasty', 'nice')",-0.36020926,-0.14805126,-0.8555706,-0.9341372,-0.6869884,-0.5898503,-0.0971381
20,0.82539284,0.87740207,"('rough', 'thoughtful')",-0.5348107,-0.4645938,0.91291386,1.027643,0.4011653,0.4801504,-0.0789851
78,0.79256153,0.77368957,"('nonresilient', 'resilient')",0.17098156,0.26196536,0.15329039,0.27117726,0.3722778,0.4356107,-0.0633329
34,-0.7657033,-0.7732376,"('mean', 'honorable')",0.08071072,0.11865671,4.3806987,4.1793127,1.231902,1.1749106,0.0569914
54,-0.75325024,-0.7921512,"('incapable', 'capable')",-0.59376043,-0.72862536,0.73533195,0.5090058,-0.2038929,-0.3372569,0.133364
41,0.53945667,0.54447055,"('unforgiving', 'forgiving')",-0.07626573,0.06480712,0.44672406,0.58236533,0.303305,0.3972143,-0.0939093
9,0.53697693,0.4808092,"('unaffectionate', 'caring')",0.29098815,0.30943727,1.8038197,1.6935518,0.8772616,0.8279328,0.0493288
84,0.52005756,0.45858034,"('inferior', 'superior')",-0.61078185,-0.6582351,0.41338122,0.34675297,0.1075523,0.0490327,0.0585196
67,0.44366,0.46905997,"('doubtful', 'determined')",-0.5254807,-0.5603346,-0.8345455,-0.91971177,-0.3054554,-0.3369955,0.0315401
71,-0.37735808,-0.50086874,"('diffident', 'self-confident')",0.24892709,0.2530095,0.5732,0.5092656,0.1482563,0.0871355,0.0611208
49,-0.32381135,-0.39057583,"('unable', 'able')",-0.19600919,-0.3813336,-0.3595533,-0.4928007,-0.2931246,-0.4215701,0.1284455
40,0.3178432,0.41785464,"('stingy', 'generous')",0.8149979,0.97749126,-1.5241534,-1.1041225,-0.1304374,0.0970745,-0.2275119
53,-0.26632118,-0.29516393,"('uncreative', 'creative')",0.034680128,-0.00091707613,1.1736051,1.2157354,0.313988,0.3065515,0.0074365
38,-0.26617533,-0.22659168,"('untruthful', 'truthful')",0.009018123,0.025661424,0.5424634,0.61227536,0.0951021,0.137115,-0.0420129
2,-0.09282093,-0.12935038,"('unlikable', 'likable')",0.4178425,0.47183928,0.37139422,0.28711495,0.2321386,0.209868,0.0222706
15,0.026386708,0.10697426,"('boring', 'funny')",-0.75280833,-0.67838585,0.17764042,0.2295179,-0.1829271,-0.1139646,-0.0689625
