,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
59,0.76884574,0.71785945,"('foolish', 'wise')",0.23843573,0.27247554,0.5036407,0.4951675,0.0084732
44,0.7610644,0.7974944,"('prejudiced', 'unprejudiced')",-1.1609106,-1.1006093,-0.1999231,-0.1515574,-0.0483657
15,0.74405515,0.7148455,"('boring', 'funny')",-0.088657506,-0.1628015,0.3276988,0.276022,0.0516768
27,0.7270251,0.67002165,"('hardhearted', 'softhearted')",1.6788993,1.4867909,1.2029622,1.0784063,0.1245559
3,-0.67670757,-0.7077912,"('repellent', 'pleasant')",0.8521545,0.9160453,0.0877235,0.104127,-0.0164035
48,-0.67539227,-0.7190474,"('unintelligent', 'intelligent')",0.6344231,0.63220423,-0.0204846,-0.0434216,0.022937
30,-0.6695182,-0.56806993,"('intolerant', 'tolerant')",0.41251823,0.47817332,-0.1285,-0.0449483,-0.0835517
2,0.6517899,0.6994224,"('unlikable', 'likable')",0.75360113,0.71666604,0.7026955,0.7080442,-0.0053487
39,0.6389138,0.66273594,"('exploitative', 'cooperative')",0.14694028,0.21627451,0.3929271,0.4395052,-0.0465781
81,-0.58712333,-0.5723169,"('submissive', 'aggressive')",-0.7850105,-0.65424156,-0.6860669,-0.6132792,-0.0727877
28,-0.5860258,-0.59642726,"('disloyal', 'loyal')",0.88799095,0.8629249,0.1509826,0.1332488,0.0177338
1,-0.58181125,-0.616738,"('unfriendly', 'friendly')",1.4290886,1.3049833,0.4236387,0.3441226,0.0795161
67,0.5648485,0.5553594,"('doubtful', 'determined')",-0.7052504,-0.70047903,-0.0702009,-0.0725598,0.0023589
36,-0.55889595,-0.6450425,"('hostile', 'amicable')",-0.14165676,-0.4069539,-0.3502764,-0.5259982,0.1757218
70,-0.50743437,-0.4583223,"('lethargic', 'energetic')",0.32996032,0.42657813,-0.088737,-0.0158721,-0.0728649
12,0.47971353,0.5203023,"('unsupportive', 'supportive')",-1.7391961,-1.882095,-0.6297413,-0.6808963,0.051155
64,-0.4668428,-0.5400378,"('shy', 'confident')",-6.277737,-6.474744,-3.3722899,-3.5073907,0.1351008
21,-0.46624,-0.47269076,"('immoral', 'moral')",-0.6603297,-0.6138463,-0.5632849,-0.5432686,-0.0200163
24,-0.44778267,-0.39049283,"('dishonest', 'honest')",0.47984347,0.48099273,0.0160304,0.04525,-0.0292196
34,0.44514853,0.46914393,"('mean', 'honorable')",5.253809,5.5130005,2.8494787,2.9910722,-0.1415935
42,0.4434423,0.46219605,"('unreliable', 'reliable')",-2.8485053,-3.0730386,-1.2025315,-1.3054212,0.1028897
62,-0.43945515,-0.24120814,"('incompetent', 'brilliant')",0.10711991,0.32363686,-0.1661676,0.0412144,-0.207382
76,-0.42989692,-0.37227112,"('anxious', 'daring')",-0.5443001,-0.44540632,-0.4870985,-0.4088387,-0.0782598
79,0.39305875,0.39470857,"('wavering', 'unwavering')",-0.4501164,-0.48975587,-0.0285288,-0.0475236,0.0189948
16,-0.38362768,-0.36033303,"('unpopular', 'popular')",0.16822779,0.1276566,-0.1076999,-0.1163382,0.0086383
53,-0.3710503,-0.44284815,"('uncreative', 'creative')",0.30844462,0.19413407,-0.0313028,-0.124357,0.0930542
61,-0.367997,-0.3776529,"('illogical', 'logical')",0.4006037,0.37181088,0.0163034,-0.002921,0.0192244
75,0.34039885,0.36359048,"('meek', 'impulsive')",-0.70872545,-0.6959705,-0.1841633,-0.16619,-0.0179733
20,-0.33966926,-0.38263053,"('rough', 'thoughtful')",0.73939294,0.6590957,0.1998618,0.1382326,0.0616292
8,-0.3126675,-0.25146967,"('unaffectionate', 'affectionate')",0.73506236,0.6745933,0.2111974,0.2115618,-0.0003644
56,0.3066954,0.46699446,"('impractical', 'practical')",-0.97157556,-0.73915887,-0.3324401,-0.1360822,-0.1963579
41,-0.2885363,-0.273122,"('unforgiving', 'forgiving')",-0.063499354,-0.22788969,-0.1760178,-0.2505059,0.0744881
4,0.27726462,0.32398185,"('disliked', 'liked')",-6.7311816,-7.170092,-3.2269585,-3.4230552,0.1960967
26,-0.26310793,-0.28820956,"('hardhearted', 'benevolent')",1.8940127,1.7160481,0.8154524,0.7139193,0.1015331
88,-0.24537008,-0.25150847,"('low', 'eminent')",-0.44523633,-0.3601828,-0.3453032,-0.3058456,-0.0394576
37,0.24380296,0.25057802,"('fake', 'genuine')",-0.014977643,0.020953644,0.1144127,0.1357658,-0.0213531
80,0.24184704,0.25829914,"('dominated', 'dominating')",-0.7783589,-0.66768235,-0.2682559,-0.2046916,-0.0635643
78,0.23464133,0.21567656,"('nonresilient', 'resilient')",0.2604633,0.16023844,0.2475523,0.1879575,0.0595948
17,-0.22318742,-0.22339657,"('nasty', 'nice')",-0.6557629,-0.691433,-0.4394752,-0.4574148,0.0179396
38,0.20531017,0.2793346,"('untruthful', 'truthful')",-0.311083,-0.2886455,-0.0528864,-0.0046555,-0.0482309
19,0.20446916,0.19691512,"('inhospitable', 'hospitable')",-0.23019536,-0.35480353,-0.0128631,-0.0789442,0.0660811
83,0.18798614,0.2957986,"('powerless', 'powerful')",-1.5706757,-1.4490913,-0.6913448,-0.5766463,-0.1146985
7,-0.1736323,-0.18813545,"('insensitive', 'sensitive')",0.58260894,0.56971943,0.2044883,0.190792,0.0136963
52,-0.1559607,-0.17983896,"('irrational', 'rational')",0.038730063,-0.061702568,-0.0586153,-0.1207708,0.0621555
35,0.15224773,0.074922666,"('corrupt', 'incorrupt')",-0.31016046,-0.40077886,-0.0789564,-0.1629281,0.0839717
43,-0.13367063,-0.039852258,"('irresponsible', 'responsible')",0.32653874,0.38817057,0.0964341,0.1741592,-0.0777251
63,-0.12974092,-0.10221178,"('unperceptive', 'insightful')",0.47053015,0.41383964,0.1703946,0.1558139,0.0145807
18,-0.12456375,-0.17847595,"('disagreeable', 'welcoming')",-0.39095443,-0.49122322,-0.2577591,-0.3348496,0.0770905
49,0.12332797,0.14442128,"('unable', 'able')",-0.39236993,-0.3328999,-0.134521,-0.0942393,-0.0402817
87,0.121295765,0.2375849,"('unsuccessful', 'successful')",0.81719095,0.8810786,0.4692433,0.5593318,-0.0900885
40,0.11782616,0.13075022,"('stingy', 'generous')",-1.9137772,-2.1553342,-0.8979756,-1.012292,0.1143164
9,0.113851175,0.16351381,"('unaffectionate', 'caring')",1.2292706,1.2342958,0.6715609,0.6989048,-0.0273439
31,0.0962573,-0.0187554,"('evil', 'good')",-0.6275718,-0.9019803,-0.2656572,-0.4603678,0.1947106
47,0.0800152,0.1633326,"('stupid', 'smart')",5.3349624,5.718364,2.7074888,2.9408481,-0.2333593
60,-0.07673077,0.013607176,"('inefficient', 'efficient')",-0.20552257,-0.03491656,-0.1411267,-0.0106547,-0.130472
54,0.04863312,0.08542336,"('incapable', 'capable')",0.7543136,0.796299,0.4014733,0.4408612,-0.0393879
77,0.04245021,-0.055734526,"('unmotivated', 'motivated')",-1.2409325,-1.2414279,-0.5992411,-0.6485812,0.0493401
66,-0.031862974,-0.0878035,"('inactive', 'active')",0.7687026,0.6930514,0.3684198,0.302624,0.0657958
74,0.029333517,0.10845314,"('undedicated', 'dedicated')",-0.15773982,-0.24009648,-0.0642032,-0.0658217,0.0016185
23,-0.02579881,0.005512785,"('insincere', 'sincere')",5.449496,5.815383,2.7118485,2.9104478,-0.1985993
84,-0.015963314,-0.10590551,"('inferior', 'superior')",0.7662591,0.7020556,0.3751479,0.298075,0.0770729
29,-0.012936131,-0.06538007,"('unfair', 'fair')",-0.41621298,-0.5480796,-0.2145746,-0.3067299,0.0921553
11,-0.0074879434,0.05366745,"('unhelpful', 'helpful')",1.5469855,1.7344323,0.7697488,0.8940499,-0.1243011
