,allergan_male,allergan_female,tuple,inc_male,inc_female,average_male,average_female,male-female
80,0.8402511,0.92735326,"('dominated', 'dominating')",-1.08477,-1.0438796,-0.1222594,-0.0582632,-0.0639962
82,-0.8311627,-0.64846396,"('poor', 'rich')",5.849159,5.949097,2.5089979,2.6503167,-0.1413188
71,-0.8294513,-0.9517689,"('diffident', 'self-confident')",0.5034091,0.4041024,-0.1630211,-0.2738332,0.1108121
27,-0.82849455,-0.6788805,"('hardhearted', 'softhearted')",1.4745497,1.2342297,0.3230276,0.2776746,0.045353
16,-0.7978248,-0.5980465,"('unpopular', 'popular')",0.43961632,0.12631653,-0.1791042,-0.235865,0.0567608
67,0.7845837,0.54382133,"('doubtful', 'determined')",-0.4855167,-0.43734968,0.1495335,0.0532358,0.0962977
39,0.78087157,0.48203936,"('exploitative', 'cooperative')",0.1657804,0.24861063,0.473326,0.365325,0.108001
66,-0.7523544,-1.1956961,"('inactive', 'active')",0.5991868,0.35084808,-0.0765838,-0.422424,0.3458402
24,-0.74704903,-0.9903999,"('dishonest', 'honest')",0.48630124,0.63188213,-0.1303739,-0.1792589,0.048885
6,-0.7320832,-0.8404951,"('distant', 'open')",-0.16757789,-0.21046878,-0.4498305,-0.5254819,0.0756514
11,-0.7296103,-0.27622503,"('unhelpful', 'helpful')",1.4155989,1.8247975,0.3429943,0.7742863,-0.431292
30,0.7045083,0.79178214,"('intolerant', 'tolerant')",1.3347402,1.4858528,1.0196242,1.1388175,-0.1191933
28,-0.69810206,-0.76403266,"('disloyal', 'loyal')",0.76991844,0.6378046,0.0359082,-0.063114,0.0990222
20,-0.67588663,-0.305569,"('rough', 'thoughtful')",1.4434015,1.5215948,0.3837574,0.6080129,-0.2242555
64,0.6595683,0.50484735,"('shy', 'confident')",-6.151289,-5.861284,-2.7458603,-2.6782181,-0.0676422
38,-0.6564903,-0.6241176,"('untruthful', 'truthful')",-0.45963672,-0.1918303,-0.5580635,-0.4079739,-0.1500896
88,-0.6493324,-0.7254683,"('low', 'eminent')",0.08054385,0.1863557,-0.2843943,-0.2695563,-0.014838
7,-0.60743564,-0.49201074,"('insensitive', 'sensitive')",0.82180667,0.95980525,0.1071855,0.2338973,-0.1267118
46,-0.60698277,-0.32032755,"('uncompetitive', 'competitive')",-0.41607532,-0.23477338,-0.511529,-0.2775505,-0.2339785
29,-0.6013115,-0.6337666,"('unfair', 'fair')",-0.35754427,-0.48572373,-0.4794279,-0.5597452,0.0803173
26,-0.5935091,-0.8307772,"('hardhearted', 'benevolent')",1.8477209,1.6187022,0.6271059,0.3939625,0.2331434
5,-0.57665336,-0.6686728,"('distant', 'outgoing')",-0.6689438,-0.53519034,-0.6227986,-0.6019316,-0.020867
81,0.55467683,0.789298,"('submissive', 'aggressive')",-0.64454293,-0.14996758,-0.0449331,0.3196652,-0.3645983
12,-0.53789896,-0.2653206,"('unsupportive', 'supportive')",-1.7223916,-1.4533006,-1.1301453,-0.8593106,-0.2708347
45,-0.5222046,-0.5303238,"('incompetent', 'competent')",0.26263133,0.045674417,-0.1297866,-0.2423247,0.1125381
72,-0.4894609,-0.23197994,"('unambitious', 'ambitious')",-0.8756937,-0.4781302,-0.6825773,-0.3550551,-0.3275222
49,-0.4786424,0.16320251,"('unable', 'able')",-0.25409886,0.117066495,-0.3663706,0.1401345,-0.5065051
56,0.4662131,0.6694826,"('impractical', 'practical')",0.021204576,0.41322827,0.2437088,0.5413554,-0.2976466
79,-0.46052083,-0.6350256,"('wavering', 'unwavering')",-0.4892511,-0.46770144,-0.474886,-0.5513635,0.0764775
2,0.44569388,0.40200642,"('unlikable', 'likable')",0.55234367,0.5699042,0.4990188,0.4859553,0.0130635
55,-0.4417017,-0.08138195,"('incompetent', 'clever')",0.3702172,0.4276903,-0.0357423,0.1731542,-0.2088965
42,0.44169587,0.7131209,"('unreliable', 'reliable')",-2.7265043,-2.3984544,-1.1424042,-0.8426667,-0.2997375
13,-0.43777362,-0.3054605,"('impolite', 'polite')",-0.5525158,-0.29930598,-0.4951447,-0.3023832,-0.1927615
32,-0.41877812,-0.29220772,"('unkind', 'kind')",0.9281796,0.95661277,0.2547008,0.3322025,-0.0775017
14,0.4062926,0.3066044,"('antisocial', 'social')",-0.15966877,-0.18727078,0.1233119,0.0596668,0.0636451
74,-0.4036452,-0.43304807,"('undedicated', 'dedicated')",0.28949878,0.053830683,-0.0570732,-0.1896087,0.1325355
3,-0.39846292,-0.2997902,"('repellent', 'pleasant')",0.3733944,0.27168882,-0.0125343,-0.0140507,0.0015164
21,-0.3847396,-0.10012846,"('immoral', 'moral')",-0.49187317,-0.19342346,-0.4383064,-0.146776,-0.2915304
59,0.37234047,0.24495739,"('foolish', 'wise')",0.07478851,0.09882504,0.2235645,0.1718912,0.0516733
60,0.36899626,0.88404053,"('inefficient', 'efficient')",0.1472023,0.8398998,0.2580993,0.8619702,-0.6038709
17,-0.35389888,-0.19643632,"('nasty', 'nice')",-0.7860161,-0.88171124,-0.5699575,-0.5390738,-0.0308837
52,-0.34888116,-0.68536174,"('irrational', 'rational')",0.091933586,-0.28517815,-0.1284738,-0.48527,0.3567962
34,-0.33422458,-0.028581422,"('mean', 'honorable')",5.6690845,5.918904,2.6674299,2.9451611,-0.2777312
70,-0.31558326,-0.08004976,"('lethargic', 'energetic')",0.93472856,1.1444159,0.3095726,0.5321831,-0.2226105
87,-0.30374143,-0.4298927,"('unsuccessful', 'successful')",0.9667813,0.83078873,0.33152,0.200448,0.131072
15,-0.30291072,-0.3132902,"('boring', 'funny')",0.17424354,0.24196662,-0.0643336,-0.0356618,-0.0286718
35,0.26945156,0.097277224,"('corrupt', 'incorrupt')",-0.45771375,-0.69448406,-0.0941311,-0.2986034,0.2044723
41,-0.2604688,-0.20434095,"('unforgiving', 'forgiving')",0.023541396,-0.08772176,-0.1184637,-0.1460313,0.0275676
43,-0.2126272,-0.09631686,"('irresponsible', 'responsible')",0.7849522,0.9900606,0.2861625,0.4468719,-0.1607094
50,0.20296818,0.3941524,"('clumsy', 'skillful')",0.2735159,0.3529689,0.238242,0.3735607,-0.1353187
22,-0.16769512,-0.10100451,"('untrustworthy', 'trustworthy')",-0.78092295,-0.595879,-0.474309,-0.3484418,-0.1258672
65,-0.16581325,-0.16077812,"('insecure', 'secure')",-0.3520949,0.08401211,-0.2589541,-0.038383,-0.2205711
25,-0.15709862,-0.21949592,"('egoistic', 'altruistic')",1.1269617,1.076647,0.4849315,0.4285756,0.0563559
4,-0.14432573,-0.27648124,"('disliked', 'liked')",-6.369812,-6.5521398,-3.2570689,-3.4143105,0.1572416
33,0.1346437,-0.20890287,"('wrong', 'right')",-0.7936752,-0.8716463,-0.3295158,-0.5402746,0.2107588
84,0.13092668,0.39071485,"('inferior', 'superior')",0.8109172,1.1286023,0.4709219,0.7596586,-0.2887367
75,0.10424209,0.19871433,"('meek', 'impulsive')",-0.64367044,-0.54086584,-0.2697142,-0.1710758,-0.0986384
47,0.09424102,0.19668421,"('stupid', 'smart')",5.1345987,5.2713976,2.6144199,2.734041,-0.1196211
18,-0.09296478,-0.17545456,"('disagreeable', 'welcoming')",-0.5044266,-0.48416102,-0.2986957,-0.3298078,0.0311121
40,0.08459903,0.14446783,"('stingy', 'generous')",-1.4382735,-1.5854782,-0.6768373,-0.7205052,0.0436679
68,-0.07473121,0.027654476,"('dependent', 'independent')",-0.6237413,-0.42313161,-0.3492363,-0.1977386,-0.1514977
76,-0.052976746,0.36915547,"('anxious', 'daring')",0.25602737,0.6479683,0.1015253,0.5085618,-0.4070365
83,-0.048690666,0.012703693,"('powerless', 'powerful')",-0.82343817,-0.8618121,-0.4360644,-0.4245542,-0.0115102
62,0.012556907,0.67775613,"('incompetent', 'brilliant')",0.278017,0.77902186,0.145287,0.728389,-0.583102
