,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
42,0.95201856,0.749065,"('unreliable', 'reliable')",0.8868793,0.60077894,0.16102299,0.17975904,-3.0755014,-2.9683454,-0.2688951,-0.3596856,0.0907905
59,0.9414109,0.9708802,"('foolish', 'wise')",-0.0066804476,-0.1453517,0.30487603,0.4831556,-0.10366527,-0.16190913,0.2839853,0.2866938,-0.0027085
1,-0.8959099,-1.0836993,"('unfriendly', 'friendly')",0.36953646,0.1506417,-1.6052808,-1.6217121,1.6155311,1.4245524,-0.1290308,-0.2825543,0.1535235
36,0.8951795,0.65459627,"('hostile', 'amicable')",-1.2391185,-1.4410794,0.33154604,0.29140645,0.13650104,-0.049205154,0.031027,-0.1360705,0.1670975
85,0.88893896,0.8180392,"('insignificant', 'prestigious')",-0.6314351,-0.68180573,-0.9156894,-0.78252727,0.2703875,0.13325834,-0.0969495,-0.1282589,0.0313094
51,-0.8657726,-0.82112134,"('uneducated', 'educated')",0.49574423,0.49183214,-0.056050967,-0.10734897,0.94516623,1.0150267,0.1297717,0.1445971,-0.0148254
43,-0.85440254,-0.9470896,"('irresponsible', 'responsible')",0.7275967,0.49875644,-1.5875864,-1.6248318,1.0589651,1.021823,-0.1638568,-0.2628355,0.0989787
18,-0.83611536,-0.69596934,"('disagreeable', 'welcoming')",-0.26396608,-0.22342288,-0.5698649,-0.37946346,-0.3255787,-0.26008943,-0.4988813,-0.3897363,-0.109145
47,-0.81303126,-0.5884763,"('stupid', 'smart')",0.60851383,0.76174635,0.055053085,0.15171193,5.0372615,5.2900825,1.2219493,1.4037662,-0.1818169
33,0.7714782,0.6571649,"('wrong', 'right')",0.35758576,0.36676484,0.18526481,0.27654642,-0.7794278,-0.8408525,0.1337252,0.1149059,0.0188193
45,-0.76483476,-0.88993406,"('incompetent', 'competent')",0.21272683,0.045624465,-0.8748217,-1.081152,-0.13042843,-0.27434078,-0.3893395,-0.5499506,0.1606111
41,-0.75080335,-0.75015503,"('unforgiving', 'forgiving')",-0.8886721,-0.93423414,-0.7287191,-0.6606066,-0.11536087,-0.10533088,-0.6208889,-0.6125817,-0.0083072
28,-0.692942,-0.8571704,"('disloyal', 'loyal')",-0.2648251,-0.46056476,-1.5483336,-1.7354625,1.550976,1.3727733,-0.2387812,-0.4201061,0.1813249
68,-0.6914354,-0.58318406,"('dependent', 'independent')",-0.3380171,-0.31482148,-0.32889402,-0.23910213,-0.76611257,-0.7772922,-0.5311148,-0.4786,-0.0525148
15,0.6556235,0.6442487,"('boring', 'funny')",-0.56462294,-0.57656264,0.58762515,0.72886544,-0.049503297,-0.043419845,0.1572806,0.1882829,-0.0310023
8,-0.6441992,-0.84885967,"('unaffectionate', 'affectionate')",-0.52989054,-0.8075768,-2.203269,-2.2615652,0.38046846,0.29423377,-0.7492226,-0.905942,0.1567194
54,-0.61741805,-0.7235185,"('incapable', 'capable')",-1.0044622,-1.2128623,-0.5717742,-0.5370552,0.78309757,0.82575405,-0.3526393,-0.4119205,0.0592812
7,-0.6155615,-0.77603704,"('insensitive', 'sensitive')",0.4840034,0.3422496,-0.5617392,-0.70391154,1.1722548,1.1192175,0.1197394,-0.0046204,0.1243598
66,0.6109386,0.19010432,"('inactive', 'active')",-0.18250369,-0.5256701,1.4921194,1.190904,1.0141978,0.6815801,0.7336881,0.3842296,0.3494585
79,0.6022099,0.39818406,"('wavering', 'unwavering')",-0.65729606,-0.7382516,0.1312628,0.14155094,-0.17426655,-0.3222463,-0.0245225,-0.1301907,0.1056682
87,0.55481595,0.37611118,"('unsuccessful', 'successful')",1.0916858,1.028709,0.5538054,0.48571387,0.48506558,0.3760315,0.6713432,0.5666414,0.1047018
71,0.5308227,0.4987947,"('diffident', 'self-confident')",0.67832744,0.55256957,-0.70654625,-0.74285996,0.4312361,0.36398655,0.23346,0.1681227,0.0653373
70,-0.52733696,-0.7019207,"('lethargic', 'energetic')",1.1661597,0.9596318,-0.07425225,-0.17149553,0.95120484,1.0221539,0.3789439,0.2770924,0.1018515
65,-0.51515865,-0.43811134,"('insecure', 'secure')",0.45632648,0.3862931,-0.10214423,-0.111787885,0.06359876,0.22637175,-0.0243444,0.0156914,-0.0400358
62,-0.51167375,-0.44564244,"('incompetent', 'brilliant')",0.9360334,0.9892878,-1.1995907,-1.1253071,0.4085515,0.5082527,-0.0916699,-0.0183523,-0.0733176
61,-0.50414664,-0.45099306,"('illogical', 'logical')",0.9760974,0.9937925,-0.16141376,-0.16399418,0.73452765,0.6505167,0.2612662,0.2573305,0.0039357
11,-0.49995655,-0.53880167,"('unhelpful', 'helpful')",1.0504732,0.97845197,-1.450948,-1.3781164,2.0088549,2.082554,0.2771059,0.286022,-0.0089161
46,-0.49072057,-0.74992317,"('uncompetitive', 'competitive')",1.810962,1.6113261,-1.1240151,-1.3278418,0.07851756,-0.053576857,0.068686,-0.1300039,0.1986899
76,0.4813058,0.45625457,"('anxious', 'daring')",1.1029127,0.9951689,0.4688841,0.3255476,0.23216936,0.3988819,0.571318,0.5439633,0.0273547
32,-0.45638928,-0.48768175,"('unkind', 'kind')",0.46650207,0.3337071,-0.29780138,-0.3884694,1.2069556,1.234726,0.2298167,0.1730705,0.0567462
56,-0.45063782,-0.35066658,"('impractical', 'practical')",1.1065272,1.0695395,-0.052403476,-0.07924386,-0.085905746,-0.03380464,0.1293951,0.1514561,-0.022061
4,0.4414886,0.3088749,"('disliked', 'liked')",-0.73736095,-0.88308156,-0.63786244,-0.6092844,-6.453648,-6.5864997,-1.8468457,-1.9424977,0.095652
3,-0.41833147,-0.33871794,"('repellent', 'pleasant')",0.106095344,0.11768779,0.21130802,0.15353043,0.44259998,0.47032812,0.085418,0.1007071,-0.0152891
9,-0.4099332,-0.7185112,"('unaffectionate', 'caring')",0.15993315,-0.15414956,-2.4232402,-2.5615396,1.2152932,1.1241828,-0.3644868,-0.5775044,0.2130176
84,0.40489754,0.36581564,"('inferior', 'superior')",-0.007526897,0.09528312,0.4293071,0.49076515,0.4826501,0.54578483,0.327332,0.3744122,-0.0470802
25,-0.38982505,-0.24803089,"('egoistic', 'altruistic')",0.12984535,0.17657244,-0.0939495,0.023291975,1.6626502,1.684025,0.3271803,0.4089646,-0.0817843
88,-0.36665156,-0.43680236,"('low', 'eminent')",0.006205653,-0.10696066,-0.8900342,-0.8971337,0.20244218,0.1467961,-0.2620095,-0.3235252,0.0615157
2,0.35994545,0.40600953,"('unlikable', 'likable')",1.2375056,1.1319607,0.4404542,0.56557786,0.72540236,0.7345192,0.6908269,0.7095168,-0.0186899
44,0.34997573,0.4759125,"('prejudiced', 'unprejudiced')",-0.54445165,-0.53024554,0.17936108,0.32649344,-1.5502336,-1.3448368,-0.3913371,-0.2681691,-0.123168
13,-0.34769958,-0.32057843,"('impolite', 'polite')",0.45037562,0.4584471,0.13574274,0.125204,0.14454801,0.18387787,0.0957417,0.1117376,-0.0159959
50,0.32211146,0.1872082,"('clumsy', 'skillful')",0.012512956,-0.09376396,0.51887727,0.418459,0.004371837,-0.04779818,0.2144684,0.1160263,0.0984421
40,0.30849347,0.36274812,"('stingy', 'generous')",0.05124666,0.013251123,-0.7352988,-0.68454534,-1.2423193,-1.2821245,-0.4044695,-0.3976676,-0.0068019
31,0.3007911,0.40312305,"('evil', 'good')",-1.0206273,-1.0802909,-0.737525,-0.5942975,-1.4777552,-1.6543847,-0.7337791,-0.7314625,-0.0023166
16,-0.29599506,-0.14553131,"('unpopular', 'popular')",-0.869788,-0.65792006,0.02237247,0.22090067,0.07585547,0.2034609,-0.2668888,-0.0947725,-0.1721163
23,-0.2947575,-0.3364064,"('insincere', 'sincere')",0.82807255,0.772193,-0.92048186,-1.0321966,6.1097717,6.151188,1.4306512,1.3886945,0.0419567
63,-0.289068,-0.50412464,"('unperceptive', 'insightful')",1.6305631,1.4195815,-0.71812356,-0.8932029,0.98855317,0.96271133,0.4029812,0.2462413,0.1567399
22,-0.2720099,-0.17115039,"('untrustworthy', 'trustworthy')",0.75818783,0.8279913,-1.1525371,-0.99727076,-0.8907317,-0.7332083,-0.3892727,-0.2684096,-0.1208631
35,0.2653095,0.4000219,"('corrupt', 'incorrupt')",-1.8697681,-1.7944021,0.54778004,0.7025853,-0.6216185,-0.70380104,-0.4195743,-0.348899,-0.0706753
26,-0.26502505,-0.3487917,"('hardhearted', 'benevolent')",0.052413497,-0.12685491,0.6785513,0.5240992,1.700512,1.5632663,0.541613,0.4029297,0.1386833
30,-0.23825786,-0.23969045,"('intolerant', 'tolerant')",1.5509604,1.4379603,-0.4691431,-0.43749,0.7886706,0.984289,0.4080575,0.4362672,-0.0282097
19,-0.2380754,-0.294263,"('inhospitable', 'hospitable')",-0.34561914,-0.47131187,-0.77226436,-0.70419586,-0.6020348,-0.6654926,-0.4894984,-0.5338158,0.0443174
27,-0.23689988,-0.40139008,"('hardhearted', 'softhearted')",-0.8810478,-1.0235771,-0.055919603,-0.3309387,1.1306269,0.852189,-0.0108101,-0.2259292,0.2151191
12,-0.22592035,-0.4513502,"('unsupportive', 'supportive')",0.50440794,0.34284157,-2.4135067,-2.473428,-1.5851367,-1.6689947,-0.9300389,-1.0627328,0.1326939
83,-0.21000743,-0.29089656,"('powerless', 'powerful')",0.5670552,0.6265645,-1.0574584,-1.0991552,-0.44339538,-0.58104473,-0.2859515,-0.336133,0.0501815
37,-0.20113009,-0.25216633,"('fake', 'genuine')",0.27365482,0.16538388,-0.2947858,-0.26617587,0.67001605,0.61778146,0.1119387,0.0662058,0.0457329
75,0.16964702,0.16766813,"('meek', 'impulsive')",-0.6582465,-0.6714752,0.20654863,0.28694537,-0.55826575,-0.5575545,-0.2100791,-0.1936041,-0.016475
24,-0.16799325,-0.14593783,"('dishonest', 'honest')",0.04960973,-0.09875039,-1.0535384,-0.97822756,1.0373969,1.0430571,-0.0336313,-0.0449647,0.0113334
74,-0.14553122,-0.20420231,"('undedicated', 'dedicated')",0.41495594,0.2913298,-0.5996934,-0.6442263,0.32804647,0.21019033,-0.0005556,-0.0867271,0.0861715
34,-0.14500645,0.031416424,"('mean', 'honorable')",0.40653932,0.5951786,0.45247692,0.50720143,5.870643,5.932086,1.6461632,1.7664707,-0.1203075
38,-0.11692734,-0.26650885,"('untruthful', 'truthful')",-0.0035607945,-0.13219362,-1.5736398,-1.5729545,-0.10290572,-0.15367255,-0.4492584,-0.5313324,0.082074
6,0.090473756,0.042048268,"('distant', 'open')",-1.2114652,-1.3107493,-0.76946235,-0.7201423,-0.05128783,-0.11412893,-0.4854354,-0.5257431,0.0403077
5,0.06022378,0.0019385628,"('distant', 'outgoing')",-0.80799866,-0.9160173,-1.0061235,-0.9386705,-0.87637854,-0.9098511,-0.6575692,-0.6906501,0.0330809
17,0.06004722,0.020500867,"('nasty', 'nice')",-1.4353238,-1.4140068,-0.9029443,-0.8843463,-0.8504354,-0.8480819,-0.7821641,-0.7814835,-0.0006806
29,-0.04754738,0.05626455,"('unfair', 'fair')",-0.62962323,-0.5981851,-1.1834499,-1.0401957,-0.46231392,-0.518975,-0.5807336,-0.5252728,-0.0554608
64,0.03555666,-0.0058058426,"('shy', 'confident')",0.056893393,-0.051641498,-0.84410864,-0.83619547,-6.257914,-6.1877394,-1.7523931,-1.7703456,0.0179525
58,0.02432045,-0.2700764,"('undiscriminating', 'discriminating')",1.4095303,1.1858414,-0.56984097,-0.8038284,0.2586412,0.00038306043,0.2806627,0.0280799,0.2525828
67,-0.011396721,0.005323544,"('doubtful', 'determined')",-0.5391285,-0.47528195,0.75260174,0.8260107,-0.60585654,-0.55493796,-0.100945,-0.0497214,-0.0512236
80,-0.0061007366,-0.09234599,"('dominated', 'dominating')",0.5662167,0.54858255,-0.30004007,-0.46242684,-0.93487304,-0.9947016,-0.1686993,-0.250223,0.0815237
