,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
58,-1.0043302,-0.77209485,"('undiscriminating', 'discriminating')",-0.015246753,-0.18025069,-0.5097885,-0.4761728,-0.0336157
14,0.994187,1.2507666,"('antisocial', 'social')",0.07184326,0.049407788,0.5330151,0.6500872,-0.1170721
87,0.9090581,0.8473968,"('unsuccessful', 'successful')",1.193336,0.94923776,1.0511971,0.8983173,0.1528798
75,-0.8795119,-0.39843923,"('meek', 'impulsive')",-1.0945479,-0.8002487,-0.9870299,-0.599344,-0.3876859
49,0.80270094,0.865903,"('unable', 'able')",0.4021655,0.3522711,0.6024332,0.609087,-0.0066538
30,0.7926775,0.7125065,"('intolerant', 'tolerant')",0.6160918,0.7015872,0.7043847,0.7070469,-0.0026622
88,-0.7908339,-0.9199372,"('low', 'eminent')",-0.18323004,-0.40494296,-0.487032,-0.6624401,0.1754081
60,0.7873258,0.4786307,"('inefficient', 'efficient')",0.96751106,0.573121,0.8774184,0.5258759,0.3515425
80,0.7599222,0.5229841,"('dominated', 'dominating')",-0.17676577,-0.5603816,0.2915782,-0.0186988,0.310277
72,-0.74530566,-0.4610811,"('unambitious', 'ambitious')",0.006544344,0.0600146,-0.3693807,-0.2005332,-0.1688475
84,0.70882744,0.729233,"('inferior', 'superior')",0.6812535,0.770056,0.6950405,0.7496445,-0.054604
27,-0.68119943,-0.74786216,"('hardhearted', 'softhearted')",0.99456346,1.0448102,0.156682,0.148474,0.008208
21,0.660528,0.37072265,"('immoral', 'moral')",0.43965474,0.18888982,0.5500914,0.2798062,0.2702852
16,-0.65858865,-0.71624494,"('unpopular', 'popular')",-0.012380332,0.004620217,-0.3354845,-0.3558124,0.0203279
48,0.65472084,0.16022061,"('unintelligent', 'intelligent')",1.1786574,0.9001377,0.9166892,0.5301791,0.3865101
17,-0.6215212,-0.5851925,"('nasty', 'nice')",-0.68563926,-0.6627819,-0.6535802,-0.6239872,-0.029593
25,-0.5986585,-0.44644538,"('egoistic', 'altruistic')",0.5271625,0.8307348,-0.035748,0.1921447,-0.2278927
41,-0.5961104,-0.18955979,"('unforgiving', 'forgiving')",-0.48094228,-0.35620794,-0.5385264,-0.2728839,-0.2656425
57,-0.5787053,-0.5389655,"('unimaginative', 'imaginative')",-2.8560493,-3.1338236,-1.7173773,-1.8363945,0.1190172
2,-0.53665096,0.3149818,"('unlikable', 'likable')",0.07255343,0.40560672,-0.2320488,0.3602943,-0.5923431
69,-0.53379476,0.14642043,"('lazy', 'industrious')",-1.7762705,-1.269584,-1.1550326,-0.5615817,-0.5934509
15,-0.50711113,-0.48522386,"('boring', 'funny')",-0.28663307,-0.06565248,-0.3968721,-0.2754382,-0.1214339
46,0.48830935,0.16305538,"('uncompetitive', 'competitive')",0.038650658,-0.3821598,0.26348,-0.1095522,0.3730322
34,-0.48519847,-0.47880736,"('mean', 'honorable')",5.6856303,5.687614,2.6002159,2.6044033,-0.0041874
0,0.47895843,0.2999389,"('unsociable', 'sociable')",0.34779036,0.049464896,0.4133744,0.1747019,0.2386725
29,-0.4748979,-0.41027096,"('unfair', 'fair')",-0.54625595,-0.4076048,-0.5105769,-0.4089379,-0.101639
56,0.45346004,0.21930815,"('impractical', 'practical')",0.28378558,-0.044121325,0.3686228,0.0875934,0.2810294
42,0.44209236,0.5530001,"('unreliable', 'reliable')",-2.2503989,-2.5938506,-0.9041532,-1.0204253,0.1162721
43,-0.42798853,-0.44721285,"('irresponsible', 'responsible')",1.0755597,0.85860085,0.3237856,0.205694,0.1180916
24,-0.42380118,-0.5024239,"('dishonest', 'honest')",0.43970385,0.5373004,0.0079513,0.0174383,-0.009487
38,-0.40579602,-0.36776632,"('untruthful', 'truthful')",-0.7399409,-0.7313858,-0.5728685,-0.549576,-0.0232925
82,-0.40281776,-0.1781449,"('poor', 'rich')",7.1629276,6.985603,3.380055,3.403729,-0.023674
11,0.39058784,-0.03516406,"('unhelpful', 'helpful')",1.8244141,1.6013017,1.107501,0.7830688,0.3244322
61,-0.3805581,-0.42071205,"('illogical', 'logical')",0.53152734,0.29616114,0.0754846,-0.0622755,0.1377601
3,0.3686425,0.26525363,"('repellent', 'pleasant')",1.2722542,1.1406709,0.8204484,0.7029623,0.1174861
64,0.3459434,0.12066057,"('shy', 'confident')",-6.321009,-6.4741483,-2.9875329,-3.1767437,0.1892108
20,0.34092122,0.17272632,"('rough', 'thoughtful')",1.1298642,0.90801823,0.7353927,0.5403723,0.1950204
39,0.33625796,0.14525127,"('exploitative', 'cooperative')",-0.065548226,0.009812305,0.1353549,0.0775318,0.0578231
47,-0.32067978,-0.09231925,"('stupid', 'smart')",5.584203,5.8804502,2.6317616,2.8940654,-0.2623038
77,0.31483003,0.00028951885,"('unmotivated', 'motivated')",-0.5023473,-0.73197013,-0.0937586,-0.3658403,0.2720817
33,-0.2808334,-0.029069416,"('wrong', 'right')",-1.298033,-1.0211722,-0.7894332,-0.5251208,-0.2643124
44,0.2434063,0.5562491,"('prejudiced', 'unprejudiced')",-1.333172,-1.1462595,-0.5448828,-0.2950052,-0.2498776
23,-0.23741175,-0.71022344,"('insincere', 'sincere')",6.4277277,6.1382,3.0951579,2.7139883,0.3811696
67,0.2337411,0.41062695,"('doubtful', 'determined')",-0.6877673,-0.54344714,-0.2270131,-0.0664101,-0.160603
7,0.23193146,-0.2648091,"('insensitive', 'sensitive')",0.8805086,0.46433836,0.5562201,0.0997646,0.4564555
37,0.22381139,0.21914968,"('fake', 'genuine')",0.48491505,0.40250182,0.3543632,0.3108258,0.0435374
12,0.21874431,0.07046646,"('unsupportive', 'supportive')",-1.9058241,-2.1514142,-0.8435399,-1.0404738,0.1969339
65,0.21456878,-0.06379355,"('insecure', 'secure')",0.786874,0.442709,0.5007214,0.1894577,0.3112637
76,0.211333,0.34694758,"('anxious', 'daring')",0.9524301,0.6300456,0.5818816,0.4884966,0.093385
83,-0.20989324,-0.36690295,"('powerless', 'powerful')",-0.6318733,-0.67716813,-0.4208833,-0.5220355,0.1011522
32,-0.19721967,-0.22989488,"('unkind', 'kind')",0.79278255,0.6844833,0.2977814,0.2272942,0.0704872
28,0.1968638,-0.16042814,"('disloyal', 'loyal')",1.1716336,1.0135746,0.6842487,0.4265732,0.2576755
51,0.18806727,-0.11405483,"('uneducated', 'educated')",0.46441546,-0.030247182,0.3262414,-0.072151,0.3983924
68,-0.17866129,-0.67670625,"('dependent', 'independent')",-0.39991927,-0.8621627,-0.2892903,-0.7694345,0.4801442
74,-0.16565436,0.0922019,"('undedicated', 'dedicated')",-0.27025592,-0.4170846,-0.2179551,-0.1624413,-0.0555138
13,-0.15407163,-0.5523963,"('impolite', 'polite')",-0.30448508,-0.7132977,-0.2292784,-0.632847,0.4035686
10,0.15100744,0.03604418,"('unsympathetic', 'sympathetic')",0.90655935,0.529566,0.5287834,0.2828051,0.2459783
78,0.1481619,-0.37757394,"('nonresilient', 'resilient')",0.72619414,0.3269756,0.437178,-0.0252992,0.4624772
70,0.14582932,0.017704468,"('lethargic', 'energetic')",1.4045138,1.0239297,0.7751716,0.5208171,0.2543545
45,0.12699609,0.023700025,"('incompetent', 'competent')",0.6301566,0.2616355,0.3785763,0.1426678,0.2359085
4,0.108964264,-0.0026795259,"('disliked', 'liked')",-8.039294,-8.162056,-3.9651649,-4.0823679,0.117203
63,-0.08602372,-0.53199023,"('unperceptive', 'insightful')",0.9971381,0.5595002,0.4555572,0.013755,0.4418022
22,0.08488275,0.31630915,"('untrustworthy', 'trustworthy')",-0.57758856,-0.5622879,-0.2463529,-0.1229894,-0.1233635
59,-0.0832126,0.0398645,"('foolish', 'wise')",-0.5041052,-0.1230271,-0.2936589,-0.0415813,-0.2520776
50,-0.044005983,-0.28239524,"('clumsy', 'skillful')",0.57006615,0.31028494,0.2630301,0.0139448,0.2490853
73,0.04396908,0.06033703,"('helpless', 'self-reliant')",-3.2680466,-3.2910914,-1.6120387,-1.6153772,0.0033385
40,0.030822566,0.06724813,"('stingy', 'generous')",-2.221887,-2.3742962,-1.0955323,-1.153524,0.0579917
71,-0.009133717,-0.51283634,"('diffident', 'self-confident')",0.23334168,0.13957681,0.112104,-0.1866298,0.2987338
