,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
26,-0.3515875,-0.36866093,"('hardhearted', 'benevolent')",1.9052361,1.9189377,0.7768243,0.7751384,0.0016859
68,-0.34682244,-0.33454502,"('dependent', 'independent')",-0.41147065,-0.5580936,-0.3791465,-0.4463193,0.0671728
14,-0.3362793,-0.015070595,"('antisocial', 'social')",-1.0532908,-0.71452177,-0.6947851,-0.3647962,-0.3299889
58,-0.33231518,-0.20057319,"('undiscriminating', 'discriminating')",0.003757555,0.03949561,-0.1642788,-0.0805388,-0.08374
34,-0.3283471,-0.43682006,"('mean', 'honorable')",5.8246317,5.8633966,2.7481422,2.7132883,0.0348539
16,-0.27442473,-0.0487853,"('unpopular', 'popular')",0.4573033,0.50363874,0.0914393,0.2274267,-0.1359874
40,-0.2742586,-0.4066781,"('stingy', 'generous')",-1.31942,-1.6209722,-0.7968393,-1.0138252,0.2169859
27,-0.25620928,-0.3279354,"('hardhearted', 'softhearted')",1.5493255,1.2922862,0.6465581,0.4821754,0.1643827
52,0.23826545,0.02089271,"('irrational', 'rational')",0.5468243,0.31352392,0.3925449,0.1672083,0.2253366
5,0.22336558,0.14009015,"('distant', 'outgoing')",0.053385243,0.17214552,0.1383754,0.1561178,-0.0177424
64,0.21395926,0.15660673,"('shy', 'confident')",-6.4709873,-6.538302,-3.1285141,-3.1908476,0.0623335
2,0.17077471,0.27438474,"('unlikable', 'likable')",0.32998165,0.44486323,0.2503782,0.359624,-0.1092458
30,-0.16573635,-0.10327676,"('intolerant', 'tolerant')",0.89572066,1.0541354,0.3649921,0.4754294,-0.1104373
60,-0.1551621,0.0183068,"('inefficient', 'efficient')",-0.40399322,-0.13465078,-0.2795777,-0.058172,-0.2214057
19,-0.14536452,-0.27772704,"('inhospitable', 'hospitable')",0.18655193,0.091319084,0.0205937,-0.093204,0.1137977
47,-0.12945567,0.08195394,"('stupid', 'smart')",5.356677,5.6728196,2.6136107,2.8773868,-0.2637761
35,-0.12330498,-0.26183185,"('corrupt', 'incorrupt')",0.35058492,0.13086256,0.11364,-0.0654846,0.1791246
76,0.113595515,0.2839105,"('anxious', 'daring')",-0.14361499,0.055779632,-0.0150097,0.1698451,-0.1848548
4,-0.10761832,-0.13008676,"('disliked', 'liked')",-6.060265,-6.1857266,-3.0839417,-3.1579068,0.0739651
59,0.105619624,0.057824552,"('foolish', 'wise')",0.6503785,0.66184556,0.3779991,0.3598351,0.018164
80,0.10179207,0.12624839,"('dominated', 'dominating')",-1.5231093,-1.4579693,-0.7106586,-0.6658605,-0.0447981
83,-0.06339786,0.09861382,"('powerless', 'powerful')",-1.0515795,-0.87075686,-0.5574887,-0.3860715,-0.1714172
29,0.041336387,0.195138,"('unfair', 'fair')",-0.6041678,-0.66526604,-0.2814157,-0.235064,-0.0463517
6,-0.0377338,-0.2359441,"('distant', 'open')",0.6095314,0.5822279,0.2858988,0.1731419,0.1127569
20,0.031228337,0.19722566,"('rough', 'thoughtful')",1.1524969,1.189405,0.5918626,0.6933153,-0.1014527
33,0.021894477,-0.1864774,"('wrong', 'right')",-0.41836712,-0.48785925,-0.1982363,-0.3371683,0.138932
56,0.0010286644,0.15111563,"('impractical', 'practical')",-0.56113446,-0.31284502,-0.2800529,-0.0808647,-0.1991882
37,-0.0002015233,-0.12566784,"('fake', 'genuine')",0.31929022,0.27199078,0.1595443,0.0731615,0.0863828
