,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-0.25071776,-1.0201781,"('hostile', 'amicable')",0.44028893,-0.2089316,0.0947856,-0.6145548,0.7093404
48,0.24558604,0.14271888,"('unintelligent', 'intelligent')",0.6382655,0.7084894,0.4419258,0.4256042,0.0163216
62,-0.2398319,0.39389175,"('incompetent', 'brilliant')",-0.088595934,0.5609211,-0.1642139,0.4774064,-0.6416203
3,-0.21740182,-0.04549195,"('repellent', 'pleasant')",0.21587713,0.30822584,-0.0007623,0.1313669,-0.1321292
87,-0.19797716,-0.24215756,"('unsuccessful', 'successful')",0.853721,0.7411299,0.3278719,0.2494861,0.0783858
9,-0.1757226,-0.38754377,"('unaffectionate', 'caring')",1.248467,1.0418057,0.5363722,0.327131,0.2092412
80,-0.17215398,0.08466407,"('dominated', 'dominating')",-1.3788007,-1.0147903,-0.7754773,-0.4650631,-0.3104142
83,-0.15967111,-0.18796977,"('powerless', 'powerful')",-1.0443326,-0.8815078,-0.6020018,-0.5347388,-0.067263
58,-0.15050414,-0.4881787,"('undiscriminating', 'discriminating')",0.31988615,0.12086794,0.084691,-0.1836554,0.2683464
81,-0.14882796,0.18277812,"('submissive', 'aggressive')",-0.9683738,-0.431811,-0.5586008,-0.1245164,-0.4340844
61,-0.14551085,-0.08213968,"('illogical', 'logical')",0.18730594,0.27683315,0.0208975,0.0973467,-0.0764492
4,-0.14320114,-0.18100299,"('disliked', 'liked')",-6.389211,-6.749878,-3.2662063,-3.4654405,0.1992342
30,0.13369367,0.22975388,"('intolerant', 'tolerant')",1.0516607,1.2412269,0.5926772,0.7354904,-0.1428132
75,0.12405102,0.3990046,"('meek', 'impulsive')",-0.27167213,-0.2144126,-0.0738106,0.092296,-0.1661066
67,-0.114823535,0.19441438,"('doubtful', 'determined')",-0.6965115,-0.6685435,-0.4056675,-0.2370646,-0.1686029
8,-0.109696686,-0.48792705,"('unaffectionate', 'affectionate')",1.1615267,0.78058743,0.525915,0.1463302,0.3795848
20,0.085400015,0.089127995,"('rough', 'thoughtful')",1.3981731,1.1789968,0.7417865,0.6340624,0.1077241
28,-0.07595789,-0.26955938,"('disloyal', 'loyal')",0.7616158,0.69759303,0.342829,0.2140168,0.1288122
15,0.074412376,-0.20302552,"('boring', 'funny')",0.4838215,0.3055231,0.2791169,0.0512488,0.2278681
41,-0.04661893,-0.018210493,"('unforgiving', 'forgiving')",0.22910962,0.102197796,0.0912453,0.0419937,0.0492516
40,0.046553474,-0.03277269,"('stingy', 'generous')",-1.234076,-1.5104817,-0.5937613,-0.7716272,0.1778659
50,0.029060252,0.113838516,"('clumsy', 'skillful')",0.38014627,0.3711778,0.2046033,0.2425082,-0.0379049
88,0.005144143,-0.22721718,"('low', 'eminent')",0.29742908,0.12280849,0.1512866,-0.0522043,0.2034909
