,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
21,-2.2400947,-2.37872,"('immoral', 'moral')",-0.2498059,-0.49775302,-0.12567371,-0.5390386,-1.3966018,-1.7256507,-1.003044,-1.2852906,0.2822466
70,-2.189988,-1.8731303,"('lethargic', 'energetic')",-0.5935644,-0.49241725,-0.4377101,-0.43855992,-0.35111818,-0.3547151,-0.8930951,-0.7897057,-0.1033894
85,2.136525,2.2916632,"('insignificant', 'prestigious')",1.8878094,2.2543387,2.5349488,2.7009377,0.22830535,0.6462614,1.6968971,1.9733002,-0.2764031
62,-2.1348379,-1.8682901,"('incompetent', 'brilliant')",-0.18310113,-0.17255387,-0.7671564,-0.8176533,-0.3431417,-0.34029636,-0.8570593,-0.7996984,-0.0573609
28,-2.1309137,-1.8608707,"('disloyal', 'loyal')",-1.0127077,-0.8591644,-0.6936751,-0.7322143,-0.11733402,-0.26927626,-0.9886577,-0.9303814,-0.0582763
43,-2.1283522,-1.7237589,"('irresponsible', 'responsible')",0.3978821,0.36810726,-0.9622072,-0.88961184,-0.13828161,0.003410589,-0.7077397,-0.5604632,-0.1472765
3,-1.9387575,-2.0285602,"('repellent', 'pleasant')",-1.5732597,-1.6684872,-1.0463579,-1.2456278,1.0858544,0.64151585,-0.8681302,-1.0752898,0.2071596
11,-1.8844638,-2.0334444,"('unhelpful', 'helpful')",-0.62530565,-0.7946306,-1.0891559,-1.4035982,2.1727128,2.0380945,-0.3565531,-0.5483947,0.1918416
13,-1.8485324,-2.065552,"('impolite', 'polite')",-0.64437246,-0.91911936,-0.9600914,-1.1012318,-0.45567453,-0.62065893,-0.9771677,-1.1766405,0.1994728
5,1.8321793,2.3794851,"('distant', 'outgoing')",2.0240893,2.3142922,1.0264227,1.5684448,-0.19512224,0.2658912,1.1718923,1.6320282,-0.4601359
79,1.7860374,1.8172895,"('wavering', 'unwavering')",0.68907136,0.9450303,0.9319534,0.982218,0.4815901,0.5299041,0.9721631,1.0686104,-0.0964473
75,1.7603829,1.8485476,"('meek', 'impulsive')",0.6610694,0.925659,0.51663154,0.61494404,0.798695,0.88238215,0.9341947,1.0678833,-0.1336886
65,-1.6922929,-2.1117995,"('insecure', 'secure')",-1.0038134,-1.3883576,-0.5056205,-0.7801248,-0.8471692,-0.9775108,-1.0122241,-1.3144482,0.3022241
73,1.6272839,1.7667823,"('helpless', 'self-reliant')",0.24179256,0.49284133,-0.43619052,-0.39243332,-3.2487319,-3.2485812,-0.4539615,-0.3453477,-0.1086138
44,1.5840791,1.4996214,"('prejudiced', 'unprejudiced')",-0.81269836,-0.89863575,-0.77853173,-0.7366881,-1.044113,-1.011805,-0.262816,-0.2868769,0.0240609
31,1.559941,1.7797785,"('evil', 'good')",0.15045181,0.61654127,0.28932756,0.6886278,-1.3166263,-0.9021052,0.1707735,0.5457106,-0.3749371
63,-1.5379566,-1.2893972,"('unperceptive', 'insightful')",0.38666344,0.5002069,0.7593559,0.761157,0.32335836,0.54926187,-0.0171447,0.1303071,-0.1474518
22,-1.5148655,-1.1769809,"('untrustworthy', 'trustworthy')",-0.3160581,-0.24249472,-0.834156,-0.82914746,-1.5491266,-1.5451912,-1.0535516,-0.9484535,-0.1050981
7,-1.4751767,-1.4972045,"('insensitive', 'sensitive')",-0.1617225,-0.33959946,-0.66587895,-0.87250507,-0.34449595,-0.51252186,-0.6618186,-0.8054577,0.1436391
81,-1.4515309,-1.8144355,"('submissive', 'aggressive')",-0.29155773,-0.5780808,0.44192186,-0.0028422028,-0.6742048,-0.9600669,-0.4938429,-0.8388563,0.3450134
77,-1.4371275,-1.4899365,"('unmotivated', 'motivated')",0.4599083,0.3085212,0.4469177,0.30328336,0.25924146,0.13208911,-0.067765,-0.1865107,0.1187457
56,-1.4266906,-1.4894619,"('impractical', 'practical')",-0.39657363,-0.51970434,-0.52128404,-0.79884577,-0.13289024,-0.48315096,-0.6193596,-0.8227907,0.2034311
6,1.424785,2.0394487,"('distant', 'open')",1.5677935,1.8711299,0.97071314,1.53529,-0.30241695,0.15875337,0.9152187,1.4011555,-0.4859368
27,-1.4013435,-0.86960363,"('hardhearted', 'softhearted')",-0.35381693,-0.20831554,-1.4357697,-0.8207296,-0.8797157,-0.4125107,-1.0176613,-0.5777898,-0.4398715
30,-1.3179854,-1.5692391,"('intolerant', 'tolerant')",-1.8811393,-1.8232676,-0.33970517,-0.67210644,-0.87092966,-0.94980425,-1.1024399,-1.2536043,0.1511644
72,-1.3078556,-0.9192499,"('unambitious', 'ambitious')",-0.275626,-0.18043035,-0.7562839,-0.5623378,-1.340043,-1.1156571,-0.9199522,-0.6944188,-0.2255334
12,-1.2953385,-0.85580486,"('unsupportive', 'supportive')",1.2501636,1.4424567,0.5948292,0.69787616,-2.0657804,-1.8405166,-0.3790315,-0.1389971,-0.2400344
51,-1.284552,-1.4994566,"('uneducated', 'educated')",-0.026874013,-0.22655052,0.51693535,0.1008845,0.26444292,0.00938344,-0.1325119,-0.4039348,0.2714229
76,-1.2756246,-1.1833744,"('anxious', 'daring')",-0.49166232,-0.48201108,0.5899251,0.48646507,0.35941893,0.052205347,-0.2044858,-0.2816788,0.077193
25,1.2545503,1.0412016,"('egoistic', 'altruistic')",1.1880314,1.156197,1.3232582,1.3014001,1.3642613,1.3803569,1.2825253,1.2197889,0.0627364
80,-1.2474903,-1.2893277,"('dominated', 'dominating')",-0.08370712,-0.29518348,-0.43864483,-0.50974,-0.05782558,-0.17171133,-0.4569169,-0.5664907,0.1095738
33,1.2450975,1.4789793,"('wrong', 'right')",0.98299116,1.1270802,1.3077372,1.4932605,-1.086138,-0.84952754,0.6124219,0.8124481,-0.2000262
41,-1.2210207,-1.137406,"('unforgiving', 'forgiving')",-0.55812603,-0.25520414,-0.35255063,-0.27155614,-0.43232244,-0.54263437,-0.6410049,-0.5517001,-0.0893048
23,-1.213041,-1.4006331,"('insincere', 'sincere')",-0.8751943,-1.1633496,-0.66948605,-1.0474095,4.3789153,4.2167063,0.4052985,0.1513285,0.25397
59,1.193859,1.1557443,"('foolish', 'wise')",0.21774632,0.26216683,1.179783,1.1618086,-0.853962,-0.72689074,0.4343566,0.4632072,-0.0288506
66,1.158498,1.6934812,"('inactive', 'active')",1.7539513,1.9205623,1.9731721,2.2866135,1.7866058,2.1954951,1.6680568,2.0240378,-0.355981
78,-1.1336935,-0.76000726,"('nonresilient', 'resilient')",0.892577,1.1166856,0.40555087,0.64447016,1.7321165,1.7407933,0.4741377,0.6854855,-0.2113478
49,-1.1265168,-1.0126241,"('unable', 'able')",-0.86159456,-0.77492124,-0.18638615,-0.40708277,-0.43765804,-0.4918216,-0.6530389,-0.6716124,0.0185735
54,1.0896002,1.1030244,"('incapable', 'capable')",2.2055314,2.206033,1.4831487,1.3893692,0.94364494,0.9528278,1.4304813,1.4128135,0.0176678
24,-1.0817026,-0.81998247,"('dishonest', 'honest')",-0.031000946,0.21661678,-0.3672955,-0.31606004,-0.7117092,-0.5756654,-0.5479271,-0.3737728,-0.1741543
2,0.95700294,1.103333,"('unlikable', 'likable')",1.5439831,1.510643,1.7311136,1.884686,0.6060922,0.72268003,1.209548,1.3053355,-0.0957875
50,0.95077044,0.78800714,"('clumsy', 'skillful')",-0.71705383,-0.7260722,1.1673043,1.0025496,0.9228634,0.8114466,0.5809711,0.4689828,0.1119883
20,-0.9504115,-0.864434,"('rough', 'thoughtful')",-1.0309396,-1.1358612,0.23002216,0.33614182,-0.38995254,-0.4467081,-0.5353204,-0.5277154,-0.007605
68,-0.85420614,-0.7814598,"('dependent', 'independent')",-1.348053,-1.4127525,-1.1232498,-1.1293994,-1.4537244,-1.4406834,-1.1948082,-1.1910738,-0.0037344
82,-0.8385044,-0.77302945,"('poor', 'rich')",-1.0099055,-1.1151602,-0.804788,-0.8859732,4.447524,4.3969684,0.4485816,0.4057014,0.0428802
71,0.77770907,1.0448854,"('diffident', 'self-confident')",2.4710882,2.48173,0.4666628,0.8751383,0.35346135,0.6788104,1.0172304,1.270141,-0.2529106
16,0.73616445,0.6330056,"('unpopular', 'popular')",-0.2935394,-0.2985024,0.34689492,0.39905962,0.36582506,0.49579865,0.2888362,0.3073404,-0.0185042
15,0.72653764,0.62406206,"('boring', 'funny')",0.2416107,0.24672756,0.4691115,0.51815736,-0.3057164,-0.17380655,0.2828859,0.3037851,-0.0208992
53,-0.72599745,-0.39189148,"('uncreative', 'creative')",0.45619386,0.56347406,0.93256074,1.0081533,1.074573,1.0982764,0.4343325,0.5695031,-0.1351706
37,-0.6597737,-0.30473384,"('fake', 'genuine')",-1.4165599,-1.2294071,-0.93940043,-0.6416962,-0.27571353,-0.1111733,-0.8228619,-0.5717526,-0.2511093
61,-0.6234791,-0.38983113,"('illogical', 'logical')",1.017956,0.8809198,0.7062432,0.6678355,-0.45017263,-0.3560828,0.1626369,0.2007103,-0.0380734
74,-0.5966576,-0.36905095,"('undedicated', 'dedicated')",0.36316866,0.4078869,0.4741874,0.33240607,0.21129614,0.16010769,0.1129987,0.1328374,-0.0198387
9,-0.57196075,-0.045264997,"('unaffectionate', 'caring')",1.4704194,1.6767218,0.28375217,0.51340413,0.28126696,0.70036024,0.3658694,0.7113053,-0.3454359
58,-0.5641439,0.12785515,"('undiscriminating', 'discriminating')",0.15520656,0.5703926,0.40913194,0.7070621,0.5198243,0.79808813,0.1300047,0.5508495,-0.4208448
67,0.5553927,0.35591704,"('doubtful', 'determined')",-0.025169933,-0.19929072,0.60619307,0.40448076,-0.013013,-0.31631306,0.2808507,0.0611985,0.2196522
84,0.5442973,0.6778802,"('inferior', 'superior')",0.84215635,0.95387733,1.0070138,0.88567954,0.6190571,0.5273346,0.7531312,0.7611929,-0.0080617
26,0.5395682,0.76505584,"('hardhearted', 'benevolent')",1.9813546,2.0399306,2.1441734,2.3884282,0.54577947,0.8320272,1.3027189,1.5063605,-0.2036416
32,-0.52660567,-0.6619268,"('unkind', 'kind')",0.21635021,-0.037701473,-0.2291305,-0.43683636,0.4236307,0.34536338,-0.0289388,-0.1977753,0.1688365
64,-0.50970036,-0.36835507,"('shy', 'confident')",0.27175042,0.32483295,0.13038272,0.09307967,-4.814161,-5.034156,-1.230432,-1.2461495,0.0157175
52,0.40066034,0.47268665,"('irrational', 'rational')",-0.5553065,-0.34132296,0.34728953,0.37582883,-0.90717787,-0.72691447,-0.1786336,-0.0549305,-0.1237031
1,-0.35931587,0.054038756,"('unfriendly', 'friendly')",1.4825255,1.8467945,0.95572317,1.2341182,0.548057,0.80285066,0.6567475,0.9844506,-0.3277031
42,0.33771592,0.5784958,"('unreliable', 'reliable')",0.76374084,0.79870707,0.83780724,0.8254771,-2.3559513,-2.3005264,-0.1041718,-0.0244616,-0.0797102
18,0.3367989,0.25472638,"('disagreeable', 'welcoming')",0.10184215,0.09000843,0.8105492,0.83558404,-1.4885962,-1.4484165,-0.0598515,-0.0670244,0.0071729
39,-0.31056428,-0.3770536,"('exploitative', 'cooperative')",0.52963287,0.47433245,0.07499755,-0.025766991,0.07735119,0.10001598,0.0928543,0.042882,0.0499723
40,-0.30153224,0.24429105,"('stingy', 'generous')",-0.6499184,-0.024394426,-0.74496996,-0.21185048,-2.6340954,-2.3111284,-1.082629,-0.5757706,-0.5068584
47,-0.29794902,-0.36676413,"('stupid', 'smart')",-0.60770637,-0.7676234,0.43187365,0.47008282,3.5661125,3.719575,0.7730827,0.7638175,0.0092652
88,-0.26806024,-0.52465034,"('low', 'eminent')",-0.66682667,-0.85088277,0.6094787,0.059641756,-0.3410316,-0.80272806,-0.16661,-0.5296549,0.3630449
87,-0.2495086,-0.0062735714,"('unsuccessful', 'successful')",0.8113195,0.5441292,1.6150831,1.6478175,0.76319104,0.79085726,0.7350212,0.7441326,-0.0091114
38,0.20626733,0.27600417,"('untruthful', 'truthful')",-0.20413345,0.026216257,-0.1670808,-0.15970749,0.5052126,0.62904453,0.0850664,0.1928894,-0.107823
83,0.17760766,0.19369441,"('powerless', 'powerful')",1.2097584,1.2782722,0.9242203,0.9906048,-0.30821437,-0.39965397,0.500843,0.5157294,-0.0148864
19,0.17099118,0.27720666,"('inhospitable', 'hospitable')",0.09085962,0.23205101,-0.17147003,-0.08466507,0.16576599,0.2273158,0.0640367,0.1629771,-0.0989404
29,0.06554644,0.5849341,"('unfair', 'fair')",-0.49088693,-0.18650332,-0.26903722,0.013858326,-0.9754452,-0.91458344,-0.4174557,-0.1255736,-0.2918821
4,0.06351267,0.26102242,"('disliked', 'liked')",-0.36723542,-0.061424874,0.33143678,0.50101894,-5.341075,-5.453999,-1.3283402,-1.1883457,-0.1399945
8,0.05396992,0.37541968,"('unaffectionate', 'affectionate')",1.9071348,2.0849292,0.7083576,0.84622973,0.04311363,0.4689551,0.678144,0.9438834,-0.2657394
34,-0.008335246,0.014080718,"('mean', 'honorable')",-0.7024909,-0.6442809,0.4018489,0.4271921,5.150475,5.3125854,1.2103745,1.2773943,-0.0670198
17,-0.002276469,-0.07983221,"('nasty', 'nice')",-0.6651488,-0.6256678,0.14853767,0.22085574,-0.14194861,-0.2292073,-0.1652091,-0.1784629,0.0132538
