,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,0.8495608,0.73153055,"('inefficient', 'efficient')",-0.1649119,0.027334753,0.3423244,0.3794326,-0.0371082
72,-0.82751775,-1.0214074,"('unambitious', 'ambitious')",-1.259648,-1.5223728,-1.0435829,-1.2718902,0.2283073
54,-0.8272506,-0.8094462,"('incapable', 'capable')",1.175434,0.9852368,0.1740917,0.0878953,0.0861964
56,0.7907929,0.6533041,"('impractical', 'practical')",-0.37839934,-0.3896661,0.2061968,0.131819,0.0743778
88,-0.7817767,-0.89238995,"('low', 'eminent')",0.34447652,0.42102596,-0.2186501,-0.235682,0.0170319
78,-0.7637947,-0.816504,"('nonresilient', 'resilient')",0.38723996,0.6620483,-0.1882774,-0.0772279,-0.1110495
73,0.758238,0.6542404,"('helpless', 'self-reliant')",-2.739476,-2.710918,-0.9906189,-1.0283388,0.0377199
85,-0.75504625,-0.82770514,"('insignificant', 'prestigious')",0.9703511,0.738153,0.1076524,-0.0447761,0.1524285
3,-0.75144154,-0.66871285,"('repellent', 'pleasant')",0.08011924,0.24095033,-0.3356611,-0.2138813,-0.1217798
39,0.7440791,0.82739294,"('exploitative', 'cooperative')",0.23290564,0.14524263,0.4884924,0.4863178,0.0021746
67,0.7301478,0.8135675,"('doubtful', 'determined')",-0.47577402,-0.66715574,0.1271869,0.0732059,0.053981
64,0.71259016,0.82371235,"('shy', 'confident')",-6.1299167,-5.801317,-2.7086632,-2.4888024,-0.2198608
82,-0.68903965,-1.0506322,"('poor', 'rich')",5.6454115,5.0497785,2.4781859,1.9995731,0.4786128
25,-0.68191147,-0.6129756,"('egoistic', 'altruistic')",1.4444784,1.333744,0.3812835,0.3603842,0.0208993
52,-0.6608735,-0.74623585,"('irrational', 'rational')",0.5781358,0.28309768,-0.0413688,-0.2315691,0.1902003
66,-0.65496886,-0.5623367,"('inactive', 'active')",0.59011656,0.8089492,-0.0324261,0.1233062,-0.1557323
2,0.6404823,0.68965137,"('unlikable', 'likable')",0.70140517,0.5340665,0.6709437,0.611859,0.0590847
27,-0.6376766,-0.5909024,"('hardhearted', 'softhearted')",1.2173016,1.4095631,0.2898125,0.4093303,-0.1195178
80,0.6335597,0.93973416,"('dominated', 'dominating')",-1.5181749,-1.0785457,-0.4423076,-0.0694058,-0.3729018
77,-0.6100312,-0.537815,"('unmotivated', 'motivated')",-1.2907138,-1.1362287,-0.9503725,-0.8370218,-0.1133507
34,-0.5960612,-0.5756149,"('mean', 'honorable')",5.980295,5.747561,2.692117,2.585973,0.106144
71,-0.5896539,-0.52371085,"('diffident', 'self-confident')",0.37898457,0.5077111,-0.1053347,-0.0079999,-0.0973348
58,-0.58432674,-0.684063,"('undiscriminating', 'discriminating')",0.088486925,0.23611304,-0.2479199,-0.223975,-0.0239449
28,-0.5801858,-0.90046245,"('disloyal', 'loyal')",0.81530905,0.6065392,0.1175616,-0.1469616,0.2645232
14,0.5784292,0.37428337,"('antisocial', 'social')",-0.4283202,-0.49627516,0.0750545,-0.0609959,0.1360504
16,-0.5741482,-0.7483866,"('unpopular', 'popular')",0.5135293,0.3386006,-0.0303094,-0.204893,0.1745836
11,-0.57250893,-0.6603357,"('unhelpful', 'helpful')",1.4564714,1.4555101,0.4419813,0.3975872,0.0443941
62,0.5307907,0.52687037,"('incompetent', 'brilliant')",-0.14306653,-0.08040176,0.1938621,0.2232343,-0.0293722
7,-0.52053285,-0.48913988,"('insensitive', 'sensitive')",0.33595335,0.6299823,-0.0922897,0.0704212,-0.1627109
70,-0.51781666,-0.32243884,"('lethargic', 'energetic')",0.4099586,0.76403344,-0.053929,0.2207973,-0.2747263
57,-0.5117177,-0.63923633,"('unimaginative', 'imaginative')",-2.461605,-2.1155717,-1.4866614,-1.377404,-0.1092574
29,-0.49291492,-0.5795358,"('unfair', 'fair')",-0.22325,-0.29374212,-0.3580825,-0.436639,0.0785565
12,-0.48344144,-0.38964462,"('unsupportive', 'supportive')",-1.9149827,-1.5181695,-1.1992121,-0.9539071,-0.245305
55,0.459078,0.3354012,"('incompetent', 'clever')",0.010677062,0.26939607,0.2348775,0.3023986,-0.0675211
30,0.45856452,0.2885042,"('intolerant', 'tolerant')",1.360663,1.2396814,0.9096138,0.7640928,0.145521
15,0.43881762,0.33204693,"('boring', 'funny')",0.49591768,0.3353754,0.4673676,0.3337111,0.1336565
22,-0.4098942,-0.43937823,"('untrustworthy', 'trustworthy')",-0.62924045,-0.5881804,-0.5195673,-0.5137793,-0.005788
74,-0.40947092,-0.53757507,"('undedicated', 'dedicated')",0.015074417,0.19801667,-0.1971982,-0.1697792,-0.027419
46,-0.4040108,-0.40667742,"('uncompetitive', 'competitive')",-0.4938506,-0.27059639,-0.4489307,-0.3386369,-0.1102938
42,0.36006573,0.50115657,"('unreliable', 'reliable')",-3.237796,-2.8889437,-1.4388652,-1.1938936,-0.2449716
35,-0.35515508,-0.5000987,"('corrupt', 'incorrupt')",0.015697721,-0.4514176,-0.1697287,-0.4757581,0.3060294
40,0.33424872,0.19032222,"('stingy', 'generous')",-1.3702464,-1.4446645,-0.5179988,-0.6271712,0.1091724
37,0.29208723,0.34657073,"('fake', 'genuine')",0.13670465,0.15837093,0.2143959,0.2524708,-0.0380749
65,0.27446955,0.21528845,"('insecure', 'secure')",-0.26774296,-0.27958092,0.0033633,-0.0321462,0.0355095
26,-0.26659757,-0.39026392,"('hardhearted', 'benevolent')",1.7872032,1.7832031,0.7603028,0.6964696,0.0638332
51,-0.2632607,-0.34445575,"('uneducated', 'educated')",0.5287366,0.71030796,0.1327379,0.1829261,-0.0501882
83,-0.25980052,-0.26822606,"('powerless', 'powerful')",-1.0949516,-1.1153901,-0.6773761,-0.691808,0.0144319
43,-0.25395668,-0.23346278,"('irresponsible', 'responsible')",0.43355745,0.54658383,0.0898004,0.1565605,-0.0667601
50,0.24987881,0.32791868,"('clumsy', 'skillful')",0.37895697,0.4493873,0.3144179,0.388653,-0.0742351
45,-0.22733755,-0.43101275,"('incompetent', 'competent')",-0.4225237,-0.34160355,-0.3249306,-0.3863081,0.0613775
76,0.21001315,0.22817332,"('anxious', 'daring')",0.14598835,0.24630176,0.1780007,0.2372375,-0.0592368
68,-0.1883232,-0.13749875,"('dependent', 'independent')",-0.33087355,-0.15452716,-0.2595984,-0.146013,-0.1135854
84,0.16100237,0.03465637,"('inferior', 'superior')",1.2749287,1.1148193,0.7179655,0.5747378,0.1432277
0,-0.1608433,-0.3574114,"('unsociable', 'sociable')",-0.19482872,-0.0053213798,-0.177836,-0.1813664,0.0035304
20,-0.1572747,-0.17152923,"('rough', 'thoughtful')",1.2261949,1.4155484,0.5344601,0.6220096,-0.0875495
18,-0.14573997,-0.3504145,"('disagreeable', 'welcoming')",-0.19433038,-0.39448842,-0.1700352,-0.3724515,0.2024163
41,-0.13427971,-0.31978285,"('unforgiving', 'forgiving')",0.1229066,0.03624677,-0.0056866,-0.141768,0.1360814
33,0.12180315,0.10746662,"('wrong', 'right')",-0.7276416,-0.94226485,-0.3029192,-0.4173991,0.1144799
87,0.10339816,0.1874282,"('unsuccessful', 'successful')",0.7718333,0.9308637,0.4376157,0.5591459,-0.1215302
21,-0.10261592,-0.08369601,"('immoral', 'moral')",-0.4662915,-0.34321818,-0.2844537,-0.2134571,-0.0709966
48,0.09901612,0.005867582,"('unintelligent', 'intelligent')",0.73754454,0.91582185,0.4182803,0.4608447,-0.0425644
4,-0.088784754,-0.11584056,"('disliked', 'liked')",-5.9405575,-5.7215867,-3.0146711,-2.9187136,-0.0959575
75,-0.0798955,-0.1181829,"('meek', 'impulsive')",-0.3116648,-0.55345696,-0.1957801,-0.3358199,0.1400398
49,-0.0759013,-0.052054036,"('unable', 'able')",-0.05424284,0.054962717,-0.0650721,0.0014543,-0.0665264
59,-0.06411699,-0.0052063875,"('foolish', 'wise')",0.5004282,0.26420385,0.2181556,0.1294987,0.0886569
32,-0.05845847,-0.15026811,"('unkind', 'kind')",0.8906923,0.92779016,0.4161169,0.388761,0.0273559
13,-0.052650318,-0.06780483,"('impolite', 'polite')",-0.77582693,-0.62255996,-0.4142386,-0.3451824,-0.0690562
17,0.04278072,0.088083744,"('nasty', 'nice')",-0.5000869,-0.47731644,-0.2286531,-0.1946163,-0.0340368
47,0.0277716,0.017838024,"('stupid', 'smart')",5.322422,4.961589,2.6750968,2.4897134,0.1853834
