,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
63,0.6040469,0.4808675,"('unperceptive', 'insightful')",1.4963183,1.1845328,0.5344313,0.360905,0.8782655,0.6754351,0.2028304
40,-0.5997897,-0.4479895,"('stingy', 'generous')",0.7843059,0.66534114,-2.021078,-2.3364787,-0.6121873,-0.7063757,0.0941884
26,0.56192803,0.43700188,"('hardhearted', 'benevolent')",2.3996193,2.0711915,2.1918676,1.9212484,1.7178049,1.4764806,0.2413243
49,-0.53639185,-0.3518347,"('unable', 'able')",-1.198839,-0.98043,-0.67263144,-0.47943193,-0.8026207,-0.6038988,-0.1987219
78,-0.53576183,-0.78893244,"('nonresilient', 'resilient')",0.02484158,-0.10764781,-0.31159928,-0.327472,-0.2741732,-0.4080174,0.1338442
82,-0.51717925,-0.8123096,"('poor', 'rich')",0.50530654,0.3016369,5.7504544,5.7390585,1.9128606,1.7427953,0.1700653
34,-0.50644314,-0.58549213,"('mean', 'honorable')",0.045122102,0.15300894,5.105077,5.17447,1.5479186,1.5806623,-0.0327437
22,0.5013774,0.40881482,"('untrustworthy', 'trustworthy')",0.05199461,-0.17604354,-0.41950035,-0.59265363,0.0446239,-0.1199608,0.1645847
47,-0.478127,-0.5937729,"('stupid', 'smart')",0.12764381,0.07335213,5.2872214,5.110672,1.6455793,1.5300837,0.1154956
87,-0.4699788,-0.5552343,"('unsuccessful', 'successful')",0.32715103,0.24051951,0.82621497,0.6011,0.2277957,0.0954617,0.132334
28,0.4085074,0.39577198,"('disloyal', 'loyal')",0.33079928,0.083156936,1.1395798,0.9506304,0.6262955,0.4765198,0.1497757
66,0.39151248,0.6834251,"('inactive', 'active')",0.48813948,0.54312205,1.0053016,0.75771475,0.6283178,0.6614207,-0.0331029
8,0.3911995,0.59873605,"('unaffectionate', 'affectionate')",0.44154102,0.49458298,0.9152977,0.8057316,0.5826794,0.6330169,-0.0503375
42,0.32439354,0.32089978,"('unreliable', 'reliable')",1.018344,1.0355816,-2.6314073,-2.7467294,-0.4295566,-0.463416,0.0338594
15,0.30777472,0.36885035,"('boring', 'funny')",-0.68689835,-0.35235706,0.6138605,0.551488,0.0782456,0.1893271,-0.1110815
79,-0.29145396,-0.1522518,"('wavering', 'unwavering')",-0.87703043,-0.67616236,-0.4259066,-0.56793684,-0.5314637,-0.4654503,-0.0660134
57,0.29112703,-0.10902931,"('unimaginative', 'imaginative')",0.627603,0.30842045,-2.3543777,-2.6274993,-0.4785492,-0.8093694,0.3308202
29,-0.27098265,0.24138418,"('unfair', 'fair')",-1.0546958,-0.7092555,-0.96003616,-0.8037067,-0.7619049,-0.4238594,-0.3380455
20,0.25751662,-0.030668981,"('rough', 'thoughtful')",-0.30163646,-0.52440184,-0.01867294,-0.08769741,-0.0209309,-0.2142561,0.1933252
25,-0.25400752,0.05498101,"('egoistic', 'altruistic')",0.58714646,0.79385835,1.1231174,1.0230193,0.4854188,0.6239529,-0.1385341
38,0.22754356,0.49708566,"('untruthful', 'truthful')",-0.2807002,-0.09332286,0.088740274,0.24747865,0.0118612,0.2170805,-0.2052193
54,0.22228381,0.5834257,"('incapable', 'capable')",-0.10234766,0.079970285,0.8345238,0.7334969,0.3181533,0.465631,-0.1474777
0,0.20635629,0.0003774222,"('unsociable', 'sociable')",-0.09638169,-0.2928581,0.020670429,-0.05922553,0.0435483,-0.1172354,0.1607837
72,-0.20170894,-0.49127612,"('unambitious', 'ambitious')",0.029045608,0.22463748,-0.8300939,-0.65684396,-0.3342524,-0.3078275,-0.0264249
65,0.19440296,-0.37316382,"('insecure', 'secure')",0.076388255,-0.13270748,0.074474834,0.108918525,0.1150887,-0.1323176,0.2474063
17,0.17538308,0.0968911,"('nasty', 'nice')",-0.89009553,-0.85859793,-0.1255638,-0.26819056,-0.2800921,-0.3432992,0.0632071
2,0.1734829,0.79364127,"('unlikable', 'likable')",1.3958521,1.7996248,0.9816352,1.1390423,0.8503234,1.2441028,-0.3937794
41,-0.17002892,0.20033701,"('unforgiving', 'forgiving')",0.3207454,0.57641304,0.76011014,0.6462481,0.3036089,0.4743327,-0.1707238
83,-0.11331229,-0.31990543,"('powerless', 'powerful')",0.89013267,1.0166808,-1.1575437,-1.066153,-0.1269078,-0.1231259,-0.0037819
68,0.11155163,0.011233432,"('dependent', 'independent')",-1.6041818,-1.4860526,-1.7843641,-1.7125053,-1.0923314,-1.0624415,-0.0298899
71,-0.10978317,0.19707777,"('diffident', 'self-confident')",0.9737811,1.0718483,0.1862862,0.18656301,0.3500947,0.485163,-0.1350683
73,0.10088575,0.1757131,"('helpless', 'self-reliant')",0.5027446,0.67133135,-3.3600945,-3.3605592,-0.9188214,-0.8378383,-0.0809831
61,-0.07858913,-0.23937657,"('illogical', 'logical')",-0.08982406,-0.22039752,0.010987818,-0.11863104,-0.0524751,-0.1928017,0.1403266
3,-0.030325346,-0.04118643,"('repellent', 'pleasant')",0.005835464,-0.26652935,0.5886349,0.5970682,0.1880483,0.0964508,0.0915975
19,-0.018127222,0.23796576,"('inhospitable', 'hospitable')",-0.5355864,-0.37007737,-0.34622627,-0.2537513,-0.29998,-0.128621,-0.171359
33,-0.012119502,0.3854475,"('wrong', 'right')",0.5025051,0.55688095,-0.95422125,-1.0656309,-0.1546119,-0.0411008,-0.1135111
48,-0.010884296,-0.42583957,"('unintelligent', 'intelligent')",-0.523776,-0.61423993,-0.62982965,-0.5934618,-0.3881633,-0.5445138,0.1563505
32,-0.00771969,-0.039824825,"('unkind', 'kind')",0.2103937,0.16593531,1.1776202,1.2807827,0.4600981,0.4689644,-0.0088663
