,range_male,range_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
30,1.1106653,1.2630488,"('intolerant', 'tolerant')",0.9946586,1.1079006,0.77286875,0.72663504,0.9593975,1.0325281,-0.0731306
33,1.0667621,1.0793705,"('wrong', 'right')",0.6796793,0.66160154,-0.9279596,-0.85409373,0.2728272,0.2956261,-0.0227989
35,-1.0643798,-1.0787467,"('corrupt', 'incorrupt')",-1.8194175,-1.7320555,-1.5624144,-1.4449031,-1.4820706,-1.4185685,-0.0635021
39,1.0609767,1.5510507,"('exploitative', 'cooperative')",-0.23659176,-0.094533816,0.4524094,0.42295662,0.4255981,0.6264911,-0.200893
52,-1.0126557,-0.9599435,"('irrational', 'rational')",-0.8810237,-0.74073315,-0.65909505,-0.5299164,-0.8509248,-0.7435311,-0.1073937
28,0.98803425,1.1330423,"('disloyal', 'loyal')",0.0897701,0.36229956,1.0434219,1.2698632,0.7070754,0.921735,-0.2146596
77,0.96586925,1.0299147,"('unmotivated', 'motivated')",1.51529,1.6216218,-1.1829838,-0.8782229,0.4327252,0.5911045,-0.1583793
74,0.91658175,1.033013,"('undedicated', 'dedicated')",0.23790294,0.533047,-0.13988301,-0.2914583,0.3382006,0.4248672,-0.0866666
81,0.9111154,0.8546822,"('submissive', 'aggressive')",1.4744642,1.4512568,0.2177334,0.094928354,0.867771,0.8002891,0.0674819
40,-0.9054901,-0.8538217,"('stingy', 'generous')",-0.018053753,0.18879557,-1.8493392,-1.8296666,-0.9242944,-0.8315643,-0.0927301
14,0.89845234,0.9184239,"('antisocial', 'social')",1.1436366,1.1570083,0.27136752,0.10743637,0.7711522,0.7276229,0.0435293
65,0.85855645,0.9640914,"('insecure', 'secure')",0.19135691,0.1600823,0.6369785,0.54967165,0.5622973,0.5579485,0.0043488
19,-0.8570891,-0.6072029,"('inhospitable', 'hospitable')",-1.213958,-0.99024266,-0.72608095,-0.7158017,-0.932376,-0.7710824,-0.1612936
47,0.83358485,0.8650073,"('stupid', 'smart')",0.812349,0.84671724,5.7627125,5.9208846,2.4695489,2.5442031,-0.0746542
4,-0.83162546,-0.96530986,"('disliked', 'liked')",-0.5496106,-0.3900592,-7.879271,-7.7399983,-3.0868359,-3.0317891,-0.0550468
18,-0.8301902,-0.9893787,"('disagreeable', 'welcoming')",-0.5650466,-0.5098502,-0.53188837,-0.5632936,-0.642375,-0.6875075,0.0451325
43,0.8261566,1.099405,"('irresponsible', 'responsible')",-0.021874622,0.16999345,0.8667437,0.74956226,0.5570086,0.6729869,-0.1159783
69,-0.8133786,-0.70780295,"('lazy', 'industrious')",0.18045102,0.35932678,-1.951039,-1.7067841,-0.8613222,-0.6850867,-0.1762355
27,-0.8114709,-0.5996936,"('hardhearted', 'softhearted')",0.24548793,0.28980386,1.6231984,1.5032945,0.3524052,0.3978016,-0.0453964
46,0.80832905,1.0466781,"('uncompetitive', 'competitive')",1.6590098,1.8266852,-0.18830352,-0.061905302,0.7596784,0.9371526,-0.1774742
45,0.7906831,0.9506119,"('incompetent', 'competent')",0.5908696,0.73902833,0.3996076,0.39163455,0.5937201,0.6937582,-0.1000381
12,0.78978044,0.872625,"('unsupportive', 'supportive')",1.0041163,1.1725538,-1.5686867,-1.6793122,0.07507,0.1219556,-0.0468856
15,0.78032094,0.7790086,"('boring', 'funny')",-0.59390795,-0.69101936,0.004692018,-0.092318565,0.0637017,-0.0014431,0.0651448
16,-0.7178326,-0.8023098,"('unpopular', 'popular')",-0.053403467,0.0146043375,-0.32011503,-0.19166863,-0.3637837,-0.326458,-0.0373257
76,0.7107338,0.67822975,"('anxious', 'daring')",0.7861378,0.7594155,0.52785105,0.35406137,0.6749075,0.5972355,0.077672
61,0.7102161,0.7908776,"('illogical', 'logical')",0.74005675,0.8466724,0.7769576,0.753339,0.7424101,0.796963,-0.0545529
85,-0.70943826,-0.74415064,"('insignificant', 'prestigious')",-0.3605839,-0.3260817,-1.294122,-1.1983702,-0.788048,-0.7562009,-0.0318471
67,0.6850538,0.42569342,"('doubtful', 'determined')",0.5712081,0.4655267,-0.59707344,-0.9331305,0.2197295,-0.0139701,0.2336996
54,0.6811941,0.65912855,"('incapable', 'capable')",-0.34070843,-0.41744068,0.81004524,0.84736925,0.3835103,0.363019,0.0204913
75,-0.66135514,-1.1793319,"('meek', 'impulsive')",-0.2857283,-0.5709446,-0.9724266,-1.0028626,-0.6398367,-0.917713,0.2778763
11,0.65022624,0.87220037,"('unhelpful', 'helpful')",1.0563748,1.3125863,2.2660055,2.3947806,1.3242022,1.5265225,-0.2023203
10,0.6400286,0.76901406,"('unsympathetic', 'sympathetic')",-0.013783783,0.017261676,0.7937105,0.68318087,0.4733184,0.4898189,-0.0165005
66,-0.62915015,-0.75382507,"('inactive', 'active')",-0.99951214,-1.0296971,0.49027753,0.3963219,-0.3794616,-0.4624001,0.0829385
79,-0.6228847,-0.725476,"('wavering', 'unwavering')",-1.7397038,-1.6844728,-0.8424306,-0.88550353,-1.0683397,-1.0984841,0.0301444
9,0.61729884,0.9302678,"('unaffectionate', 'caring')",0.13369426,0.42603928,1.38814,1.5571564,0.7130443,0.9711545,-0.2581102
22,0.60648835,0.7462574,"('untrustworthy', 'trustworthy')",0.42220545,0.5832551,-0.2784053,-0.2775814,0.2500962,0.3506437,-0.1005475
51,-0.60070056,-0.9926641,"('uneducated', 'educated')",0.13654913,-0.16648568,0.87948793,0.67285305,0.1384455,-0.1620989,0.3005444
72,0.57865417,0.37063265,"('unambitious', 'ambitious')",0.48491234,0.2913298,0.26326603,0.13555034,0.4422775,0.2658376,0.1764399
58,0.5317367,0.15436566,"('undiscriminating', 'discriminating')",1.000352,0.7983348,0.20939016,0.05124052,0.580493,0.334647,0.245846
84,0.5289128,0.7585835,"('inferior', 'superior')",0.26310912,0.45284832,0.17724368,0.3789049,0.3230885,0.5301122,-0.2070237
68,-0.5234351,-0.43405178,"('dependent', 'independent')",-0.6788768,-0.5417135,-0.5535648,-0.50457865,-0.5852923,-0.4934479,-0.0918444
24,0.5129232,0.82759607,"('dishonest', 'honest')",0.05443553,0.18165632,1.0921534,1.0364871,0.5531707,0.6819132,-0.1287425
59,0.46461588,0.50404686,"('foolish', 'wise')",0.47531733,0.56630087,-0.6476261,-0.46940288,0.0974357,0.200315,-0.1028793
87,0.44602552,0.6840505,"('unsuccessful', 'successful')",0.9933899,1.0376825,1.1575766,1.1740043,0.865664,0.9652458,-0.0995818
82,0.42124015,0.3680413,"('poor', 'rich')",0.29383984,0.5147926,6.8942523,7.1850123,2.536444,2.6892821,-0.1528381
50,-0.3978457,-0.3456008,"('clumsy', 'skillful')",0.13721995,0.118263885,0.10478,0.18118742,-0.0519486,-0.0153832,-0.0365654
26,0.3916113,0.27245,"('hardhearted', 'benevolent')",0.64507663,0.4919819,1.0817133,1.0139109,0.7061338,0.5927809,0.1133529
25,0.33453774,0.33361393,"('egoistic', 'altruistic')",0.62904423,0.7207777,1.0042703,1.1243018,0.6559508,0.7262311,-0.0702803
34,-0.32964984,-0.15773228,"('mean', 'honorable')",-0.09543708,0.099494986,5.6848626,5.9471307,1.7532585,1.9629645,-0.209706
88,-0.31839707,-0.472938,"('low', 'eminent')",-0.15650176,-0.3357135,-0.094046704,-0.24014156,-0.1896485,-0.3495977,0.1599492
0,0.31208605,0.44972435,"('unsociable', 'sociable')",0.4480347,0.6167437,0.27199298,0.26122972,0.3440379,0.4425659,-0.098528
2,0.31085485,0.49644014,"('unlikable', 'likable')",0.2604625,0.525039,0.4956393,0.5488181,0.3556522,0.5234324,-0.1677802
1,0.30978957,0.41036642,"('unfriendly', 'friendly')",-0.22668433,-0.05194866,1.2252903,1.3128777,0.4361318,0.5570985,-0.1209667
38,0.3072099,0.32512468,"('untruthful', 'truthful')",0.33685285,0.36157006,-0.38207912,-0.28917056,0.0873279,0.1325081,-0.0451802
32,0.30546805,0.6292293,"('unkind', 'kind')",0.2696249,0.33052337,1.3262919,1.2580855,0.6337949,0.7392794,-0.1054845
83,0.3024729,0.21062663,"('powerless', 'powerful')",0.3164078,0.22674876,-0.6380682,-0.71507406,-0.0063958,-0.0925662,0.0861704
63,0.2904074,0.37241513,"('unperceptive', 'insightful')",1.2770088,1.6079241,1.1325321,1.1908218,0.8999828,1.0570537,-0.1570709
17,-0.26639816,-0.23901965,"('nasty', 'nice')",-0.04255262,-0.05346927,-0.56221193,-0.757687,-0.2903876,-0.3500586,0.059671
37,0.26515314,0.57525235,"('fake', 'genuine')",-0.00031189807,0.09970795,0.6019328,0.58963835,0.2889247,0.4215329,-0.1326082
78,0.26293823,0.45633346,"('nonresilient', 'resilient')",0.82648826,0.93637586,0.21480867,0.4506723,0.4347451,0.6144605,-0.1797154
86,-0.22974208,-0.41267225,"('uninfluential', 'influential')",-0.09372592,0.032355644,0.36815122,0.38529086,0.0148944,0.0016581,0.0132363
42,-0.22425401,-0.0852923,"('unreliable', 'reliable')",0.11946167,0.5095988,-2.886396,-2.8451223,-0.9970628,-0.8069386,-0.1901242
53,0.22364932,-0.0031524468,"('uncreative', 'creative')",-0.023436747,0.10226798,0.3170615,0.50677395,0.1724247,0.2019632,-0.0295385
80,0.22054519,0.28386652,"('dominated', 'dominating')",1.2927959,1.2333957,0.345446,0.26011923,0.6195957,0.5924605,0.0271352
3,-0.17511864,-0.01763702,"('repellent', 'pleasant')",1.1646186,1.3590896,1.513833,1.4882708,0.8344444,0.9432411,-0.1087967
20,0.16065578,0.18305829,"('rough', 'thoughtful')",0.33674374,0.26296213,0.6656433,0.6701549,0.3876809,0.3720585,0.0156224
57,0.16043893,-0.004092157,"('unimaginative', 'imaginative')",0.126939,0.13543732,-2.7369218,-2.6998065,-0.8165147,-0.8561537,0.039639
41,-0.1439838,-0.42162338,"('unforgiving', 'forgiving')",0.12346608,0.07557428,0.072984695,-0.12312568,0.017489,-0.1563916,0.1738806
64,0.11964462,0.24109417,"('shy', 'confident')",0.8339663,0.90488255,-6.47881,-6.559647,-1.841733,-1.8045568,-0.0371762
29,0.11814374,0.19012603,"('unfair', 'fair')",-0.098463714,-0.06585618,-0.505189,-0.61009866,-0.1618363,-0.1619429,0.0001066
8,-0.06666551,-0.060484264,"('unaffectionate', 'affectionate')",-0.8775271,-0.76405674,0.75016147,0.81980574,-0.0646771,-0.0015784,-0.0630987
70,-0.051021058,0.12872577,"('lethargic', 'energetic')",0.41083992,0.59637195,1.063449,1.0237832,0.4744226,0.5829603,-0.1085377
49,0.025647061,0.06844826,"('unable', 'able')",0.033359595,0.0446931,0.3481496,0.2945425,0.1357188,0.1358946,-0.0001758
73,0.017330572,0.29282233,"('helpless', 'self-reliant')",0.08176075,0.350643,-3.6056454,-3.4920473,-1.1688514,-0.9495273,-0.2193241
