,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
80,-1.3010201,-1.3863577,"('dominated', 'dominating')",0.1044266,0.049371466,-0.5982968,-0.6684931,0.0701963
28,-1.2935514,-1.190537,"('disloyal', 'loyal')",0.94250834,0.9078474,-0.1755216,-0.1413448,-0.0341768
63,-1.2780385,-1.1089132,"('unperceptive', 'insightful')",1.1043892,1.2628454,-0.0868247,0.0769661,-0.1637908
3,-1.2764672,-1.1391948,"('repellent', 'pleasant')",-0.14434373,-0.13179146,-0.7104055,-0.6354932,-0.0749123
12,-1.2570733,-0.9714277,"('unsupportive', 'supportive')",-0.94796216,-0.77825093,-1.1025177,-0.8748393,-0.2276784
4,1.2420197,1.211382,"('disliked', 'liked')",-5.9286766,-6.447767,-2.3433285,-2.6181924,0.2748639
7,-1.2207822,-1.0532924,"('insensitive', 'sensitive')",0.9036459,1.0719582,-0.1585681,0.0093329,-0.167901
72,-1.2062938,-1.0789288,"('unambitious', 'ambitious')",0.15122512,0.19308087,-0.5275344,-0.442924,-0.0846104
36,1.1998919,0.97467625,"('hostile', 'amicable')",-1.758649,-2.033411,-0.2793785,-0.5293674,0.2499889
13,-1.193545,-0.9446242,"('impolite', 'polite')",0.6319844,0.8135387,-0.2807803,-0.0655428,-0.2152375
30,-1.167671,-1.1309747,"('intolerant', 'tolerant')",0.9411388,1.0400586,-0.1132661,-0.045458,-0.0678081
83,-1.0600531,-0.9426186,"('powerless', 'powerful')",-0.4067262,-0.5170137,-0.7333897,-0.7298162,-0.0035735
53,-1.046178,-0.898215,"('uncreative', 'creative')",0.2704074,0.2474352,-0.3878853,-0.3253899,-0.0624954
56,-0.9883557,-0.75139403,"('impractical', 'practical')",1.433125,1.536868,0.2223847,0.392737,-0.1703523
66,0.9879973,1.0802994,"('inactive', 'active')",-0.375574,-0.38930243,0.3062117,0.3454985,-0.0392868
31,0.97548324,0.9948265,"('evil', 'good')",-1.6586796,-1.9873153,-0.3415982,-0.4962444,0.1546462
59,0.89591545,0.97049046,"('foolish', 'wise')",-0.83091307,-0.7196305,0.0325012,0.12543,-0.0929288
50,0.86370975,0.86208683,"('clumsy', 'skillful')",-0.8964117,-0.73379505,-0.016351,0.0641459,-0.0804969
71,0.8617097,1.0479091,"('diffident', 'self-confident')",0.0863931,0.067850225,0.4740514,0.5578797,-0.0838283
20,-0.80274314,-1.0122962,"('rough', 'thoughtful')",0.17878681,0.19815995,-0.3119782,-0.4070681,0.0950899
34,-0.7943354,-0.81598556,"('mean', 'honorable')",4.372273,4.6632247,1.7889688,1.9236195,-0.1346507
14,-0.79192597,-0.58677113,"('antisocial', 'social')",0.75990254,0.5936864,-0.0160117,0.0034576,-0.0194693
41,-0.7786546,-0.6670207,"('unforgiving', 'forgiving')",0.41279897,0.33442447,-0.1829278,-0.1662981,-0.0166297
1,-0.76580054,-0.6630267,"('unfriendly', 'friendly')",1.3917277,1.2403656,0.3129636,0.2886695,0.0242941
45,-0.76108825,-0.92603827,"('incompetent', 'competent')",0.9816571,0.90223855,0.1102844,-0.0118999,0.1221843
74,-0.7600339,-0.5630693,"('undedicated', 'dedicated')",0.080108866,0.1397673,-0.3399625,-0.211651,-0.1283115
49,-0.75058055,-0.7329216,"('unable', 'able')",-0.48548138,-0.33338273,-0.618031,-0.5331522,-0.0848788
33,0.70615435,0.92063886,"('wrong', 'right')",-0.010011271,-0.027986713,0.3480715,0.4463261,-0.0982546
58,-0.6932299,-0.7136327,"('undiscriminating', 'discriminating')",0.059123017,-0.17210282,-0.3170534,-0.4428678,0.1258144
47,-0.6277944,-0.62478983,"('stupid', 'smart')",4.515316,4.9426427,1.9437609,2.1589265,-0.2151656
44,0.6181404,0.45308378,"('prejudiced', 'unprejudiced')",-1.5432836,-1.5773673,-0.4625716,-0.5621418,0.0995702
16,0.5602141,0.55087847,"('unpopular', 'popular')",-0.119525276,-0.19177279,0.2203444,0.1795528,0.0407916
22,-0.5113113,-0.49937817,"('untrustworthy', 'trustworthy')",-0.074188694,-0.12556036,-0.29275,-0.3124693,0.0197193
9,-0.50643605,-0.46559542,"('unaffectionate', 'caring')",1.1518279,1.2485359,0.3226959,0.3914702,-0.0687743
19,0.49268815,0.57509166,"('inhospitable', 'hospitable')",-0.94239795,-0.70784354,-0.2248549,-0.0663759,-0.158479
15,0.47609794,0.24323079,"('boring', 'funny')",0.6091273,0.4114281,0.5426126,0.3273295,0.2152831
2,0.45805216,0.62089777,"('unlikable', 'likable')",0.44254184,0.63440275,0.450297,0.6276503,-0.1773533
27,-0.43682125,-0.46955281,"('hardhearted', 'softhearted')",0.5605159,0.65772045,0.0618473,0.0940838,-0.0322365
78,-0.4349366,-0.35804322,"('nonresilient', 'resilient')",0.3109949,0.41958976,-0.0619709,0.0307733,-0.0927442
61,-0.42490137,-0.27685598,"('illogical', 'logical')",0.43251148,0.35860547,0.0038051,0.0408747,-0.0370696
17,0.40404484,0.32120827,"('nasty', 'nice')",-0.42816892,-0.4139532,-0.012062,-0.0463725,0.0343105
37,-0.37343383,-0.3726437,"('fake', 'genuine')",0.39931753,0.3059791,0.0129419,-0.0333323,0.0462742
39,-0.37017876,-0.20023301,"('exploitative', 'cooperative')",0.49572936,0.63731265,0.0627753,0.2185398,-0.1557645
29,0.2894115,0.3010036,"('unfair', 'fair')",-1.0064046,-1.1328471,-0.3584966,-0.4159217,0.0574251
25,0.28152403,0.48165542,"('egoistic', 'altruistic')",0.46563458,0.5201579,0.3735793,0.5009066,-0.1273273
67,0.27032277,0.4106472,"('doubtful', 'determined')",-0.0990923,-0.13806832,0.0856152,0.1362894,-0.0506742
52,0.25253776,0.2498573,"('irrational', 'rational')",-0.4520035,-0.5137641,-0.0997329,-0.1319534,0.0322205
18,-0.23653516,0.2606187,"('disagreeable', 'welcoming')",-1.1561835,-0.91883206,-0.6963593,-0.3291067,-0.3672526
42,0.21318342,0.3663736,"('unreliable', 'reliable')",-2.7847762,-2.6712375,-1.2857964,-1.152432,-0.1333644
38,-0.21171468,-0.18902078,"('untruthful', 'truthful')",0.55277735,0.49940807,0.1705313,0.1551936,0.0153377
68,-0.1783336,0.01905579,"('dependent', 'independent')",-1.4312623,-1.2439681,-0.8047979,-0.6124561,-0.1923418
26,-0.17586425,-0.18885902,"('hardhearted', 'benevolent')",1.6514622,1.5509291,0.737799,0.681035,0.056764
87,-0.1651475,-0.11736559,"('unsuccessful', 'successful')",1.0368395,1.0513877,0.435846,0.467011,-0.031165
40,-0.16223648,-0.004681349,"('stingy', 'generous')",-1.8239315,-1.8454682,-0.993084,-0.9250748,-0.0680092
64,0.1409609,0.28668693,"('shy', 'confident')",-4.8313565,-5.017217,-2.3451979,-2.3652651,0.0200672
54,-0.081502624,0.13756146,"('incapable', 'capable')",0.35255718,0.68758893,0.1355273,0.4125752,-0.2770479
82,0.04726007,-0.0010245107,"('poor', 'rich')",5.3392706,5.903351,2.6932654,2.9511631,-0.2578977
8,0.024624929,-0.12778631,"('unaffectionate', 'affectionate')",0.5378852,0.514516,0.2812551,0.1933648,0.0878903
84,-0.012924584,-0.09937534,"('inferior', 'superior')",0.56970054,0.5962369,0.278388,0.2484308,0.0299572
